sweep,param_name,param,beta,theta,g,ed_p00,ed_p11,ed_coh,analytic_disc_p00,analytic_disc_p11,analytic_disc_coh,analytic_cont_p00,analytic_cont_p11,analytic_cont_coh
coupling,g,8.132125674391983,2.0,0.7853981633974483,8.132125674391983,0.2836178511221217,0.7163821488778777,0.21414270285782253,0.3266627358683891,0.6733372641316109,0.28757922077851594,0.32665783047025454,0.6733421695297455,0.2890062380286463
coupling,g,9.102981779915218,2.0,0.7853981633974483,9.102981779915218,0.28373893180990417,0.7162610681900945,0.21426454989017396,0.3270257421778947,0.6729742578221053,0.2880824173720627,0.3268579365627733,0.6731420634372267,0.2892850066026852
coupling,g,10.18974381401994,2.0,0.7853981633974483,10.18974381401994,,,,0.327316069437812,0.672683930562188,0.28848486681819807,0.32701782355646664,0.6729821764435333,0.2895077457940723
coupling,g,11.406249238513203,2.0,0.7853981633974483,11.406249238513203,,,,0.3275481678710429,0.6724518321289571,0.2888065999063319,0.32714554455204037,0.6728544554479596,0.2896856744086525
coupling,g,12.767987504462747,2.0,0.7853981633974483,12.767987504462747,,,,0.32773365162762547,0.6722663483723745,0.28906371608317677,0.32724755128063443,0.6727524487193656,0.289827780378114
coupling,g,14.292297275398356,2.0,0.7853981633974483,14.292297275398356,,,,0.327881841824813,0.6721181581751869,0.28926913621078665,0.32732900847742674,0.6726709915225733,0.289941258715076
coupling,g,15.998587196060573,2.0,0.7853981633974483,15.998587196060573,,,,0.3280002106579701,0.67199978934203,0.28943321818971385,0.3273940480325995,0.6726059519674005,0.29003186557178606
coupling,g,17.908583017688425,2.0,0.7853981633974483,17.908583017688425,,,,0.3280947426836317,0.6719052573163683,0.28956425776684624,0.3274459739000668,0.6725540260999332,0.2901042036992632
coupling,g,20.046604226428844,2.0,0.7853981633974483,20.046604226428844,,,,0.3281702275219098,0.6718297724780902,0.28966889427726317,0.32748742695420063,0.6725125730457994,0.2901619521098438
coupling,g,22.43987369710649,2.0,0.7853981633974483,22.43987369710649,,,,0.3282304962435028,0.6717695037564972,0.2897524383221155,0.3275205174017939,0.6724794825982061,0.29020805054079996
coupling,g,25.118864315095795,2.0,0.7853981633974483,25.118864315095795,,,,0.32827861180234275,0.6717213881976573,0.2898191357449174,0.32754693099445453,0.6724530690055455,0.29024484741923856
temperature,beta,0.1,0.1,1.5707963267948966,0.5,0.47568402755467326,0.5243159724453268,2.420871426147756e-17,0.47575875187447847,0.5242412481255215,4.5230936295805103e-20,0.4761835735538002,0.5238164264461997,7.126977499118851e-20
temperature,beta,0.11352775264921833,0.11352775264921833,1.5707963267948966,0.5,0.47253232858777294,0.5274676714122261,2.5017750008146526e-17,0.4725951491166499,0.5274048508833501,5.803986946894909e-20,0.47313689083253796,0.526863109167462,9.125473725149941e-20
temperature,beta,0.12888550621582098,0.12888550621582098,1.5707963267948966,0.5,0.46899054439890814,0.5310094556010893,2.5784121809145562e-17,0.46903665468494743,0.5309633453150525,7.442895576233364e-20,0.46972651917340463,0.5302734808265954,1.1674114463188978e-19
temperature,beta,0.14632081869739016,0.14632081869739016,1.5707963267948966,0.5,0.4650142148644517,0.5349857851355497,2.6494337741565173e-17,0.46503920724720565,0.5349607927527943,9.537635496311365e-20,0.46591629347356195,0.534083706526438,1.4919738424632596e-19
temperature,beta,0.16611473712508432,0.16611473712508432,1.5707963267948966,0.5,0.46055547400102387,0.5394445259989752,2.7136429766014387e-17,0.46055537810342434,0.5394446218965757,1.2211667433326043e-19,0.46166849254450537,0.5383315074554946,1.904633620714901e-19
temperature,beta,0.18858632787726495,0.18858632787726495,1.5707963267948966,0.5,0.4555637597451294,0.5444362402548706,2.7700056033994882e-17,0.4555346026772873,0.5444653973227127,1.5620298196631092e-19,0.45694440668916647,0.5430555933108335,2.428356137842606e-19
temperature,beta,0.21409781984274523,0.21409781984274523,1.5707963267948966,0.5,0.4499867915484629,0.5500132084515374,2.8177280664585033e-17,0.44992360759573147,0.5500763924042685,1.9958126911178466e-19,0.45170513008535634,0.5482948699146436,3.0916812956953083e-19
temperature,beta,0.2430604433384409,0.2430604433384409,1.5707963267948966,0.5,0.44377171959674,0.5562282804032609,2.856484154890737e-17,0.4436670892699266,0.5563329107300734,2.546785869279047e-19,0.4459126219844701,0.5540873780155299,3.929902173771323e-19
temperature,beta,0.2759410589013586,0.2759410589013586,1.5707963267948966,0.5,0.4368664085754501,0.5631335914245512,2.886807028279721e-17,0.4367087072714726,0.5632912927285274,3.2450549880861083e-19,0.43953108126613394,0.5604689187338661,4.986421625270535e-19
temperature,beta,0.31326968280716827,0.31326968280716827,1.5707963267948966,0.5,0.4292209456254605,0.5707790543745394,2.9105428271997503e-17,0.42899246060406326,0.5710075393959367,4.127724387969435e-19,0.43252867606976153,0.5674713239302385,6.314285732897192e-19
temperature,beta,0.3556480306223129,0.3556480306223129,1.5707963267948966,0.5,0.4207895661917703,0.5792104338082292,2.931156112041193e-17,0.4204645149666234,0.5795354850333766,5.240178804801574e-19,0.4248796630081294,0.5751203369918706,7.977881283511027e-19
temperature,beta,0.4037592165067157,0.4037592165067157,1.5707963267948966,0.5,0.4115331832733882,0.5884668167266116,2.953673569565007e-17,0.4110755414970262,0.5889244585029738,6.637437316913563e-19,0.41656691814304836,0.5834330818569516,1.0054770515171648e-18
temperature,beta,0.4583787646141661,0.4583787646141661,1.5707963267948966,0.5,0.4014225721271249,0.5985774278728753,2.984194984142167e-17,0.4007836093467268,0.5992163906532733,8.385499692951641e-19,0.4075848845887112,0.5924151154112888,1.2637622900055506e-18
temperature,beta,0.5203871100877132,0.5203871100877132,1.5707963267948966,0.5,0.39044206881154864,0.6095579311884519,3.0291470455451656e-17,0.38955764371162055,0.6104423562883794,1.0562562711843185e-18,0.397942920972319,0.602057079027681,1.5836196078386434e-18
temperature,beta,0.5907837911587945,0.5907837911587945,1.5707963267948966,0.5,0.37859345654705995,0.6214065434529398,3.094690996013932e-17,0.3773814183786455,0.6226185816213545,1.3259936890078603e-18,0.38766901514061874,0.6123309848593812,1.977932613639174e-18
temperature,beta,0.6707035611184308,0.6707035611184308,1.5707963267948966,0.5,0.36589955407102204,0.6341004459289775,3.186781850312074e-17,0.36425800409981823,0.6357419959001818,1.658245253873583e-18,0.37681381599115965,0.6231861840088404,2.4616927783580633e-18
temperature,beta,0.761434679876031,0.761434679876031,1.5707963267948966,0.5,0.3524068686627687,0.6475931313372316,3.3122073746590554e-17,0.35021455804034635,0.6497854419596536,2.0648128489864662e-18,0.3654549449047162,0.6345450550952838,3.052210388236679e-18
temperature,beta,0.8644396799550279,0.8644396799550279,1.5707963267948966,0.5,0.33818655180696866,0.6618134481930313,3.480484828135368e-17,0.33530734700303516,0.6646926529969648,2.5586922874684013e-18,0.3537015933226123,0.6462984066773877,3.769366137352044e-18
temperature,beta,0.9813789416610386,0.9813789416610386,1.5707963267948966,0.5,0.32333288623238704,0.6766671137676133,3.7058883585239795e-17,0.3196269982347936,0.6803730017652063,3.153855097931412e-18,0.3416995149714756,0.6583004850285243,4.635968714279038e-18
temperature,beta,1.1141374574404608,1.1141374574404608,1.5707963267948966,0.5,0.3079587787635718,0.6920412212364271,4.0084246474516244e-17,0.3033042332088766,0.6966957667911233,3.864973014635299e-18,0.3296367027008965,0.6703632972991035,5.678344243336756e-18
temperature,beta,1.2648552168552964,1.2648552168552964,1.5707963267948966,0.5,0.292188367601219,0.7078116323987809,4.412635498671605e-17,0.28651683467122113,0.7134831653287789,4.70719322356962e-18,0.3177503216736389,0.6822496783263611,6.927382129086995e-18
temperature,beta,1.435961701962215,1.435961701962215,1.5707963267948966,0.5,0.2761479157522833,0.7238520842477165,4.9438381164394957e-17,0.26949938259429385,0.7305006174057062,5.696200072996395e-18,0.30633586351132297,0.6936641364886771,8.420418353040504e-18
temperature,beta,1.630215049141169,1.630215049141169,1.5707963267948966,0.5,0.2599574857930306,0.7400425142069703,5.62253561210693e-17,0.2525583878267155,0.7474416121732845,6.849016199720858e-18,0.2957599717964414,0.7042400282035586,1.0204579276995091e-17
temperature,beta,1.8507465086393196,1.8507465086393196,1.5707963267948966,0.5,0.24372699473809278,0.7562730052619066,6.458624689181201e-17,0.23609683561999129,0.7639031643800087,8.186360772229749e-18,0.2864788723972218,0.7135211276027782,1.2342570333380985e-17
temperature,beta,2.1011109184920906,2.1011109184920906,1.5707963267948966,0.5,0.22756035114757137,0.7724396488524268,7.447171077712513e-17,0.22065387099220735,0.7793461290077927,9.737996620712723e-18,0.27906451895697415,0.7209354810430258,1.4922396188342115e-17
temperature,beta,2.38534400643142,2.38534400643142,1.5707963267948966,0.5,0.21156964546627038,0.7884303545337313,8.566884301201196e-17,0.20696777570252178,0.7930322242974782,1.155353414708518e-17,0.2742395817239087,0.7257604182760913,1.8073076227173867e-17
temperature,beta,2.708027443454417,2.708027443454417,1.5707963267948966,0.5,0.19589743807543672,0.8041025619245628,9.78145391986953e-17,0.1960743900928496,0.8039256099071503,1.3722851472106842e-17,0.2729180408124149,0.7270819591875851,2.1988672535567886e-17
temperature,beta,3.0743626976778815,3.0743626976778815,1.5707963267948966,0.5,0.18073984442284124,0.8192601555771583,1.1043164392711803e-16,0.189458855746864,0.8105411442531361,1.6412621145167514e-17,0.27623515803942994,0.72376484196057,2.6961459309412718e-17
temperature,beta,3.4902548789595813,3.4902548789595813,1.5707963267948966,0.5,0.1663586562175086,0.8336413437824919,1.2297958671512645e-16,0.1892766691382713,0.8107233308617288,1.9926372211164478e-17,0.28551902970983345,0.7144809702901666,3.3417884283098556e-17
temperature,beta,3.962407925812508,3.962407925812508,1.5707963267948966,0.5,0.15307048377788163,0.8469295162221167,1.3491255318136898e-16,0.1985984204714919,0.8014015795285081,2.4784001771392173e-17,0.30209604219485997,0.69790395780514,4.1929933731712914e-17
temperature,beta,4.498432668969446,4.498432668969446,1.5707963267948966,0.5,0.1412073465862271,0.8587926534137729,1.4573994358654697e-16,0.2213433050129452,0.7786566949870548,3.175522904248081e-17,0.32676025481957915,0.6732397451804208,5.313235115646545e-17
temperature,beta,5.106969513519263,5.106969513519263,1.5707963267948966,0.5,0.13105531271652132,0.8689446872834781,1.5508308269759557e-16,0.2608507073473234,0.7391492926526766,4.161533785918854e-17,0.3588243503094204,0.6411756496905796,6.744005115295911e-17
temperature,beta,5.797827717179138,5.797827717179138,1.5707963267948966,0.5,0.12279007377440673,0.8772099262255931,1.6271914400404993e-16,0.3158757236468951,0.6841242763531049,5.4303790460030034e-17,0.3951837929246198,0.6048162070753802,8.455295943388835e-17
temperature,beta,6.582143509786953,6.582143509786953,1.5707963267948966,0.5,0.11643309339373902,0.8835669066062586,1.6860154672210553e-16,0.3767516579055232,0.6232483420944768,6.797942676109027e-17,0.4305623813528196,0.5694376186471805,1.0307858382289319e-16
temperature,beta,7.47255960280751,7.47255960280751,1.5707963267948966,0.5,0.11184515895181137,0.888154841048188,1.7284940588534239e-16,0.4294353613934527,0.5705646386065474,7.972284774206335e-17,0.4596538237857705,0.5403461762142294,1.2084623060473527e-16
temperature,beta,8.48342898244072,8.48342898244072,1.5707963267948966,0.5,0.10875910323536739,0.8912408967646339,1.7570722011422608e-16,0.46553077668066667,0.5344692233193333,8.772644101453956e-17,0.4797108015327362,0.5202891984672637,1.3592600281862997e-16
temperature,beta,9.631046271357402,9.631046271357402,1.5707963267948966,0.5,0.10683851589129408,0.8931614841087073,1.774858456702046e-16,0.48564368881414594,0.514356311185854,9.214986163306936e-17,0.4912742477851919,0.5087257522148081,1.4748532864542853e-16
temperature,beta,10.9339103884784,10.9339103884784,1.5707963267948966,0.5,0.10574176081553312,0.894258239184467,1.7850154339101323e-16,0.4949368783196631,0.5050631216803368,9.417109526618237e-17,0.4968332151821724,0.5031667848178276,1.557992755352186e-16
temperature,beta,12.413022740718946,12.413022740718946,1.5707963267948966,0.5,0.10517259509415718,0.8948274049058412,1.7902864496716667e-16,0.49850980125034017,0.5014901987496598,9.493890119836988e-17,0.4990460898062628,0.5009539101937373,1.6167223783266796e-16
temperature,beta,14.092225753374626,14.092225753374626,1.5707963267948966,0.5,0.10490719566920119,0.8950928043307987,1.7927443012719198e-16,0.4996415218686387,0.5003584781313613,9.517979386616656e-17,0.4997663826348463,0.5002336173651537,1.6589452905030958e-16
temperature,beta,15.99858719606059,15.99858719606059,1.5707963267948966,0.5,0.10479746186876018,0.8952025381312386,1.793760540864257e-16,0.49993132159483145,0.5000686784051686,9.524178151669908e-17,0.49995462944096325,0.5000453705590368,1.6902036586830797e-16
temperature,beta,18.16283649931318,18.16283649931318,1.5707963267948966,0.5,0.104757843468218,0.8952421565317806,1.7941274450188984e-16,0.499989834249933,0.5000101657500671,9.525555316030668e-17,0.4999932152810538,0.5000067847189462,1.713846959205088e-16
temperature,beta,20.61986009502221,20.61986009502221,1.5707963267948966,0.5,0.10474557119590087,0.8952544288040971,1.7942410979589066e-16,0.4999988737022234,0.5000011262977766,9.52595261624722e-17,0.4999992491342518,0.5000007508657482,1.7318941333307953e-16
temperature,beta,23.409263765291694,23.409263765291694,1.5707963267948966,0.5,0.10474237437585951,0.8952576256241397,1.7942707035598e-16,0.5,0.5,9.52624826521643e-17,0.4999997963735763,0.5000002036264237,1.7456847456253612e-16
temperature,beta,26.576011064463447,26.576011064463447,1.5707963267948966,0.5,0.10474168982331973,0.8952583101766804,1.7942770431688443e-16,0.5,0.5,9.526494538810506e-17,0.5,0.5,1.7561816932372805e-16
temperature,beta,30.171148105292957,30.171148105292957,1.5707963267948966,0.5,0.104741572379914,0.8952584276200852,1.7942781308067163e-16,0.5,0.5,9.524039201556547e-17,0.5001759943681802,0.4998240056318198,1.7642578974331436e-16
temperature,beta,34.252626392406306,34.252626392406306,1.5707963267948966,0.5,0.10474155669902573,0.8952584433009744,1.7942782760266686e-16,0.5,0.5,5.0736279934935594e-17,0.5,0.5,9.42690788362798e-17
temperature,beta,38.88623696663191,38.88623696663191,1.5707963267948966,0.5,0.1047415551222166,0.8952584448777835,1.794278290629405e-16,0.5,0.5,4.931754531989863e-19,0.4944488848768742,0.5055511151231258,9.186312932571311e-19
temperature,beta,44.146670918066775,44.146670918066775,1.5707963267948966,0.5,0.10474155500715324,0.895258444992846,1.794278291694977e-16,0.5,0.5,2.5613460941635677e-21,0.5,0.5,4.779828909946144e-21
temperature,beta,50.11872336272722,50.11872336272722,1.5707963267948966,0.5,0.10474155500131084,0.8952584449986895,1.7942782917490571e-16,0.5,0.5,6.529739725320651e-24,0.5,0.5,1.2201895198933483e-23
