n_modes,n_cut,dim,omega_min,omega_max,omega_q,q_strength,tau_c,g,beta,theta,ed_p00,ed_p11,ed_re01,ed_im01,ed_coh,ed_mz,chi,diag_s
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,0.3,0.7853981633974483,0.3548727478835372,0.6451272521164626,0.0005480786053266434,0.0,0.0010961572106532869,-0.2902545042329254,0.0048911954904678374,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,0.6344827586206896,0.7853981633974483,0.22279723860233913,0.7772027613976605,0.0039015106408085976,0.0,0.007803021281617195,-0.5544055227953214,0.0229016382938794,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,0.9689655172413794,0.7853981633974483,0.13299451765963197,0.8670054823403672,0.00975751410251268,0.0,0.01951502820502536,-0.7340109646807352,0.057816466582665496,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,1.303448275862069,0.7853981633974483,0.07846273633090617,0.9215372636690933,0.01623088278878336,0.0,0.03246176557756672,-0.8430745273381871,0.11723681200621937,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,1.6379310344827587,0.7853981633974483,0.04728856816805713,0.9527114318319422,0.02202897683563837,0.0,0.04405795367127674,-0.905422863663885,0.2150712439429604,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,1.9724137931034484,0.7853981633974483,0.0299180577278692,0.97008194227213,0.02673626727022407,0.0,0.05347253454044814,-0.9401638845442608,0.37626284445424846,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,2.3068965517241375,0.7853981633974483,0.02027081166145464,0.9797291883385448,0.0304051333435366,0.0,0.0608102666870732,-0.9594583766770902,0.6457534944426294,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,2.6413793103448273,0.7853981633974483,0.01484553947194622,0.9851544605280529,0.03323266557627216,0.0,0.06646533115254433,-0.9703089210561067,1.1053470985478753,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,2.975862068965517,0.7853981633974483,0.011716726954158225,0.9882832730458407,0.03541861156577124,0.0,0.07083722313154248,-0.9765665460916825,1.9053648751006282,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,3.310344827586207,0.7853981633974483,0.009846207692623135,0.9901537923073762,0.03712427378545836,0.0,0.07424854757091671,-0.9803075846147531,3.3241468197947137,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,3.6448275862068966,0.7853981633974483,0.008677199940071817,0.9913228000599272,0.0384700876406039,0.0,0.0769401752812078,-0.9826456001198555,5.88030834783644,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,3.979310344827586,0.7853981633974483,0.007909831119347519,0.9920901688806516,0.039543702616121064,0.0,0.07908740523224213,-0.9841803377613041,10.54551147953849,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,4.313793103448275,0.7853981633974483,0.00738066169999246,0.9926193383000066,0.04040876389000304,0.0,0.08081752778000607,-0.9852386766000142,19.14954139836333,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,4.6482758620689655,0.7853981633974483,0.006998884478611932,0.9930011155213874,0.0411118827610916,0.0,0.0822237655221832,-0.9860022310427754,35.15440349664249,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,4.982758620689655,0.7853981633974483,0.00671268424784672,0.9932873157521523,0.04168764908932977,0.0,0.08337529817865955,-0.9865746315043056,65.13824902736445,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,5.317241379310345,0.7853981633974483,0.006491473833772268,0.9935085261662269,0.042162111991351545,0.0,0.08432422398270309,-0.9870170523324546,121.6475503560096,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,5.651724137931034,0.7853981633974483,0.006316456318359549,0.9936835436816397,0.0425551772740838,0.0,0.0851103545481676,-0.9873670873632802,228.69154235987443,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,5.986206896551724,0.7853981633974483,0.0061755579071174444,0.9938244420928819,0.04288226635825742,0.0,0.08576453271651484,-0.9876488841857645,432.3473880048485,1.2069189889999734
2,6,72,0.5,8.0,2.0,10.0,1.0,0.05,6.320689655172414,0.7853981633974483,0.006060665679418642,0.9939393343205803,0.04315547670294301,0.0,0.08631095340588602,-0.9878786686411617,821.2642226361626,1.2069189889999734
