n_modes,n_cut,dim,omega_min,omega_max,omega_q,q_strength,tau_c,g,beta,theta,ed_p00,ed_p11,ed_re01,ed_im01,ed_coh,ed_mz,chi,diag_s
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,4.982758620689655,0.7853981633974483,0.013785170340065152,0.9862148296599355,0.05688829245206103,0.0,0.11377658490412206,-0.9724296593198704,146.4185761946442,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,5.317241379310345,0.7853981633974483,0.013684197776546772,0.9863158022234537,0.05697306653562049,0.0,0.11394613307124098,-0.972631604446907,283.9735683114153,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,5.651724137931034,0.7853981633974483,0.013621093076092767,0.9863789069239078,0.057027630947979094,0.0,0.11405526189595819,-0.9727578138478151,552.1137069085629,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,5.986206896551724,0.7853981633974483,0.013581452928441803,0.9864185470715587,0.05706272751446438,0.0,0.11412545502892876,-0.9728370941431169,1075.1068608264088,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,6.320689655172414,0.7853981633974483,0.013556447625646775,0.9864435523743537,0.05708529075328054,0.0,0.11417058150656108,-0.9728871047487069,2095.5345050664714,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,6.655172413793103,0.7853981633974483,0.013540619929798004,0.9864593800702026,0.05709979093217162,0.0,0.11419958186434324,-0.9729187601404046,4086.9472239854335,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,6.989655172413793,0.7853981633974483,0.013530573517271138,0.9864694264827296,0.057109106728098435,0.0,0.11421821345619687,-0.9729388529654585,7973.789804720798,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,7.324137931034483,0.7853981633974483,0.013524182366741428,0.9864758176332592,0.057115090441785255,0.0,0.11423018088357051,-0.9729516352665177,15560.73731175376,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,7.658620689655172,0.7853981633974483,0.01352010921568129,0.9864798907843193,0.05711893324459405,0.0,0.1142378664891881,-0.972959781568638,30370.841767963633,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,7.993103448275862,0.7853981633974483,0.013517509597351915,0.9864824904026487,0.05712140081001012,0.0,0.11424280162002023,-0.9729649808052968,59281.75568217588,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,8.327586206896552,0.7853981633974483,0.01351584851901791,0.9864841514809828,0.05712298513890658,0.0,0.11424597027781316,-0.9729683029619649,115719.95433867103,0.10285963200021797
2,20,800,1.5,2.5,2.0,10.0,1.0,0.26875,8.662068965517243,0.7853981633974483,0.01351478616209029,0.9864852138379104,0.05712400229572036,0.0,0.11424800459144072,-0.9729704276758201,225896.4687053511,0.10285963200021797
