sweep,param_name,param,beta,theta,g,ed_p00,ed_p11,ed_coh,analytic_disc_p00,analytic_disc_p11,analytic_disc_coh,analytic_cont_p00,analytic_cont_p11,analytic_cont_coh,d_disc_p00,d_disc_coh,d_cont_p00,d_cont_coh
coupling,g,2.4000000000000004,2.0,0.7853981633974483,2.4000000000000004,0.2783540263227433,0.7216459736772561,0.2087584143712766,0.32137849990381556,0.6786215000961844,0.2816324134494775,0.31504097744742077,0.6849590225525792,0.2727460486016668,-0.04302447358107225,-0.07287399907820089,-0.03668695112467746,-0.0639876342303902
coupling,g,2.5,2.0,0.7853981633974483,2.5,0.27864218152612535,0.7213578184738741,0.2090577404093073,0.32186161627957943,0.6781383837204206,0.2823053989421317,0.3159933572246675,0.6840066427753325,0.2740724395344611,-0.04321943475345408,-0.07324765853282439,-0.03735117569854213,-0.06501469912515379
coupling,g,2.6,2.0,0.7853981633974483,2.6,0.2789033437770435,0.7210966562229567,0.2093285492540423,0.32229142004105726,0.6777085799589427,0.28290411947961164,0.31684357115646167,0.6831564288435383,0.2752565428480859,-0.04338807626401375,-0.07357557022556935,-0.03794022737941816,-0.06592799359404364
coupling,g,2.7,2.0,0.7853981633974483,2.7,0.27914136455705535,0.7208586354429449,0.2095749693320006,0.32267543041766095,0.6773245695823391,0.28343904941667764,0.31760552717226753,0.6823944728277325,0.2763177282855535,-0.0435340658606056,-0.07386408008467704,-0.03846416261521218,-0.06674275895355292
coupling,g,2.8000000000000003,2.0,0.7853981633974483,2.8000000000000003,0.2793593730501908,0.7206406269498088,0.20980034490621885,0.3230198939693994,0.6769801060306007,0.2839188902680699,0.3182908786867137,0.6817091213132863,0.2772722256995645,-0.04366052091920858,-0.07411854536185103,-0.03893150563652287,-0.06747188079334565
coupling,g,2.9000000000000004,2.0,0.7853981633974483,2.9000000000000004,0.27955993866043055,0.7204400613395694,0.2100074146813634,0.3233300330791538,0.6766699669208462,0.28435091686050196,0.3189094425562058,0.6810905574437942,0.27813370714577934,-0.04377009441872326,-0.07434350217913854,-0.03934950389577524,-0.06812629246441593
coupling,g,3.0,2.0,0.7853981633974483,3.0,0.27974519225029143,0.7202548077497085,0.2101984444457231,0.3236102399638432,0.6763897600361568,0.28474124759197345,0.3194695308982439,0.6805304691017561,0.2789137490116314,-0.043865047713551764,-0.07454280314625034,-0.039724338647952495,-0.0687153045659083
coupling,g,3.1,2.0,0.7853981633974483,3.1,0.27991691743382885,0.720083082566171,0.21037532656815408,0.3238642293570565,0.6761357706429435,0.28509505712006133,0.31997821608797555,0.6800217839120244,0.27962220108025604,-0.04394731192322765,-0.07471973055190725,-0.040061298654146704,-0.06924687451210196
coupling,g,3.2,2.0,0.7853981633974483,3.2,0.28007662000755973,0.71992337999244,0.21053965541647193,0.3240951595709749,0.6759048404290251,0.2854167450022758,0.3204415436171014,0.6795584563828986,0.28026748298168713,-0.04401853956341517,-0.07487708958580389,-0.04036492360954169,-0.0697278275652152
coupling,g,3.3000000000000003,2.0,0.7853981633974483,3.3000000000000003,0.28022558129530273,0.7197744187046975,0.21069278513245202,0.32430572916809364,0.6756942708319064,0.28571007036064483,0.32086470403816714,0.6791352959618329,0.28085682366176934,-0.04408014787279091,-0.07501728522819281,-0.04063912274286441,-0.07016403852931732
coupling,g,3.4000000000000004,2.0,0.7853981633974483,3.4000000000000004,0.2803648995520727,0.7196351004479276,0.21083587435650977,0.3244982546747643,0.6755017453252357,0.28597826013738425,0.3212521726178281,0.6787478273821719,0.28139645587896195,-0.044133355122691564,-0.07514238578087448,-0.0408872730657554,-0.07056058152245218
coupling,g,3.5,2.0,0.7853981633974483,3.5,0.2804955224204083,0.7195044775795919,0.21096992120386493,0.3246747334510537,0.6753252665489463,0.2862240966731803,0.3216078233619247,0.6783921766380753,0.2818917750084535,-0.04417921103064537,-0.07525417546931534,-0.04111230094151641,-0.0709218538045886
coupling,g,3.6,2.0,0.7853981633974483,3.6,0.28061827261716127,0.7193817273828388,0.21109579088546918,0.32483689485786543,0.6751631051421345,0.2864499889834546,0.32193502258886686,0.6780649774111331,0.2823474693629556,-0.044218622240704164,-0.07535419809798541,-0.04131674997170559,-0.07125167847748645
coupling,g,3.7,2.0,0.7853981633974483,3.7,0.28073386844902504,0.7192661315509753,0.2112142377239666,0.3249862421369334,0.6750137578630666,0.28665803109757515,0.3222367060952085,0.6777632939047915,0.2827676276621396,-0.04425237368790835,-0.07544379337360854,-0.041502837646183455,-0.07155338993817298
coupling,g,3.8000000000000003,2.0,0.7853981633974483,3.8000000000000003,0.2808429403400115,0.719157059659988,0.21132592285692056,0.3251240868746309,0.6748759131253691,0.28685005006725395,0.32251544308965974,0.6774845569103403,0.28315582807431466,-0.0442811465346194,-0.07552412721033339,-0.04167250274964823,-0.0718299052173941
coupling,g,3.9000000000000004,2.0,0.7853981633974483,3.9000000000000004,0.2809460442550925,0.7190539557449074,0.21143142859027428,0.3252515775084477,0.6747484224915523,0.28702764567632905,0.3227734894035649,0.6772265105964351,0.2835152123233107,-0.04430553325335518,-0.07559621708605477,-0.041827445148472364,-0.0720837837330364
coupling,g,4.0,2.0,0.7853981633974483,4.0,0.281043672686701,0.7189563273132993,0.211531270126592,0.32536972302098055,0.6746302769790194,0.287192223446708,0.3230128319685178,0.6769871680314822,0.28384854763299466,-0.044326050334279554,-0.07566095332011596,-0.041969159281816826,-0.07231727750640266
temperature,beta,0.2,0.2,1.5707963267948966,0.5,0.452439477729244,0.5475605222707561,1.2233444734029362e-17,0.45755227144128463,0.5424477285587154,4.54087371909595e-19,0.4540640445675624,0.5459359554324377,2.3964083351601325e-19,-0.005112793712040653,1.1779357362119767e-17,-0.0016245668383184086,1.1993803900513349e-17
temperature,beta,0.6040816326530613,0.6040816326530613,1.5707963267948966,0.5,0.38451186950509847,0.6154881304949017,1.4744221184266675e-17,0.4028399797263972,0.5971600202736028,3.1369862605452735e-18,0.3824563982447916,0.6175436017552084,1.8433672096852333e-18,-0.01832811022129871,1.16072349237214e-17,0.0020554712603068626,1.2900853974581441e-17
temperature,beta,1.0081632653061225,1.0081632653061225,1.5707963267948966,0.5,0.3495132273759412,0.6504867726240587,2.796308724573155e-17,0.3711802457337727,0.6288197542662273,7.002171090084456e-18,0.33232726958862574,0.6676727304113743,4.382238611536795e-18,-0.02166701835783147,2.0960916155647094e-17,0.017185957787315465,2.3580848634194754e-17
temperature,beta,1.4122448979591837,1.4122448979591837,1.5707963267948966,0.5,0.33495870664885935,0.6650412933511408,5.694718726068802e-17,0.352605170545473,0.647394829454527,1.149531652571472e-17,0.29768557436200804,0.702314425637992,7.46696154731517e-18,-0.017646463896613673,4.54518707349733e-17,0.03727313228685131,4.9480225713372847e-17
temperature,beta,1.816326530612245,1.816326530612245,1.5707963267948966,0.5,0.3306439663993361,0.6693560336006642,9.845184369987047e-17,0.34277608397124015,0.6572239160287598,1.6465406106910416e-17,0.2746918185344819,0.7253081814655181,1.0939095602733234e-17,-0.012132117571904077,8.198643759296005e-17,0.055952147864854196,8.751274809713724e-17
temperature,beta,2.2204081632653065,2.2204081632653065,1.5707963267948966,0.5,0.3308546717523554,0.6691453282476447,1.4905882449641231e-16,0.33953580153277974,0.6604641984672203,2.192503351927614e-17,0.2609553702549726,0.7390446297450274,1.4788011969416475e-17,-0.008681129780424346,1.2713379097713618e-16,0.06989930149738277,1.3427081252699584e-16
temperature,beta,2.6244897959183677,2.6244897959183677,1.5707963267948966,0.5,0.33289269849051434,0.6671073015094862,2.0620481930876763e-16,0.34161278524750216,0.6583872147524978,2.7954248081518766e-17,0.25499724800873064,0.7450027519912694,1.9097662143937696e-17,-0.008720086756987822,1.7825057122724886e-16,0.0778954504817837,1.8710715716482993e-16
temperature,beta,3.028571428571429,3.028571428571429,1.5707963267948966,0.5,0.33556098711456733,0.6644390128854328,2.6812970780280794e-16,0.34806011266317993,0.6519398873368201,3.464805551111497e-17,0.2558747007048134,0.7441252992951866,2.4008922081016105e-17,-0.0124991255486126,2.33481652291693e-16,0.07968628640975395,2.441207857217918e-16
temperature,beta,3.43265306122449,3.43265306122449,1.5707963267948966,0.5,0.33833920100495873,0.6616607989950413,3.3362850613282313e-16,0.35799984595774104,0.642000154042259,4.2079245396045563e-17,0.2629011150438829,0.7370988849561171,2.968433445875401e-17,-0.019660644952782302,2.9154926073677756e-16,0.07543808596107582,3.0394417167406914e-16
temperature,beta,3.8367346938775513,3.8367346938775513,1.5707963267948966,0.5,0.3410047389752219,0.6589952610247786,4.018375839763493e-16,0.3705240967644162,0.6294759032355838,5.0270519064187004e-17,0.27541702766242054,0.7245829723375794,3.626667937664804e-17,-0.029519357789194345,3.515670649121623e-16,0.06558771131280133,3.655709045997013e-16
temperature,beta,4.240816326530613,4.240816326530613,1.5707963267948966,0.5,0.34346726590983057,0.6565327340901698,4.72098460962152e-16,0.38469125025418305,0.615308749745817,5.917794564824679e-17,0.2926066871790643,0.7073933128209358,4.383036166443585e-17,-0.04122398434435248,4.129205153139052e-16,0.05086057873076627,4.282680992977161e-16
temperature,beta,4.644897959183674,4.644897959183674,1.5707963267948966,0.5,0.3456966628596455,0.6543033371403549,5.438829218652245e-16,0.3995792649795641,0.6004207350204359,6.868907845721846e-17,0.3133897351298126,0.6866102648701874,5.233527109899571e-17,-0.05388260211991858,4.751938434080061e-16,0.0323069277298329,4.915476507662288e-16
temperature,beta,5.048979591836735,5.048979591836735,1.5707963267948966,0.5,0.3476908867181618,0.6523091132818388,6.167549707218593e-16,0.41436115868144796,0.585638841318552,7.86360091628759e-17,0.3364277871575958,0.6635722128424042,6.160169337599362e-17,-0.06667027196328618,5.381189615589834e-16,0.011263099560565981,5.551532773458657e-16
temperature,beta,5.4530612244897965,5.4530612244897965,1.5707963267948966,0.5,0.34946104091895797,0.6505389590810424,6.903517053160091e-16,0.4283711760811947,0.5716288239188053,8.881902785159363e-17,0.3602549015879135,0.6397450984120865,7.132324681823141e-17,-0.07891013516223672,6.015326774644154e-16,-0.010793860668955546,6.190284584977776e-16
temperature,beta,5.857142857142858,5.857142857142858,1.5707963267948966,0.5,0.3510241031974433,0.6489758968025571,7.643727159254461e-16,0.44114106052634705,0.558858939473653,9.903356819172542e-17,0.3834836385610799,0.6165163614389201,8.111912496824457e-17,-0.09011695732890374,6.653391477337207e-16,-0.032459535363636605,6.832535909572015e-16
temperature,beta,6.261224489795919,6.261224489795919,1.5707963267948966,0.5,0.3523992243445146,0.6476007756554857,8.385727932085299e-16,0.4524011859166444,0.5475988140833556,1.090933930132653e-16,0.40499998165204515,0.5950000183479549,9.060670777444075e-17,-0.10000196157212982,7.294794001952647e-16,-0.052600757307530555,7.479660854340892e-16
temperature,beta,6.66530612244898,6.66530612244898,1.5707963267948966,0.5,0.3536057897648195,0.6463942102351808,9.127556790798948e-16,0.4620539290155095,0.5379460709844904,1.1884580553833169e-16,0.4240743460922048,0.5759256539077953,9.946664794400442e-17,-0.10844813925069002,7.939098735415631e-16,-0.0704685563273853,8.132890311358903e-16
temperature,beta,7.069387755102041,7.069387755102041,1.5707963267948966,0.5,0.35466240306124436,0.6453375969387559,9.867680752308227e-16,0.47013227244044625,0.5298677275595538,1.2817809418598512e-16,0.4403680817760621,0.5596319182239379,1.0748058202337405e-16,-0.1154698693792019,8.585899810448376e-16,-0.08570567871481777,8.792874932074487e-16
temperature,beta,7.473469387755102,7.473469387755102,1.5707963267948966,0.5,0.355586376295122,0.6444136237048783,1.0604937776659167e-15,0.47675578020053727,0.5232442197994627,1.3701685619615204e-16,0.45386289132626334,0.5461371086737367,1.1453782164498165e-16,-0.12116940390541525,9.234769214697646e-16,-0.09827651503114132,9.459559560209351e-16
temperature,beta,7.877551020408164,7.877551020408164,1.5707963267948966,0.5,0.3563935081820713,0.6436064918179291,1.133848039705119e-15,0.48209196336181875,0.5179080366381813,1.453228210440292e-16,0.46475814562963497,0.5352418543703651,1.206196643754398e-16,-0.12569845517974748,9.885252186610898e-16,-0.1083646374475637,1.0132283753296794e-15
temperature,beta,8.281632653061225,8.281632653061225,1.5707963267948966,0.5,0.3570980281158985,0.6429019718841016,1.2067723085940811e-15,0.48632662642744523,0.5136733735725547,1.530836537182041e-16,0.47337231843348565,0.5266276815665144,1.2577357657197293e-16,-0.1292285983115467,1.053688654875877e-15,-0.11627429031758713,1.0809987320221081e-15
temperature,beta,8.685714285714285,8.685714285714285,1.5707963267948966,0.5,0.3577126346875301,0.6422873653124702,1.2792294494392303e-15,0.48964357696881355,0.5103564230311864,1.6030654546351994e-16,0.4800668766959139,0.5199331233040861,1.3008692087709827e-16,-0.13193094228128344,1.1189229039757104e-15,-0.1223542420083838,1.149142528562132e-15
temperature,beta,9.089795918367347,9.089795918367347,1.5707963267948966,0.5,0.35824858578033125,0.641751414219669,1.3511995198970756e-15,0.4922123514777019,0.5077876485222981,1.670116483217001e-16,0.48519637317937,0.51480362682063,1.3366544470747203e-16,-0.13396376569737067,1.1841878715753755e-15,-0.12694778739903873,1.2175340751896034e-15
temperature,beta,9.493877551020407,9.493877551020407,1.5707963267948966,0.5,0.358715814068512,0.6412841859314881,1.4226761129467177e-15,0.494182005675115,0.5058179943248851,1.7322680787356505e-16,0.4890807440493128,0.5109192559506872,1.366181037717891e-16,-0.135466191606603,1.2494493050731526e-15,-0.1303649299808008,1.2860580091749286e-15
temperature,beta,9.89795918367347,9.89795918367347,1.5707963267948966,0.5,0.35912305198581745,0.6408769480141832,1.4936632505802385e-15,0.49567906710469845,0.5043209328953016,1.789836549547316e-16,0.4919934371913625,0.5080065628086374,1.3904770468871887e-16,-0.136556015118881,1.314679595625507e-15,-0.13287038520554506,1.3546155458915196e-15
temperature,beta,10.30204081632653,10.30204081632653,1.5707963267948966,0.5,0.35947795663762544,0.6405220433623748,1.5641727888756155e-15,0.4968080859694203,0.5031919140305797,1.843149046140674e-16,0.4941594552996958,0.5058405447003043,1.4104602634738118e-16,-0.13733012933179484,1.379857884261548e-15,-0.13468149866207035,1.4231267625282342e-15
temperature,beta,10.706122448979592,10.706122448979592,1.5707963267948966,0.5,0.3597872291785391,0.6402127708214609,1.6342222826090304e-15,0.49765362643688943,0.5023463735631105,1.8925262519215884e-16,0.49575884618950666,0.5042411538104933,1.4269199626606712e-16,-0.13786639725835032,1.4449696574168716e-15,-0.13597161701096755,1.4915302863429633e-15
temperature,beta,11.110204081632652,11.110204081632652,1.5707963267948966,0.5,0.3600567257370987,0.6399432742629013,1.7038332526648283e-15,0.4982829078161719,0.5017170921838281,1.9382723116919448e-16,0.4969326620540283,0.5030673379459717,1.4405173995487777e-16,-0.13822618207907322,1.5100060214956337e-15,-0.13687593631692963,1.5597815127099506e-15
temperature,beta,11.514285714285714,11.514285714285714,1.5707963267948966,0.5,0.36029155857235934,0.6397084414276408,1.7730297996071179e-15,0.49874859507446984,0.5012514049255302,1.9806698257162495e-16,0.4977895900575176,0.5022104099424823,1.45179644337403e-16,-0.1384570365021105,1.5749628170354928e-15,-0.13749803148515827,1.6278501552697149e-15
temperature,beta,11.918367346938775,11.918367346938775,1.5707963267948966,0.5,0.36049618713173853,0.6395038128682619,1.841837509972251e-15,0.499091448577544,0.500908551422456,2.0199781714343354e-16,0.4984122775175247,0.5015877224824753,1.4611986787176376e-16,-0.13859526144580547,1.6398396928288174e-15,-0.13791609038578617,1.6957176421004872e-15
temperature,beta,12.322448979591837,12.322448979591837,1.5707963267948966,0.5,0.3606744992641944,0.639325500735806,1.9102826067352166e-15,0.4993426856764646,0.5006573143235353,2.056433856121409e-16,0.4988628966559517,0.5011371033440483,1.4690795344108225e-16,-0.1386681864122702,1.7046392211230756e-15,-0.13818839739175726,1.7633746532941343e-15
temperature,beta,12.726530612244897,12.726530612244897,1.5707963267948966,0.5,0.3608298831702543,0.6391701168297463,1.9783913010358284e-15,0.49952599796695585,0.5004740020330442,2.0902519884322713e-16,0.499187801087967,0.500812198912033,1.475723551517625e-16,-0.13869611479670158,1.7693661021926011e-15,-0.13835791791771274,1.830818945884066e-15
temperature,beta,13.130612244897959,13.130612244897959,1.5707963267948966,0.5,0.3609652908343452,0.6390347091656553,2.046189308002274e-15,0.499659222220906,0.500340777779094,2.1216282624473705e-16,0.4994212917317968,0.5005787082682032,1.48135789899645e-16,-0.13869393138656078,1.834026481757537e-15,-0.13845600089745158,1.898053518102629e-15
temperature,beta,13.534693877551021,13.534693877551021,1.5707963267948966,0.5,0.36108329374675546,0.638916706253245,2.113701495004892e-15,0.49975569232802924,0.5002443076719707,2.1507410742280102e-16,0.49958858842942083,0.5004114115705792,1.4861638429931178e-16,-0.13867239858127378,1.8986273875820908e-15,-0.13850529468266537,1.96508511070558e-15
temperature,beta,13.938775510204081,13.938775510204081,1.5707963267948966,0.5,0.36118613172254443,0.6388138682774557,2.1809516357046565e-15,0.49982531324472496,0.500174686755275,2.177753554258265e-16,0.49970813179993856,0.5002918682000614,1.4902862073263342e-16,-0.13863918152218052,1.96317628027883e-15,-0.13852200007739413,2.031923014972023e-15
temperature,beta,14.342857142857143,14.342857142857143,1.5707963267948966,0.5,0.36127575558885777,0.6387242444111428,2.2479622477351554e-15,0.4998754009295831,0.500124599070417,2.2028154025898858e-16,0.4997933403827423,0.5002066596172576,1.4938410226931345e-16,-0.13859964534072533,2.027680707476167e-15,-0.13851758479388454,2.098578145465842e-15
temperature,beta,14.746938775510204,14.746938775510204,1.5707963267948966,0.5,0.36135386445709694,0.6386461355429036,2.314754495752463e-15,0.4999113313785363,0.5000886686214637,2.226064486999321e-16,0.4998539368667045,0.5001460631332955,1.4969216267869864e-16,-0.1385574669214394,2.0921480470525307e-15,-0.13850007240960754,2.1650623330737643e-15
temperature,beta,15.151020408163266,15.151020408163266,1.5707963267948966,0.5,0.3614219382327801,0.6385780617672203,2.381348144922877e-15,0.49993703662056466,0.5000629633794353,2.247628198273062e-16,0.4998969393889897,0.5001030606110103,1.499603478604423e-16,-0.13851509838778453,2.1565853250955708e-15,-0.1384750011562096,2.2313877970624348e-15
temperature,beta,15.555102040816326,15.555102040816326,1.5707963267948966,0.5,0.3614812659501598,0.6385187340498408,2.447761552739661e-15,0.49995538037106935,0.5000446196289307,2.2676245878481215e-16,0.4999273963974883,0.5000726036025117,1.5019479343747444e-16,-0.13847411442090957,2.220999093954849e-15,-0.1384461304473285,2.2975667593021864e-15
temperature,beta,15.959183673469388,15.959183673469388,1.5707963267948966,0.5,0.36153297045463706,0.6384670295453632,2.5140116894213572e-15,0.49996844001033874,0.5000315599896612,2.2861633120298253e-16,0.4999489284810437,0.5000510715189562,1.5040051991209084e-16,-0.13843546955570168,2.2853953582183747e-15,-0.13841595802640666,2.3636111695092665e-15
temperature,beta,16.36326530612245,16.36326530612245,1.5707963267948966,0.5,0.361578029895814,0.6384219701041864,2.5801141791034916e-15,0.49997771716813466,0.5000222828318653,2.303346416253355e-16,0.49996412508224003,0.5000358749177599,1.5058166228320919e-16,-0.13839968727232066,2.3497795374781562e-15,-0.13838609518642603,2.4295325168202825e-15
temperature,beta,16.76734693877551,16.76734693877551,1.5707963267948966,0.5,0.36161729643876156,0.6383827035612387,2.6460833556490187e-15,0.49998429398216065,0.5000157060178394,2.319268994565655e-16,0.49997483334107534,0.5000251666589247,1.5074164922708967e-16,-0.1383669975433991,2.4141564561924532e-15,-0.13835753690231378,2.495341706421929e-15
temperature,beta,17.17142857142857,17.17142857142857,1.5707963267948966,0.5,0.3616515125511183,0.638348487448882,2.7119323282249035e-15,0.49998894730156146,0.5000110526984385,2.334019747285049e-16,0.4999823671633017,0.5000176328366983,1.5088334298564194e-16,-0.13833743475044313,2.4785303534963984e-15,-0.13833085461218336,2.5610489852392614e-15
temperature,beta,17.57551020408163,17.57551020408163,1.5707963267948966,0.5,0.3616813251789771,0.6383186748210232,2.777673052866e-15,0.4999922332672818,0.5000077667327182,2.3476814455590415e-16,0.4999876601209863,0.5000123398790137,1.5100914823212518e-16,-0.1383109080883047,2.542904908310096e-15,-0.13830633494200917,2.626663904633875e-15
