sweep,param_name,param,beta,theta,g,variant,k_value,ordered_p00,ordered_coh,ordered_ratio,model_p00,model_coh,model_ratio,dp00,dcoh,ratio_rel_err
temperature,beta,4.26,4.26,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23659121823056511,9.378577595362578e-18,0.3099141952260388,0.0,2.138937623433883e-18,0.0,-0.23659121823056511,-7.239639971928694e-18,-1.0
temperature,beta,4.26,4.26,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23659121823056511,9.378577595362578e-18,0.3099141952260388,0.5401743232805996,1.4165203896973134e-16,1.1747371898290715,0.30358310505003444,1.3227346137436875e-16,2.7905239834924824
temperature,beta,4.55,4.55,1.5707963267948966,0.5,baseline,1.0,0.2356831607449812,1.5645891290959546e-17,0.30835793304606773,0.3545125110491109,1.0544528197670907e-16,0.549216703836197,0.11882935030412972,8.979939068574952e-17,0.7811012624544533
temperature,beta,4.55,4.55,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2356831607449812,1.5645891290959546e-17,0.30835793304606773,0.0,1.2265394478823737e-18,0.0,-0.2356831607449812,-1.4419351843077173e-17,-1.0
temperature,beta,4.55,4.55,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2356831607449812,1.5645891290959546e-17,0.30835793304606773,0.5518894777156259,1.4992791848028156e-16,1.231592319908509,0.3162063169706447,1.34282027189322e-16,2.9940348144846105
temperature,beta,4.84,4.84,1.5707963267948966,0.5,baseline,1.0,0.23511036601378618,1.2775954593328906e-18,0.3073781570139879,0.35083271557745704,1.0747648339001642e-16,0.5404349910971485,0.11572234956367086,1.0619888793068352e-16,0.7582088341838646
temperature,beta,4.84,4.84,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23511036601378618,1.2775954593328906e-18,0.3073781570139879,0.0,7.027169726338352e-19,0.0,-0.23511036601378618,-5.748784866990554e-19,-1.0
temperature,beta,4.84,4.84,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23511036601378618,1.2775954593328906e-18,0.3073781570139879,0.5611320985197653,1.5699772687756e-16,1.278589973491231,0.3260217325059791,1.5572013141822712e-16,3.1596643883613567
temperature,beta,5.13,5.13,1.5707963267948966,0.5,baseline,1.0,0.23485587160376348,2.6086798318646638e-17,0.30694331027022054,0.3457455838954422,1.0857662729288373e-16,0.5284573942259609,0.11088971229167871,8.248982897423709e-17,0.7216775102892072
temperature,beta,5.13,5.13,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23485587160376348,2.6086798318646638e-17,0.30694331027022054,0.0,4.018242724106164e-19,0.0,-0.23485587160376348,-2.568497404623602e-17,-1.0
temperature,beta,5.13,5.13,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23485587160376348,2.6086798318646638e-17,0.30694331027022054,0.5686429498663448,1.6308817836964377e-16,1.3182651116752395,0.3337870782625813,1.3700138005099713e-16,3.294816233377727
temperature,beta,5.42,5.42,1.5707963267948966,0.5,baseline,1.0,0.23490170085713877,9.221292944924905e-18,0.3070215959443367,0.3397285925478352,1.0894996826900587e-16,0.5145287054891103,0.10482689169069645,9.972867532408097e-17,0.6758713793618443
temperature,beta,5.42,5.42,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.23490170085713877,9.221292944924905e-18,0.3070215959443367,0.0,2.29258055355287e-19,0.0,-0.23490170085713877,-8.992034889569617e-18,-1.0
temperature,beta,5.42,5.42,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.23490170085713877,9.221292944924905e-18,0.3070215959443367,0.5749724641490925,1.6839848766669076e-16,1.352788738729585,0.34007076329195374,1.5917719472176584e-16,3.406168024007167
temperature,beta,5.71,5.71,1.5707963267948966,0.5,baseline,1.0,0.235229026094641,7.58240467673092e-18,0.30758100676000655,0.3331242303300975,1.0876288280395511e-16,0.499529665765171,0.09789520423545653,1.0118047812722419e-16,0.6240588813565282
temperature,beta,5.71,5.71,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.235229026094641,7.58240467673092e-18,0.30758100676000655,0.0,1.3051757120542928e-19,0.0,-0.235229026094641,-7.451887105525492e-18,-1.0
temperature,beta,5.71,5.71,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.235229026094641,7.58240467673092e-18,0.30758100676000655,0.5805114564205502,1.7309210518929805e-16,1.3838553288419027,0.3452824303259092,1.6550970051256714e-16,3.499157290039274
temperature,beta,6.0,6.0,1.5707963267948966,0.5,baseline,1.0,0.2358184352128152,5.139259822745521e-18,0.3085895369361439,0.32616962147956363,1.0814576182318358e-16,0.4840530078144456,0.09035118626674843,1.0300650200043805e-16,0.5685982506743583
temperature,beta,6.0,6.0,1.5707963267948966,0.5,chi_only,0.9450000000000002,0.2358184352128152,5.139259822745521e-18,0.3085895369361439,0.0,7.415694181653716e-20,0.0,-0.2358184352128152,-5.065102880928984e-18,-1.0
temperature,beta,6.0,6.0,1.5707963267948966,0.5,delta_only,1.0950000000000002,0.2358184352128152,5.139259822745521e-18,0.3085895369361439,0.5855285526602994,1.772978940838058e-16,1.4127114338479396,0.34971011744748415,1.7215863426106028e-16,3.5779628430508668
