g,theta,beta,p00,p11,re01,im01,n_modes,n_cut,dim
0.10000000149011612,0.0,6.293877601623535,9.694547316030366e-07,0.9999990463256836,0.0,0.0,3,5,250
0.10000000149011612,0.0,6.448979377746582,6.891854127388797e-07,0.9999993443489075,0.0,0.0,3,5,250
0.10000000149011612,0.0,6.604081153869629,4.899414420833637e-07,0.9999994039535522,0.0,0.0,3,5,250
0.10000000149011612,0.0,6.759183406829834,3.4829903938771167e-07,0.9999996423721313,0.0,0.0,3,5,250
0.10000000149011612,0.0,6.914285659790039,2.4760549877100857e-07,0.9999997615814209,0.0,0.0,3,5,250
0.10000000149011612,0.0,7.069387912750244,1.7602251034531946e-07,0.9999998211860657,0.0,0.0,3,5,250
0.10000000149011612,0.0,7.224489688873291,1.2513434910488286e-07,0.9999998807907104,0.0,0.0,3,5,250
0.10000000149011612,0.0,7.379591464996338,8.895795389207706e-08,0.9999998807907104,0.0,0.0,3,5,250
0.10000000149011612,0.0,7.534693717956543,6.324012247205246e-08,1.0,0.0,0.0,3,5,250
0.10000000149011612,0.0,7.68979549407959,4.4957378264598447e-08,1.0,0.0,0.0,3,5,250
0.10000000149011612,0.0,7.844898223876953,3.196013764750205e-08,1.0,0.0,0.0,3,5,250
0.10000000149011612,0.0,8.0,2.272044596907108e-08,1.0,0.0,0.0,3,5,250
0.10000000149011612,0.17455555498600006,0.4000000059604645,0.2934328317642212,0.7065670490264893,0.0032658076379448175,0.0,3,5,250
0.10000000149011612,0.17455555498600006,0.5551020503044128,0.22802509367465973,0.7719748616218567,0.004299921914935112,0.0,3,5,250
0.10000000149011612,0.17455555498600006,0.7102041244506836,0.17361781001091003,0.8263819813728333,0.005160115659236908,0.0,3,5,250
0.10000000149011612,0.17455555498600006,0.8653061389923096,0.13000985980033875,0.8699899911880493,0.005849569570273161,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.0204081535339355,0.09608563780784607,0.903914213180542,0.00638591917231679,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.1755101680755615,0.07030265033245087,0.9296972751617432,0.006793554872274399,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.330612301826477,0.0510520339012146,0.9489477872848511,0.007097910158336163,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.4857141971588135,0.03686853498220444,0.963131308555603,0.0073221540078520775,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.640816330909729,0.026520369574427605,0.9734794497489929,0.0074857608415186405,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.795918345451355,0.019024353474378586,0.9809755682945251,0.007604274898767471,0.0,3,5,250
0.10000000149011612,0.17455555498600006,1.951020359992981,0.013622509315609932,0.986377477645874,0.00768967904150486,0.0,3,5,250
0.10000000149011612,0.17455555498600006,2.1061224937438965,0.009744349867105484,0.99025559425354,0.007750994525849819,0.0,3,5,250
0.10000000149011612,0.17455555498600006,2.2612245082855225,0.006967576220631599,0.9930323362350464,0.007794895675033331,0.0,3,5,250
0.10000000149011612,0.17455555498600006,2.4163265228271484,0.00498322956264019,0.9950168132781982,0.00782626960426569,0.0,3,5,250
0.10000000149011612,0.17455555498600006,2.5714285373687744,0.0035671184305101633,0.9964327812194824,0.007848657667636871,0.0,3,5,250
0.10000000149011612,0.17455555498600006,2.7265305519104004,0.002557519357651472,0.9974424839019775,0.00786462239921093,0.0,3,5,250
0.10000000149011612,0.17455555498600006,2.8816325664520264,0.001838242169469595,0.998161792755127,0.007875993847846985,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.0367345809936523,0.0013260573614388704,0.9986739158630371,0.007884091697633266,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.1918368339538574,0.0009614689042791724,0.999038577079773,0.007889856584370136,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.3469386100769043,0.0007020107004791498,0.9992977976799011,0.007893958128988743,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.5020406246185303,0.0005174005636945367,0.9994824528694153,0.007896877825260162,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.6571428775787354,0.0003860633878502995,0.999613881111145,0.007898954674601555,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.8122448921203613,0.00029263494070619345,0.9997072815895081,0.007900431752204895,0.0,3,5,250
0.10000000149011612,0.17455555498600006,3.9673469066619873,0.00022617752256337553,0.9997737407684326,0.007901482284069061,0.0,3,5,250
0.10000000149011612,0.17455555498600006,4.122448921203613,0.00017890747403725982,0.9998210668563843,0.007902231067419052,0.0,3,5,250
0.10000000149011612,0.17455555498600006,4.277551174163818,0.0001452859432902187,0.9998546242713928,0.007902762852609158,0.0,3,5,250
0.10000000149011612,0.17455555498600006,4.432652950286865,0.00012137286830693483,0.999878466129303,0.007903140969574451,0.0,3,5,250
0.10000000149011612,0.17455555498600006,4.587754726409912,0.00010436514276079834,0.9998956322669983,0.00790341105312109,0.0,3,5,250
0.10000000149011612,0.17455555498600006,4.742856979370117,9.226873953593895e-05,0.9999077320098877,0.00790360290557146,0.0,3,5,250
0.10000000149011612,0.17455555498600006,4.897959232330322,8.366556721739471e-05,0.9999161958694458,0.007903738878667355,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.053061485290527,7.754685066174716e-05,0.9999223351478577,0.00790383480489254,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.208163261413574,7.319518772419542e-05,0.9999268054962158,0.007903904654085636,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.363265037536621,7.010022818576545e-05,0.9999299645423889,0.007903954945504665,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.518367290496826,6.789906183257699e-05,0.999932050704956,0.007903988473117352,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.673469066619873,6.633358862018213e-05,0.999933660030365,0.00790401455014944,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.828571319580078,6.522019975818694e-05,0.9999346733093262,0.007904032245278358,0.0,3,5,250
0.10000000149011612,0.17455555498600006,5.983673572540283,6.442835729103535e-05,0.9999355673789978,0.007904045283794403,0.0,3,5,250
0.10000000149011612,0.17455555498600006,6.13877534866333,6.386519817169756e-05,0.9999361038208008,0.007904052734375,0.0,3,5,250
0.10000000149011612,0.17455555498600006,6.293877601623535,6.346467125695199e-05,0.9999364614486694,0.007904060184955597,0.0,3,5,250
0.10000000149011612,0.17455555498600006,6.448979377746582,6.317983206827193e-05,0.9999368786811829,0.007904065772891045,0.0,3,5,250
0.10000000149011612,0.17455555498600006,6.604081153869629,6.297724030446261e-05,0.9999369978904724,0.007904067635536194,0.0,3,5,250
0.10000000149011612,0.17455555498600006,6.759183406829834,6.283316179178655e-05,0.9999371767044067,0.007904071360826492,0.0,3,5,250
0.10000000149011612,0.17455555498600006,6.914285659790039,6.2730694480706e-05,0.9999372959136963,0.007904073223471642,0.0,3,5,250
0.10000000149011612,0.17455555498600006,7.069387912750244,6.265781121328473e-05,0.9999373555183411,0.007904073223471642,0.0,3,5,250
0.10000000149011612,0.17455555498600006,7.224489688873291,6.26059845671989e-05,0.9999374151229858,0.00790407508611679,0.0,3,5,250
0.10000000149011612,0.17455555498600006,7.379591464996338,6.256911001401022e-05,0.9999373555183411,0.00790407508611679,0.0,3,5,250
0.10000000149011612,0.17455555498600006,7.534693717956543,6.254290201468393e-05,0.9999374747276306,0.00790407694876194,0.0,3,5,250
0.10000000149011612,0.17455555498600006,7.68979549407959,6.252425373531878e-05,0.9999374151229858,0.00790407508611679,0.0,3,5,250
0.10000000149011612,0.17455555498600006,7.844898223876953,6.251099694054574e-05,0.9999375343322754,0.00790407694876194,0.0,3,5,250
0.10000000149011612,0.17455555498600006,8.0,6.250156729947776e-05,0.9999374747276306,0.007904076017439365,0.0,3,5,250
0.10000000149011612,0.3491111099720001,0.4000000059604645,0.2941906154155731,0.7058091759681702,0.006435214541852474,0.0,3,5,250
0.10000000149011612,0.3491111099720001,0.5551020503044128,0.22892874479293823,0.7710711359977722,0.008475815877318382,0.0,3,5,250
0.10000000149011612,0.3491111099720001,0.7102041244506836,0.17457619309425354,0.8254237174987793,0.010175306349992752,0.0,3,5,250
0.10000000149011612,0.3491111099720001,0.8653061389923096,0.13095137476921082,0.8690483570098877,0.011539362370967865,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.0204081535339355,0.09696368873119354,0.9030361175537109,0.01260208711028099,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.1755101680755615,0.0710931122303009,0.9289067387580872,0.013411006890237331,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.330612301826477,0.051747627556324005,0.9482523798942566,0.014015902765095234,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.4857141971588135,0.03747273236513138,0.9625272154808044,0.014462247490882874,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.640816330909729,0.027042469009757042,0.97295743227005,0.014788379892706871,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.795918345451355,0.01947604864835739,0.9805238842964172,0.01502496749162674,0.0,3,5,250
0.10000000149011612,0.3491111099720001,1.951020359992981,0.014015743508934975,0.985984206199646,0.015195700339972973,0.0,3,5,250
0.10000000149011612,0.3491111099720001,2.1061224937438965,0.01009015366435051,0.989909827709198,0.015318444930016994,0.0,3,5,250
0.10000000149011612,0.3491111099720001,2.2612245082855225,0.007275582756847143,0.9927244186401367,0.015406451188027859,0.0,3,5,250
0.10000000149011612,0.3491111099720001,2.4163265228271484,0.005261510610580444,0.9947385191917419,0.015469428151845932,0.0,3,5,250
0.10000000149011612,0.3491111099720001,2.5714285373687744,0.003822272876277566,0.9961775541305542,0.015514428727328777,0.0,3,5,250
0.10000000149011612,0.3491111099720001,2.7265305519104004,0.0027948319911956787,0.9972050786018372,0.015546555630862713,0.0,3,5,250
0.10000000149011612,0.3491111099720001,2.8816325664520264,0.002061885315924883,0.9979381561279297,0.015569475479424,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.0367345809936523,0.0015392866916954517,0.9984606504440308,0.015585816465318203,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.1918368339538574,0.0011668032966554165,0.9988332390785217,0.01559746265411377,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.3469386100769043,0.0009013844537548721,0.9990984797477722,0.015605760738253593,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.5020406246185303,0.0007122899405658245,0.9992876648902893,0.015611675567924976,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.6571428775787354,0.0005775895551778376,0.9994223713874817,0.015615887939929962,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.8122448921203613,0.0004816455766558647,0.9995182156562805,0.015618886798620224,0.0,3,5,250
0.10000000149011612,0.3491111099720001,3.9673469066619873,0.00041331155807711184,0.9995867013931274,0.015621025115251541,0.0,3,5,250
0.10000000149011612,0.3491111099720001,4.122448921203613,0.0003646442200988531,0.9996352195739746,0.015622545965015888,0.0,3,5,250
0.10000000149011612,0.3491111099720001,4.277551174163818,0.0003299847012385726,0.9996699094772339,0.015623630955815315,0.0,3,5,250
0.10000000149011612,0.3491111099720001,4.432652950286865,0.0003053018299397081,0.9996945858001709,0.015624403953552246,0.0,3,5,250
0.10000000149011612,0.3491111099720001,4.587754726409912,0.0002877241058740765,0.9997122287750244,0.01562495343387127,0.0,3,5,250
0.10000000149011612,0.3491111099720001,4.742856979370117,0.0002752063446678221,0.9997245669364929,0.015625344589352608,0.0,3,5,250
0.10000000149011612,0.3491111099720001,4.897959232330322,0.0002662921615410596,0.9997336864471436,0.01562562584877014,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.053061485290527,0.00025994412135332823,0.9997400045394897,0.01562582328915596,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.208163261413574,0.0002554235397838056,0.9997444152832031,0.0156259648501873,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.363265037536621,0.0002522044233046472,0.9997476935386658,0.01562606729567051,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.518367290496826,0.0002499120309948921,0.9997501373291016,0.015626143664121628,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.673469066619873,0.00024827956804074347,0.999751627445221,0.015626192092895508,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.828571319580078,0.00024711707374081016,0.9997527599334717,0.015626229345798492,0.0,3,5,250
0.10000000149011612,0.3491111099720001,5.983673572540283,0.0002462892443872988,0.9997537136077881,0.01562625542283058,0.0,3,5,250
0.10000000149011612,0.3491111099720001,6.13877534866333,0.00024569977540522814,0.9997543096542358,0.015626275911927223,0.0,3,5,250
0.10000000149011612,0.3491111099720001,6.293877601623535,0.0002452799817547202,0.9997546672821045,0.015626288950443268,0.0,3,5,250
0.10000000149011612,0.3491111099720001,6.448979377746582,0.00024498102720826864,0.9997549057006836,0.015626298263669014,0.0,3,5,250
0.10000000149011612,0.3491111099720001,6.604081153869629,0.00024476819089613855,0.9997552633285522,0.01562630757689476,0.0,3,5,250
0.10000000149011612,0.3491111099720001,6.759183406829834,0.0002446165890432894,0.9997552037239075,0.01562630943953991,0.0,3,5,250
0.10000000149011612,0.3491111099720001,6.914285659790039,0.00024450867203995585,0.9997553825378418,0.015626313164830208,0.0,3,5,250
0.10000000149011612,0.3491111099720001,7.069387912750244,0.0002444318379275501,0.9997556209564209,0.015626318752765656,0.0,3,5,250
0.10000000149011612,0.3491111099720001,7.224489688873291,0.00024437709362246096,0.9997555017471313,0.015626320615410805,0.0,3,5,250
0.10000000149011612,0.3491111099720001,7.379591464996338,0.0002443381818011403,0.9997556209564209,0.015626324340701103,0.0,3,5,250
0.10000000149011612,0.3491111099720001,7.534693717956543,0.00024431038764305413,0.9997556209564209,0.015626324340701103,0.0,3,5,250
0.10000000149011612,0.3491111099720001,7.68979549407959,0.00024429065524600446,0.9997556805610657,0.015626326203346252,0.0,3,5,250
0.10000000149011612,0.3491111099720001,7.844898223876953,0.00024427659809589386,0.9997557401657104,0.0156263280659914,0.0,3,5,250
0.10000000149011612,0.3491111099720001,8.0,0.00024426658637821674,0.9997556209564209,0.0156263280659914,0.0,3,5,250
0.10000000149011612,0.5236666798591614,0.4000000059604645,0.2954292595386505,0.7045707106590271,0.00941445492208004,0.0,3,5,250
0.10000000149011612,0.5236666798591614,0.5551020503044128,0.23040702939033508,0.7695929408073425,0.012406790629029274,0.0,3,5,250
0.10000000149011612,0.5236666798591614,0.7102041244506836,0.1761453002691269,0.8238548040390015,0.014903929084539413,0.0,3,5,250
0.10000000149011612,0.5236666798591614,0.8653061389923096,0.13249406218528748,0.8675061464309692,0.01691276952624321,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.0204081535339355,0.09840291738510132,0.9015970826148987,0.018481649458408356,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.1755101680755615,0.07238873839378357,0.9276114702224731,0.019678832963109016,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.330612301826477,0.05288710445165634,0.9471129179000854,0.020576301962137222,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.4857141971588135,0.03846137225627899,0.9615387916564941,0.02124018222093582,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.640816330909729,0.02789526991546154,0.9721047878265381,0.021726436913013458,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.795918345451355,0.020212065428495407,0.979788064956665,0.02208002284169197,0.0,3,5,250
0.10000000149011612,0.5236666798591614,1.951020359992981,0.014654562808573246,0.9853456020355225,0.022335786372423172,0.0,3,5,250
0.10000000149011612,0.5236666798591614,2.1061224937438965,0.010649967938661575,0.9893501400947571,0.022520076483488083,0.0,3,5,250
0.10000000149011612,0.5236666798591614,2.2612245082855225,0.007772297598421574,0.9922279119491577,0.022652514278888702,0.0,3,5,250
0.10000000149011612,0.5236666798591614,2.4163265228271484,0.005708511918783188,0.9942916631698608,0.022747492417693138,0.0,3,5,250
0.10000000149011612,0.5236666798591614,2.5714285373687744,0.00423052255064249,0.9957696795463562,0.022815510630607605,0.0,3,5,250
0.10000000149011612,0.5236666798591614,2.7265305519104004,0.0031731294002383947,0.9968270063400269,0.022864175960421562,0.0,3,5,250
0.10000000149011612,0.5236666798591614,2.8816325664520264,0.0024171925615519285,0.9975830316543579,0.02289896458387375,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.0367345809936523,0.001877049682661891,0.998123049736023,0.022923823446035385,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.1918368339538574,0.0014912422047927976,0.9985089302062988,0.022941581904888153,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.3469386100769043,0.0012157460441812873,0.9987844228744507,0.022954262793064117,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.5020406246185303,0.0010190571192651987,0.9989811182022095,0.02296331524848938,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.6571428775787354,0.0008786509861238301,0.9991216063499451,0.02296978235244751,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.8122448921203613,0.0007784322369843721,0.999221682548523,0.022974392399191856,0.0,3,5,250
0.10000000149011612,0.5236666798591614,3.9673469066619873,0.0007069033454172313,0.9992932677268982,0.022977687418460846,0.0,3,5,250
0.10000000149011612,0.5236666798591614,4.122448921203613,0.0006558537716045976,0.9993443489074707,0.022980041801929474,0.0,3,5,250
0.10000000149011612,0.5236666798591614,4.277551174163818,0.000619421130977571,0.9993806481361389,0.022981716319918633,0.0,3,5,250
0.10000000149011612,0.5236666798591614,4.432652950286865,0.000593421165831387,0.9994066953659058,0.022982917726039886,0.0,3,5,250
0.10000000149011612,0.5236666798591614,4.587754726409912,0.0005748665425926447,0.9994251728057861,0.022983770817518234,0.0,3,5,250
0.10000000149011612,0.5236666798591614,4.742856979370117,0.0005616254638880491,0.9994384050369263,0.022984381765127182,0.0,3,5,250
0.10000000149011612,0.5236666798591614,4.897959232330322,0.0005521763814613223,0.9994479417800903,0.0229848213493824,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.053061485290527,0.0005454332567751408,0.9994544982910156,0.022985130548477173,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.208163261413574,0.0005406214622780681,0.9994595050811768,0.02298535406589508,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.363265037536621,0.0005371876759454608,0.9994629621505737,0.022985516116023064,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.518367290496826,0.0005347372498363256,0.9994654059410095,0.022985627874732018,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.673469066619873,0.0005329886917024851,0.999467134475708,0.022985711693763733,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.828571319580078,0.0005317408940754831,0.9994683861732483,0.02298576943576336,0.0,3,5,250
0.10000000149011612,0.5236666798591614,5.983673572540283,0.0005308505496941507,0.9994693994522095,0.02298581413924694,0.0,3,5,250
0.10000000149011612,0.5236666798591614,6.13877534866333,0.0005302151548676193,0.9994698762893677,0.02298584394156933,0.0,3,5,250
0.10000000149011612,0.5236666798591614,6.293877601623535,0.0005297617171891034,0.9994702339172363,0.02298586629331112,0.0,3,5,250
0.10000000149011612,0.5236666798591614,6.448979377746582,0.0005294382572174072,0.9994706511497498,0.022985883057117462,0.0,3,5,250
0.10000000149011612,0.5236666798591614,6.604081153869629,0.0005292072892189026,0.9994708299636841,0.022985894232988358,0.0,3,5,250
0.10000000149011612,0.5236666798591614,6.759183406829834,0.0005290426779538393,0.9994711875915527,0.022985903546214104,0.0,3,5,250
0.10000000149011612,0.5236666798591614,6.914285659790039,0.0005289250984787941,0.9994711875915527,0.02298591285943985,0.0,3,5,250
0.10000000149011612,0.5236666798591614,7.069387912750244,0.0005288412212394178,0.9994713068008423,0.02298591658473015,0.0,3,5,250
0.10000000149011612,0.5236666798591614,7.224489688873291,0.0005287813837639987,0.9994713068008423,0.022985920310020447,0.0,3,5,250
0.10000000149011612,0.5236666798591614,7.379591464996338,0.0005287387175485492,0.9994713068008423,0.022985924035310745,0.0,3,5,250
0.10000000149011612,0.5236666798591614,7.534693717956543,0.0005287083331495523,0.9994714260101318,0.022985927760601044,0.0,3,5,250
0.10000000149011612,0.5236666798591614,7.68979549407959,0.0005286866216920316,0.9994714260101318,0.022985927760601044,0.0,3,5,250
0.10000000149011612,0.5236666798591614,7.844898223876953,0.0005286711966618896,0.9994714260101318,0.022985931485891342,0.0,3,5,250
0.10000000149011612,0.5236666798591614,8.0,0.0005286600207909942,0.9994713068008423,0.022985927760601044,0.0,3,5,250
0.10000000149011612,0.6982222199440002,0.4000000059604645,0.29711341857910156,0.7028865814208984,0.0121146934106946,0.0,3,5,250
0.10000000149011612,0.6982222199440002,0.5551020503044128,0.23241952061653137,0.7675802707672119,0.015977658331394196,0.0,3,5,250
0.10000000149011612,0.6982222199440002,0.7102041244506836,0.17828412353992462,0.821715772151947,0.019210167229175568,0.0,3,5,250
0.10000000149011612,0.6982222199440002,0.8653061389923096,0.134598970413208,0.8654009699821472,0.021818676963448524,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.0204081535339355,0.10036784410476685,0.8996319770812988,0.023862669244408607,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.1755101680755615,0.07415754348039627,0.9258423447608948,0.02542773075401783,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.330612301826477,0.05444152653217316,0.9455583691596985,0.02660500630736351,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.4857141971588135,0.03980772942304611,0.9601922035217285,0.027478814125061035,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.640816330909729,0.02905353531241417,0.9709463715553284,0.028120964765548706,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.795918345451355,0.02120804414153099,0.9787918925285339,0.028589434921741486,0.0,3,5,250
0.10000000149011612,0.6982222199440002,1.951020359992981,0.01551503874361515,0.984484851360321,0.028929373249411583,0.0,3,5,250
0.10000000149011612,0.6982222199440002,2.1061224937438965,0.011399957351386547,0.988599956035614,0.02917509339749813,0.0,3,5,250
0.10000000149011612,0.6982222199440002,2.2612245082855225,0.008433787152171135,0.9915661811828613,0.029352208599448204,0.0,3,5,250
0.10000000149011612,0.6982222199440002,2.4163265228271484,0.006300076376646757,0.993699848651886,0.0294796172529459,0.0,3,5,250
0.10000000149011612,0.6982222199440002,2.5714285373687744,0.004767429083585739,0.9952325224876404,0.029571134597063065,0.0,3,5,250
0.10000000149011612,0.6982222199440002,2.7265305519104004,0.003667677054181695,0.9963321685791016,0.029636800289154053,0.0,3,5,250
0.10000000149011612,0.6982222199440002,2.8816325664520264,0.0028791427612304688,0.9971208572387695,0.02968389168381691,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.0367345809936523,0.0023140572011470795,0.9976859092712402,0.02971763350069523,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.1918368339538574,0.0019092579605057836,0.9980907440185547,0.02974180318415165,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.3469386100769043,0.0016193613409996033,0.9983806014060974,0.029759114608168602,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.5020406246185303,0.0014117921236902475,0.9985881447792053,0.029771510511636734,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.6571428775787354,0.0012631912250071764,0.9987367391586304,0.02978038415312767,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.8122448921203613,0.0011568176560103893,0.9988431334495544,0.0297867339104414,0.0,3,5,250
0.10000000149011612,0.6982222199440002,3.9673469066619873,0.0010806771460920572,0.9989191293716431,0.029791278764605522,0.0,3,5,250
0.10000000149011612,0.6982222199440002,4.122448921203613,0.0010261798743158579,0.9989736080169678,0.029794536530971527,0.0,3,5,250
