sweep,x,model,dp00,dp11,dcoh,ratio_over_ed,td
temperature,0.5,ordered_high,0.09257131445252192,-0.09257131445252187,-2.5172963512618123e-18,1.5069890511965929,0.0925713144525219
temperature,0.5,compact_closed,0.18452707950700287,-0.18452707950700276,1.0187800899603996e-17,2.1913042277663477,0.1845270795070028
temperature,0.5,running_new,0.0716519531702961,-0.07165195317029605,2.587346216711325e-18,1.3793298678835104,0.07165195317029607
temperature,1.05,ordered_base,0.17307302932937882,-0.17307302932937874,1.2588871000729975e-17,2.348494017980384,0.17307302932937885
temperature,1.05,ordered_high,0.17747951836958795,-0.17747951836958786,-3.7869247526079427e-19,2.3927274723603875,0.17747951836958797
temperature,1.05,compact_closed,0.7313344265307372,-0.7313344265307371,6.50596362234393e-17,58.3256505069295,0.7313344265307373
temperature,1.05,running_new,0.12844174367836855,-0.12844174367836847,1.212365986014974e-17,1.9335357514798668,0.12844174367836858
temperature,1.6,ordered_base,0.1937141131038568,-0.19371411310385678,1.4703035099781385e-17,2.719071121557282,0.19371411310385678
temperature,1.6,ordered_high,0.2039864980577297,-0.20398649805772961,1.6961079754790343e-17,2.840412625121736,0.20398649805772967
temperature,1.6,compact_closed,0.8200930111819246,-0.8200930111819246,1.084556268593881e-16,442297.82174499467,0.8200930111819246
temperature,1.6,running_new,0.15479844343366259,-0.15479844343366256,2.772641634375365e-17,2.293369843525965,0.15479844343366256
temperature,2.1500000000000004,ordered_base,0.19057684412297426,-0.19057684412297415,8.789643045962627e-19,2.7120716809465644,0.1905768441229742
temperature,2.1500000000000004,ordered_high,0.20518359118788332,-0.20518359118788332,2.5689489403132207e-17,2.8867770593239857,0.20518359118788332
temperature,2.1500000000000004,compact_closed,0.8243689142766804,-0.8243689142766801,1.5525669502762935e-16,4693752879119322.0,0.8243689142766801
temperature,2.1500000000000004,running_new,0.17343270634130792,-0.1734327063413078,4.766216974136696e-17,2.5170195773812583,0.17343270634130786
temperature,2.7,ordered_base,0.1802430211575023,-0.18024302115750224,3.573389304695085e-18,2.5772936967713,0.18024302115750226
temperature,2.7,ordered_high,0.19776656817506766,-0.19776656817506755,3.518755246799161e-18,2.7792305901625793,0.1977665681750676
temperature,2.7,compact_closed,0.8219118922910886,-0.8219118922910885,2.0758746523144042e-16,375508617999155.4,0.8219118922910886
temperature,2.7,running_new,0.1860552084027759,-0.1860552084027759,7.0167469625725e-17,2.643038242689185,0.1860552084027759
temperature,3.25,ordered_base,0.1684157381045623,-0.16841573810456223,-4.975924567139313e-18,2.423786652395533,0.16841573810456228
temperature,3.25,ordered_high,0.18790439979093773,-0.18790439979093765,1.8831745000131828e-17,2.63768745517189,0.1879043997909377
temperature,3.25,compact_closed,0.8178655139894129,-0.8178655139894128,2.6247275776677456e-16,4490448414815171.0,0.8178655139894128
temperature,3.25,running_new,0.18991227490281729,-0.18991227490281726,9.266266937297503e-17,2.6604796086581306,0.18991227490281729
temperature,3.8000000000000003,ordered_base,0.15692895897796938,-0.15692895897796932,-7.614837465710859e-18,2.2829956297540583,0.15692895897796935
temperature,3.8000000000000003,ordered_high,0.177770922693001,-0.17777092269300088,2.768266461903663e-17,2.5010190012371356,0.17777092269300093
temperature,3.8000000000000003,compact_closed,0.8137891548403536,-0.8137891548403536,3.1773159107424075e-16,39399311258157.82,0.8137891548403536
temperature,3.8000000000000003,running_new,0.18522749298975322,-0.18522749298975327,1.130375781519483e-16,2.582532322601439,0.18522749298975325
temperature,4.3500000000000005,ordered_base,0.1463246460616831,-0.14632464606168305,3.1009140753478224e-18,2.160951808511825,0.14632464606168308
temperature,4.3500000000000005,ordered_high,0.1681192342209304,-0.16811923422093034,1.1027766170197563e-17,2.379153600550107,0.16811923422093036
temperature,4.3500000000000005,compact_closed,0.8101262104119212,-0.8101262104119211,3.720490439067737e-16,4266656351934888.5,0.8101262104119211
temperature,4.3500000000000005,running_new,0.17449103857637044,-0.17449103857637038,1.3033012400492648e-16,2.4457732633330633,0.1744910385763704
temperature,4.9,ordered_base,0.13670990157027907,-0.13670990157027918,-1.867424066060818e-19,2.056651947374171,0.13670990157027912
temperature,4.9,ordered_high,0.1591859419092067,-0.15918594190920676,2.6521641357875423e-18,2.273062737313963,0.15918594190920674
temperature,4.9,compact_closed,0.8069701022509317,-0.8069701022509317,4.24761180079899e-16,4180544628894569.5,0.8069701022509316
temperature,4.9,running_new,0.1603672223581853,-0.16036722235818535,1.4446497553422e-16,2.2848528490566617,0.16036722235818532
temperature,5.45,ordered_base,0.12804382194957442,-0.1280438219495743,-8.610387159159698e-18,1.9675245400628092,0.12804382194957437
temperature,5.45,ordered_high,0.15101146597875553,-0.15101146597875548,1.247737687059985e-18,2.1811890601924424,0.1510114659787555
temperature,5.45,compact_closed,0.8043034443296293,-0.8043034443296291,4.755908978610326e-16,4109951969131194.0,0.8043034443296291
temperature,5.45,running_new,0.1447579731094779,-0.1447579731094778,1.557579496450739e-16,2.1215394874439344,0.14475797310947786
temperature,6.0,ordered_base,0.12023791723376676,-0.12023791723376664,1.8239719024251046e-18,1.8909641670781796,0.1202379172337667
temperature,6.0,ordered_high,0.14355982534657152,-0.14355982534657152,-5.4009744932629215e-18,2.10145445440233,0.14355982534657152
temperature,6.0,compact_closed,0.8020750411099788,-0.8020750411099787,5.244564322477557e-16,4052419894934336.0,0.8020750411099787
temperature,6.0,running_new,0.1287695660219748,-0.12876956602197487,1.6459885729627498e-16,1.966274508827438,0.12876956602197484
