sweep,param_name,param,beta,theta,g,ord_p00,ord_p11,ord_coh,legacy_p00,legacy_p11,legacy_coh,running_p00,running_p11,running_coh,legacy_dp00,legacy_dp11,legacy_dcoh,running_dp00,running_dp11,running_dcoh
angle,theta,1.2999693738992248,2.0,1.2999693738992248,0.5,0.4053409114779833,0.5946590885220165,0.10686081369520115,0.43996911414624074,0.5600308858537594,0.12395696795024241,0.3740788510735307,0.6259211489264692,0.09849431811844073,0.034628202668257446,-0.03462820266825717,0.017096154255041268,-0.03126206040445256,0.031262060404452674,-0.008366495576760419
angle,theta,1.3541347644783592,2.0,1.3541347644783592,0.5,0.4154724347881487,0.5845275652118512,0.08774472618176882,0.45468396660704535,0.5453160333929548,0.10277978087756287,0.3805648502629931,0.6194351497370069,0.08007224893308135,0.03921153181889664,-0.03921153181889647,0.015035054695794053,-0.03490758452515563,0.03490758452515563,-0.00767247724868747
angle,theta,1.4083001550574936,2.0,1.4083001550574936,0.5,0.4235962284934838,0.5764037715065161,0.06716015155368088,0.4666758952089619,0.5333241047910381,0.07928613065542467,0.3857113475920442,0.6142886524079559,0.06081169898398508,0.04307966671547814,-0.04307966671547803,0.012125979101743789,-0.0378848809014396,0.03788488090143982,-0.006348452569695802
angle,theta,1.4624655456366278,2.0,1.4624655456366278,0.5,0.42953411710450606,0.5704658828954939,0.045430222879862744,0.4755514184247918,0.5244485815752081,0.05394077538266358,0.3894431991946384,0.6105568008053616,0.0409065009042151,0.04601730132028575,-0.04601730132028581,0.008510552502800833,-0.040090917909867685,0.04009091790986763,-0.004523721975647647
angle,theta,1.5166309362157622,2.0,1.5166309362157622,0.5,0.4331522966118798,0.5668477033881201,0.022914850535064896,0.4810057923284712,0.5189942076715288,0.027302707606847748,0.3917049832253076,0.6082950167746924,0.020563806177088195,0.047853495716591365,-0.047853495716591254,0.0043878570717828524,-0.041447313386572204,0.04144731338657237,-0.0023510443579767004
angle,theta,1.5707963267948966,2.0,1.5707963267948966,0.5,0.43436773891370284,0.5656322610862973,3.9845930419708504e-17,0.48284596105267746,0.5171540389473225,3.099152525573211e-17,0.39246272671439825,0.6075372732856017,2.3288602364214482e-17,0.048478222138974625,-0.04847822213897479,-8.854405163976394e-18,-0.04190501219930459,0.041905012199304426,-1.6557328055494022e-17
temperature,beta,0.1,0.1,1.5707963267948966,0.5,0.4791540295939389,0.5208459704060612,1.4045768965039078e-18,0.4760856308472844,0.5239143691527157,6.526651601018101e-20,0.47921830948100935,0.5207816905189907,2.572795713524764e-19,-0.003068398746654488,0.0030683987466545437,-1.3393103804937267e-18,6.427988707047305e-05,-6.427988707047305e-05,-1.1472973251514314e-18
temperature,beta,0.37241379310344824,0.37241379310344824,1.5707963267948966,0.5,0.45094258646344293,0.5490574135365571,4.511790816362145e-17,0.4223689033954316,0.5776310966045684,8.94650403835391e-19,0.44637235877350273,0.5536276412264972,2.3848097031339647e-18,-0.028573683068011335,0.028573683068011224,-4.422325775978606e-17,-0.004570227689940198,0.004570227689940087,-4.2733098460487484e-17
temperature,beta,0.6448275862068965,0.6448275862068965,1.5707963267948966,0.5,0.44227364502253796,0.5577263549774621,1.4072609103099948e-17,0.3856081650392094,0.6143918349607906,2.6435432413640923e-18,0.42814942006875684,0.5718505799312432,5.356546220098448e-18,-0.05666547998332855,0.05666547998332849,-1.1429065861735856e-17,-0.014124224953781128,0.014124224953781073,-8.7160628830015e-18
temperature,beta,0.9172413793103448,0.9172413793103448,1.5707963267948966,0.5,0.4396827335598914,0.5603172664401085,2.666097986970677e-18,0.36559213464292584,0.6344078653570742,5.3138652507463174e-18,0.41608942857549763,0.5839105714245023,8.66505445269158e-18,-0.07409059891696557,0.07409059891696568,2.6477672637756404e-18,-0.02359330498439377,0.023593304984393826,5.9989564657209036e-18
temperature,beta,1.1896551724137931,1.1896551724137931,1.5707963267948966,0.5,0.43852564833166996,0.5614743516683302,1.0462981702502612e-17,0.36266391037173906,0.637336089628261,9.033391495036964e-18,0.4073960144225019,0.592603985577498,1.2157500887028068e-17,-0.0758617379599309,0.0758617379599309,-1.4295902074656487e-18,-0.031129633909168064,0.031129633909167898,1.6945191845254554e-18
temperature,beta,1.4620689655172414,1.4620689655172414,1.5707963267948966,0.5,0.43741415606477796,0.5625858439352219,1.8072777131279426e-17,0.37865829786789346,0.6213417021321066,1.413311660491031e-17,0.4008947613684176,0.5991052386315825,1.57827682317964e-17,-0.0587558581968845,0.05875585819688467,-3.939660526369117e-18,-0.03651939469636034,0.03651939469636056,-2.2900088994830257e-18
temperature,beta,1.7344827586206897,1.7344827586206897,1.5707963267948966,0.5,0.4360188588004674,0.5639811411995326,5.989673380871968e-18,0.417493538027512,0.582506461972488,2.1232285074958818e-17,0.3960027966082346,0.6039972033917653,1.9526362446431194e-17,-0.018525320772955434,0.018525320772955434,1.524261169408685e-17,-0.040016062192232804,0.04001606219223275,1.3536689065559226e-17
temperature,beta,2.0068965517241377,2.0068965517241377,1.5707963267948966,0.5,0.4343214591756108,0.5656785408243891,3.460336198898941e-17,0.48495533557891707,0.515044664421083,3.129215401100743e-17,0.39238489854697634,0.6076151014530238,2.3387845469422654e-17,0.050633876403306244,-0.05063387640330608,-3.3112079779819805e-18,-0.04193656062863449,0.04193656062863471,-1.1215516519566757e-17
temperature,beta,2.279310344827586,2.279310344827586,1.5707963267948966,0.5,0.4323781202860358,0.5676218797139643,4.659677764232083e-18,0.585714454751971,0.4142855452480291,4.542655584045085e-17,0.38981770275653144,0.6101822972434686,2.7371017066118463e-17,0.15333633446593525,-0.1533363344659352,4.0766878076218767e-17,-0.042560417529504346,0.042560417529504346,2.271133930188638e-17
temperature,beta,2.5517241379310343,2.5517241379310343,1.5707963267948966,0.5,0.43024991623163,0.56975008376837,1.71640008831831e-17,0.7143281585245962,0.2856718414754038,6.399198238183473e-17,0.3881298341738904,0.6118701658261096,3.147872514857028e-17,0.2840782422929662,-0.2840782422929662,4.682798149865163e-17,-0.042120082057739594,0.04212008205773965,1.431472426538718e-17
temperature,beta,2.8241379310344827,2.8241379310344827,1.5707963267948966,0.5,0.427985794517881,0.5720142054821189,1.1460446343839358e-19,0.8441947944283359,0.1558052055716642,8.49942112110712e-17,0.3871738047632415,0.6128261952367585,3.5709697148470155e-17,0.4162089999104549,-0.4162089999104547,8.48796067476328e-17,-0.04081198975463951,0.04081198975463962,3.559509268503176e-17
temperature,beta,3.0965517241379312,3.0965517241379312,1.5707963267948966,0.5,0.42562110606275855,0.5743788939372415,1.857618386166227e-17,0.9380280392691023,0.06197196073089767,1.0432346317764429e-16,0.38681278222311677,0.6131872177768831,4.005650100828166e-17,0.5124069332063437,-0.5124069332063439,8.574727931598202e-17,-0.03880832383964178,0.03880832383964161,2.148031714661939e-17
temperature,beta,3.3689655172413793,3.3689655172413793,1.5707963267948966,0.5,0.4231800512563951,0.5768199487436049,1.9622329571744617e-17,0.983117194540299,0.01688280545970095,1.1953526483966193e-16,0.38691502903409475,0.6130849709659054,4.450435194923748e-17,0.559937143283904,-0.5599371432839039,9.991293526791731e-17,-0.036265022222300325,0.03626502222230055,2.4882022377492865e-17
temperature,beta,3.6413793103448273,3.6413793103448273,1.5707963267948966,0.5,0.42067854863632664,0.5793214513636734,4.060792907571813e-19,0.9970324879398991,0.0029675120601009766,1.3165237230992288e-16,0.38735260180208136,0.6126473981979186,4.903069939350543e-17,0.5763539393035724,-0.5763539393035725,1.312462930191657e-16,-0.03332594683424528,0.03332594683424517,4.862462010274825e-17
temperature,beta,3.913793103448276,3.913793103448276,1.5707963267948966,0.5,0.4181266288532359,0.5818733711467641,2.7419543578492912e-17,0.9996920329118901,0.00030796708810985787,1.4260510911118744e-16,0.388002477708073,0.6119975222919272,5.3605581482989123e-17,0.5815654040586542,-0.5815654040586542,1.1518556553269454e-16,-0.030124151145162925,0.03012415114516309,2.6186037904496212e-17
temperature,beta,4.186206896551724,4.186206896551724,1.5707963267948966,0.5,0.4155302456016427,0.5844697543983574,2.7033911160677338e-17,0.9999834884424047,1.6511557595452173e-05,1.5335583807756922e-16,0.3887489626424934,0.6112510373575065,5.819270645578804e-17,0.584453242840762,-0.5844532428407619,1.263219269168919e-16,-0.026781282959149277,0.026781282959149166,3.1158795295110706e-17
temperature,beta,4.458620689655172,4.458620689655172,1.5707963267948966,0.5,0.4128926027104319,0.5871073972895681,1.1665422719765577e-17,0.9999996189005522,3.8109944769396467e-07,1.6409048557798927e-16,0.38948656489512357,0.6105134351048764,6.275115382936399e-17,0.5871070161901204,-0.5871070161901204,1.524250628582237e-16,-0.02340603781530831,0.023406037815308367,5.108573110959841e-17
temperature,beta,4.73103448275862,4.73103448275862,1.5707963267948966,0.5,0.41021512500350216,0.5897848749964979,6.235844803876968e-18,0.9999999970173227,2.982677462291254e-09,1.7475854531495564e-16,0.39012271859094877,0.6098772814090513,6.723751520773021e-17,0.5897848720138206,-0.5897848720138205,1.6852270051107868e-16,-0.020092406412553387,0.020092406412553387,6.100167040385325e-17
