key,status,error,timestamp,elapsed_s,window_name,window_family,bandwidth,omega_min,omega_max,beta,omega_q,theta,g,n_modes,n_cut,case,dw,detune_over_omega_q,tail_fraction,ordered_p00,ordered_coh,best_cont_p00,best_cont_coh,best_disc_p00,best_disc_coh,ed_p00,ed_coh,d_ed_ordered_p00,d_ed_cont_p00,d_ed_disc_p00,d_ed_ordered_coh,d_ed_cont_coh,d_ed_disc_coh
center_d0.30|10.00000000|4|6,ok,,2026-02-20 11:21:56,8.113682900002459,center_d0.30,centered,0.6000000000000001,0.7,1.3,10.0,1.0,1.5707963267948966,0.5,4,6,m4c6,0.20000000000000007,0.09999999999999998,0.8613755316556764,0.10667770715889939,8.395578377485603e-18,0.338969733750022,8.406078968791182e-17,0.3424508781033426,8.601593364108972e-17,0.08533906023805406,8.312200920613242e-17,-0.021338646920845333,-0.25363067351196794,-0.2571118178652886,7.472643082864682e-17,-9.387804817794003e-19,-2.8939244349573037e-18
center_d0.50|0.60000000|2|4,ok,,2026-02-20 11:22:05,0.011594499999773689,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,2,4,m2c4,1.0,0.5,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.38748330400646125,2.1021712443003032e-18,0.3760463764043635,2.3140686317276534e-17,0.00014703215067368713,0.002806281842753333,-0.011436927602097746,2.2948407880060906e-17,2.1942015939370663e-17,2.103851507297623e-17
center_d0.50|0.60000000|2|5,ok,,2026-02-20 11:22:05,0.001178400001663249,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,2,5,m2c5,1.0,0.5,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.38748330400646125,2.1021712443003032e-18,0.3793311046197415,8.671069560751615e-18,0.003431760366051695,0.006091010058131341,-0.008152199386719738,8.478791123535987e-18,7.472399182845745e-18,6.568898316451312e-18
center_d0.50|0.60000000|2|6,ok,,2026-02-20 11:22:05,0.001805400002922397,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,2,6,m2c6,1.0,0.5,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.38748330400646125,2.1021712443003032e-18,0.38173108025073765,1.8379584329312443e-17,0.005831735997047838,0.008490985689127484,-0.0057522237557235956,1.8187305892096816e-17,1.7180913951406572e-17,1.627741308501214e-17
center_d0.50|0.60000000|3|4,ok,,2026-02-20 11:22:05,0.006994299998041242,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,3,4,m3c4,0.5,0.0,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.3805562298584784,1.6627606065269065e-18,0.3720010920027141,7.438221936417019e-18,-0.003898252250975731,-0.0012390025588960851,-0.008555137855764339,7.245943499201391e-18,6.2395515585111485e-18,5.775461329890112e-18
center_d0.50|0.60000000|3|5,ok,,2026-02-20 11:22:05,0.021758899994893,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,3,5,m3c5,0.5,0.0,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.3805562298584784,1.6627606065269065e-18,0.3747244295193299,7.452594986293282e-18,-0.001174914734359933,0.001484334957719713,-0.005831800339148541,7.260316549077655e-18,6.253924608387412e-18,5.789834379766376e-18
center_d0.50|0.60000000|3|6,ok,,2026-02-20 11:22:05,0.08988189999945462,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,3,6,m3c6,0.5,0.0,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.3805562298584784,1.6627606065269065e-18,0.3766638228150875,5.315954125725193e-18,0.0007644785613976635,0.0034237282534773095,-0.003892407043390944,5.123675688509565e-18,4.117283747819323e-18,3.653193519198287e-18
center_d0.50|0.60000000|4|4,ok,,2026-02-20 11:22:05,0.14759680000133812,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,4,4,m4c4,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.37807401692035314,1.505304418539937e-18,0.37048263469972476,2.5286253688222584e-18,-0.00541670955396506,-0.002757459861885414,-0.007591382220628384,2.3363469316066302e-18,1.3299549909163883e-18,1.0233209502823214e-18
center_d0.50|0.60000000|4|5,ok,,2026-02-20 11:22:05,1.3009776000035345,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,4,5,m4c5,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.37807401692035314,1.505304418539937e-18,0.3729910006733465,7.927741108433469e-18,-0.002908343580343309,-0.00024909388826366285,-0.005083016247006633,7.735462671217841e-18,6.729070730527599e-18,6.4224366898935314e-18
center_d0.50|0.60000000|4|6,ok,,2026-02-20 11:22:06,9.955621900000551,center_d0.50,centered,1.0,0.5,1.5,0.6,1.0,1.5707963267948966,0.5,4,6,m4c6,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.3758993442536898,1.9227843721562803e-19,0.37324009456161017,1.1986703779058701e-18,0.37807401692035314,1.505304418539937e-18,0.37476314561313767,2.7386700912091093e-18,-0.001136198640552144,0.001523051051527502,-0.0033108713072154683,2.546391653993481e-18,1.5399997133032392e-18,1.2333656726691723e-18
center_d0.50|1.54000000|2|4,ok,,2026-02-20 11:22:16,0.01058039999770699,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,2,4,m2c4,1.0,0.5,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.3008556817871445,9.400018140614496e-18,0.3012697877162892,2.4890499898515952e-17,0.033219829127213774,0.04773058180928835,0.00041410592914470357,1.1728690771301228e-17,1.9068277903682913e-17,1.5490481757901456e-17
center_d0.50|1.54000000|2|5,ok,,2026-02-20 11:22:16,0.0017146999962278642,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,2,5,m2c5,1.0,0.5,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.3008556817871445,9.400018140614496e-18,0.3092689804654953,7.554259583640113e-18,0.04121902187641985,0.05572977455849443,0.008413298678350778,-5.60754954357461e-18,1.7320375888070748e-18,-1.8457585569743827e-18
center_d0.50|1.54000000|2|6,ok,,2026-02-20 11:22:16,0.002030299998295959,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,2,6,m2c6,1.0,0.5,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.3008556817871445,9.400018140614496e-18,0.3141670975464376,9.689374029002022e-18,0.04611713895736219,0.06062789163943677,0.013311415759293121,-3.472435098212702e-18,3.867152034168983e-18,2.893558883875257e-19
center_d0.50|1.54000000|3|4,ok,,2026-02-20 11:22:16,0.007298099997569807,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,3,4,m3c4,0.5,0.0,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.27894920028959663,7.743544795115705e-18,0.28102737217968304,1.3233426050803965e-17,0.012977413590607612,0.02748816627268219,0.002078171890086411,7.161692358924084e-20,7.411204055970927e-18,5.489881255688259e-18
center_d0.50|1.54000000|3|5,ok,,2026-02-20 11:22:16,0.02346650000254158,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,3,5,m3c5,0.5,0.0,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.27894920028959663,7.743544795115705e-18,0.28639795588286043,1.6018317660179825e-17,0.018347997293785,0.03285874997585958,0.0074487555932638005,2.856508532965101e-18,1.0196095665346786e-17,8.27477286506412e-18
center_d0.50|1.54000000|3|6,ok,,2026-02-20 11:22:16,0.088304099997913,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,3,6,m3c6,0.5,0.0,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.27894920028959663,7.743544795115705e-18,0.28932450333395193,5.522069989660876e-18,0.0212745447448765,0.03578529742695108,0.0103753030443553,-7.639739137553848e-18,-3.0015200517216237e-19,-2.221474805454829e-18
center_d0.50|1.54000000|4|4,ok,,2026-02-20 11:22:16,0.14811460000055376,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,4,4,m4c4,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.27059821912916343,7.112096788590326e-18,0.2730781530041087,6.548735605915654e-18,0.005028194415033271,0.01953894709710785,0.0024799338749452726,-6.61307352129907e-18,7.265136110826151e-19,-5.633611826746719e-19
center_d0.50|1.54000000|4|5,ok,,2026-02-20 11:22:17,1.3883856000029482,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,4,5,m4c5,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.27059821912916343,7.112096788590326e-18,0.2775455485470397,1.7035931374570283e-18,0.00949558995796429,0.02400634264003887,0.006947329417876291,-1.1458215989757696e-17,-4.11862885737601e-18,-5.408503651133297e-18
center_d0.50|1.54000000|4|6,ok,,2026-02-20 11:22:18,9.915567299998656,center_d0.50,centered,1.0,0.5,1.5,1.54,1.0,1.5707963267948966,0.5,4,6,m4c6,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.26804995858907543,1.3161809127214724e-17,0.25353920590700085,5.822221994833039e-18,0.27059821912916343,7.112096788590326e-18,0.27982871858698205,1.824945200507997e-17,0.011778759997906618,0.026289512679981197,0.00923049945781862,5.087642877865245e-18,1.2427230010246929e-17,1.1137355216489643e-17
center_d0.50|2.48000000|2|4,ok,,2026-02-20 11:22:28,0.009045999999216292,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,2,4,m2c4,1.0,0.5,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.2683736638409272,1.867757945415489e-17,0.2811198536275744,2.989930666154113e-17,0.06304572191556007,0.08310708761508862,0.01274618978664721,2.0599901455066137e-17,1.8103651513350123e-17,1.1221727207386238e-17
center_d0.50|2.48000000|2|5,ok,,2026-02-20 11:22:28,0.0018939000001410022,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,2,5,m2c5,1.0,0.5,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.2683736638409272,1.867757945415489e-17,0.2897367502468708,1.7542843974542052e-17,0.07166261853485645,0.09172398423438499,0.021363086405943588,8.243438768067062e-18,5.747188826351046e-18,-1.134735479612837e-18
center_d0.50|2.48000000|2|6,ok,,2026-02-20 11:22:28,0.0018481000006431714,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,2,6,m2c6,1.0,0.5,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.2683736638409272,1.867757945415489e-17,0.2941910069634394,1.2727694271641352e-17,0.07611687525142508,0.09617824095095362,0.025817343122512215,3.4282890651663615e-18,9.320391234503456e-19,-5.9498851825135374e-18
center_d0.50|2.48000000|3|4,ok,,2026-02-20 11:22:28,0.006986000000324566,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,3,4,m3c4,0.5,0.0,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.23667584045335316,1.5576041891530068e-17,0.2470688827310098,3.330238242148795e-18,0.028994751018995457,0.049056116718524,0.010393042277656639,-5.969166964326195e-18,-8.465416906042211e-18,-1.2245803649381273e-17
center_d0.50|2.48000000|3|5,ok,,2026-02-20 11:22:28,0.024113899999065325,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,3,5,m3c5,0.5,0.0,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.23667584045335316,1.5576041891530068e-17,0.2516049340240026,1.989756357010603e-17,0.03353080231198824,0.05359216801151678,0.014929093570649421,1.0598158363631041e-17,8.101908421915025e-18,4.321521678575963e-18
center_d0.50|2.48000000|3|6,ok,,2026-02-20 11:22:28,0.0896299000014551,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,3,6,m3c6,0.5,0.0,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.23667584045335316,1.5576041891530068e-17,0.25357930610371454,8.67508708982052e-18,0.0355051743917002,0.055566540091228744,0.016903465650361382,-6.243181166544699e-19,-3.1205680583704858e-18,-6.900954801709548e-18
center_d0.50|2.48000000|4|4,ok,,2026-02-20 11:22:28,0.15455739999742946,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,4,4,m4c4,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.22417810242361375,1.4353800521318922e-17,0.23338510878552027,4.6754403822500515e-18,0.015310977073505927,0.03537234277303447,0.009207006361906522,-4.623964824224939e-18,-7.120214765940955e-18,-9.67836013906887e-18
center_d0.50|2.48000000|4|5,ok,,2026-02-20 11:22:28,1.4011649000021862,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,4,5,m4c5,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.22417810242361375,1.4353800521318922e-17,0.23659322466871943,2.5314698758904264e-17,0.01851909295670509,0.038580458656233635,0.012415122245105686,1.6015293552429274e-17,1.3519043610713258e-17,1.0960898237585343e-17
center_d0.50|2.48000000|4|6,ok,,2026-02-20 11:22:30,9.838724600005662,center_d0.50,centered,1.0,0.5,1.5,2.48,1.0,1.5707963267948966,0.5,4,6,m4c6,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.21807413171201434,9.29940520647499e-18,0.1980127660124858,1.1795655148191006e-17,0.22417810242361375,1.4353800521318922e-17,0.23785511679417562,3.090597106636749e-17,0.01978098508216128,0.03984235078168982,0.013677014370561874,2.16065658598925e-17,1.9110315918176485e-17,1.6552170545048568e-17
center_d0.50|3.42000000|2|4,ok,,2026-02-20 11:22:40,0.009660199997597374,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,2,4,m2c4,1.0,0.5,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.26783984397177557,3.0184858354451255e-17,0.27335444317859037,3.747279824597322e-17,0.0810390489674537,0.08969068995124096,0.005514599206814796,2.1766197925870135e-17,1.8099013260416858e-17,7.287939891521967e-18
center_d0.50|3.42000000|2|5,ok,,2026-02-20 11:22:40,0.0015152999985730276,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,2,5,m2c5,1.0,0.5,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.26783984397177557,3.0184858354451255e-17,0.2817396773142004,2.487576454319139e-17,0.08942428310306375,0.09807592408685101,0.013899833342424839,9.169164223088303e-18,5.5019795576350256e-18,-5.309093811259866e-18
center_d0.50|3.42000000|2|6,ok,,2026-02-20 11:22:40,0.0016961000001174398,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,2,6,m2c6,1.0,0.5,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.26783984397177557,3.0184858354451255e-17,0.2854758021277132,2.2956224378386272e-17,0.09316040791657651,0.10181204890036377,0.017635958155937603,7.249624058283185e-18,3.5824393928299075e-18,-7.228633976064984e-18
center_d0.50|3.42000000|3|4,ok,,2026-02-20 11:22:40,0.006856300002255011,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,3,4,m3c4,0.5,0.0,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.23116398467348742,2.54616183186958e-17,0.22968116087594298,2.8503712158346935e-17,0.037365766664806316,0.04601740764859358,-0.0014828237975444414,1.2797111838243848e-17,9.12992717279057e-18,3.0420938396511342e-18
center_d0.50|3.42000000|3|5,ok,,2026-02-20 11:22:40,0.022982000002230052,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,3,5,m3c5,0.5,0.0,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.23116398467348742,2.54616183186958e-17,0.23314433675587418,2.273807096161914e-17,0.04082894254473751,0.049480583528524774,0.001980352082386755,7.031470641516052e-18,3.3642859760627744e-18,-2.723547357076662e-18
center_d0.50|3.42000000|3|6,ok,,2026-02-20 11:22:40,0.08481970000138972,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,3,6,m3c6,0.5,0.0,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.23116398467348742,2.54616183186958e-17,0.23434705027741506,2.5498842694493798e-17,0.0420316560662784,0.05068329705006566,0.003183065603927643,9.792242374390711e-18,6.125057708937434e-18,3.722437579799783e-20
center_d0.50|3.42000000|4|4,ok,,2026-02-20 11:22:40,0.14829889999964507,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,4,4,m4c4,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.21613406567079924,2.3532714868319148e-17,0.21199309717197648,2.5336830679466063e-17,0.019677702960839816,0.028329343944627078,-0.004140968498822756,9.630230359362976e-18,5.963045693909699e-18,1.8041158111469144e-18
center_d0.50|3.42000000|4|5,ok,,2026-02-20 11:22:40,1.4081415999971796,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,4,5,m4c5,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.21613406567079924,2.3532714868319148e-17,0.21405729976727922,3.7068136930631383e-17,0.021741905556142554,0.030393546539929817,-0.002076765903520017,2.1361536610528297e-17,1.769435194507502e-17,1.3535422062312235e-17
center_d0.50|3.42000000|4|6,ok,,2026-02-20 11:22:41,8.966242700000294,center_d0.50,centered,1.0,0.5,1.5,3.4200000000000004,1.0,1.5707963267948966,0.5,4,6,m4c6,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.19231539421113666,1.5706600320103087e-17,0.1836637532273494,1.9373784985556364e-17,0.21613406567079924,2.3532714868319148e-17,0.2146804775900647,4.414996559779926e-17,0.022365083378928036,0.031016724362715298,-0.0014535880807345358,2.8443365277696176e-17,2.47761806122429e-17,2.0617250729480114e-17
center_d0.50|4.36000000|2|4,ok,,2026-02-20 11:22:50,0.008626700000604615,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,2,4,m2c4,1.0,0.5,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.28773549787212427,4.462624910763351e-17,0.26883166757366833,4.5046665454271114e-17,0.0913593450529693,0.06863038170930746,-0.018903830298455937,3.536271231542759e-17,1.4903299698756808e-17,4.2041634663760084e-19
center_d0.50|4.36000000|2|5,ok,,2026-02-20 11:22:50,0.0016274000008706935,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,2,5,m2c5,1.0,0.5,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.28773549787212427,4.462624910763351e-17,0.2770406597180842,3.0912847343039056e-17,0.0995683371973852,0.07683937385372336,-0.010694838154040043,2.122889420419553e-17,7.694815875247501e-19,-1.3713401764594457e-17
center_d0.50|4.36000000|2|6,ok,,2026-02-20 11:22:50,0.0016675000006216578,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,2,6,m2c6,1.0,0.5,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.28773549787212427,4.462624910763351e-17,0.2802705686723058,3.3645147120704516e-17,0.10279824615160679,0.08006928280794495,-0.007464929199818449,2.396119398186099e-17,3.50178136519021e-18,-1.0981101986928997e-17
center_d0.50|4.36000000|3|4,ok,,2026-02-20 11:22:50,0.007115000000339933,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,3,4,m3c4,0.5,0.0,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.25145550252211124,3.855440726273528e-17,0.21815868552350304,5.183860956617843e-17,0.04068636300280401,0.01795739965914217,-0.0332968169986082,4.21546564273349e-17,2.1695243810664124e-17,1.328420230344315e-17
center_d0.50|4.36000000|3|5,ok,,2026-02-20 11:22:50,0.02019980000477517,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,3,5,m3c5,0.5,0.0,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.25145550252211124,3.855440726273528e-17,0.22087068880234187,2.6532265154820755e-17,0.04339836628164284,0.020669402937981002,-0.03058481371976937,1.684831201597723e-17,-3.611100600693551e-18,-1.2022142107914524e-17
center_d0.50|4.36000000|3|6,ok,,2026-02-20 11:22:50,0.07206769999902463,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,3,6,m3c6,0.5,0.0,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.25145550252211124,3.855440726273528e-17,0.22163220409418652,4.0521706965324405e-17,0.04415988157348749,0.021430918229825652,-0.02982329842792472,3.0837753826480875e-17,1.0378341209810099e-17,1.9672997025891253e-18
center_d0.50|4.36000000|4|4,ok,,2026-02-20 11:22:50,0.1155815000020084,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,4,4,m4c4,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.23579037278345238,3.5969154270903055e-17,0.1977331549813204,4.693580150984325e-17,0.02026083246062138,-0.002468130883040459,-0.038057217802131976,3.725184837099972e-17,1.679243575432894e-17,1.0966647238940192e-17
center_d0.50|4.36000000|4|5,ok,,2026-02-20 11:22:50,1.0756248000034248,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,4,5,m4c5,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.23579037278345238,3.5969154270903055e-17,0.19910207970572583,4.281764039339088e-17,0.0216297571850268,-0.001099206158635041,-0.03668829307772656,3.3133687254547356e-17,1.2674274637876574e-17,6.848486122487825e-18
center_d0.50|4.36000000|4|6,ok,,2026-02-20 11:22:52,6.995306400000118,center_d0.50,centered,1.0,0.5,1.5,4.36,1.0,1.5707963267948966,0.5,4,6,m4c6,0.33333333333333326,0.16666666666666652,0.8266414672967757,0.17747232252069903,9.683953138843527e-18,0.20020128586436087,3.0143365755514306e-17,0.23579037278345238,3.5969154270903055e-17,0.19942243652619038,5.693064691379033e-17,0.02195011400549135,-0.0007788493381704897,-0.03636793625726201,4.7246693774946797e-17,2.678728115827602e-17,2.096149264288727e-17
center_d0.50|5.30000000|2|4,ok,,2026-02-20 11:22:59,0.012459199999284465,center_d0.50,centered,1.0,0.5,1.5,5.3,1.0,1.5707963267948966,0.5,2,4,m2c4,1.0,0.5,0.8266414672967757,0.16861098527650673,4.811344028932853e-18,0.2391210078175322,4.4962409033590126e-17,0.3160382670258164,6.108033396912883e-17,0.26539830684040266,5.202539228140551e-17,0.09678732156389594,0.02627729902287046,-0.050639960185413724,4.7214048252472655e-17,7.062983247815385e-18,-9.054941687723322e-18
center_d0.50|5.30000000|2|5,ok,,2026-02-20 11:22:59,0.0011043000049539842,center_d0.50,centered,1.0,0.5,1.5,5.3,1.0,1.5707963267948966,0.5,2,5,m2c5,1.0,0.5,0.8266414672967757,0.16861098527650673,4.811344028932853e-18,0.2391210078175322,4.4962409033590126e-17,0.3160382670258164,6.108033396912883e-17,0.27357896131162684,3.6412934470294476e-17,0.10496797603512012,0.03445795349409464,-0.042459305714189544,3.160159044136162e-17,-8.54947456329565e-18,-2.4667399498834358e-17
center_d0.50|5.30000000|2|6,ok,,2026-02-20 11:22:59,0.0017181000002892688,center_d0.50,centered,1.0,0.5,1.5,5.3,1.0,1.5707963267948966,0.5,2,6,m2c6,1.0,0.5,0.8266414672967757,0.16861098527650673,4.811344028932853e-18,0.2391210078175322,4.4962409033590126e-17,0.3160382670258164,6.108033396912883e-17,0.2764966871726932,4.361401586981418e-17,0.10788570189618649,0.03737567935516101,-0.03954157985312318,3.880267184088133e-17,-1.3483931637759457e-18,-1.7466318099314653e-17
center_d0.50|5.30000000|3|4,ok,,2026-02-20 11:22:59,0.006256900000153109,center_d0.50,centered,1.0,0.5,1.5,5.3,1.0,1.5707963267948966,0.5,3,4,m3c4,0.5,0.0,0.8266414672967757,0.16861098527650673,4.811344028932853e-18,0.2391210078175322,4.4962409033590126e-17,0.28595267156425375,5.454603199049667e-17,0.20942196475481187,7.14800897658182e-17,0.04081097947830514,-0.029699043062720337,-0.07653070680944188,6.666874573688535e-17,2.6517680732228072e-17,1.693405777532153e-17
center_d0.50|5.30000000|3|5,ok,,2026-02-20 11:22:59,0.019494800006214064,center_d0.50,centered,1.0,0.5,1.5,5.3,1.0,1.5707963267948966,0.5,3,5,m3c5,0.5,0.0,0.8266414672967757,0.16861098527650673,4.811344028932853e-18,0.2391210078175322,4.4962409033590126e-17,0.28595267156425375,5.454603199049667e-17,0.21165216466213768,3.130228166623508e-17,0.04304117938563096,-0.027468843155394523,-0.07430050690211606,2.6490937637302227e-17,-1.3660127367355046e-17,-2.324375032426159e-17
center_d0.50|5.30000000|3|6,ok,,2026-02-20 11:22:59,0.07282529999793041,center_d0.50,centered,1.0,0.5,1.5,5.3,1.0,1.5707963267948966,0.5,3,6,m3c6,0.5,0.0,0.8266414672967757,0.16861098527650673,4.811344028932853e-18,0.2391210078175322,4.4962409033590126e-17,0.28595267156425375,5.454603199049667e-17,0.212170052322149,5.3537267914178484e-17,0.043559067045642275,-0.026950955495383205,-0.07378261924210475,4.872592388524563e-17,8.574858880588358e-18,-1.0087640763181844e-18
