key,status,error,timestamp,elapsed_s,beta,omega_q,theta,g,omega_min,omega_max,n_modes,n_cut,ordered_p00,ordered_coh,analytic_cont_p00,analytic_cont_coh,analytic_disc_p00,analytic_disc_coh,ed_p00,ed_coh,d_ed_ordered_p00,d_ed_cont_p00,d_ed_disc_p00,d_ed_ordered_coh,d_ed_cont_coh,d_ed_disc_coh
6.47500000|4,ok,,2026-02-20 11:54:48,0.006196899994392879,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.2883567371940679,7.298208475630139e-18,0.046278865151560156,-0.04539170932886438,-0.06759709715739498,-4.3086127908569165e-18,-6.92662677754396e-17,-7.772956205362443e-17
7.06250000|4,ok,,2026-02-20 11:54:48,0.005946299999777693,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.28913400039665127,6.042023381474416e-18,0.05002134297791366,-0.0568210106807584,-0.07260256252167996,-1.0692490677658218e-17,-7.82979345217692e-17,-8.699465045274228e-17
7.65000000|4,ok,,2026-02-20 11:54:48,0.0062254000004031695,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.2898308242404071,4.776812584725933e-18,0.0531284219287356,-0.06344061608171503,-0.07419016712148957,-2.3847868060681817e-17,-8.550045230481002e-17,-9.476575889439551e-17
8.23750000|4,ok,,2026-02-20 11:54:48,0.006159799995657522,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.2904483170812308,3.5507743011779216e-18,0.0556077040198375,-0.06584001704303616,-0.07292040749905504,2.8367122998012152e-18,-9.087290418220144e-17,-1.0102323405219688e-16
8.82500000|4,ok,,2026-02-20 11:54:48,0.006522099996800534,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.290990381506136,2.395537427728301e-18,0.057475957469714234,-0.06491131675865358,-0.0694544938793018,-2.5252727429997404e-17,-9.461729062012102e-17,-1.0588075226478939e-16
9.41250000|4,ok,,2026-02-20 11:54:48,0.006169300002511591,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.29146217707429795,1.3302165731912107e-18,0.05875832265864536,-0.06155052120568644,-0.06440698869540473,-2.465136387546843e-17,-9.701622649579e-17,-1.0951329634371537e-16
10.00000000|4,ok,,2026-02-20 11:54:48,0.0064181000052485615,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,4,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.2918693605481342,3.6474603007762856e-19,0.059486969270779455,-0.056514593051957884,-0.05828230843492049,-2.3882377173756255e-18,-9.835359380108378e-17,-1.1210863244457985e-16
0.60000000|5,ok,,2026-02-20 11:54:48,0.02043250000133412,0.6,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.392896938869074,2.4455782082205422e-18,0.38034074117644356,8.597196980848881e-18,-0.007185129436410531,-0.0023413872111507916,-0.012556197692630444,4.994158138579794e-18,6.799582624135674e-18,6.15161877262834e-18
1.18750000|5,ok,,2026-02-20 11:54:48,0.02057940000668168,1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3372932208935022,7.232366771025638e-18,0.32705290420813005,5.907752862335145e-18,-0.0036125541443055575,0.013667032525803147,-0.010240316685372175,-1.619804403091516e-17,3.445944856275337e-19,-1.3246139086904934e-18
1.77500000|5,ok,,2026-02-20 11:54:48,0.01966790000005858,1.775,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.3065770987233778,1.2974994169727008e-17,0.3060166645095331,6.831685918486226e-19,0.004803582168452392,0.03403255376305531,-0.0005604342138447183,-4.0116710988183056e-18,-9.514823892903957e-18,-1.2291825577878386e-17
2.36250000|5,ok,,2026-02-20 11:54:48,0.01962459999776911,2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.29169450825995685,1.943008756026302e-17,0.29868550566003105,5.904149938716526e-18,0.014081731639491168,0.049088307116196106,0.006990997400074195,5.483412131337392e-18,-9.543744566624505e-18,-1.3525937621546495e-17
2.95000000|5,ok,,2026-02-20 11:54:48,0.019303200002468657,2.95,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.28831913595556735,2.673237704652343e-17,0.2967855728948455,9.988196594690114e-18,0.022866343016970436,0.05528279076288456,0.008466436939278121,6.158749157121321e-18,-1.147745250483732e-17,-1.6744180451833317e-17
3.53750000|5,ok,,2026-02-20 11:54:48,0.019182000003638677,3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.2935739135808109,3.507580221628434e-17,0.29696093179953514,1.3884372287858535e-17,0.030874659648445713,0.052147012369139434,0.003387018218724225,6.318388727444172e-18,-1.466878682200706e-17,-2.1191429928425803e-17
4.12500000|5,ok,,2026-02-20 11:54:48,0.019494400003168266,4.125,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.30477429023409697,4.4505353815051664e-17,0.2978947570377404,1.8203645543912194e-17,0.03812854752030187,0.040816411890823745,-0.006879533196356591,-4.388332481124312e-18,-1.8735583367226783e-17,-2.630170827113947e-17
4.71250000|5,ok,,2026-02-20 11:54:48,0.020176500001980457,4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3190808949313224,5.478555507720957e-17,0.29906826760139893,2.3195206537010736e-17,0.044686109671546015,0.023622268677234548,-0.020012627329923482,1.1861462515417248e-17,-2.336368040277599e-17,-3.159034854019883e-17
5.30000000|5,ok,,2026-02-20 11:54:48,0.01936589999968419,5.3,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3337221877102433,6.53978484965795e-17,0.30027485034816864,2.888903230406448e-17,0.05058267097603611,0.0037718423390722955,-0.03344733736207467,2.7797718441439295e-17,-2.8035913042153795e-17,-3.650881619251502e-17
5.88750000|5,ok,,2026-02-20 11:54:48,0.019964899998740293,5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.34646431850002324,7.568033643828946e-17,0.30143268920469296,3.521124570486931e-17,0.05583120504261874,-0.015381810337544766,-0.04503162929533028,3.260259858967198e-17,-3.2005307763666406e-17,-4.046909073342015e-17
