key,status,error,timestamp,elapsed_s,beta,omega_q,theta,g,omega_min,omega_max,n_modes,n_cut,ordered_p00,ordered_coh,analytic_cont_p00,analytic_cont_coh,analytic_disc_p00,analytic_disc_coh,ed_p00,ed_coh,d_ed_ordered_p00,d_ed_cont_p00,d_ed_disc_p00,d_ed_ordered_coh,d_ed_cont_coh,d_ed_disc_coh
6.47500000|5,ok,,2026-02-20 11:54:48,0.019491700004437007,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.3025110759963804,4.205087799094143e-17,0.06043320395387264,-0.0312373705265519,-0.0534427583550825,3.0444056724454375e-17,-3.45135982601283e-17,-4.2976892538313134e-17
7.06250000|5,ok,,2026-02-20 11:54:48,0.019177700000000186,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.30350061292892727,4.9292865581797315e-17,0.06438795551018967,-0.0424543981484824,-0.05823594998940396,3.255835152266468e-17,-3.5047092321446305e-17,-4.374380825241939e-17
7.65000000|5,ok,,2026-02-20 11:54:48,0.020649399993999396,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.3044008740691047,5.683235305504233e-17,0.06769847175743318,-0.048870566253017445,-0.059620117292791985,2.8207672409634584e-17,-3.344491183449362e-17,-4.2710218424079115e-17
8.23750000|5,ok,,2026-02-20 11:54:49,0.019719700001587626,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.30521520957372034,6.457969434595927e-17,0.07037459651232703,-0.051073124550546634,-0.058153515006565515,6.386563234458256e-17,-2.9843984137420085e-17,-3.999431400741553e-17
8.82500000|5,ok,,2026-02-20 11:54:49,0.01919320000160951,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.30594852803213507,7.246113765435613e-17,0.07243410399571332,-0.0499531702326545,-0.05449634735330272,4.481287279663043e-17,-2.455169039349319e-17,-3.581515203816156e-17
9.41250000|5,ok,,2026-02-20 11:54:49,0.0197935000032885,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.30660633175517843,8.04176548574485e-17,0.07390247733952585,-0.04640636652480595,-0.04926283401452425,5.4436074408788855e-17,-1.7928788211532715e-17,-3.0425858059458085e-17
10.00000000|5,ok,,2026-02-20 11:54:49,0.01919320000160951,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,5,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.3071942807641866,8.840308645118972e-17,0.07481188948683182,-0.04118967283590552,-0.04295738821886813,8.565010270373647e-17,-1.0315253379971682e-17,-2.4070292023467763e-17
0.60000000|6,ok,,2026-02-20 11:54:49,0.06904199999553384,0.6,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.392896938869074,2.4455782082205422e-18,0.3825950968339922,1.6326811982956745e-17,-0.004930773778861919,-8.703155360217929e-05,-0.010301842035081832,1.2723773140687658e-17,1.452919762624354e-17,1.3881233774736203e-17
1.18750000|6,ok,,2026-02-20 11:54:49,0.07141640000190819,1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3372932208935022,7.232366771025638e-18,0.33166763010887346,2.9980204521556597e-17,0.001002171756437853,0.018281758426546557,-0.0056255907846287645,7.874407628306292e-18,2.4417046144848986e-17,2.274783775053096e-17
1.77500000|6,ok,,2026-02-20 11:54:49,0.06985840000561439,1.775,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.3065770987233778,1.2974994169727008e-17,0.3124568599124831,2.7264157528055692e-17,0.011243777571402436,0.04047274916600535,0.005879761189105326,2.2569317837388764e-17,1.7066165043303114e-17,1.4289163358328684e-17
2.36250000|6,ok,,2026-02-20 11:54:49,0.06913540000095963,2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.29169450825995685,1.943008756026302e-17,0.30626826196136514,1.737111755440068e-17,0.02166448794082526,0.0566710634175302,0.014573753701408287,1.6950379747021548e-17,1.9232230490596497e-18,-2.05897000586234e-18
2.95000000|6,ok,,2026-02-20 11:54:49,0.06948600000032457,2.95,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.28831913595556735,2.673237704652343e-17,0.30495795656279806,5.717743546276462e-18,0.031038726684923024,0.06345517443083715,0.01663882060723071,1.8882961087076688e-18,-1.5747905553250973e-17,-2.101463350024697e-17
3.53750000|6,ok,,2026-02-20 11:54:49,0.06868029999895953,3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.2935739135808109,3.507580221628434e-17,0.3054032775100334,6.0768175597872925e-18,0.039317005358943946,0.06058935807963767,0.011829363929222458,-1.4891660006270706e-18,-2.2476341550078303e-17,-2.8998984656497046e-17
4.12500000|6,ok,,2026-02-20 11:54:49,0.06834949999756645,4.125,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.30477429023409697,4.4505353815051664e-17,0.30644652822618335,1.7674692622070652e-17,0.04668031870874484,0.049368183079266714,0.0016722379920863784,-4.917285402965854e-18,-1.9264536289068325e-17,-2.683066119298101e-17
4.71250000|6,ok,,2026-02-20 11:54:49,0.06870709999930114,4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3190808949313224,5.478555507720957e-17,0.3076550791221469,2.9051527124081864e-17,0.05327292119229399,0.03220908019798252,-0.01142581580917551,1.7717783102488375e-17,-1.7507359815704862e-17,-2.5734027953127704e-17
5.30000000|6,ok,,2026-02-20 11:54:49,0.06935209999937797,5.3,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3337221877102433,6.53978484965795e-17,0.30886559348358616,4.02332883996275e-17,0.05917341411145363,0.012362585474489818,-0.024856594226657147,3.9141974537002314e-17,-1.6691656946590776e-17,-2.5164560096952e-17
5.88750000|6,ok,,2026-02-20 11:54:49,0.07189970000035828,5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.34646431850002324,7.568033643828946e-17,0.3100174105330973,5.124410416363886e-17,0.06441592637102306,-0.0067970890091404446,-0.03644690796692596,4.863545704844153e-17,-1.5972449304896853e-17,-2.4436232274650595e-17
6.47500000|6,ok,,2026-02-20 11:54:49,0.06859729999996489,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.31108995674571566,6.210266799176584e-17,0.06901208470320791,-0.02265848977721663,-0.04486387760574723,5.049584672527879e-17,-1.446180825930389e-17,-2.292510253748872e-17
7.06250000|6,ok,,2026-02-20 11:54:49,0.06890250000287779,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.31207848933811794,7.282500856173909e-17,0.07296583191938033,-0.03387652173929173,-0.04965807358021329,5.609049450260646e-17,-1.1514949341504532e-17,-2.0211665272477618e-17
7.65000000|6,ok,,2026-02-20 11:54:49,0.07020799999736482,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.31298448453312555,8.342593108053082e-17,0.07628208222145402,-0.0402869557889966,-0.051036506828771144,5.480125043512307e-17,-6.8513338090051286e-18,-1.6116640398590626e-17
8.23750000|6,ok,,2026-02-20 11:54:50,0.06909509999968577,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.3138117927500251,9.391915846832389e-17,0.07897117968863177,-0.042476541374241894,-0.049556931830260775,9.320509646694717e-17,-5.045200150554675e-19,-1.0654849885050911e-17
8.82500000|6,ok,,2026-02-20 11:54:50,0.06944079999811947,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.3145651023294059,1.043170399822029e-16,0.08105067829298412,-0.04133659593538369,-0.045879773056031914,7.66687751244772e-17,7.304211934353583e-18,-3.959249710314788e-18
9.41250000|6,ok,,2026-02-20 11:54:50,0.06866309999895748,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.31524932804453204,1.1463030701485113e-16,0.08254547362887946,-0.03776337023545234,-0.04061983772517064,8.864872656619149e-17,1.628386394586992e-17,3.78679409794455e-18
10.00000000|6,ok,,2026-02-20 11:54:50,0.06949950000125682,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,6,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.31586936514538205,1.2486801272606945e-16,0.08348697386802728,-0.03251458845471006,-0.03428230383767267,1.221150289786162e-16,2.6149672894908047e-17,1.2394634251411966e-17
0.60000000|7,ok,,2026-02-20 11:54:50,0.21070690000487957,0.6,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.392896938869074,2.4455782082205422e-18,0.3842921654021838,1.6940052237379186e-17,-0.00323370521067029,0.0016100370145894494,-0.008604773466890203,1.3337013395110098e-17,1.514243788066598e-17,1.4494474029158644e-17
1.18750000|7,ok,,2026-02-20 11:54:50,0.210478900000453,1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3372932208935022,7.232366771025638e-18,0.33522726322979335,4.273579454986388e-17,0.004561804877357745,0.02184139154746645,-0.002065957663708873,2.0629997656613575e-17,3.717263617315627e-17,3.550342777883824e-17
1.77500000|7,ok,,2026-02-20 11:54:50,0.21190190000197617,1.775,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.3065770987233778,1.2974994169727008e-17,0.317440011474308,4.976701043987086e-17,0.01622692913322732,0.045455900727830234,0.01086291275093021,4.507217074920393e-17,3.956901795511828e-17,3.679201627014385e-17
2.36250000|7,ok,,2026-02-20 11:54:50,0.21148209999955725,2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.29169450825995685,1.943008756026302e-17,0.3119654498853619,4.732737287422261e-17,0.02736167586482202,0.06236825134152696,0.020270941625405048,4.690663506684348e-17,3.187947836888158e-17,2.789728531395959e-17
2.95000000|7,ok,,2026-02-20 11:54:51,0.21192499999597203,2.95,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.28831913595556735,2.673237704652343e-17,0.310888089712446,4.315391950867559e-17,0.03696885983457099,0.06938530758048511,0.022568953756878674,3.9324472071106796e-17,2.1688270409148158e-17,1.642154246215216e-17
3.53750000|7,ok,,2026-02-20 11:54:51,0.2149476999984472,3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.2935739135808109,3.507580221628434e-17,0.3113319719733793,4.046756052103387e-17,0.045245699822289875,0.0665180525429836,0.017758058392568388,3.29015769606195e-17,1.1914401411168272e-17,5.391758304749529e-18
4.12500000|7,ok,,2026-02-20 11:54:51,0.2118694000018877,4.125,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.30477429023409697,4.4505353815051664e-17,0.31227645475784876,4.0426702742943515e-17,0.05251024524041026,0.05519810961093213,0.0075021645237517975,1.783472471790701e-17,3.487473831804538e-18,-4.078651072108149e-18
4.71250000|7,ok,,2026-02-20 11:54:51,0.21477280000544852,4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3190808949313224,5.478555507720957e-17,0.3133532558237316,4.343772029839984e-17,0.058971097893878666,0.0379072568995672,-0.005727639107590832,3.210397627680635e-17,-3.121166641386887e-18,-1.1347834778809729e-17
5.30000000|7,ok,,2026-02-20 11:54:52,0.21568809999735095,5.3,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3337221877102433,6.53978484965795e-17,0.3144275719148571,4.95896245202588e-17,0.06473539254272456,0.01792456390576075,-0.019294615795386216,4.849831065763362e-17,-7.335320825959472e-18,-1.5808223976320697e-17
5.88750000|7,ok,,2026-02-20 11:54:52,0.21109660000365693,5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.34646431850002324,7.568033643828946e-17,0.31545090977798784,5.879454180044827e-17,0.06984942561591362,-0.001363589764249884,-0.031013408722035396,5.618589468525094e-17,-8.422011668087447e-18,-1.6885794637841188e-17
6.47500000|7,ok,,2026-02-20 11:54:52,0.21160560000134865,6.475,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3559538343514629,8.502777052925456e-17,0.31640748218039794,7.085266801859076e-17,0.07432961013789019,-0.01734096434253435,-0.03954635217106495,5.92458467521037e-17,-5.711808232478976e-18,-1.4175102510663807e-17
7.06250000|7,ok,,2026-02-20 11:54:52,0.2134726000003866,7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.36173656291833123,9.303667383421671e-17,0.3172939886662944,8.549638899093074e-17,0.07818133124755677,-0.02866102241111529,-0.04444257425203685,6.876187493179811e-17,1.1564310876871156e-18,-7.54028484328597e-18
7.65000000|7,ok,,2026-02-20 11:54:52,0.21361289999913424,7.65,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3640209913618967,9.954257147912145e-17,0.3181118279363323,1.0242370317822843e-16,0.08140942562466078,-0.03515961238578985,-0.04590916342556439,7.379902253282068e-17,1.2146438288692482e-17,2.881131699106984e-18
8.23750000|7,ok,,2026-02-20 11:54:53,0.21324960000492865,8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.36336872458028585,1.045740083533748e-16,0.3188640915600757,1.213228100023047e-16,0.08402347849868241,-0.037424242564191246,-0.04450463302021013,1.20608748000928e-16,2.6899131518925357e-17,1.6748801648929913e-17
8.82500000|7,ok,,2026-02-20 11:54:53,0.21327739999833284,8.825,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.3604448753854378,1.082762896925177e-16,0.3195544218943489,1.4188914288057113e-16,0.08603999785792715,-0.03634727637044066,-0.040890453491088885,1.1424087802284542e-16,4.487631483272181e-17,3.361285318805344e-17
9.41250000|7,ok,,2026-02-20 11:54:53,0.21293149999837624,9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3558691657697027,1.1084351291690658e-16,0.3201865905957491,1.6383635352838716e-16,0.08748273618009653,-0.03282610768423527,-0.03568257517395357,1.378547730797275e-16,6.548991045940595e-17,5.299284061148058e-17
10.00000000|7,ok,,2026-02-20 11:54:53,0.21190159999969183,10.0,1.0,1.5707963267948966,0.5,0.2,1.8,3,7,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.3501516689830547,1.1247337847465748e-16,0.3207643464573037,1.8690273138061384e-16,0.0883819551799489,-0.027619607142788438,-0.029387322525751047,1.8414974763316057e-16,8.818439154945243e-17,7.442935290595635e-17
