rmse_plus_p00,rmse_minus_p00,median_u_gap_plus,median_u_gap_minus,ratio_plus_over_ord_end,ratio_minus_over_ord_end
0.03092828266013447,0.36807929414013996,0.0073187772677004714,1.891934562861214,0.8459780440626682,0.0005229022386144496
