beta,omega_q,theta,g,omega_min,omega_max,n_modes,n_cut,ordered_p00,ordered_coh,analytic_cont_p00,analytic_cont_coh,analytic_disc_p00,analytic_disc_coh,ed_p00,ed_coh,d_ed_ordered_p00,d_ed_cont_p00,d_ed_disc_p00,d_ed_ordered_coh,d_ed_cont_coh,d_ed_disc_coh
2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.3232114615140754,2.2415500917728458e-17,0.34757867422801847,3.573794745463805e-17,0.06297490020747859,0.09798147568418353,0.024367212713943043,3.5317209647258914e-17,2.0290052949297016e-17,1.332244653690959e-17
2.95,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.3219301584326498,3.0533677659436564e-17,0.351733912694675,3.850446274061638e-17,0.07781468281679998,0.11023113056271411,0.029803754262025195,3.4675015303047586e-17,1.7038813641088948e-17,7.970785081179818e-18
3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.3270425592881051,3.9623598235421264e-17,0.35587388933568403,3.801010540408859e-17,0.0897876171845946,0.11105996990528832,0.02883133004757893,3.044412184367423e-17,9.456946294222993e-18,-1.6134928313326764e-18
4.125,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.3359939619308407,4.965072772104989e-17,0.35955090129205886,3.480226625537835e-17,0.09978469177462035,0.10247255614514222,0.023556939361218165,1.2210288230341841e-17,-2.1369626557606297e-18,-1.4848461465671542e-17
4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3463441230417898,6.035847416173932e-17,0.36269366496186645,2.933413089797361e-17,0.10831150703201353,0.08724766603770207,0.01634954192007665,1.800038687638012e-17,-1.7224756041813117e-17,-3.102434326376571e-17
5.3,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3560365925599832,7.130750267756225e-17,0.3653367793922515,2.2024393358892774e-17,0.11564460002011898,0.06883377138315516,0.009300186832268298,2.0933079496267592e-17,-3.49005519873255e-17,-4.9283109318669474e-17
5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.3636602259030667,8.198974725718475e-17,0.3675426767083914,1.3264395605406893e-17,0.12194119254631719,0.05072817716615369,0.003882450805324733,1.0655748490209564e-17,-5.395215786312882e-17,-6.872535165177786e-17
6.475,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3685205969512779,9.195201266510225e-17,0.36937692769194497,3.4094821361134777e-18,0.12729905564943722,0.03562848116901268,0.000856330740667044,-8.197339130373578e-18,-7.315499411495626e-17,-8.854253052898878e-17
7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.3705186530777369,1.0087435641705716e-16,0.3708999266989802,7.229243366088157e-18,0.1317872692802426,0.02494491562157053,0.00038127362124329434,-9.505270693044477e-18,-7.711071453715547e-17,-9.364511305096901e-17
7.65,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3699378232433306,1.0858880478515729e-16,0.3721643342863379,1.838864959919875e-17,0.13546193197466636,0.01889289396421573,0.0022265110430073065,-1.0236031046209e-17,-7.18886152903372e-17,-9.020015518595854e-17
8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.3672398382380374,1.150558224984906e-16,0.37321478573962563,2.985305526769907e-17,0.13837417267823232,0.016926451615358662,0.005974947501588224,2.9138993266322367e-17,-6.457062321568028e-17,-8.520276723079152e-17
8.825,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.36291920268314937,1.2032404861903862e-16,0.37408851515716557,4.1450806087269086e-17,0.14057409112074382,0.018186816892376,0.011169312474016202,1.3802541229543381e-17,-5.556202196058023e-17,-7.887324253176954e-17
9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3574217653611946,1.2449160107386512e-16,0.3748163023645033,5.3049266175041996e-17,0.14211244794885072,0.021803604084518924,0.01739453700330873,2.7067685726382357e-17,-4.5297176893939214e-17,-7.144233489882312e-17
10.0,1.0,1.5707963267948966,0.5,0.2,1.8,2,8,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.35111173110380745,1.2767705689972216e-16,0.37542346930444764,6.454920252678951e-17,0.14304107802709287,0.027039515704355532,0.0243117382006402,6.179621877933626e-17,-3.416913730437189e-17,-6.312785437293265e-17
0.6,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.4021687371179293,3.03372329212719e-18,0.39016191431489017,3.0410733266551045e-17,0.0026360437020360727,0.007479785927295812,-0.012006822803039108,2.680769442428196e-17,2.8613118909837835e-17,2.7377009974423857e-17
1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3570606449310244,8.61254802078983e-18,0.35558590081712455,3.860383904777592e-17,0.02492044246468894,0.042200029134797645,-0.0014747441138998618,1.6498042154525612e-17,3.304068067106831e-17,2.9991291026986085e-17
1.775,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.33362236669740797,1.514657776388439e-17,0.3505000655029288,2.175291604556661e-17,0.0492869831618481,0.07851595475645101,0.016877698805520813,1.7058076354899683e-17,1.1554923560814031e-17,6.6063382816822196e-18
2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.3232114615140754,2.2415500917728458e-17,0.35314839309965274,5.593235341708461e-18,0.06854461907911286,0.1035511945558178,0.02993693158557731,5.172497534329327e-18,-9.85465916363257e-18,-1.6822265576019996e-17
2.95,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.3219301584326498,3.0533677659436564e-17,0.3572693621904647,4.019227350104901e-17,0.08335013231258964,0.11576658005850377,0.03533920375781485,3.6362826063480215e-17,1.8726624401521576e-17,9.658595841612447e-18
3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.3270425592881051,3.9623598235421264e-17,0.36127327996840297,8.13511517041628e-17,0.09518700781731354,0.11645936053800726,0.034230720680297866,7.378516814374843e-17,5.2797992594297204e-17,4.1727553468741535e-17
4.125,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.3359939619308407,4.965072772104989e-17,0.36479500658771635,1.2841692492713263e-16,0.10502879707027785,0.10771666144079972,0.028801044656875663,1.0582494690209612e-16,9.147769601599366e-17,7.876619720608274e-17
4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3463441230417898,6.035847416173932e-17,0.3677921479574747,1.8050971180119787e-16,0.11340999002762181,0.09234614903331034,0.021448024915684927,1.6917596777960438e-16,1.3395082486141115e-16,1.2015123763945854e-16
5.3,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3560365925599832,7.130750267756225e-17,0.3703087746919678,2.366586745190658e-16,0.12061659531983529,0.07380576668287148,0.014272182131984612,2.3556736065644063e-16,1.7973372917284752e-16,1.6535117184150354e-16
5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.3636602259030667,8.198974725718475e-17,0.3724093450097346,2.9592681388703706e-16,0.12680786084766038,0.05559484546749688,0.008749119106667924,2.933181667718397e-16,2.2871026041850134e-16,2.1393706662985232e-16
6.475,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3685205969512779,9.195201266510225e-17,0.37415847836454713,3.5747569272798463e-16,0.13208060632203938,0.040410031841614846,0.005637881413269208,3.458688714614976e-16,2.809112164769149e-16,2.6552368006288237e-16
7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.3705186530777369,1.0087435641705716e-16,0.37561446576374186,4.2058850171446633e-16,0.13650180834500425,0.029659454686332187,0.005095812686004952,4.038539876553337e-16,3.362485438112227e-16,3.1971414529740916e-16
7.65,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3699378232433306,1.0858880478515729e-16,0.3768275174636653,4.846711069339311e-16,0.14012511515199375,0.02355607714154312,0.006889694220334697,4.560464262885234e-16,3.9439384204439514e-16,3.760823021487738e-16
8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.3672398382380374,1.150558224984906e-16,0.3778398392430306,5.492429760762787e-16,0.1429992261816373,0.021551505118763636,0.010600001004993198,5.48528914074902e-16,4.548192975928993e-16,4.341871535777881e-16
8.825,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.36291920268314937,1.2032404861903862e-16,0.3786864199968052,6.139241468019476e-16,0.14517199596038344,0.022784721732015623,0.015767217313655824,5.862758819442219e-16,5.169113187540982e-16,4.93600098182909e-16
9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3574217653611946,1.2449160107386512e-16,0.3793960419448729,6.784212368529275e-16,0.14669218752922034,0.026383343664888537,0.021974276583678343,6.524396564042679e-16,5.800747937839464e-16,5.539296357790624e-16
10.0,1.0,1.5707963267948966,0.5,0.2,1.8,2,9,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.35111173110380745,1.2767705689972216e-16,0.3799922906130543,7.425139123841011e-16,0.1476098993356995,0.03160833701296217,0.02888055950924684,7.397609286366479e-16,6.437955725529397e-16,6.14836855484379e-16
0.6,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.4021687371179293,3.03372329212719e-18,0.3915447107552621,1.8046995262471634e-18,0.004018840142407998,0.008862582367667737,-0.010624026362667183,-1.798339316021924e-18,7.085169533955922e-21,-1.2290237658800267e-18
1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3570606449310244,8.61254802078983e-18,0.35910811932755843,1.718349238595406e-17,0.028442660975122824,0.04572224764523153,0.0020474743965340214,-4.922304507296244e-18,1.162033400924645e-17,8.57094436516423e-18
1.775,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.33362236669740797,1.514657776388439e-17,0.3548390069826409,3.4468764165339935e-17,0.05362592464156024,0.08285489623616316,0.021216640285232957,2.9773924474673004e-17,2.4270771680587357e-17,1.9322186401455543e-17
2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.3232114615140754,2.2415500917728458e-17,0.3575795725782943,5.000890233959797e-17,0.07297579855775443,0.10798237403445937,0.03436811106421889,4.958816453221884e-17,3.4561007834256936e-17,2.7593401421869513e-17
2.95,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.3219301584326498,3.0533677659436564e-17,0.3615610375823431,6.534986463681644e-17,0.08764180770446806,0.12005825545038218,0.039630879149693266,6.152041719924765e-17,4.388421553728901e-17,3.481618697737988e-17
3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.3270425592881051,3.9623598235421264e-17,0.365372559287378,8.121864384767448e-17,0.09928628713628856,0.12055863985698229,0.03832999999927289,7.365266028726011e-17,5.2665484737808884e-17,4.1595045612253215e-17
4.125,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.3359939619308407,4.965072772104989e-17,0.3687060156867378,9.777096011511873e-17,0.10893980616929927,0.11162767053982114,0.032712053755897086,7.517898209008222e-17,6.083173120397976e-17,4.812023239406884e-17
4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3463441230417898,6.035847416173932e-17,0.37153597267250316,1.1497407314559115e-16,0.11715381474265024,0.09608997374833878,0.02519184963071336,1.0364032912399766e-16,6.841518620580443e-17,5.461559898385183e-17
5.3,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3560365925599832,7.130750267756225e-17,0.3739101241366076,1.3275163474789328e-16,0.12421794476447509,0.07740711612751128,0.017873531576624413,1.316603208852681e-16,7.582668940167501e-17,6.144413207033103e-17
5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.3636602259030667,8.198974725718475e-17,0.3758919545906311,1.510236716788195e-16,0.1302904704285569,0.0590774550483934,0.012231728687564447,1.4841502456362218e-16,8.380711821028379e-17,6.903392442163475e-17
6.475,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3685205969512779,9.195201266510225e-17,0.3775435824435227,1.6971435842037978e-16,0.13546571040101496,0.04379513592059042,0.009022985492244784,1.5810753715389272e-16,9.314988216931004e-17,7.776234575527752e-17
7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.3705186530777369,1.0087435641705716e-16,0.3789204361613482,1.8875259893474174e-16,0.13980777874261058,0.032965425083938515,0.00840178308361128,1.7201808487560912e-16,1.0441264103149812e-16,8.787824251768458e-17
7.65,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3699378232433306,1.0858880478515729e-16,0.3800699615805746,2.080720726515816e-16,0.14336755926890307,0.026798521258452446,0.010132138337244023,1.7944739200617383e-16,1.1779480776204565e-16,9.94832678664243e-17
8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.3672398382380374,1.150558224984906e-16,0.3810318695547541,2.2761175401684225e-16,0.1461912564933608,0.02474353543048713,0.01379203131671669,2.2689769201546553e-16,1.331880755334629e-16,1.1255593151835166e-16
8.825,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.36291920268314937,1.2032404861903862e-16,0.38183897031264086,2.473166201436618e-16,0.1483245462762191,0.02593727204785129,0.01891976762949149,2.1966835528593607e-16,1.5030379209581248e-16,1.2699257152462316e-16
9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3574217653611946,1.2449160107386512e-16,0.38251817659190834,2.6713820520168143e-16,0.14981432217625576,0.02950547831192396,0.025096411230713767,2.411566247530218e-16,1.687917621327002e-16,1.426466041278163e-16
10.0,1.0,1.5707963267948966,0.5,0.2,1.8,2,10,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.35111173110380745,1.2767705689972216e-16,0.38309148516900593,2.8703483893769685e-16,0.15070909389165116,0.03470753156891382,0.031979754065198485,2.842818551902436e-16,1.8831649910653546e-16,1.593577820379747e-16
0.6,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.4021687371179293,3.03372329212719e-18,0.3928216501798534,1.7888842627002555e-17,0.005295779566999281,0.01013952179225902,-0.0093470869380759,1.428580378473347e-17,1.6091228270289348e-17,1.4855119334875367e-17
1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3570606449310244,8.61254802078983e-18,0.3621653205926972,4.3970598153427995e-17,0.03149986224026158,0.04877944891037028,0.005104675661672775,2.186480126017769e-17,3.840743977672039e-17,3.5358050132638163e-17
1.775,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.33362236669740797,1.514657776388439e-17,0.3584304729101064,6.121622753648903e-17,0.057217390569025695,0.08644636216362861,0.02480810621269841,5.65213878458221e-17,5.1018235051736455e-17,4.606964977260464e-17
2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.3232114615140754,2.2415500917728458e-17,0.36112554411531356,7.393944103756748e-17,0.07652177009477368,0.11152834557147862,0.03791408260123813,7.351870323018834e-17,5.849154653222645e-17,5.152394011983902e-17
2.95,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.3219301584326498,3.0533677659436564e-17,0.36490498882267935,8.314230700366507e-17,0.09098575894480432,0.12340220669071844,0.04297483039002953,7.931285956609628e-17,6.167665790413764e-17,5.260862934422851e-17
3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.3270425592881051,3.9623598235421264e-17,0.3684949208214294,8.924480024465839e-17,0.10240864867033994,0.12368100139103366,0.04145236153332427,8.167881668424402e-17,6.069164113479279e-17,4.9621202009237125e-17
4.125,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.3359939619308407,4.965072772104989e-17,0.37162562217195344,9.253968227359696e-17,0.11185941265451493,0.11454727702503681,0.03563166024111275,6.994770424856045e-17,5.560045336245798e-17,4.288895455254707e-17
4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3463441230417898,6.035847416173932e-17,0.3742803440331243,9.329886321330756e-17,0.11989818610327141,0.09883434510895994,0.027936220991334526,8.196511919171407e-17,4.673997627352083e-17,3.294038905156824e-17
5.3,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3560365925599832,7.130750267756225e-17,0.37650650167285,9.181314898038695e-17,0.12681432230071746,0.08000349366375364,0.02046990911286678,9.072183511776176e-17,3.488820363416867e-17,2.0505646302824697e-17
5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.3636602259030667,8.198974725718475e-17,0.3783646928373197,8.839090546832611e-17,0.1327632086752455,0.06155019329508199,0.014704466934253035,8.578225835312879e-17,2.11743519997904e-17,6.401158211141359e-18
6.475,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3685205969512779,9.195201266510225e-17,0.37991361411662794,8.334240986536369e-17,0.1378357420741202,0.046165167593695655,0.011393017165350017,7.173558859887664e-17,6.777933614293958e-18,-8.609602799738564e-18
7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.3705186530777369,1.0087435641705716e-16,0.38120543910452936,7.696475936518312e-17,0.14209278168579176,0.035250428027119696,0.01068678602679246,6.02302453060505e-17,-7.375198538060498e-18,-2.3909597051874043e-17
7.65,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.23670240231167153,2.862468064540775e-17,0.35327144032212215,9.027726488953595e-17,0.3699378232433306,1.0858880478515729e-16,0.38228474519985567,6.953168732228952e-17,0.14558234288818414,0.029013304877733515,0.012346921956525092,4.0907006676881767e-17,-2.0745577567246435e-17,-3.9057117462867776e-17
8.2375,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.2348406130613933,7.140620013767063e-19,0.35628833412426697,9.442367848337935e-17,0.3672398382380374,1.150558224984906e-16,0.38318879906324543,6.128811593172233e-17,0.14834818600185212,0.026900464938978463,0.015948960825208025,6.057405393034562e-17,-3.313556255165702e-17,-5.376770656676826e-17
8.825,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.23351442403642175,2.7648264857725704e-17,0.35590169826478957,9.701282804784932e-17,0.36291920268314937,1.2032404861903862e-16,0.3839483607312269,5.244815601927817e-17,0.15043393669480515,0.028046662466437333,0.021029158048077534,2.4799891161552467e-17,-4.456467202857115e-17,-6.787589259976045e-17
9.4125,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.23270385441565258,2.598158044865964e-17,0.3530126982799844,9.834644306898121e-17,0.3574217653611946,1.2449160107386512e-16,0.3845886347553348,4.3195347123640296e-17,0.1518847803396822,0.0315759364753504,0.027166869394140203,1.7213766674980657e-17,-5.5151095945340914e-17,-8.129625395022482e-17
10.0,1.0,1.5707963267948966,0.5,0.2,1.8,2,11,0.23238239127735477,2.752983747453254e-18,0.3483839536000921,9.87183398311614e-17,0.35111173110380745,1.2767705689972216e-16,0.38513019720634883,3.3684258129257344e-17,0.15274780592899406,0.03674624360625672,0.03401846610254139,3.093127438180409e-17,-6.503408170190406e-17,-9.399279877046482e-17
0.6,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.3875258706128541,3.603038842269087e-18,0.38268212838759436,1.7976143567132074e-18,0.4021687371179293,3.03372329212719e-18,0.39400643416781644,1.1097282049476028e-17,0.006480563554962349,0.011324305780222088,-0.008162302950112832,7.49424320720694e-18,9.299667692762821e-18,8.063558757348838e-18
1.1875,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.3306654583524356,2.2105796893250305e-17,0.3133858716823269,5.563158376707611e-18,0.3570606449310244,8.61254802078983e-18,0.36482584506414334,2.696319801333498e-17,0.034160386711707735,0.05143997338181644,0.007765200133118932,4.857401120084676e-18,2.140003963662737e-17,1.8350649992545152e-17
1.775,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.3012130823410807,4.694839690666928e-18,0.27198411074647777,1.019799248475258e-17,0.33362236669740797,1.514657776388439e-17,0.36141466526641497,4.036328418985471e-17,0.060201582925334285,0.0894305545199372,0.027792298569007,3.5668444499187776e-17,3.016529170510213e-17,2.5216706425970316e-17
2.3625000000000003,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.2846037740205399,4.207378073791339e-19,0.24959719854383494,1.5447894505341032e-17,0.3232114615140754,2.2415500917728458e-17,0.3639730125117428,5.412664062344238e-17,0.07936923849120292,0.11437581396790786,0.04076155099766737,5.370590281606325e-17,3.8678746118101346e-17,3.171113970571392e-17
2.95,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.27391922987787504,3.8294474375687935e-18,0.2415027821319609,2.1465649099527434e-17,0.3219301584326498,3.0533677659436564e-17,0.36751548971382697,6.974050584827626e-17,0.09359625983595193,0.12601270758186606,0.045585331281177144,6.591105841070748e-17,4.8274856748748834e-17,3.92068281888397e-17
3.5375,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.26608627215108943,7.565983560414363e-18,0.2448139194303957,2.8553159109865595e-17,0.3270425592881051,3.9623598235421264e-17,0.3708721621847931,8.779129056192757e-17,0.10478589003370364,0.12605824275439736,0.04382960289668797,8.02253070015132e-17,5.923813145206198e-17,4.8167692326506306e-17
4.125,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.2597662095174385,2.2591978025036506e-17,0.25707834514691663,3.693922891113898e-17,0.3359939619308407,4.965072772104989e-17,0.37379797910905205,1.0844934055467937e-16,0.11403176959161354,0.11671963396213542,0.03780401717821136,8.585736252964286e-17,7.15101116435404e-17,5.879861283362948e-17
4.7124999999999995,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.2543821579298529,1.1333744021593488e-17,0.2754459989241644,4.6558886939786726e-17,0.3463441230417898,6.035847416173932e-17,0.3762790121954553,1.316441038218501e-16,0.12189685426560237,0.1008330132712909,0.02993488915366549,1.203103598002566e-16,8.508521688206338e-17,7.128562966011078e-17
5.3,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.24969217937213253,1.0913138626251826e-18,0.29650300800909635,5.692494534621827e-17,0.3560365925599832,7.130750267756225e-17,0.37835972255238426,1.5716274707650833e-16,0.12866754318025173,0.08185671454328791,0.022323129992401047,1.5607143321388316e-16,1.0023780173029005e-16,8.585524439894608e-17
5.8875,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.24560148416207422,2.608647115197329e-18,0.3168144995422377,6.721655346853571e-17,0.3636602259030667,8.198974725718475e-17,0.3800965614368326,1.8471908432212094e-16,0.1344950772747584,0.0632820618945949,0.016436335533765944,1.8211043720692361e-16,1.1750253085358524e-16,1.0272933706493619e-16
6.475,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.24207787204250775,1.1606821266487056e-17,0.3337484465229323,7.656447625106973e-17,0.3685205969512779,9.195201266510225e-17,0.3815442356875941,2.1400112270828878e-16,0.13946636364508636,0.04779578916466182,0.013023638736316179,2.0239430144180173e-16,1.3743664645721905e-16,1.2204911004318653e-16
7.0625,1.0,1.5707963267948966,0.5,0.2,1.8,2,12,0.2391126574187376,1.6734514059132634e-17,0.34595501107740967,8.433995790324362e-17,0.3705186530777369,1.0087435641705716e-16,0.3827514546618341,2.447015403426786e-16,0.14363879724309647,0.03679644358442441,0.012232801584097175,2.2796702628354594e-16,1.6036158243943497e-16,1.4382718392562142e-16
