sweep,param_name,param,beta,theta,g,ord_p00,ord_p11,ord_coh,legacy_p00,legacy_p11,legacy_coh,running_p00,running_p11,running_coh,legacy_delta_p00,legacy_delta_coh,running_delta_p00,running_delta_coh,legacy_chi,running_chi_raw,running_chi_eff,running_factor
coupling,g,1.7241379310344829,2.0,0.7853981633974483,1.7241379310344829,0.27973211352573135,0.7202678864742686,0.2100540668497279,0.47809650939540405,0.5219034906045961,0.4995195780915651,0.3097922601391689,0.6902077398608312,0.26526833890168955,0.1983643958696727,0.28946551124183717,0.030060146613437533,0.05521427205196164,7.731682992778682,32.16380124995931,0.9133082012748889,0.028395530558628986
coupling,g,1.810344827586207,2.0,0.7853981633974483,1.810344827586207,0.28012719880817905,0.7198728011918208,0.21046857674683636,0.47809676219542013,0.5219032378045798,0.4995199299467162,0.31030696126433577,0.6896930387356643,0.26598471639611176,0.1979695633872411,0.28905135319987985,0.030179762456156722,0.0555161396492754,8.524180499538495,35.46059087808015,0.915725668768413,0.02582375662934782
coupling,g,1.896551724137931,2.0,0.7853981633974483,1.896551724137931,0.28048271979466827,0.7195172802053318,0.21084074270318598,0.47809681500024326,0.5219031849997569,0.49952000344215863,0.3107547503076132,0.6892452496923869,0.26660796351403604,0.197614095205575,0.28867926073897265,0.030272030512944914,0.05576722081085006,9.355336421262203,38.91819951245076,0.9178314120856366,0.02358360416421635
coupling,g,1.9827586206896552,2.0,0.7853981633974483,1.9827586206896552,0.2808037662666292,0.7191962337333708,0.2111761395433265,0.47809682519179914,0.5219031748082009,0.499520017627092,0.31114667886940806,0.688853321130592,0.26715346222651715,0.19729305892516996,0.2883438780837655,0.030342912602778882,0.05597732268319064,10.225150757949805,42.53662715307119,0.9196764363323529,0.021620812412390607
coupling,g,2.0689655172413794,2.0,0.7853981633974483,2.0689655172413794,0.28109460612811565,0.7189053938718845,0.21147942080641907,0.4780968270096468,0.5219031729903532,0.49952002015723046,0.31149161974922235,0.6885083802507775,0.26763356197979626,0.19700222088153113,0.2880405993508114,0.030397013621106694,0.05615414117337719,11.133623509601302,46.31587379994142,0.9213017953336184,0.01989170709189521
coupling,g,2.1551724137931036,2.0,0.7853981633974483,2.1551724137931036,0.281358845357762,0.7186411546422381,0.21175450196388867,0.47809682730935166,0.5219031726906482,0.4995200205743694,0.3117967600958007,0.6882032399041993,0.2680582660774567,0.19673798195158965,0.2877655186104807,0.030437914738038696,0.05630376411356802,12.08075467621669,50.255939453061444,0.9227408187164898,0.018360831152670436
coupling,g,2.241379310344828,2.0,0.7853981633974483,2.241379310344828,0.2815995517913506,0.7184004482086493,0.21200470137080718,0.4780968273550303,0.5219031726449698,0.4995200206379462,0.31206796975781914,0.6879320302421809,0.2684357443626983,0.19649727556367969,0.287515319267139,0.03046841796646854,0.05643104299189111,13.066544257795972,54.35682411243124,0.9240207821302098,0.016999167946585184
coupling,g,2.327586206896552,2.0,0.7853981633974483,2.327586206896552,0.28181935199986824,0.7181806480001317,0.2122328499803514,0.4780968273614667,0.5219031726385334,0.49952002064690476,0.3123100794786249,0.6876899205213752,0.26877272041867584,0.19627747536159845,0.28728717066655335,0.03049072747875664,0.056539870438324424,14.090992254339149,58.61852777805086,0.9251641732432876,0.015782794422034365
coupling,g,2.413793103448276,2.0,0.7853981633974483,2.413793103448276,0.28202050788159394,0.7179794921184061,0.2124413776457339,0.47809682736230535,0.5219031726376946,0.4995200206480721,0.31252709318040045,0.6874729068195995,0.26907476703239336,0.19607631948071141,0.2870786430023382,0.03050658529880651,0.05663338938665946,15.154098665846211,63.04105044992024,0.9261896609420063,0.014691850061695443
coupling,g,2.5,2.0,0.7853981633974483,2.5,0.2822049777756285,0.7177950222243715,0.21263238165648712,0.47809682736240666,0.5219031726375933,0.49952002064821277,0.31272235152189143,0.6872776484781087,0.2693465338395807,0.1958918495867782,0.28688763899172565,0.030517373746262955,0.05671415218309356,16.255863492317175,67.62439212803945,0.9271128442537646,0.013709740155569562
angle,theta,0.0,2.0,0.0,0.5,0.11920292202211753,0.8807970779778825,0.0,0.11920292202211757,0.8807970779778824,0.0,0.11920292202211757,0.8807970779778824,0.0,4.163336342344337e-17,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,1.0
angle,theta,0.054165390579134366,2.0,0.054165390579134366,0.5,0.11991253029809407,0.8800874697019059,0.017419161736334905,0.11979811640685764,0.8802018835931422,0.015279134261903665,0.12124564935543056,0.8787543506445694,0.052438507463031026,-0.00011441389123642565,-0.00214002747443124,0.0013331190573364904,0.03501934572669612,0.04717218861040481,0.196236304619284,0.1623448622370276,0.827292699747843
angle,theta,0.10833078115826873,2.0,0.10833078115826873,0.5,0.12203855676911837,0.8779614432308817,0.03470494025116214,0.12158679761847703,0.878413202381523,0.030508086248958437,0.12615920121059349,0.8738407987894067,0.08902426191113033,-0.00045175915064134264,-0.004196854002203706,0.004120644441475113,0.05431932165996819,0.09430043918441061,0.39228982700714815,0.27678094504037726,0.7055521861272581
angle,theta,0.1624961717374031,2.0,0.1624961717374031,0.5,0.12557250796354485,0.8744274920364551,0.051723288826585244,0.12457809316590522,0.8754219068340948,0.04563412579409604,0.13286819019512897,0.8671318098048711,0.11601538818684529,-0.000994414797639634,-0.006089163032489207,0.007295682231584111,0.06429209936026004,0.14133814481571297,0.587966682433366,0.36171513936886285,0.6151966602458905
angle,theta,0.21666156231653746,2.0,0.21666156231653746,0.5,0.13049989952527988,0.8695001004747202,0.06833886668780254,0.12878665381401233,0.8712133461859877,0.06059943602462928,0.14083834519668398,0.859161654803316,0.1368041667904095,-0.001713245711267547,-0.007739430663173258,0.0103384456714041,0.06846530010260696,0.1882334691548234,0.7830512316840653,0.4271887824621486,0.5455438484445227
angle,theta,0.2708269528956718,2.0,0.2708269528956718,0.5,0.13679976164516475,0.8632002383548354,0.08441447646946562,0.13423178939101746,0.8657682106089827,0.0753385969199067,0.14978105720872326,0.8502189427912767,0.15328592267394162,-0.0025679722541472882,-0.009075879549558921,0.01298129556355851,0.068871446204476,0.23492699680655224,0.9772963067152574,0.4791426995894038,0.4902737238410598
angle,theta,0.3249923434748062,2.0,0.3249923434748062,0.5,0.14444394422554432,0.8555560557744556,0.09981060903527458,0.14093621638281395,0.859063783617186,0.08977611315836401,0.15952399369245596,0.8404760063075439,0.16655869252335542,-0.0035077278427303737,-0.010034495876910576,0.015080049466911633,0.06674808348808084,0.28134968661013154,1.1704146962981472,0.5213145153178131,0.4454100900874329
angle,theta,0.37915773405394054,2.0,0.37915773405394054,0.5,0.15339622169093597,0.8466037783090641,0.11438514112011208,0.14892437636503664,0.8510756236349634,0.10382402160493535,0.16995148218163902,0.8300485178183611,0.1772766415004453,-0.004471845325899337,-0.010561119515176728,0.01655526049070305,0.06289150038033323,0.327421204711255,1.3620722115988209,0.5561719013208852,0.4083277645522496
angle,theta,0.43332312463307493,2.0,0.43332312463307493,0.5,0.1636112008040395,0.8363887991959607,0.12799323899843038,0.15822027540436068,0.8417797245956392,0.11737963259642496,0.18097513238573762,0.8190248676142623,0.1858352432600066,-0.0053909253996788364,-0.010613606402005413,0.017363931581698105,0.057842004261576235,0.3730486962894051,1.5518825765639255,0.5854086527550578,0.37722483749461927
angle,theta,0.4874885152122093,2.0,0.4874885152122093,0.5,0.17503304105799705,0.8249669589420029,0.14048753018168722,0.168844788695112,0.831155211304888,0.13032348404384006,0.1925183605325413,0.8074816394674588,0.19247308816608616,-0.0061882523628850605,-0.01016404613784716,0.017485319474544236,0.05198555798439894,0.4181260350595943,1.7394043058479123,0.6102252071210359,0.3508242477435789
angle,theta,0.5416539057913436,2.0,0.5416539057913436,0.5,0.18759400691869874,0.8124059930813012,0.15171861418788155,0.18081237376234682,0.8191876262376531,0.1425176189444891,0.2045077314590608,0.7954922685409392,0.19733073387387512,-0.006781633156351913,-0.009200995243392435,0.016913724540362052,0.045612119685993574,0.46253356956427577,1.9241396493873875,0.6314954896878042,0.3281962875661657
angle,theta,0.595819296370478,2.0,0.595819296370478,0.5,0.20121288507270027,0.7987871149272996,0.16153599149122222,0.19412714227718486,0.8058728577228151,0.15380433555628115,0.21686787631593935,0.7831321236840608,0.20048648289109033,-0.0070857427955154095,-0.007731655934941073,0.015654991243239075,0.038950491399868115,0.5061383660083745,2.1055356025948377,0.6498704085917889,0.3086485014980968
angle,theta,0.6499846869496124,2.0,0.6499846869496124,0.5,0.21579331843201513,0.7842066815679848,0.16978949514805203,0.2087782586313605,0.7912217413686394,0.16400560487926594,0.22951842895100358,0.7704815710489964,0.20197927383024672,-0.007015059800654616,-0.0057838902687860905,0.013725110518988448,0.03218977868219469,0.5487949299320658,2.282986908517394,0.6658443719814968,0.29165492342393945
angle,theta,0.7041500775287468,2.0,0.7041500775287468,0.5,0.2312221321639425,0.7687778678360574,0.1763313100583102,0.22473466771909953,0.7752653322809006,0.1729234004603563,0.24237220485002048,0.7576277951499795,0.20182411537112904,-0.006487464444842966,-0.0034079095979538954,0.011150072686077983,0.025492805312818834,0.5903463740388657,2.4558409160016814,0.6797993540167467,0.27680919785452474
angle,theta,0.7583154681078811,2.0,0.7583154681078811,0.5,0.24736775508989226,0.7526322449101079,0.18101865757297986,0.24193921056560788,0.7580607894343921,0.18034123679823477,0.25533422683266865,0.7446657731673314,0.20002305893251124,-0.005428544524284373,-0.0006774207747450856,0.007966471742776399,0.01900440135953138,0.6306259873828126,2.6234041075125005,0.6920348595498439,0.2637927026065489
angle,theta,0.8124808586870155,2.0,0.8124808586870155,0.5,0.26407887120213275,0.7359211287978673,0.18371720500162128,0.2603022704296289,0.7396977295703712,0.18602725721639107,0.2683013945719478,0.7316986054280521,0.19657340885439406,-0.0037766007725038575,0.002310052214769792,0.0042225233698150455,0.01285620385277278,0.6694591519830035,2.784950072249295,0.7027887668662248,0.25235237567422886
angle,theta,0.8666462492661499,2.0,0.8666462492661499,0.5,0.2811834683607735,0.7188165316392263,0.18430522721941706,0.27969520854813557,0.7203047914518644,0.1897392378007236,0.28116269493892343,0.7188373050610766,0.19147414827709636,-0.0014882598126379487,0.005434010581306548,-2.077342185008435e-05,0.0071689210576793005,0.7066655466752271,2.939728674168945,0.7122521149783054,0.2422849840656324
angle,theta,0.9208116398452842,2.0,0.9208116398452842,0.5,0.298488480563528,0.7015115194364719,0.18267849819005869,0.2999439990746601,0.7000560009253398,0.1912318632606041,0.2937999009783924,0.7062000990216075,0.1847311421950567,0.00145551851113207,0.00855336507054541,-0.004688579585135577,0.002052644004998022,0.742061574373151,3.0869761493923082,0.7205797781709385,0.23342576790325686
angle,theta,0.9749770304244186,2.0,0.9749770304244186,0.5,0.31578024103517416,0.6842197589648259,0.17875582226660808,0.3208236514578392,0.6791763485421608,0.19026656064213526,0.30608873014878984,0.6939112698512102,0.1763614289294802,0.00504341042266504,0.011510738375527185,-0.009691510886384314,-0.002394393337127876,0.7754629475464135,3.22592586179308,0.7278982897646468,0.22564011727165234
angle,theta,1.029142421003553,2.0,1.029142421003553,0.5,0.33282596883756943,0.6671740311624305,0.17248502941800534,0.3420541990242839,0.6579458009757161,0.1866240221755673,0.31790043801841344,0.6820995619815866,0.1663967563047098,0.009228230186714481,0.014138992757561974,-0.014925530819155985,-0.006088273113295545,0.8066873672417604,3.3558194477257235,0.734311653282404,0.218817390125102
angle,theta,1.0833078115826873,2.0,1.0833078115826873,0.5,0.3493764940261229,0.650623505973877,0.16384915938402697,0.3632992034221669,0.6367007965778331,0.18011928629522705,0.3291038177443954,0.6708961822556047,0.15488642151112225,0.013922709396044008,0.016270126911200083,-0.02027267628172752,-0.008962737872904719,0.8355572329902251,3.4759180892393364,0.7399057088144032,0.21286626721871998
angle,theta,1.1374732021618217,2.0,1.1374732021618217,0.5,0.36517037826141224,0.6348296217385877,0.15287245602475932,0.38416782741644856,0.6158321725835514,0.17061886506680513,0.3395675620327436,0.6604324379672564,0.14189941389978686,0.018997449155036317,0.017746409042045802,-0.025602816228668668,-0.010973042124972465,0.861902324103962,3.585513668272482,0.7447514459640788,0.2077112276977886
angle,theta,1.191638592740956,2.0,1.191638592740956,0.5,0.37993950414890093,0.6200604958510992,0.13962569854674825,0.4042215005951057,0.5957784994048944,0.15805892047767534,0.34916292569543905,0.650837074304561,0.1275258269675904,0.024281996446204768,0.018433221930927085,-0.030776578453461878,-0.012099871579157845,0.8855623968645979,3.6839395709567273,0.7489075372978593,0.2032898539384473
angle,theta,1.2458039833200905,2.0,1.2458039833200905,0.5,0.39341608682343987,0.6065839131765601,0.12423032882378295,0.42298597737354815,0.5770140226264519,0.1424629526954796,0.3577666059850067,0.6422333940149934,0.11187749357496996,0.02956989055010828,0.01823262387169665,-0.03564948083843317,-0.01235283524881299,0.9063896466898869,3.77058093022993,0.7524222865316804,0.19955075900885058
angle,theta,1.2999693738992248,2.0,1.2999693738992248,0.5,0.4053409114779833,0.5946590885220165,0.10686081369520115,0.43996911414624074,0.5600308858537594,0.12395696795024241,0.3652637372517049,0.6347362627482952,0.09508780331632297,0.034628202668257446,0.017096154255041268,-0.04007717422627838,-0.01177301037887818,0.924250989340859,3.8448841156579743,0.7553351306652292,0.19645198865401145
angle,theta,1.3541347644783592,2.0,1.3541347644783592,0.5,0.4154724347881487,0.5845275652118512,0.08774472618176882,0.45468396660704535,0.5453160333929548,0.10277978087756287,0.37155087885061727,0.6284491211493828,0.07731068007083206,0.03921153181889664,0.015035054695794053,-0.04392155593753144,-0.010434046110936762,0.9390301204510998,3.906365301076575,0.7576777966358177,0.19395979081295991
angle,theta,1.4083001550574936,2.0,1.4083001550574936,0.5,0.4235962284934838,0.5764037715065161,0.06716015155368088,0.4666758952089619,0.5333241047910381,0.07928613065542467,0.37653886324641067,0.6234611367535894,0.0587187281678875,0.04307966671547814,0.012125979101743789,-0.0470573652470731,-0.00844142338579338,0.950629318019234,3.9546179629600133,0.7594751854615341,0.19204767504092113
angle,theta,1.4624655456366278,2.0,1.4624655456366278,0.5,0.42953411710450606,0.5704658828954939,0.045430222879862744,0.4755514184247918,0.5244485815752081,0.05394077538266358,0.38015536717908177,0.6198446328209182,0.039500593862090455,0.04601730132028575,0.008510552502800833,-0.04937874992542429,-0.005929629017772289,0.9589709579350927,3.989319185009985,0.7607460367575669,0.19069570557705645
angle,theta,1.5166309362157622,2.0,1.5166309362157622,0.5,0.4331522966118798,0.5668477033881201,0.022914850535064896,0.4810057923284712,0.5189942076715288,0.027302707606847748,0.38234707414628905,0.617652925853711,0.01985763086349939,0.047853495716591365,0.0043878570717828524,-0.05080522246559077,-0.0030572196715655045,0.9639987180655528,4.0102346671527,0.7615034115729642,0.18988998768833595
angle,theta,1.5707963267948966,2.0,1.5707963267948966,0.5,0.43436773891370284,0.5656322610862973,3.9845930419708504e-17,0.48284596105267746,0.5171540389473225,3.099152525573211e-17,0.38308131195143985,0.6169186880485602,2.248907007195386e-17,0.048478222138974625,-8.854405163976394e-18,-0.05128642696226299,-1.7356860347754645e-17,0.9656784518829122,4.017222359832915,0.7617550200774568,0.1896223190665353
temperature,beta,0.1,0.1,1.5707963267948966,0.5,0.4791540295939389,0.5208459704060612,1.4045768965039078e-18,0.4760856308472844,0.5239143691527157,6.526651601018101e-20,0.4787474281780567,0.5212525718219434,2.2841757551602546e-19,-0.003068398746654488,-1.3393103804937267e-18,-0.00040660141588216847,-1.1761593209878823e-18,0.002134740735249843,0.008880521458639348,0.007469230738388538,0.841080197055563
temperature,beta,0.37241379310344824,0.37241379310344824,1.5707963267948966,0.5,0.45094258646344293,0.5490574135365571,4.511790816362145e-17,0.4223689033954316,0.5776310966045684,8.94650403835391e-19,0.44333950502232783,0.5566604949776722,2.1965270100990806e-18,-0.028573683068011335,-4.422325775978606e-17,-0.0076030814411151,-4.292138115352237e-17,0.02967874009438748,0.12346355879265192,0.07239705842123054,0.5863840239921817
temperature,beta,0.6448275862068965,0.6448275862068965,1.5707963267948966,0.5,0.44227364502253796,0.5577263549774621,1.4072609103099948e-17,0.3856081650392094,0.6143918349607906,2.6435432413640923e-18,0.4229512886692402,0.5770487113307599,5.025043400989182e-18,-0.05666547998332855,-1.1429065861735856e-17,-0.019322356353297765,-9.047565702110766e-18,0.08950821565999925,0.3723541771455969,0.1670789585749689,0.4487097737314712
temperature,beta,0.9172413793103448,0.9172413793103448,1.5707963267948966,0.5,0.4396827335598914,0.5603172664401085,2.666097986970677e-18,0.36559213464292584,0.6344078653570742,5.3138652507463174e-18,0.4093322277046971,0.590667772295303,8.216621342120561e-18,-0.07409059891696557,2.6477672637756404e-18,-0.030350505855194276,5.550523355149884e-18,0.18303381837628185,0.7614206844453325,0.27525739198578814,0.3615050097914049
temperature,beta,1.1896551724137931,1.1896551724137931,1.5707963267948966,0.5,0.43852564833166996,0.5614743516683302,1.0462981702502612e-17,0.36266391037173906,0.637336089628261,9.033391495036964e-18,0.3995385091528785,0.6004614908471215,1.160872933846436e-17,-0.0758617379599309,-1.4295902074656487e-18,-0.038987139178791486,1.1457476359617477e-18,0.3129172906951724,1.301735929291917,0.3911334076829186,0.3004706245572224
temperature,beta,1.4620689655172414,1.4620689655172414,1.5707963267948966,0.5,0.43741415606477796,0.5625858439352219,1.8072777131279426e-17,0.37865829786789346,0.6213417021321066,1.413311660491031e-17,0.3922785273717314,0.6077214726282687,1.5143557575392797e-17,-0.0587558581968845,-3.939660526369117e-18,-0.04513562869304655,-2.9292195558866292e-18,0.48341099980078067,2.0109897591712476,0.5121622046182233,0.2546816572697473
temperature,beta,1.7344827586206897,1.7344827586206897,1.5707963267948966,0.5,0.4360188588004674,0.5639811411995326,5.989673380871968e-18,0.417493538027512,0.582506461972488,2.1232285074958818e-17,0.38689355157326133,0.6131064484267388,1.8803275842261058e-17,-0.018525320772955434,1.524261169408685e-17,-0.049125307227206094,1.281360246138909e-17,0.7007057730600398,2.9149360159297655,0.6370468904131412,0.2185457543259127
temperature,beta,2.0068965517241377,2.0068965517241377,1.5707963267948966,0.5,0.4343214591756108,0.5656785408243891,3.460336198898941e-17,0.48495533557891707,0.515044664421083,3.129215401100743e-17,0.3829988425371639,0.6170011574628362,2.2586398646129016e-17,0.050633876403306244,-3.3112079779819805e-18,-0.05132261663844695,-1.2016963342860395e-17,0.9733498614483374,4.049135423625083,0.7650288094738389,0.18893633564592635
temperature,beta,2.279310344827586,2.279310344827586,1.5707963267948966,0.5,0.4323781202860358,0.5676218797139643,4.659677764232083e-18,0.585714454751971,0.4142855452480291,4.542655584045085e-17,0.3803366684322381,0.619663331567762,2.649716295103315e-17,0.15333633446593525,4.0766878076218767e-17,-0.05204145185379766,2.1837485186801067e-17,1.3127936390841934,5.4612215385902445,0.895595428956846,0.16399177777871912
temperature,beta,2.5517241379310343,2.5517241379310343,1.5707963267948966,0.5,0.43024991623163,0.56975008376837,1.71640008831831e-17,0.7143281585245962,0.2856718414754038,6.399198238183473e-17,0.37870964274453583,0.6212903572554642,3.053978376148974e-17,0.2840782422929662,4.682798149865163e-17,-0.05154027348709417,1.337578287830664e-17,1.7341114279228298,7.213903540158972,1.028347699294801,0.14255079702273638
temperature,beta,2.8241379310344827,2.8241379310344827,1.5707963267948966,0.5,0.427985794517881,0.5720142054821189,1.1460446343839358e-19,0.8441947944283359,0.1558052055716642,8.49942112110712e-17,0.3779486163204135,0.6220513836795865,3.471486553280655e-17,0.4162089999104549,8.48796067476328e-17,-0.0500371781974675,3.460026106936815e-17,2.256957326661384,9.388942478911359,1.1629367410046156,0.12386237785743227
temperature,beta,3.0965517241379312,3.0965517241379312,1.5707963267948966,0.5,0.42562110606275855,0.5743788939372415,1.857618386166227e-17,0.9380280392691023,0.06197196073089767,1.0432346317764429e-16,0.3778971146372724,0.6221028853627276,3.901701078349225e-17,0.5124069332063437,8.574727931598202e-17,-0.04772399142548617,2.044082692182998e-17,2.906824764416654,12.092391019973281,1.299034104799108,0.10742574422655234
