sweep,param_name,param,beta,theta,g,ord_p00,ord_p11,ord_coh,legacy_p00,legacy_p11,legacy_coh,running_p00,running_p11,running_coh,legacy_delta_p00,legacy_delta_coh,running_delta_p00,running_delta_coh,legacy_chi,running_chi_raw,running_chi_eff,running_factor
temperature,beta,3.3689655172413793,3.3689655172413793,1.5707963267948966,0.5,0.4231800512563951,0.5768199487436049,1.9622329571744617e-17,0.983117194540299,0.01688280545970095,1.1953526483966193e-16,0.37840449377938845,0.6215955062206114,4.343331721254786e-17,0.559937143283904,9.991293526791731e-17,-0.04477555747700662,2.3810987640803244e-17,3.7166990880036654,15.46146820609525,1.436319830217221,0.0928967295389834
temperature,beta,3.6413793103448273,3.6413793103448273,1.5707963267948966,0.5,0.42067854863632664,0.5793214513636734,4.060792907571813e-19,0.9970324879398991,0.0029675120601009766,1.3165237230992288e-16,0.3793240590069067,0.6206759409930934,4.794269952357297e-17,0.5763539393035724,1.312462930191657e-16,-0.041354489629419955,4.753662023281579e-17,4.729219376959315,19.67355260815075,1.574480537733941,0.08003031120478128
temperature,beta,3.913793103448276,3.913793103448276,1.5707963267948966,0.5,0.4181266288532359,0.5818733711467641,2.7419543578492912e-17,0.9996920329118901,0.00030796708810985787,1.4260510911118744e-16,0.38051410296027943,0.6194858970397205,5.2516038904426634e-17,0.5815654040586542,1.1518556553269454e-16,-0.037612525892956494,2.5096495325933722e-17,5.999501363211611,24.957925670960304,1.7132132043033546,0.06864405427317852
temperature,beta,4.186206896551724,4.186206896551724,1.5707963267948966,0.5,0.4155302456016427,0.5844697543983574,2.7033911160677338e-17,0.9999834884424047,1.6511557595452173e-05,1.5335583807756922e-16,0.3818405653266956,0.6181594346733045,5.711713775783455e-17,0.584453242840762,1.263219269168919e-16,-0.03368968027494712,3.0083226597157216e-17,7.598820173429342,31.611091921466063,1.8522318203438184,0.05859436380576364
temperature,beta,4.458620689655172,4.458620689655172,1.5707963267948966,0.5,0.4128926027104319,0.5871073972895681,1.1665422719765577e-17,0.9999996189005522,3.8109944769396467e-07,1.6409048557798927e-16,0.3831803652094988,0.6168196347905013,6.170438495550972e-17,0.5871070161901204,1.524250628582237e-16,-0.029712237500933103,5.003896223574414e-17,9.619412896164091,40.01675764804262,1.9912749201819264,0.04976102606052411
temperature,beta,4.73103448275862,4.73103448275862,1.5707963267948966,0.5,0.41021512500350216,0.5897848749964979,6.235844803876968e-18,0.9999999970173227,2.982677462291254e-09,1.7475854531495564e-16,0.3844246674568752,0.6155753325431248,6.623295191407866e-17,0.5897848720138206,1.6852270051107868e-16,-0.025790457546626955,5.999710711020169e-17,12.180741096418854,50.67188296110243,2.1301124992752594,0.04203736618413037
temperature,beta,5.003448275862068,5.003448275862068,1.5707963267948966,0.5,0.4074981808296927,0.5925018191703073,1.8243029214395634e-17,0.9999999999941882,5.8117314200301744e-12,1.852794288192792e-16,0.38548152764723853,0.6145184723527614,7.065727142297649e-17,0.5925018191644955,1.6703639960488356e-16,-0.02201665318245416,5.241424220858085e-17,15.437658154436129,64.2206579224543,2.268551280235733,0.03532432325708937
temperature,beta,5.275862068965517,5.275862068965517,1.5707963267948966,0.5,0.4047416371568206,0.5952583628431793,6.4976273177896635e-18,0.9999999999999989,9.999999999999898e-16,1.9557776777992196e-16,0.3862775547604465,0.6137224452395535,7.493352052551862e-17,0.5952583628431782,1.890801404621323e-16,-0.018464082396374093,6.843589320772896e-17,19.59106330588637,81.49882335248729,2.4064377257288627,0.029527269557265576
temperature,beta,5.548275862068965,5.548275862068965,1.5707963267948966,0.5,0.40194530495916864,0.5980546950408313,1.5753997453457233e-17,0.9999999999999858,1.4254954161381438e-14,2.055877645841845e-16,0.3867584316689603,0.6132415683310397,7.902184462416116e-17,0.5980546950408172,1.8983376713072727e-16,-0.015186873290208347,6.326784717070393e-17,24.90180348727014,103.59150250704378,2.5436586093683515,0.024554703308752507
temperature,beta,5.820689655172413,5.820689655172413,1.5707963267948966,0.5,0.3991093150388762,0.6008906849611239,6.761781804233371e-19,0.9999999999999813,1.871861156656363e-14,2.1525461883505632e-16,0.3868883186501224,0.6131116813498777,8.288811752426288e-17,0.6008906849611051,2.1457844065463298e-16,-0.012220996388753791,8.221193934383954e-17,31.708818620299404,131.90868546044553,2.680139308370099,0.02031814128853382
temperature,beta,6.093103448275862,6.093103448275862,1.5707963267948966,0.5,0.39623445154843306,0.6037655484515668,3.278953333852821e-17,0.9999999999999991,1.0000000000000121e-15,2.2453515756115553e-16,0.3866483097700718,0.6133516902299281,8.650511600653811e-17,0.603765548451566,1.9174562422262733e-16,-0.009586141778361257,5.371558266800991e-17,40.4528329358779,168.28378501325207,2.8158402383194403,0.016732688999701886
temperature,beta,6.36551724137931,6.36551724137931,1.5707963267948966,0.5,0.39332246099325086,0.6066775390067493,2.149880346193006e-18,0.9999999999999677,3.227670898455416e-14,2.3339779063346725e-16,0.3860342010928535,0.6139657989071465,8.985307789330314e-17,0.6066775390067168,2.3124791028727424e-16,-0.007288259900397331,8.770319754711014e-17,51.707296791429144,215.10235465234524,2.9507519931482267,0.013717897221149992
temperature,beta,6.637931034482758,6.637931034482758,1.5707963267948966,0.5,0.3903763472464398,0.6096236527535601,2.0175194212931758e-17,0.9999999999999989,9.999999999999963e-16,2.4182190620406197e-16,0.38505386125311697,0.6149461387468831,9.291969148412059e-17,0.609623652753559,2.2164671199113022e-16,-0.005322485993322856,7.274449727118883e-17,66.21880959158219,275.4702479009819,3.0848897868232097,0.01119863146865892
temperature,beta,6.910344827586206,6.910344827586206,1.5707963267948966,0.5,0.3874006572221963,0.6125993427778037,3.1108344098488445e-18,0.9999999999999989,9.999999999999908e-16,2.497968488621722e-16,0.3837244783798285,0.6162755216201716,9.569961997617115e-17,0.6125993427778026,2.4668601445232336e-16,-0.0036761788423678166,9.258878556632231e-17,84.9599434319285,353.4333646768225,3.218287739766119,0.009105783611314974
temperature,beta,7.182758620689654,7.182758620689654,1.5707963267948966,0.5,0.38440175675971394,0.6155982432402859,1.3246701158789185e-17,0.999999999999927,7.308237761268371e-14,2.573206292235137e-16,0.3820699084996409,0.6179300915003593,9.81936930195772e-17,0.615598243240213,2.4407392806472454e-16,-0.002331848260073044,8.494699186078801e-17,109.19828947267416,454.26488420632455,3.3509934442933154,0.007376738904544761
temperature,beta,7.455172413793103,7.455172413793103,1.5707963267948966,0.5,0.3813880915563602,0.6186119084436398,1.8150858194692483e-17,0.9999999999999989,9.999999999999879e-16,2.643985021881558e-16,0.3801182863482833,0.6198817136517167,1.004079013655211e-16,0.6186119084436387,2.462476439934633e-16,-0.0012698052080769018,8.225704317082861e-17,140.5867310355429,584.8408011078585,3.4830631112675623,0.005955574755847451
temperature,beta,7.727586206896551,7.727586206896551,1.5707963267948966,0.5,0.37837042359955386,0.6216295764004461,1.9715509604436778e-17,0.9999999999999991,1.0000000000000827e-15,2.7104152838148884e-16,0.3778999941839936,0.6221000058160063,1.0235231608665833e-16,0.6216295764004452,2.5132601877705207e-16,-0.0004704294155602473,8.263680648222155e-17,181.2814958073399,754.131022558534,3.614557470495882,0.0047930099178691826
temperature,beta,8.0,8.0,1.5707963267948966,0.5,0.37536202904247024,0.6246379709575298,7.48131911106383e-18,0.9999999999999989,9.999999999999527e-16,2.772652054047384e-16,0.3754460273081934,0.6245539726918067,1.0404002879442315e-16,0.6246379709575287,2.6978388629367455e-16,8.399826572313973e-05,9.655870968335933e-17,234.09656811839417,973.8417233725198,3.745538487032093,0.0038461470659327326
