case,n_modes,n_cut,beta,g,theta,omega_q,omega_min,omega_max,window_ratio_min,window_ratio_max,detune_abs,detune_over_omega_q,detune_over_dw,dw,tail_fraction,ordered_p00,ordered_coh,best_p00,best_coh,ed_p00,ed_coh,d_ed_ord_p00,d_ed_best_p00,d_ed_ord_coh,d_ed_best_coh
m3c5,3,5,5.3,0.5,1.5707963267948966,2.0,0.1,5.0,0.05,2.5,0.5500000000000003,0.27500000000000013,0.22448979591836743,2.45,0.2872974951836458,0.21836742423722713,2.5778776827012982e-18,0.3417812833522862,1.1008150641718771e-16,0.21213566688176555,2.8812688315500854e-16,-0.006231757355461581,-0.12964561647052064,2.8554900547230725e-16,1.7804537673782083e-16
m3c5,3,5,6.24,0.5,1.5707963267948966,2.0,0.1,5.0,0.05,2.5,0.5500000000000003,0.27500000000000013,0.22448979591836743,2.45,0.2872974951836458,0.21972709196096446,2.584208322457915e-17,0.32015372250625984,1.085454329782169e-16,0.21661648013432871,3.796949286106461e-16,-0.003110611826635745,-0.10353724237193113,3.5385284538606695e-16,2.711494956324292e-16
m3c5,3,5,7.18,0.5,1.5707963267948966,2.0,0.1,5.0,0.05,2.5,0.5500000000000003,0.27500000000000013,0.22448979591836743,2.45,0.2872974951836458,0.2233473306057418,1.0452081808823579e-17,0.29682080081535456,1.0391005698987681e-16,0.22017739103506237,4.75926337356498e-16,-0.003169939570679431,-0.07664340978029219,4.654742555476744e-16,3.720162803666212e-16
m3c5,3,5,8.120000000000001,0.5,1.5707963267948966,2.0,0.1,5.0,0.05,2.5,0.5500000000000003,0.27500000000000013,0.22448979591836743,2.45,0.2872974951836458,0.22849545717971706,2.0039668838252873e-17,0.2739695123529482,9.797650912775267e-17,0.2229682585554773,5.744335070417954e-16,-0.005527198624239754,-0.05100125379747089,5.543938382035425e-16,4.764569979140427e-16
m3c5,3,5,9.06,0.5,1.5707963267948966,2.0,0.1,5.0,0.05,2.5,0.5500000000000003,0.27500000000000013,0.22448979591836743,2.45,0.2872974951836458,0.23340521465233885,8.447891076500276e-18,0.2521395570405347,9.1523082070803e-17,0.22513759346220397,6.735504061335051e-16,-0.008267621190134883,-0.027001963578330734,6.651025150570048e-16,5.820273240627021e-16
m3c5,3,5,10.0,0.5,1.5707963267948966,2.0,0.1,5.0,0.05,2.5,0.5500000000000003,0.27500000000000013,0.22448979591836743,2.45,0.2872974951836458,0.25727772934285337,1.7899947277582386e-17,0.23147409525285517,8.493534714768562e-17,0.2268148824844282,7.722076692837018e-16,-0.03046284685842518,-0.004659212768426985,7.543077220061194e-16,6.872723221360161e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.32333700318914166,1.3018682717583508e-18,0.3073436171464231,5.310551549671995e-18,0.2849051100179493,5.121368403676496e-18,-0.03843189317119233,-0.022438507128473784,3.819500131918145e-18,-1.8918314599549879e-19
m3c5,3,5,1.54,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.2589472326723098,3.300161679914651e-17,0.23115475301816618,2.175702653159222e-17,0.2010843676735615,2.1038473087464417e-17,-0.05786286499874829,-0.030070385344604683,-1.1963143711682094e-17,-7.185534441278037e-19
m3c5,3,5,2.48,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.24047446240321266,1.1976935710488964e-17,0.2751441313864391,4.974922422930842e-17,0.1978408554851605,4.7530846144415566e-17,-0.04263360691805215,-0.07730327590127861,3.55539104339266e-17,-2.2183780848928554e-18
m3c5,3,5,3.4200000000000004,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.230851428934145,1.2674911826618848e-17,0.33686660092521103,8.354508559099749e-17,0.20505824829911354,8.68733848420103e-17,-0.02579318063503147,-0.1318083526260975,7.419847301539146e-17,3.328299251012816e-18
m3c5,3,5,4.36,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.22582763949157875,3.983364980277819e-18,0.35428980660834863,1.0342229426189583e-16,0.2123990268395499,1.36802176514794e-16,-0.013428612652028854,-0.14189077976879874,1.328188115345162e-16,3.337988225289818e-17
m3c5,3,5,5.3,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.2244577769987214,2.577951099461151e-18,0.34193257533613897,1.0896786356085324e-16,0.2183871716999426,1.9420363616774088e-16,-0.006070605298778814,-0.12354540363619637,1.9162568506827974e-16,8.523577260688764e-17
m3c5,3,5,6.24,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.22606693695222949,1.7220789367868912e-17,0.32018644170884863,1.0736052789639052e-16,0.22300510150517383,2.5618608452518363e-16,-0.0030618354470556552,-0.0971813402036748,2.389652951573147e-16,1.4882555662879312e-16
m3c5,3,5,7.18,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.2299875118547934,1.055236198782221e-18,0.29682733501170855,1.0275110374307955e-16,0.22648461419064855,3.205185212146414e-16,-0.003502897664144855,-0.07034272082106,3.194632850158592e-16,2.1776741747156182e-16
m3c5,3,5,8.120000000000001,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.23544500405711288,1.1952306284113738e-17,0.2739707496392942,9.688097529778594e-17,0.22907369856659776,3.856790146887248e-16,-0.006371305490515122,-0.044897051072696426,3.7372670840461107e-16,2.8879803939093887e-16
m3c5,3,5,9.06,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.24056323171108604,3.201391859276295e-17,0.25213978251087676,9.050485313302666e-17,0.2309858069527321,4.507314930202153e-16,-0.009577424758353936,-0.02115397555814466,4.187175744274523e-16,3.602266398871886e-16
m3c5,3,5,10.0,0.5,1.5707963267948966,2.0,0.1,6.0,0.05,3.0,1.0500000000000003,0.5250000000000001,0.35593220338983056,2.95,0.19914827347145578,0.2666963259793032,5.796662691127163e-19,0.23147413421460944,8.3998241274704e-17,0.23239149871506729,5.151636605282673e-16,-0.03430482726423592,0.0009173645004578457,5.145839942591546e-16,4.3116541925356334e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.3262904346018498,1.03361326889511e-17,0.30950413604820837,5.461462584158418e-18,0.2806221690364307,1.2199260639574572e-17,-0.045668265565419086,-0.028881967011777643,1.8631279506234726e-18,6.737798055416154e-18
m3c5,3,5,1.54,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.2646125241799395,2.814930805757113e-17,0.23505468421721892,2.2185774139081612e-17,0.20145804221795055,8.455936167232718e-18,-0.06315448196198897,-0.03359664199926837,-1.969337189033841e-17,-1.3729837971848894e-17
m3c5,3,5,2.48,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.24684794123221748,4.5131024750735275e-18,0.27895844752847415,5.0293193995031775e-17,0.20451698359767123,8.023980262757983e-18,-0.04233095763454625,-0.07444146393080292,3.5108777876844555e-18,-4.226921373227379e-17
m3c5,3,5,3.4200000000000004,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.23741812787264047,1.1688820831820561e-17,0.3388396550008403,8.362166672460187e-17,0.21484519324437798,5.885793511000925e-18,-0.022572934628262487,-0.12399446175646231,-5.8030273208196365e-18,-7.773587321360095e-17
m3c5,3,5,4.36,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.2324708999755765,2.992968237021299e-17,0.35490319669752096,1.0303768812598e-16,0.2233843218083225,2.8098268549086245e-18,-0.009086578167254,-0.13151887488919847,-2.7119855515304363e-17,-1.0022786127107138e-16
m3c5,3,5,5.3,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.23119395946830873,1.3402362144139484e-18,0.34207997199031603,1.0845142117338375e-16,0.22956841520342544,3.6497371410404266e-19,-0.0016255442648832885,-0.11251155678689059,-9.752625003099058e-19,-1.0808644745927971e-16
m3c5,3,5,6.24,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.23294865887222235,1.4786375337280773e-17,0.3202175789494528,1.0687934937097296e-16,0.23386979011894307,3.1820374888402562e-18,0.0009211312467207189,-0.08634778883050973,-1.1604337848440517e-17,-1.036973118821327e-16
m3c5,3,5,7.18,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.23705934815074658,5.418161467030677e-18,0.296833441068985,1.0235091431571597e-16,0.2368060020078093,5.453314635736208e-18,-0.0002533461429372885,-0.06002743906117572,3.5153168705531496e-20,-9.689759967997976e-17
m3c5,3,5,8.120000000000001,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.24271172234889116,2.1794356264760264e-18,0.2739718891274445,9.656426079366715e-17,0.23879053954367382,7.150585833037628e-18,-0.0039211828052173325,-0.0351813495837707,4.971150206561602e-18,-8.941367496062952e-17
m3c5,3,5,9.06,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.24791640670001472,1.1295046100273014e-17,0.2521399873417573,9.026204294411466e-17,0.24012496199493488,8.326251156199292e-18,-0.007791444705079836,-0.012015025346822417,-2.9687949440737216e-18,-8.193579178791538e-17
m3c5,3,5,10.0,0.5,1.5707963267948966,2.0,0.1,8.0,0.05,4.0,1.9,0.95,0.4810126582278481,3.9499999999999997,0.0915781944436709,0.2764076905440114,7.5765621501492385e-19,0.23147417029031953,8.381745269692281e-17,0.24102008219262458,9.063682742678882e-18,-0.035387608351386796,0.009545911902305054,8.306026527663958e-18,-7.475376995424393e-17
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.3279098128693496,7.532101271644168e-18,0.31068735520116997,5.544134797694028e-18,0.2778377784179557,2.8036196597782227e-18,-0.05007203445139391,-0.03284957678321426,-4.728481611865945e-18,-2.7405151379158054e-18
m3c5,3,5,1.54,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.26791247610678803,2.03507075646076e-17,0.23738741883216685,2.2450213391621525e-17,0.20585817740345919,3.803740610647936e-17,-0.06205429870332885,-0.031529241428707666,1.768669854187176e-17,1.5587192714857833e-17
m3c5,3,5,2.48,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.2506226470960841,3.2398166113120165e-18,0.2812284815135397,5.069604275667054e-17,0.21431111522074445,9.27454102790735e-17,-0.03631153187533967,-0.06691736629279524,8.950559366776149e-17,4.204936752240296e-17
m3c5,3,5,3.4200000000000004,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.24126065814644518,4.93897055880082e-17,0.33994474515985457,8.392994503484685e-17,0.22643914644260305,1.5369334664170006e-16,-0.014821511703842133,-0.11350559871725152,1.0430364105369186e-16,6.976340160685321e-17
m3c5,3,5,4.36,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.23623920882669305,1.1803146189857315e-17,0.35522565749195845,1.0331217644519605e-16,0.23517505441552958,2.1626133815768253e-16,-0.001064154411163476,-0.12005060307642887,2.0445819196782522e-16,1.1294916171248646e-16
m3c5,3,5,5.3,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.23484750419339695,8.692459494802197e-18,0.34215338080879865,1.0882340337449516e-16,0.24088605736402216,2.781592007660882e-16,0.0060385531706252105,-0.10126732344477649,2.69466741271286e-16,1.6933579739159303e-16
m3c5,3,5,6.24,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.2364904501174995,2.313720503300148e-17,0.3202324027315797,1.07370943133606e-16,0.24449859426109627,3.38490103645549e-16,0.008008144143596768,-0.07573380847048344,3.153528986125475e-16,2.3111916051194297e-16
m3c5,3,5,7.18,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.240507426587446,8.000919421897244e-19,0.29683623946178267,1.0293618160355333e-16,0.24675022666141802,3.9711736070881224e-16,0.006242800073972016,-0.05008601280036465,3.9631726876662253e-16,2.9418117910525894e-16
m3c5,3,5,8.120000000000001,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.24607734455772548,1.6789282058134226e-17,0.2739723944609249,9.721067864304665e-17,0.24814447101435716,4.542402628137984e-16,0.0020671264566316794,-0.025827923446567758,4.374509807556642e-16,3.5702958417075176e-16
m3c5,3,5,9.06,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.25116695901112057,6.5993963125507006e-18,0.25214007591031506,9.094183280178163e-17,0.24900578981260493,5.1015883407911445e-16,-0.002161169198515639,-0.0031342860977101317,5.035594377665637e-16,4.1921700127733283e-16
m3c5,3,5,10.0,0.5,1.5707963267948966,2.0,0.1,10.0,0.05,5.0,1.9,0.95,0.3838383838383838,4.95,0.0404276819945128,0.280512754447773,2.8924648888093023e-18,0.2314741847206067,8.450908520289752e-17,0.24953775096794392,5.651654002016455e-16,-0.030975003479829094,0.01806356624733721,5.622729353128361e-16,4.80656314998748e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.1,12.0,0.05,6.0,1.9,0.95,0.31932773109243695,5.95,0.01735126523666451,0.3290909261646246,9.356563758858854e-18,0.31155877040884167,5.6050782416339835e-18,0.27690546889901846,3.3955453063125854e-18,-0.05218545726560614,-0.03465330150982321,-5.961018452546269e-18,-2.209532935321398e-18
m3c5,3,5,1.54,0.5,1.5707963267948966,2.0,0.1,12.0,0.05,6.0,1.9,0.95,0.31932773109243695,5.95,0.01735126523666451,0.27043909798532023,4.441589089474586e-18,0.23925364850440212,2.2667454951124202e-17,0.21357074298605006,5.525197287507717e-18,-0.056868354999270176,-0.02568290551835206,1.0836081980331303e-18,-1.7142257663616485e-17
m3c5,3,5,2.48,0.5,1.5707963267948966,2.0,0.1,12.0,0.05,6.0,1.9,0.95,0.31932773109243695,5.95,0.01735126523666451,0.2535154844539162,5.611992921761285e-19,0.2830319611167078,5.106234029426106e-17,0.2261711778522636,3.823383631445142e-17,-0.0273443066016526,-0.056860783264444215,3.7672637022275293e-17,-1.2828503979809635e-17
m3c5,3,5,3.4200000000000004,0.5,1.5707963267948966,2.0,0.1,12.0,0.05,6.0,1.9,0.95,0.31932773109243695,5.95,0.01735126523666451,0.24415430290358872,6.534166935824598e-18,0.3407884381432501,8.431739607872118e-17,0.23905967616889806,8.394517183901034e-17,-0.00509462673469066,-0.10172876197435204,7.741100490318574e-17,-3.7222423971084825e-19
m3c5,3,5,4.36,0.5,1.5707963267948966,2.0,0.1,12.0,0.05,6.0,1.9,0.95,0.31932773109243695,5.95,0.01735126523666451,0.23898408312091113,3.859102314276495e-18,0.3554613479079051,1.0379453528881832e-16,0.24735347667643962,1.3394647489092948e-16,0.008369393555528487,-0.10810787123146551,1.3008737257665299e-16,3.015193960211116e-17
