delta,bandwidth,omega_min,omega_max,beta,omega_q,theta,g,n_modes,n_cut,dw,detune_over_omega_q,tail_fraction,ordered_p00,ordered_coh,best_p00,best_coh,ed_p00,ed_coh,d_ed_ord_p00,d_ed_best_p00,d_ed_ord_coh,d_ed_best_coh
1.6,3.2,0.3999999999999999,3.6,7.18,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.18542424479626718,7.224615172467941e-19,0.29677298993365825,9.510894556104134e-17,0.23534351185616428,1.141635033846591e-16,0.049919267059897104,-0.061429478077493965,1.134410418674123e-16,1.905455782361775e-17
1.6,3.2,0.3999999999999999,3.6,8.120000000000001,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.1926790418135235,1.7395964585653234e-18,0.273960866063377,8.862845125177259e-17,0.23525599108619794,1.4005710261627384e-16,0.04257694927267444,-0.03870487497717906,1.383175061577085e-16,5.142865136450125e-17
1.6,3.2,0.3999999999999999,3.6,9.06,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.19968146311815152,1.3979805500382625e-17,0.25213803911048854,8.201120246537812e-17,0.2350204140567003,1.6545844767173553e-16,0.035338950938548774,-0.01711762505378825,1.514786421713529e-16,8.34472452063574e-17
1.6,3.2,0.3999999999999999,3.6,10.0,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.22090525256650112,4.107587457592443e-18,0.2314738340651375,7.553272811767552e-17,0.23467859520418682,1.9029231903603713e-16,0.013773342637685704,0.003204761139049328,1.861847315784447e-16,1.147595909183616e-16
1.6,3.2,0.3999999999999999,3.6,0.6,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.3019043249000959,6.0601080223653235e-18,0.2910016940846061,4.1670490064007775e-18,0.30150207079177765,1.1824189080987331e-18,-0.00040225410831823405,0.010500376707171577,-4.8776891142665906e-18,-2.9846300983020446e-18
1.6,3.2,0.3999999999999999,3.6,1.54,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.21190028680447606,1.4059074384438044e-17,0.19517042059943351,1.760928466933685e-17,0.24676038907442824,1.1972371723527898e-17,0.034860102269952176,0.051589968474994724,-2.086702660910146e-18,-5.636912945808953e-18
1.6,3.2,0.3999999999999999,3.6,2.48,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.1867040924943427,2.0334639200226408e-17,0.23657488249001746,4.2706045497207324e-17,0.24282807944360218,3.7405440133641415e-17,0.05612398694925949,0.006253196953584728,1.7070800933415007e-17,-5.300605363565909e-18
1.6,3.2,0.3999999999999999,3.6,3.4200000000000004,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.17677944103981974,6.292227526023706e-19,0.3163762056555533,7.792751113219672e-17,0.24319381149512545,6.864852119013984e-17,0.06641437045530571,-0.07318239416042785,6.801929843753747e-17,-9.278989942056881e-18
1.6,3.2,0.3999999999999999,3.6,4.36,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.17378300381884806,4.957784996037382e-18,0.3481264767000909,9.914583286148775e-17,0.24395107667653343,1.0332128047302453e-16,0.07016807285768537,-0.10417540002355746,9.836349547698715e-17,4.175447611536779e-18
1.6,3.2,0.3999999999999999,3.6,5.3,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.17510234691565157,2.22056812505957e-17,0.3405190101054467,1.0378749651368122e-16,0.24458553514738085,1.3989259859444979e-16,0.06948318823172928,-0.09593347495806587,1.176869173438541e-16,3.6105102080768565e-17
1.6,3.2,0.3999999999999999,3.6,6.24,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.17930609521924068,5.299487628920245e-18,0.3198999598358595,1.0077906697646618e-16,0.2450133390610456,1.7739369501520227e-16,0.06570724384180493,-0.0748866207748139,1.7209420738628204e-16,7.66146280387361e-17
1.6,3.2,0.3999999999999999,3.6,7.18,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.18542424479626718,7.224615172467941e-19,0.29677298993365825,9.510894556104134e-17,0.24524121387320777,2.152138650945657e-16,0.05981696907694059,-0.05153177606045048,2.1449140357731892e-16,1.2010491953352438e-16
1.6,3.2,0.3999999999999999,3.6,8.120000000000001,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.1926790418135235,1.7395964585653234e-18,0.273960866063377,8.862845125177259e-17,0.24529902017084732,2.529702453346373e-16,0.05261997835732382,-0.02866184589252968,2.51230648876072e-16,1.6434179408286474e-16
1.6,3.2,0.3999999999999999,3.6,9.06,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.19968146311815152,1.3979805500382625e-17,0.25213803911048854,8.201120246537812e-17,0.24522024647875265,2.904255572763975e-16,0.04553878336060113,-0.006917792631735892,2.764457517760149e-16,2.0841435481101937e-16
1.6,3.2,0.3999999999999999,3.6,10.0,2.0,1.5707963267948966,0.5,3,6,1.6,0.0,0.46283688702044223,0.22090525256650112,4.107587457592443e-18,0.2314738340651375,7.553272811767552e-17,0.24503555574760472,3.2743466406333124e-16,0.024130303181103596,0.01356172168246722,3.233270766057388e-16,2.5190193594565574e-16
2.0,3.9,0.1,4.0,0.6,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.3162544916095655,1.0658768971684638e-18,0.302071811530148,4.942046216458292e-18,0.2837601219955877,2.4420596024800224e-17,-0.03249436961397778,-0.018311689534560305,2.335471912763176e-17,1.9478549808341932e-17
2.0,3.9,0.1,4.0,1.54,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.24537181624636514,1.6453417933594635e-17,0.22156012491576477,2.0702573732307327e-17,0.1899076374439194,2.7750208369674526e-17,-0.05546417880244575,-0.031652487471845375,1.1296790436079891e-17,7.047634637367199e-18
2.0,3.9,0.1,4.0,2.48,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.22559000151375388,7.256344648150789e-18,0.2656461365803796,4.8535389873291454e-17,0.17470094119605692,8.192865312364351e-17,-0.050889060317696966,-0.09094519538432269,7.467230847549272e-17,3.339326325035205e-17
2.0,3.9,0.1,4.0,3.4200000000000004,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.21559724895433696,2.776775330813918e-18,0.33164221077249223,8.402366385365031e-17,0.1742642360108416,1.2818306357010245e-16,-0.04133301294349537,-0.15737797476165064,1.2540628823928852e-16,4.415939971645214e-17
2.0,3.9,0.1,4.0,4.36,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2102649733901927,2.592009264440348e-18,0.3525696442152483,1.059111960991737e-16,0.17689501898145127,1.7210715543686646e-16,-0.03336995440874144,-0.175674625233797,1.695151461724261e-16,6.619595933769275e-17
2.0,3.9,0.1,4.0,5.3,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2084168274178583,1.281812450664409e-17,0.34150121368814934,1.1245837565964902e-16,0.17996331764224907,2.1590082399703994e-16,-0.02845350977560923,-0.16153789604590027,2.0308269949039585e-16,1.0344244833739093e-16
2.0,3.9,0.1,4.0,6.24,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.20934945173230385,6.93416359669037e-18,0.3200924076006044,1.1114888910560695e-16,0.18280248917595399,2.6023751204281608e-16,-0.026546962556349862,-0.13728991842465044,2.533033484461257e-16,1.4908862293720912e-16
2.0,3.9,0.1,4.0,7.18,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2124473849138292,3.477686262622444e-18,0.2968084472608131,1.0652061170464786e-16,0.185262463732493,3.052631338754262e-16,-0.027184921181336197,-0.11154598352832013,3.0178544761280376e-16,1.9874252217077836e-16
2.0,3.9,0.1,4.0,8.120000000000001,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.21704189299923746,2.1747740883389697e-17,0.2739671574589394,1.0049649847604993e-16,0.18734056542788696,3.5094991856963694e-16,-0.029701327571350494,-0.08662659203105244,3.2920217768624726e-16,2.5045342009358704e-16
2.0,3.9,0.1,4.0,9.06,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2215405464982831,1.0249198075909779e-17,0.2521391262182562,9.39074018359831e-17,0.18907553830038337,3.9721685441907336e-16,-0.032465008197899714,-0.06306358791787281,3.8696765634316357e-16,3.0330945258309027e-16
2.0,3.9,0.1,4.0,10.0,2.0,1.5707963267948966,0.5,3,4,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.24202063758847586,2.731350191863745e-18,0.2314740187724127,8.716371896520798e-17,0.19051500158183912,4.43971073944381e-16,-0.05150563600663674,-0.04095901719057357,4.4123972375251725e-16,3.5680735497917304e-16
2.0,3.9,0.1,4.0,0.6,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.3162544916095655,1.0658768971684638e-18,0.302071811530148,4.942046216458292e-18,0.28777050264896026,4.4359556438677475e-18,-0.028483988960605222,-0.014301308881187746,3.3700787466992837e-18,-5.060905725905444e-19
2.0,3.9,0.1,4.0,1.54,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.24537181624636514,1.6453417933594635e-17,0.22156012491576477,2.0702573732307327e-17,0.20140318702955531,4.184530737262463e-17,-0.04396862921680983,-0.020156937886209453,2.5391889439029997e-17,2.1142733640317304e-17
2.0,3.9,0.1,4.0,2.48,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.22559000151375388,7.256344648150789e-18,0.2656461365803796,4.8535389873291454e-17,0.19172648592657726,9.865113110298356e-17,-0.033863515587176624,-0.07391965065380235,9.139478645483277e-17,5.0115741229692105e-17
2.0,3.9,0.1,4.0,3.4200000000000004,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.21559724895433696,2.776775330813918e-18,0.33164221077249223,8.402366385365031e-17,0.19448827028397167,1.5468759759550206e-16,-0.02110897867036529,-0.13715394048852056,1.5191082226468813e-16,7.066393374185175e-17
2.0,3.9,0.1,4.0,4.36,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2102649733901927,2.592009264440348e-18,0.3525696442152483,1.059111960991737e-16,0.1992105754653234,2.1445729503815664e-16,-0.011054397924869314,-0.1533590687499249,2.118652857737163e-16,1.0854609893898294e-16
2.0,3.9,0.1,4.0,5.3,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2084168274178583,1.281812450664409e-17,0.34150121368814934,1.1245837565964902e-16,0.2038060497221651,2.7902060018489183e-16,-0.004610777695693208,-0.13769516396598425,2.6620247567824773e-16,1.665622245252428e-16
2.0,3.9,0.1,4.0,6.24,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.20934945173230385,6.93416359669037e-18,0.3200924076006044,1.1114888910560695e-16,0.20782136651846972,3.476969005819436e-16,-0.0015280852138341294,-0.1122710410821347,3.407627369852532e-16,2.3654801147633665e-16
2.0,3.9,0.1,4.0,7.18,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2124473849138292,3.477686262622444e-18,0.2968084472608131,1.0652061170464786e-16,0.21120309996851963,4.1938365988948306e-16,-0.001244284945309565,-0.0856053472922935,4.159059736268606e-16,3.128630481848352e-16
2.0,3.9,0.1,4.0,8.120000000000001,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.21704189299923746,2.1747740883389697e-17,0.2739671574589394,1.0049649847604993e-16,0.21400466554924952,4.930335574286225e-16,-0.0030372274499879393,-0.059962491909689886,4.712858165452327e-16,3.925370589525726e-16
2.0,3.9,0.1,4.0,9.06,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2215405464982831,1.0249198075909779e-17,0.2521391262182562,9.39074018359831e-17,0.21630478971216754,5.67795265013296e-16,-0.005235756786115542,-0.03583433650608864,5.575460669373863e-16,4.738878631773129e-16
2.0,3.9,0.1,4.0,10.0,2.0,1.5707963267948966,0.5,3,5,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.24202063758847586,2.731350191863745e-18,0.2314740187724127,8.716371896520798e-17,0.21818260823227179,6.430305771086113e-16,-0.023838029356204077,-0.013291410540140908,6.402992269167475e-16,5.558668581434033e-16
2.0,3.9,0.1,4.0,0.6,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.3162544916095655,1.0658768971684638e-18,0.302071811530148,4.942046216458292e-18,0.29064823242539,1.232262641825797e-18,-0.025606259184175473,-0.011423579104757997,1.6638574465733317e-19,-3.709783574632495e-18
2.0,3.9,0.1,4.0,1.54,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.24537181624636514,1.6453417933594635e-17,0.22156012491576477,2.0702573732307327e-17,0.2113900237129855,4.401372303993055e-17,-0.03398179253337966,-0.01017010120277928,2.7560305106335913e-17,2.331114930762322e-17
2.0,3.9,0.1,4.0,2.48,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.22559000151375388,7.256344648150789e-18,0.2656461365803796,4.8535389873291454e-17,0.20618844298191258,6.860957691229605e-17,-0.019401558531841306,-0.05945769359846703,6.135323226414526e-17,2.0074187039004592e-17
2.0,3.9,0.1,4.0,3.4200000000000004,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.21559724895433696,2.776775330813918e-18,0.33164221077249223,8.402366385365031e-17,0.21133622865981744,7.88841337340477e-17,-0.004261020294519524,-0.12030598211267479,7.610735840323378e-17,-5.13953011960261e-18
2.0,3.9,0.1,4.0,4.36,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2102649733901927,2.592009264440348e-18,0.3525696442152483,1.059111960991737e-16,0.2175381053908464,7.903920977118408e-17,0.007273132000653687,-0.1350315388244019,7.644720050674374e-17,-2.6871986327989617e-17
2.0,3.9,0.1,4.0,5.3,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2084168274178583,1.281812450664409e-17,0.34150121368814934,1.1245837565964902e-16,0.22315057252434933,7.127270274298075e-17,0.01473374510649103,-0.11835064116380001,5.845457823633666e-17,-4.118567291666827e-17
2.0,3.9,0.1,4.0,6.24,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.20934945173230385,6.93416359669037e-18,0.3200924076006044,1.1114888910560695e-16,0.22789441074159023,5.721613439505821e-17,0.018544959009286377,-0.0921979968590142,5.028197079836784e-17,-5.3932754710548746e-17
2.0,3.9,0.1,4.0,7.18,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2124473849138292,3.477686262622444e-18,0.2968084472608131,1.0652061170464786e-16,0.2318016617090238,3.8379634134082267e-17,0.019354276795194608,-0.06500678555178932,3.4901947871459826e-17,-6.814097757056559e-17
2.0,3.9,0.1,4.0,8.120000000000001,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.21704189299923746,2.1747740883389697e-17,0.2739671574589394,1.0049649847604993e-16,0.23497880397139337,1.6144592303657615e-17,0.01793691097215591,-0.038988353487546035,-5.6031485797320815e-18,-8.435190617239231e-17
2.0,3.9,0.1,4.0,9.06,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.2215405464982831,1.0249198075909779e-17,0.2521391262182562,9.39074018359831e-17,0.23754259133895075,8.308705243251437e-18,0.016002044840667667,-0.014596534879305428,-1.9404928326583416e-18,-8.559869659273167e-17
2.0,3.9,0.1,4.0,10.0,2.0,1.5707963267948966,0.5,3,6,1.9499999999999997,0.02499999999999991,0.4060058497098381,0.24202063758847586,2.731350191863745e-18,0.2314740187724127,8.716371896520798e-17,0.2396010037330467,3.4037094777806935e-17,-0.0024196338554291486,0.00812698496063402,3.130574458594319e-17,-5.312662418740104e-17
2.4,4.300000000000001,0.1,4.4,0.6,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.31827881056193996,8.516703038849332e-18,0.3035906410323477,5.048250294375049e-18,0.2837603338512228,4.225675946712419e-18,-0.03451847671071717,-0.019830307181124884,-4.2910270921369134e-18,-8.225743476626298e-19
2.4,4.300000000000001,0.1,4.4,1.54,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.24932410591227938,2.095530500691794e-17,0.22439982653510837,2.1016905158152936e-17,0.18945423966325797,1.6629752544490174e-17,-0.05986986624902141,-0.0349455868718504,-4.3255524624277665e-18,-4.387152613662762e-18
2.4,4.300000000000001,0.1,4.4,2.48,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2299002094736135,8.279118249137926e-18,0.2684811005728934,4.890297106161669e-17,0.17515199400439868,3.2631399457975546e-17,-0.05474821546921482,-0.09332910656849475,2.435228120883762e-17,-1.6271571603641146e-17
2.4,4.300000000000001,0.1,4.4,3.4200000000000004,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2199970558089375,6.289047963975553e-18,0.3332304789523707,8.386770650789025e-17,0.17557047847091184,4.628693028411944e-17,-0.04442657733802566,-0.15766000048145884,3.999788232014389e-17,-3.7580776223770813e-17
2.4,4.300000000000001,0.1,4.4,4.36,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21474558394505483,9.612990495049484e-18,0.3531008436795813,1.0509959295260195e-16,0.17879072871685914,5.901524601800407e-17,-0.03595485522819569,-0.17431011496272214,4.9402255522954586e-17,-4.608434693459788e-17
2.4,4.300000000000001,0.1,4.4,5.3,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21303219358089862,1.242018911293708e-17,0.34163583617250937,1.112983696700118e-16,0.18223713110117368,7.154211426748368e-17,-0.03079506247972494,-0.1593987050713357,5.91219251545466e-17,-3.975625540252811e-17
2.4,4.300000000000001,0.1,4.4,6.24,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21415987453518137,5.691837829117542e-18,0.32012196432971807,1.0987015242017374e-16,0.18531441823457678,8.415102675871775e-17,-0.02884545630060459,-0.13480754609514128,7.84591889296002e-17,-2.5719125661455998e-17
2.4,4.300000000000001,0.1,4.4,7.18,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21749827891385487,1.4921554560770218e-17,0.29681441408068343,1.0523234470217314e-16,0.18791967001557888,9.694931129369511e-17,-0.029578608898275988,-0.10889474406510455,8.202775673292489e-17,-8.283033408478034e-18
2.4,4.300000000000001,0.1,4.4,8.120000000000001,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.22235002616340002,5.005320818528072e-17,0.27396829654066696,9.924838539853602e-17,0.19007931799381594,1.0997287539199846e-16,-0.03227070816958408,-0.08388897854685101,5.991966720671774e-17,1.0724489993462436e-17
2.4,4.300000000000001,0.1,4.4,9.06,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2270435093196653,9.332978034809616e-19,0.2521393347057487,9.272302289946995e-17,0.19185137641906294,1.2322476164081642e-16,-0.03519213290060236,-0.06028795828668573,1.2229146383733545e-16,3.050173874134648e-17
2.4,4.300000000000001,0.1,4.4,10.0,2.0,1.5707963267948966,0.5,3,4,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2490377954786513,3.561441093367761e-18,0.2314740548480868,8.605412731238976e-17,0.19329717944086525,1.3669129523482974e-16,-0.055740616037786045,-0.03817687540722156,1.3312985414146198e-16,5.063716792243998e-17
2.4,4.300000000000001,0.1,4.4,0.6,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.31827881056193996,8.516703038849332e-18,0.3035906410323477,5.048250294375049e-18,0.2876623750791423,2.4250932467313864e-17,-0.030616435482797688,-0.0159282659532054,1.5734229428464532e-17,1.9202682172938814e-17
2.4,4.300000000000001,0.1,4.4,1.54,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.24932410591227938,2.095530500691794e-17,0.22439982653510837,2.1016905158152936e-17,0.20181340127204433,4.4062022567688303e-17,-0.047510704640235046,-0.022586425263064036,2.3106717560770362e-17,2.3045117409535367e-17
2.4,4.300000000000001,0.1,4.4,2.48,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2299002094736135,8.279118249137926e-18,0.2684811005728934,4.890297106161669e-17,0.1934187717373373,4.351610935571651e-17,-0.03648143773627621,-0.07506232883555614,3.5236991106578585e-17,-5.386861705900181e-18
2.4,4.300000000000001,0.1,4.4,3.4200000000000004,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2199970558089375,6.289047963975553e-18,0.3332304789523707,8.386770650789025e-17,0.1971654675671801,3.6589316194037776e-17,-0.022831588241757406,-0.1360650113851906,3.030026823006222e-17,-4.727839031385248e-17
2.4,4.300000000000001,0.1,4.4,4.36,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21474558394505483,9.612990495049484e-18,0.3531008436795813,1.0509959295260195e-16,0.20254502495039176,2.8537244618952e-17,-0.012200558994663074,-0.15055581872918952,1.8924254123902516e-17,-7.656234833364995e-17
2.4,4.300000000000001,0.1,4.4,5.3,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21303219358089862,1.242018911293708e-17,0.34163583617250937,1.112983696700118e-16,0.20754964380663873,2.0849889767999047e-17,-0.005482549774259882,-0.13408619236587063,8.429700655061967e-18,-9.044847990201275e-17
2.4,4.300000000000001,0.1,4.4,6.24,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21415987453518137,5.691837829117542e-18,0.32012196432971807,1.0987015242017374e-16,0.21179947161650348,1.3748241494909879e-17,-0.002360402918677895,-0.10832249271321459,8.056403665792336e-18,-9.612191092526387e-17
2.4,4.300000000000001,0.1,4.4,7.18,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21749827891385487,1.4921554560770218e-17,0.29681441408068343,1.0523234470217314e-16,0.21529378255245538,7.140331341969944e-18,-0.002204496361399494,-0.08152063152822805,-7.781223218800274e-18,-9.80920133602032e-17
2.4,4.300000000000001,0.1,4.4,8.120000000000001,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.22235002616340002,5.005320818528072e-17,0.27396829654066696,9.924838539853602e-17,0.21812366219722193,8.862187393263661e-19,-0.004226363966178093,-0.055844634343445027,-4.916698944595436e-17,-9.836216665920965e-17
2.4,4.300000000000001,0.1,4.4,9.06,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2270435093196653,9.332978034809616e-19,0.2521393347057487,9.272302289946995e-17,0.22039567758147857,5.135904946978418e-18,-0.006647831738186727,-0.0317436571242701,4.202607143497456e-18,-8.758711795249153e-17
2.4,4.300000000000001,0.1,4.4,10.0,2.0,1.5707963267948966,0.5,3,5,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2490377954786513,3.561441093367761e-18,0.2314740548480868,8.605412731238976e-17,0.22220970584830402,1.1017798376896398e-17,-0.026828089630347274,-0.00926434899978279,7.456357283528637e-18,-7.503632893549336e-17
2.4,4.300000000000001,0.1,4.4,0.6,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.31827881056193996,8.516703038849332e-18,0.3035906410323477,5.048250294375049e-18,0.29056735317761534,1.0317173887352994e-17,-0.027711457384324623,-0.013023287854732335,1.8004708485036613e-18,5.268923592977945e-18
2.4,4.300000000000001,0.1,4.4,1.54,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.24932410591227938,2.095530500691794e-17,0.22439982653510837,2.1016905158152936e-17,0.21261546279438095,2.935163552396312e-17,-0.036708643117898426,-0.011784363740727416,8.39633051704518e-18,8.334730365810185e-18
2.4,4.300000000000001,0.1,4.4,2.48,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2299002094736135,8.279118249137926e-18,0.2684811005728934,4.890297106161669e-17,0.2089266128556906,6.56541610967422e-17,-0.02097359661792289,-0.059554487717202814,5.737504284760427e-17,1.6751190035125513e-17
2.4,4.300000000000001,0.1,4.4,3.4200000000000004,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.2199970558089375,6.289047963975553e-18,0.3332304789523707,8.386770650789025e-17,0.21513060487836397,1.162818730618638e-16,-0.004866450930573529,-0.11809987407400671,1.0999282509788826e-16,3.2414166553973555e-17
2.4,4.300000000000001,0.1,4.4,4.36,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21474558394505483,9.612990495049484e-18,0.3531008436795813,1.0509959295260195e-16,0.2220082239567275,1.7843170681246084e-16,0.0072626400116726775,-0.13109261972285377,1.6881871631741135e-16,7.333211385985889e-17
2.4,4.300000000000001,0.1,4.4,5.3,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21303219358089862,1.242018911293708e-17,0.34163583617250937,1.112983696700118e-16,0.2280113771891551,2.494550807905359e-16,0.01497918360825648,-0.11362445898335427,2.3703489167759883e-16,1.3815671112052412e-16
2.4,4.300000000000001,0.1,4.4,6.24,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21415987453518137,5.691837829117542e-18,0.32012196432971807,1.0987015242017374e-16,0.23294270351587085,3.267451329431366e-16,0.018782828980689475,-0.08717926081384722,3.2105329511401906e-16,2.1687498052296287e-16
2.4,4.300000000000001,0.1,4.4,7.18,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.21749827891385487,1.4921554560770218e-17,0.29681441408068343,1.0523234470217314e-16,0.23689757069763884,4.080361346684576e-16,0.019399291783783967,-0.05991684338304459,3.931145801076874e-16,3.028037899662845e-16
2.4,4.300000000000001,0.1,4.4,8.120000000000001,2.0,1.5707963267948966,0.5,3,6,2.1500000000000004,0.12500000000000022,0.35457010675946843,0.22235002616340002,5.005320818528072e-17,0.27396829654066696,9.924838539853602e-17,0.24003039161714515,4.915418326127876e-16,0.017680365453745128,-0.033937904923521806,4.4148862442750693e-16,3.9229344721425164e-16
