delta,bandwidth,omega_min,omega_max,beta,omega_q,theta,g,n_modes,n_cut,dw,detune_over_omega_q,tail_fraction,ordered_p00,ordered_coh,best_p00,best_coh,ed_p00,ed_coh,d_ed_ord_p00,d_ed_best_p00,d_ed_ord_coh,d_ed_best_coh
0.8,1.5999999999999999,1.2,2.8,2.48,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.09002242980492992,4.195847932220288e-18,0.13174971597754875,2.262589231616139e-17,0.11077946950171594,6.432340248868467e-18,0.020757039696786023,-0.020970246475832816,2.2364923166481792e-18,-1.6193552067292925e-17
0.8,1.5999999999999999,1.2,2.8,3.4200000000000004,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.08262626027244645,9.316708823887808e-18,0.24054971571374867,5.4879866527102687e-17,0.09370078060779043,1.114771510187847e-17,0.01107452033534398,-0.14684893510595826,1.831006277990661e-18,-4.373215142522422e-17
0.8,1.5999999999999999,1.2,2.8,4.36,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.08475732562538725,8.677450864427968e-18,0.3229812874647118,8.078283502072383e-17,0.08543219417264741,1.3620331535389883e-17,0.0006748685472601629,-0.23754909329206436,4.942880670961915e-18,-6.716250348533395e-17
0.8,1.5999999999999999,1.2,2.8,5.3,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.09030764479921347,6.834955042940675e-18,0.33466680498965806,8.605689898225705e-17,0.0813073439526608,1.4886612180746087e-17,-0.009000300846552664,-0.25335946103699725,8.051657137805412e-18,-7.117028680151095e-17
0.8,1.5999999999999999,1.2,2.8,6.24,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.09705974280672269,4.917126050207817e-18,0.31870318932654407,8.259349064870597e-17,0.0792372538116983,1.552988088499808e-17,-0.017822488995024394,-0.23946593551484577,1.0612754834790264e-17,-6.70636097637079e-17
0.8,1.5999999999999999,1.2,2.8,7.18,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.10423546933086195,3.131566758645891e-18,0.29654279715321724,7.701489730357893e-17,0.07819879928370918,1.5854560168799523e-17,-0.026036670047152766,-0.21834399786950806,1.2722993410153632e-17,-6.116033713477941e-17
0.8,1.5999999999999999,1.2,2.8,8.120000000000001,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.1115977349532905,6.4659768243941196e-18,0.27391830028339637,7.118099464870648e-17,0.07767867808203363,1.601767783427699e-17,-0.033919056871256875,-0.19623962220136273,9.55170100988287e-18,-5.516331681442949e-17
0.8,1.5999999999999999,1.2,2.8,9.06,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.11885726995355014,2.929863990067162e-18,0.25213040271042697,6.5530270520898e-17,0.07741851553608459,1.6099390215521617e-17,-0.041438754417465556,-0.17471188717434238,1.3169526225454455e-17,-4.943088030537638e-17
0.8,1.5999999999999999,1.2,2.8,10.0,2.0,1.5707963267948966,0.5,3,4,0.8,0.0,0.5918327134598556,0.13393633166067095,2.3556411754907184e-17,0.23147249783222323,6.016454345939563e-17,0.07728849804669305,1.61402552955951e-17,-0.056647833613977905,-0.15418399978553018,-7.416156459312082e-18,-4.4024288163800533e-17
0.8,1.5999999999999999,1.2,2.8,0.6,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.26669466161906763,1.434960621054287e-17,0.2624759780771446,2.17006822204501e-18,0.2748753443209406,7.135504623980306e-18,0.008180682701872943,0.01239936624379595,-7.214101586562565e-18,4.965436401935296e-18
0.8,1.5999999999999999,1.2,2.8,1.54,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.12607396433412238,1.2058597109170778e-17,0.12085767912875989,8.928898595292567e-18,0.15132096755218685,3.401417700707042e-17,0.025247003218064473,0.030463288423426965,2.195557989789964e-17,2.508527841177785e-17
0.8,1.5999999999999999,1.2,2.8,2.48,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.09002242980492992,4.195847932220288e-18,0.13174971597754875,2.262589231616139e-17,0.11114665165581565,6.204857934443883e-17,0.021124221850885735,-0.020603064321733103,5.785273141221854e-17,3.942268702827744e-17
0.8,1.5999999999999999,1.2,2.8,3.4200000000000004,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.08262626027244645,9.316708823887808e-18,0.24054971571374867,5.4879866527102687e-17,0.09386316636225733,7.682724818346853e-17,0.011236906089810886,-0.14668654935149134,6.751053935958073e-17,2.1947381656365845e-17
0.8,1.5999999999999999,1.2,2.8,4.36,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.08475732562538725,8.677450864427968e-18,0.3229812874647118,8.078283502072383e-17,0.08553265778905156,8.455724779339272e-17,0.0007753321636643079,-0.23744862967566022,7.587979692896475e-17,3.774412772668889e-18
0.8,1.5999999999999999,1.2,2.8,5.3,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.09030764479921347,6.834955042940675e-18,0.33466680498965806,8.605689898225705e-17,0.08138311607564513,8.85491908397925e-17,-0.008924528723568331,-0.2532836889140129,8.171423579685183e-17,2.4922918575354563e-18
0.8,1.5999999999999999,1.2,2.8,6.24,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.09705974280672269,4.917126050207817e-18,0.31870318932654407,8.259349064870597e-17,0.0793008738408198,9.058523853340256e-17,-0.017758868965902896,-0.23940231548572427,8.566811248319475e-17,7.991747884696588e-18
0.8,1.5999999999999999,1.2,2.8,7.18,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.10423546933086195,3.131566758645891e-18,0.29654279715321724,7.701489730357893e-17,0.07825576615479395,9.161468774158453e-17,-0.025979703176068,-0.21828703099842328,8.848312098293864e-17,1.4599790438005595e-17
0.8,1.5999999999999999,1.2,2.8,8.120000000000001,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.1115977349532905,6.4659768243941196e-18,0.27391830028339637,7.118099464870648e-17,0.07773187461261778,9.21324298280709e-17,-0.033865860340672724,-0.1961864256707786,8.566645300367677e-17,2.0951435179364414e-17
0.8,1.5999999999999999,1.2,2.8,9.06,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.11885726995355014,2.929863990067162e-18,0.25213040271042697,6.5530270520898e-17,0.07746957059219921,9.239203507815886e-17,-0.041387699361350935,-0.17466083211822775,8.946217108809169e-17,2.686176455726086e-17
0.8,1.5999999999999999,1.2,2.8,10.0,2.0,1.5707963267948966,0.5,3,5,0.8,0.0,0.5918327134598556,0.13393633166067095,2.3556411754907184e-17,0.23147249783222323,6.016454345939563e-17,0.07733834701940827,9.252199296745948e-17,-0.056597984641262686,-0.15413415081281495,6.89655812125523e-17,3.235744950806385e-17
0.8,1.5999999999999999,1.2,2.8,0.6,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.26669466161906763,1.434960621054287e-17,0.2624759780771446,2.17006822204501e-18,0.27655423621257913,1.1782922310613387e-17,0.0098595745935115,0.014078258135434507,-2.5666838999294833e-18,9.612854088568378e-18
0.8,1.5999999999999999,1.2,2.8,1.54,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.12607396433412238,1.2058597109170778e-17,0.12085767912875989,8.928898595292567e-18,0.151644750045473,2.6537431536819317e-18,0.02557078571135063,0.030787070916713122,-9.404853955488846e-18,-6.2751554416106356e-18
0.8,1.5999999999999999,1.2,2.8,2.48,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.09002242980492992,4.195847932220288e-18,0.13174971597754875,2.262589231616139e-17,0.11119783475056294,1.7124733873245748e-17,0.021175404945633025,-0.020551881226985813,1.2928885941025461e-17,-5.501158442915642e-18
0.8,1.5999999999999999,1.2,2.8,3.4200000000000004,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.08262626027244645,9.316708823887808e-18,0.24054971571374867,5.4879866527102687e-17,0.09387728726459914,2.588228723173828e-17,0.01125102699215269,-0.14667242844914952,1.656557840785047e-17,-2.8997579295364406e-17
0.8,1.5999999999999999,1.2,2.8,4.36,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.08475732562538725,8.677450864427968e-18,0.3229812874647118,8.078283502072383e-17,0.08553930986515865,3.014548069401231e-17,0.0007819842397713966,-0.23744197759955313,2.146802982958434e-17,-5.063735432671152e-17
0.8,1.5999999999999999,1.2,2.8,5.3,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.09030764479921347,6.834955042940675e-18,0.33466680498965806,8.605689898225705e-17,0.08138751959007061,3.2240853124152987e-17,-0.008920125209142857,-0.25327928539958744,2.540589808121231e-17,-5.381604585810406e-17
0.8,1.5999999999999999,1.2,2.8,6.24,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.09705974280672269,4.917126050207817e-18,0.31870318932654407,8.259349064870597e-17,0.07930435425569142,3.328521638902318e-17,-0.017755388551031273,-0.23939883507085263,2.836809033881536e-17,-4.9308274259682793e-17
0.8,1.5999999999999999,1.2,2.8,7.18,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.10423546933086195,3.131566758645891e-18,0.29654279715321724,7.701489730357893e-17,0.07825878896098108,3.380812659590836e-17,-0.025976680369880864,-0.21828400819223615,3.0676559837262467e-17,-4.3206770707670576e-17
0.8,1.5999999999999999,1.2,2.8,8.120000000000001,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.1115977349532905,6.4659768243941196e-18,0.27391830028339637,7.118099464870648e-17,0.07773465032545536,3.407006040473327e-17,-0.03386308462783515,-0.19618364995794102,2.760408358033915e-17,-3.711093424397321e-17
0.8,1.5999999999999999,1.2,2.8,9.06,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.11885726995355014,2.929863990067162e-18,0.25213040271042697,6.5530270520898e-17,0.0774722091544208,3.420118584500035e-17,-0.04138506079912935,-0.17465819355600617,3.127132185493319e-17,-3.132908467589765e-17
0.8,1.5999999999999999,1.2,2.8,10.0,2.0,1.5707963267948966,0.5,3,6,0.8,0.0,0.5918327134598556,0.13393633166067095,2.3556411754907184e-17,0.23147249783222323,6.016454345939563e-17,0.07734090922710213,3.426678540867939e-17,-0.056595422433568826,-0.1541315886051211,1.0710373653772204e-17,-2.5897758050716243e-17
1.2,2.4000000000000004,0.8,3.2,0.6,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.2840837465180816,5.4244916202276954e-18,0.2768321538761492,3.1750653896141713e-18,0.285675278168758,6.132135018086884e-18,0.001591531650676381,0.008843124292608806,7.076433978591886e-19,2.9570696284727127e-18
1.2,2.4000000000000004,0.8,3.2,1.54,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.168564134360503,1.0251660828889905e-17,0.1589582688980587,1.337081425927666e-17,0.19957280236105981,3.1680514163579235e-17,0.03100866800055682,0.04061453346300112,2.142885333468933e-17,1.8309699904302575e-17
1.2,2.4000000000000004,0.8,3.2,2.48,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.13689421350631228,1.191611065952666e-17,0.19014627607717483,3.3612329780560206e-17,0.17547377817931145,5.757473924188167e-17,0.03857956467299917,-0.014672497897863374,4.5658628582355014e-17,2.3962409461321465e-17
1.2,2.4000000000000004,0.8,3.2,3.4200000000000004,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.12798528203047532,6.009826512715825e-18,0.28803136960674103,6.806813597855074e-17,0.1624565003267963,8.095988783453447e-17,0.034471218296320966,-0.12557486927994474,7.495006132181864e-17,1.2891751855983735e-17
1.2,2.4000000000000004,0.8,3.2,4.36,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.1283325513648356,2.006107351338564e-17,0.33945840760433876,8.986837669893899e-17,0.1536374468843653,9.934196700457845e-17,0.02530489551952969,-0.18582096071997348,7.928089349119281e-17,9.473590305639453e-18
1.2,2.4000000000000004,0.8,3.2,5.3,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.13315338996329074,3.4525812475829413e-18,0.3385623417689887,9.348071870704486e-17,0.14722055885514745,1.1328254792368274e-16,0.014067168891856718,-0.19134178291384124,1.098299666760998e-16,1.9801829216637886e-17
1.2,2.4000000000000004,0.8,3.2,6.24,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.1402096256478335,1.2688981665991774e-17,0.3195070317778121,8.958077573617501e-17,0.14245489623674285,1.2375162777085992e-16,0.0022452705889093316,-0.17705213554106924,1.1106264610486815e-16,3.417085203468491e-17
1.2,2.4000000000000004,0.8,3.2,7.18,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.14838719442852305,1.3167439452053051e-17,0.2966983852004713,8.366176597033923e-17,0.13891030420474876,1.3155990658796932e-16,-0.009476890223774292,-0.15778808099572256,1.1839246713591627e-16,4.789814061763008e-17
1.2,2.4000000000000004,0.8,3.2,8.120000000000001,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.15709556732156635,1.8262415443621424e-17,0.27394719689615843,7.74171287201825e-17,0.13628742836631672,1.3734095944844766e-16,-0.020808138955249633,-0.13765976852984171,1.1907854400482625e-16,5.992383072826517e-17
1.2,2.4000000000000004,0.8,3.2,9.06,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.16551374212055314,1.839709764131045e-18,0.2521356023615241,7.131655816212266e-17,0.13435955429592972,1.4159022775453162e-16,-0.031154187824623425,-0.11777604806559439,1.3975051799040057e-16,7.027366959240897e-17
1.2,2.4000000000000004,0.8,3.2,10.0,2.0,1.5707963267948966,0.5,3,4,1.2,0.0,0.524930946786104,0.18538158840754693,5.294365722656425e-18,0.2314734098167308,6.549671474797999e-17,0.13295144518113378,1.4469362028672415e-16,-0.05243014322641315,-0.09852196463559704,1.3939925456406772e-16,7.919690553874416e-17
1.2,2.4000000000000004,0.8,3.2,0.6,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.2840837465180816,5.4244916202276954e-18,0.2768321538761492,3.1750653896141713e-18,0.2908306969527993,2.9759176979999694e-17,0.00674695043471768,0.013998543076650105,2.4334685359771997e-17,2.6584111590385522e-17
1.2,2.4000000000000004,0.8,3.2,1.54,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.168564134360503,1.0251660828889905e-17,0.1589582688980587,1.337081425927666e-17,0.20561227145831212,4.1477189346457304e-17,0.03704813709780913,0.04665400256025343,3.12255285175674e-17,2.8106375087180644e-17
1.2,2.4000000000000004,0.8,3.2,2.48,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.13689421350631228,1.191611065952666e-17,0.19014627607717483,3.3612329780560206e-17,0.17973469582421583,4.331558576666899e-17,0.04284048231790355,-0.01041158025295899,3.1399475107142335e-17,9.703255986108785e-18
1.2,2.4000000000000004,0.8,3.2,3.4200000000000004,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.12798528203047532,6.009826512715825e-18,0.28803136960674103,6.806813597855074e-17,0.16565394256305901,4.567582626025515e-17,0.03766866053258369,-0.12237742704368201,3.9665999747539327e-17,-2.2392309718295585e-17
1.2,2.4000000000000004,0.8,3.2,4.36,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.1283325513648356,2.006107351338564e-17,0.33945840760433876,8.986837669893899e-17,0.1562557585899014,4.8764623004702695e-17,0.027923207225065805,-0.18320264901443736,2.870354949131705e-17,-4.11037536942363e-17
1.2,2.4000000000000004,0.8,3.2,5.3,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.13315338996329074,3.4525812475829413e-18,0.3385623417689887,9.348071870704486e-17,0.14949904890908072,5.174359563562191e-17,0.016345658945789987,-0.18906329285990797,4.829101438803897e-17,-4.173712307142295e-17
1.2,2.4000000000000004,0.8,3.2,6.24,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.1402096256478335,1.2688981665991774e-17,0.3195070317778121,8.958077573617501e-17,0.1445082816705905,5.426942606323681e-17,0.004298656022756975,-0.1749987501072216,4.1580444397245035e-17,-3.53113496729382e-17
1.2,2.4000000000000004,0.8,3.2,7.18,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.14838719442852305,1.3167439452053051e-17,0.2966983852004713,8.366176597033923e-17,0.1407968461792051,5.628163728125173e-17,-0.007590348249317952,-0.15590153902126622,4.311419782919868e-17,-2.7380128689087503e-17
1.2,2.4000000000000004,0.8,3.2,8.120000000000001,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.15709556732156635,1.8262415443621424e-17,0.27394719689615843,7.74171287201825e-17,0.13804134644463567,5.783009870009121e-17,-0.019054220876930678,-0.13590585045152276,3.956768325646979e-17,-1.9587030020091283e-17
1.2,2.4000000000000004,0.8,3.2,9.06,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.16551374212055314,1.839709764131045e-18,0.2521356023615241,7.131655816212266e-17,0.13600490381631908,5.899672514255136e-17,-0.029508838304234064,-0.11613069854520502,5.715701537842032e-17,-1.2319833019571293e-17
1.2,2.4000000000000004,0.8,3.2,10.0,2.0,1.5707963267948966,0.5,3,5,1.2,0.0,0.524930946786104,0.18538158840754693,5.294365722656425e-18,0.2314734098167308,6.549671474797999e-17,0.1345074938547967,5.986366428634522e-17,-0.050874094552750215,-0.0969659159619341,5.456929856368879e-17,-5.633050461634768e-18
1.2,2.4000000000000004,0.8,3.2,0.6,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.2840837465180816,5.4244916202276954e-18,0.2768321538761492,3.1750653896141713e-18,0.29428076320930496,3.1468345215792443e-17,0.01019701669122336,0.017448609333155785,2.6043853595564746e-17,2.829327982617827e-17
1.2,2.4000000000000004,0.8,3.2,1.54,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.168564134360503,1.0251660828889905e-17,0.1589582688980587,1.337081425927666e-17,0.2085143040041166,6.430565711505936e-18,0.039950169643613614,0.04955603510605791,-3.8210951173839685e-18,-6.940248547770724e-18
1.2,2.4000000000000004,0.8,3.2,2.48,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.13689421350631228,1.191611065952666e-17,0.19014627607717483,3.3612329780560206e-17,0.1812133332951884,5.67262442002813e-17,0.04431911978887612,-0.00893294278198642,4.481013354075464e-17,2.311391441972109e-17
1.2,2.4000000000000004,0.8,3.2,3.4200000000000004,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.12798528203047532,6.009826512715825e-18,0.28803136960674103,6.806813597855074e-17,0.16650552292553716,9.14600320693287e-17,0.03852024089506184,-0.12152584668120386,8.545020555661288e-17,2.3391896090777967e-17
1.2,2.4000000000000004,0.8,3.2,4.36,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.1283325513648356,2.006107351338564e-17,0.33945840760433876,8.986837669893899e-17,0.1568313660614906,1.1638989150690895e-16,0.028498814696654995,-0.18262704154284817,9.632881799352331e-17,2.6521514807969952e-17
1.2,2.4000000000000004,0.8,3.2,5.3,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.13315338996329074,3.4525812475829413e-18,0.3385623417689887,9.348071870704486e-17,0.14994066885865545,1.3502453572636837e-16,0.016787278895364716,-0.18862167291033324,1.3157195447878543e-16,4.1543817019323516e-17
1.2,2.4000000000000004,0.8,3.2,6.24,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.1402096256478335,1.2688981665991774e-17,0.3195070317778121,8.958077573617501e-17,0.14487656496361098,1.4909538494659524e-16,0.004666939315777469,-0.1746304668142011,1.3640640328060347e-16,5.951460921042023e-17
1.2,2.4000000000000004,0.8,3.2,7.18,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.14838719442852305,1.3167439452053051e-17,0.2966983852004713,8.366176597033923e-17,0.1411197150539171,1.5968817351603872e-16,-0.007267479374605951,-0.15557867014655422,1.4652073406398568e-16,7.602640754569948e-17
1.2,2.4000000000000004,0.8,3.2,8.120000000000001,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.15709556732156635,1.8262415443621424e-17,0.27394719689615843,7.74171287201825e-17,0.13833294938023386,1.6760775075150293e-16,-0.018762617941332493,-0.13561424751592457,1.4934533530788152e-16,9.019062203132043e-17
1.2,2.4000000000000004,0.8,3.2,9.06,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.16551374212055314,1.839709764131045e-18,0.2521356023615241,7.131655816212266e-17,0.13627334422758214,1.7348577550735698e-16,-0.029240397892971004,-0.11586225813394196,1.7164606574322593e-16,1.0216921734523433e-16
1.2,2.4000000000000004,0.8,3.2,10.0,2.0,1.5707963267948966,0.5,3,6,1.2,0.0,0.524930946786104,0.18538158840754693,5.294365722656425e-18,0.2314734098167308,6.549671474797999e-17,0.1347580561890936,1.7782043639120006e-16,-0.05062353221845334,-0.09671535362763722,1.7252607066854363e-16,1.1232372164322008e-16
1.6,3.2,0.3999999999999999,3.6,0.6,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.3019043249000959,6.0601080223653235e-18,0.2910016940846061,4.1670490064007775e-18,0.290671118592776,1.7608450191431655e-17,-0.011233206307319887,-0.0003305754918300763,1.1548342169066332e-17,1.3441401185030878e-17
1.6,3.2,0.3999999999999999,3.6,1.54,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.21190028680447606,1.4059074384438044e-17,0.19517042059943351,1.760928466933685e-17,0.22320947199747754,2.149348162460215e-17,0.011309185193001475,0.028039051398044024,7.434407240164107e-18,3.8841969552653e-18
1.6,3.2,0.3999999999999999,3.6,2.48,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.1867040924943427,2.0334639200226408e-17,0.23657488249001746,4.2706045497207324e-17,0.21708257621666743,7.507415589445228e-18,0.03037848372232474,-0.019492306273350024,-1.282722361078118e-17,-3.51986299077621e-17
1.6,3.2,0.3999999999999999,3.6,3.4200000000000004,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.17677944103981974,6.292227526023706e-19,0.3163762056555533,7.792751113219672e-17,0.21702147944874176,4.546202078658944e-17,0.040242038408922015,-0.09935472620681154,4.4832798033987066e-17,-3.2465490345607283e-17
1.6,3.2,0.3999999999999999,3.6,4.36,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.17378300381884806,4.957784996037382e-18,0.3481264767000909,9.914583286148775e-17,0.21739834013416173,8.607915166263659e-17,0.04361533631531367,-0.13072813656592916,8.112136666659921e-17,-1.306668119885116e-17
1.6,3.2,0.3999999999999999,3.6,5.3,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.17510234691565157,2.22056812505957e-17,0.3405190101054467,1.0378749651368122e-16,0.21752477538767356,1.2706746753679356e-16,0.04242242847202199,-0.12299423471777315,1.0486178628619786e-16,2.3279971023112336e-17
1.6,3.2,0.3999999999999999,3.6,6.24,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.17930609521924068,5.299487628920245e-18,0.3198999598358595,1.0077906697646618e-16,0.21735718249692182,1.6744850864197885e-16,0.03805108727768114,-0.10254277733893769,1.621490210130586e-16,6.666944166551267e-17
1.6,3.2,0.3999999999999999,3.6,7.18,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.18542424479626718,7.224615172467941e-19,0.29677298993365825,9.510894556104134e-17,0.21695809819056602,2.067984197756655e-16,0.031533853394298844,-0.07981489174309223,2.0607595825841871e-16,1.1168947421462418e-16
1.6,3.2,0.3999999999999999,3.6,8.120000000000001,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.1926790418135235,1.7395964585653234e-18,0.273960866063377,8.862845125177259e-17,0.21639788124330336,2.4494331957798913e-16,0.02371883942977987,-0.05756298482007363,2.432037231194238e-16,1.5631486832621656e-16
1.6,3.2,0.3999999999999999,3.6,9.06,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.19968146311815152,1.3979805500382625e-17,0.25213803911048854,8.201120246537812e-17,0.21573402930183463,2.8182150662915686e-16,0.016052566183683115,-0.03640400980865391,2.6784170112877424e-16,1.9981030416377873e-16
1.6,3.2,0.3999999999999999,3.6,10.0,2.0,1.5707963267948966,0.5,3,4,1.6,0.0,0.46283688702044223,0.22090525256650112,4.107587457592443e-18,0.2314738340651375,7.553272811767552e-17,0.21500904547077734,3.17419122627713e-16,-0.005896207095723777,-0.016464788594360152,3.1331153517012054e-16,2.4188639451003744e-16
1.6,3.2,0.3999999999999999,3.6,0.6,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.3019043249000959,6.0601080223653235e-18,0.2910016940846061,4.1670490064007775e-18,0.29684392999741605,1.0133926924166196e-17,-0.005060394902679843,0.005842235912809968,4.0738189018008726e-18,5.9668779177654185e-18
1.6,3.2,0.3999999999999999,3.6,1.54,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.21190028680447606,1.4059074384438044e-17,0.19517042059943351,1.760928466933685e-17,0.23696893284583892,1.7513092796489557e-17,0.025068646041362858,0.041798512246405406,3.4540184120515136e-18,-9.619187284729357e-20
1.6,3.2,0.3999999999999999,3.6,2.48,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.1867040924943427,2.0334639200226408e-17,0.23657488249001746,4.2706045497207324e-17,0.2326859479533278,6.257476212438166e-18,0.045981855458985116,-0.0038889345366896477,-1.407716298778824e-17,-3.644856928476916e-17
1.6,3.2,0.3999999999999999,3.6,3.4200000000000004,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.17677944103981974,6.292227526023706e-19,0.3163762056555533,7.792751113219672e-17,0.23328719983059854,1.2938083529555361e-17,0.056507758790778795,-0.08308900582495476,1.230886077695299e-17,-6.498942760264136e-17
1.6,3.2,0.3999999999999999,3.6,4.36,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.17378300381884806,4.957784996037382e-18,0.3481264767000909,9.914583286148775e-17,0.23419840079817084,3.6354621787656817e-17,0.06041539697932277,-0.11392807590192006,3.1396836791619435e-17,-6.279121107383093e-17
1.6,3.2,0.3999999999999999,3.6,5.3,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.17510234691565157,2.22056812505957e-17,0.3405190101054467,1.0378749651368122e-16,0.23486365558432987,6.178379823922962e-17,0.05976130866867829,-0.10565535452111685,3.957811698863392e-17,-4.20036982744516e-17
1.6,3.2,0.3999999999999999,3.6,6.24,2.0,1.5707963267948966,0.5,3,5,1.6,0.0,0.46283688702044223,0.17930609521924068,5.299487628920245e-18,0.3198999598358595,1.0077906697646618e-16,0.23523153346023232,8.795206352483256e-17,0.05592543824099164,-0.08466842637562719,8.265257589591231e-17,-1.2827003451633615e-17
