sweep,n_modes,n_cut,n_points,rmse_ed_vs_ordered_p00,rmse_ed_vs_best_p00,rmse_ed_vs_ordered_coh,rmse_ed_vs_best_coh,p00_at_beta2
temperature_pi2_g05,2,3,3,0.060684307617703936,0.1278284623931923,9.150659249811613e-16,8.442433014680723e-16,0.23428977678928153
temperature_pi2_g05,2,4,3,0.025683582295110523,0.08295816679720049,1.348499498603659e-15,1.2775668194464914e-15,0.2666215609476401
temperature_pi2_g05,3,3,3,0.0796416958473116,0.1486590387424963,1.6514559838089843e-16,9.60867791877312e-17,0.22267416548139102
temperature_pi2_g05,3,4,3,0.04720797368356929,0.11436581954418443,5.356649168286443e-18,7.061023212859546e-17,0.24577129932941222
