case,n_modes,n_cut,beta,g,theta,omega_q,ratio_min,ratio_max,omega_min,omega_max,detune_over_omega_q,tail_fraction,ordered_p00,ordered_coh,best_p00,best_coh,ed_p00,ed_coh,d_ed_ord_p00,d_ed_best_p00,d_ed_ord_coh,d_ed_best_coh
m3c5,3,5,6.15,0.5,1.5707963267948966,1.5,0.05,4.0,0.07500000000000001,6.0,0.9500000000000001,0.19914827347145578,0.26334749440446886,1.8351640469590435e-17,0.355768302812323,1.0024164839376118e-16,0.25647356479051314,2.1223748782902898e-16,-0.0068739296139557204,-0.09929473802180988,1.9388584735943856e-16,1.119958394352678e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,1.5,0.05,4.0,0.07500000000000001,6.0,0.9500000000000001,0.19914827347145578,0.26217926947432607,3.0491321716271554e-18,0.3428503211414653,1.0163923133733509e-16,0.2603573016655825,2.445968850206678e-16,-0.001821967808743552,-0.08249301947588278,2.4154775284904064e-16,1.429576536833327e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,1.5,0.05,4.0,0.07500000000000001,6.0,0.9500000000000001,0.19914827347145578,0.26321966659839613,2.928746745229182e-18,0.32639319522518784,1.0006741540666832e-16,0.2632464017598575,2.761433764127703e-16,2.6735161461344248e-05,-0.06314679346533036,2.732146296675411e-16,1.7607596100610194e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.36691563777727004,1.798300805878519e-18,0.35279585455442686,4.218028141056717e-18,0.3273724433755256,3.599541915396783e-18,-0.03954319440174442,-0.025423411178901234,1.8012411095182637e-18,-6.184862256599344e-19
m3c5,3,5,1.525,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.3150985752514999,1.3186896874946414e-17,0.271762367512173,1.656482531242212e-17,0.2403128947118666,3.7594640214810535e-18,-0.07478568053963333,-0.03144947280030638,-9.42743285346536e-18,-1.2805361290941066e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.2980209122257003,3.464059104617651e-17,0.2703233784488437,3.330787187100851e-17,0.23376671981194544,1.5844459716331073e-17,-0.06425419241375488,-0.03655665863689825,-1.8796131329845437e-17,-1.746341215467744e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.2866448186092266,8.391372368565153e-18,0.3081319808498172,5.577222052942084e-17,0.24192967123870515,3.6941495473954095e-17,-0.04471514737052143,-0.06620230961111204,2.855012310538894e-17,-1.883072505546674e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.2778020776667924,1.3314638864039531e-17,0.3451102276283203,7.821701716066197e-17,0.2505921407782326,6.458079686989205e-17,-0.02720993688855977,-0.09451808685008767,5.126615800585252e-17,-1.3636220290769915e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.27146131015154623,1.1162935629323935e-17,0.35984427757866716,9.323268050607362e-17,0.25740447601695027,9.643117012820778e-17,-0.014056834134595964,-0.10243980156171689,8.526823449888384e-17,3.1984896221341556e-18
m3c5,3,5,6.15,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.26775316141283406,5.297645445743443e-18,0.356007509697172,1.0004098242425461e-16,0.26236265621993116,1.304692286216294e-16,-0.005390505192902906,-0.09364485347724083,1.2517158317588595e-16,3.0428246197374784e-17
m3c5,3,5,7.075,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.26658223111860313,9.013364963277926e-18,0.34293070336022835,1.0144098636321262e-16,0.2658628322329569,1.652658556343638e-16,-0.0007193988856462052,-0.07706787112727143,1.562524906710859e-16,6.382486927115119e-17
m3c5,3,5,8.0,0.5,1.5707963267948966,1.5,0.05,5.0,0.07500000000000001,7.5,0.9500000000000001,0.11170929281604326,0.2676460080854489,9.042724817450672e-18,0.3264185822253699,9.991060290706685e-17,0.26829745833282465,1.999675732929359e-16,0.0006514502473757289,-0.05812112389254526,1.9092484847548522e-16,1.0005697038586905e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.36807090571600415,6.960525330805016e-18,0.3536330296246266,4.273362542079162e-18,0.32448242303662217,1.3277790594037054e-18,-0.04358848267938198,-0.029150606588004446,-5.6327462714013105e-18,-2.945583482675456e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.31756601420122954,1.67362411058552e-17,0.2734666519809393,1.6719090091195403e-17,0.2397417974681241,2.478769704319272e-19,-0.07782421673310544,-0.03372485451281518,-1.6488364135423272e-17,-1.6471213120763475e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.30091249594141173,3.3251363146587177e-18,0.2723024444166739,3.356387425111137e-17,0.23793899922613676,2.523725916196442e-17,-0.06297349671527497,-0.034363445190537134,2.1912122847305703e-17,-8.32661508914695e-18
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.2896350733208704,2.844758515068107e-17,0.30976378024693996,5.605722228077862e-17,0.248321700719827,7.031303061315997e-17,-0.0413133726010434,-0.06144207952711295,4.1865445462478904e-17,1.425580833238135e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.2807656675187383,1.4754112177353725e-17,0.346035611291542,7.844412864471623e-17,0.2575877169754984,1.2839865887274513e-16,-0.0231779505432399,-0.08844789431604355,1.136445466953914e-16,4.99545302280289e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.2743436957350295,5.623694688277982e-18,0.3602386647226893,9.34310986763798e-17,0.2642600011502902,1.9304765955589064e-16,-0.010083694584739289,-0.09597866357239909,1.8742396486761267e-16,9.961656087951084e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.27053132521797524,2.8070760828763882e-18,0.356149228711945,1.002776949245687e-16,0.2687835902965929,2.5961979666286357e-16,-0.00174773492138236,-0.08736563841535211,2.568127205799872e-16,1.5934210173829487e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.26925000541914124,8.02673673520828e-18,0.3429769213736094,1.0174736843137358e-16,0.2717768937960237,3.254760260865077e-16,0.0025268883768824746,-0.0712000275775857,3.174492893512994e-16,2.237286576551341e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,1.5,0.05,6.0,0.07500000000000001,9.0,0.9500000000000001,0.061099480960332686,0.2702041580837713,1.3427602813144737e-17,0.3264328018688848,1.0028712190854869e-16,0.27373555002517513,3.8944149726990673e-16,0.0035313919414038386,-0.05269725184370966,3.76013894456762e-16,2.8915437536135803e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.3162544916095655,1.0658768971684638e-18,0.302071811530148,4.942046216458292e-18,0.28777050264896026,4.4359556438677475e-18,-0.028483988960605222,-0.014301308881187746,3.3700787466992837e-18,-5.060905725905444e-19
m3c5,3,5,1.525,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.24586510736118844,2.3316807427291582e-17,0.22160502408155314,2.038156541639393e-17,0.20183906531556634,4.0917259107410235e-17,-0.044026042045622105,-0.019765958765986802,1.7600451680118653e-17,2.0535693691016305e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.22601569569561866,7.536538136766118e-18,0.26331445900075556,4.741737476826641e-17,0.19173593811976025,9.688136900478738e-17,-0.03427975757585841,-0.07157852088099531,8.934483086802125e-17,4.946399423652097e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.21595515690365166,6.5364326128870106e-18,0.3293841115429131,8.251926235744589e-17,0.1942809358257215,1.5194103414218713e-16,-0.021674221077930156,-0.13510317571719158,1.4540460152930011e-16,6.942177178474124e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.2104929502051981,1.6646284851330337e-18,0.3524957652212089,1.050511013863755e-16,0.19890384511871184,2.1049711890656902e-16,-0.011589105086486251,-0.15359192010249706,2.0883249042143598e-16,1.0544601752019352e-16
m3c5,3,5,5.225,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.2084536244253171,2.4361006083273724e-18,0.34295139569354444,1.1231080701217485e-16,0.20345854373727493,2.7370461293341566e-16,-0.004995080688042164,-0.1394928519562695,2.712685123250883e-16,1.6139380592124081e-16
m3c5,3,5,6.15,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.20915716642729784,3.355472066673059e-17,0.32228916629617577,1.11463651447543e-16,0.20746473093636172,3.409733985074769e-16,-0.0016924354909361172,-0.11482443535981404,3.074186778407463e-16,2.2950974705993395e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.21201429386691326,9.240142806077399e-18,0.2994063845719289,1.0712890900493139e-16,0.21085548584205166,4.1126094381057656e-16,-0.0011588080248615962,-0.08855089872987726,4.0202080100449917e-16,3.041320348056452e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,2.0,0.05,2.0,0.1,4.0,0.02499999999999991,0.4060058497098381,0.21648318155082846,4.359730649220327e-18,0.27683207659070763,1.0130871230392848e-16,0.21367664503192105,4.835538612229006e-16,-0.0028065365189074154,-0.06315543155878658,4.791941305736803e-16,3.822451489189721e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.32333700318914166,1.3018682717583508e-18,0.3073436171464231,5.310551549671995e-18,0.2849051100179493,5.121368403676496e-18,-0.03843189317119233,-0.022438507128473784,3.819500131918145e-18,-1.8918314599549879e-19
m3c5,3,5,1.525,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.25939895017286874,2.280956467057441e-17,0.23116954781195714,2.1425812685085732e-17,0.2014131032375464,2.0721655652319173e-17,-0.05798584693532233,-0.029756444574410734,-2.0879090182552364e-18,-7.041570327665586e-19
m3c5,3,5,2.45,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.24088108022551422,2.4774116516325024e-17,0.27289229680657867,4.865233632620457e-17,0.19767172056600193,4.647983956070631e-17,-0.04320935965951228,-0.07522057624057674,2.1705723044381286e-17,-2.1724967654982613e-18
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.23119624945345044,6.5785415050721906e-18,0.3348351403640104,8.214987339855283e-17,0.20468469617316326,8.472504406284716e-17,-0.026511553280287176,-0.13015044419084715,7.814650255777498e-17,2.5751706642943364e-18
m3c5,3,5,4.3,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.2260318728714716,5.478008388433753e-18,0.3543611907210543,1.0266155697649456e-16,0.21196748449133945,1.333586077652448e-16,-0.014064388380132159,-0.14239370622971487,1.2788059937681106e-16,3.069705078875024e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.22444881032362876,5.096251009752373e-18,0.34343611544987873,1.0886768527046411e-16,0.21796215131284596,1.8942103011635254e-16,-0.006486659010782797,-0.12547396413703277,1.8432477910660017e-16,8.055334484588843e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.2258023902574829,3.9866588790263464e-18,0.32239841729076224,1.0768580254586755e-16,0.22261631418830008,2.501201610901454e-16,-0.0031860760691828083,-0.09978210310246216,2.4613350221111907e-16,1.4243435854427785e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.22945831919445636,1.9030442255655498e-17,0.2994290507517239,1.0334851759718779e-16,0.22614445208068412,3.1326906293371576e-16,-0.0033138671137722397,-0.07328459867103976,2.9423862067806024e-16,2.0992054533652798e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,2.0,0.05,3.0,0.1,6.0,0.5250000000000001,0.19914827347145578,0.23479437239506512,2.276018892553574e-18,0.27683652746050674,9.766921520626048e-17,0.22878491804662615,3.773518940062621e-16,-0.0060094543484389695,-0.04805160941388059,3.7507587511370856e-16,2.7968267880000165e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.3262904346018498,1.03361326889511e-17,0.30950413604820837,5.461462584158418e-18,0.2806221690364307,1.2199260639574572e-17,-0.045668265565419086,-0.028881967011777643,1.8631279506234726e-18,6.737798055416154e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.26504381335279004,3.300162965342336e-17,0.23505576965542535,2.1850103266389928e-17,0.2016625515115431,8.458324641244445e-18,-0.06338126184124693,-0.03339321814388224,-2.454330501217892e-17,-1.3391778625145483e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.2472433364466839,2.1481713678445354e-17,0.27674449027810777,4.920162783350405e-17,0.20420139450747243,8.064544486379541e-18,-0.04304194193921146,-0.07254309577063534,-1.3417169192065813e-17,-4.113708334712451e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.23775804985210597,2.325786778122542e-17,0.33690014058592527,8.225519018779291e-17,0.2143761216776957,6.017917699812323e-18,-0.02338192817441026,-0.12252401890822956,-1.72399500814131e-17,-7.623727248798059e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.23267050187304866,1.4034562504908118e-18,0.3550285162152116,1.0229562690653584e-16,0.22291304776583726,3.0158418577847762e-18,-0.009757454107211405,-0.13211546844937433,1.6123856072939645e-18,-9.927978504875106e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.23117576515087324,2.776740251670076e-17,0.3436022310239541,1.0835326693757734e-16,0.22915142573702793,1.207899696204435e-19,-0.0020243394138453052,-0.11445080528692617,-2.7646612547080313e-17,-1.082324769679569e-16
m3c5,3,5,6.15,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.23266790148978003,1.2963304201879595e-18,0.3224346888191394,1.0719812116245333e-16,0.2335245731982319,2.934476290249965e-18,0.000856671708451856,-0.0889101156209075,1.6381458700620055e-18,-1.0426364487220336e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.23650778499792027,2.0836852507197234e-17,0.2994363958649586,1.0293875845412898e-16,0.2365318097710964,5.228501364246513e-18,2.4024773176117842e-05,-0.06290458609386224,-1.5608351142950722e-17,-9.771025708988247e-17
m3c5,3,5,8.0,0.5,1.5707963267948966,2.0,0.05,4.0,0.1,8.0,0.95,0.0915781944436709,0.2420443126914776,1.0453386161530546e-17,0.2768379424752144,9.734226734622434e-17,0.2385787113417397,6.964510828186404e-18,-0.003465601349737918,-0.038259231133474736,-3.488875333344142e-18,-9.037775651803794e-17
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.3279098128693496,7.532101271644168e-18,0.31068735520116997,5.544134797694028e-18,0.2778377784179557,2.8036196597782227e-18,-0.05007203445139391,-0.03284957678321426,-4.728481611865945e-18,-2.7405151379158054e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.26832981556815344,1.5233842457465262e-17,0.23737844156702897,2.2111279860906373e-17,0.2059351305494979,3.725393764726209e-17,-0.06239468501865553,-0.03144331101753106,2.2020095189796827e-17,1.5142657786355717e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.25101139165725705,1.5997675458716739e-18,0.279040391405215,4.960400886352941e-17,0.2138931087267772,9.086997942070583e-17,-0.03711828293047986,-0.06514728267843783,8.927021187483415e-17,4.1265970557176415e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.241601761267695,2.6355542150995856e-17,0.33806040501523527,8.25691862724689e-17,0.22593103256786928,1.5071287473799248e-16,-0.01567072869982572,-0.11212937244736598,1.2435733258699662e-16,6.814368846552358e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.23644543752834282,3.87103134969719e-17,0.3553806629262325,1.0256713897215852e-16,0.23471784298794296,2.1227209614240148e-16,-0.0017275945403998627,-0.12066281993828953,1.735617826454296e-16,1.0970495717024296e-16
m3c5,3,5,5.225,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.23483871032008777,1.6356161346371851e-18,0.3436852907391784,1.0871553389125925e-16,0.24051889364727175,2.732724470544502e-16,0.00568018332718398,-0.10316639709190667,2.71636830919813e-16,1.6455691316319094e-16
m3c5,3,5,6.15,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.23621969156258904,1.4755033443647118e-17,0.32245202584747185,1.0767907979211237e-16,0.2442213973415964,3.327888717813443e-16,0.008001705779007356,-0.07823062850587545,3.180338383376972e-16,2.2510979198923195e-16
