case,n_modes,n_cut,beta,g,theta,omega_q,ratio_min,ratio_max,omega_min,omega_max,detune_over_omega_q,tail_fraction,ordered_p00,ordered_coh,best_p00,best_coh,ed_p00,ed_coh,d_ed_ord_p00,d_ed_best_p00,d_ed_ord_coh,d_ed_best_coh
m3c5,3,5,7.075,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.23996551833362637,1.2915644826763275e-17,0.2994397754431167,1.0351521523299453e-16,0.24654872003687958,3.906483291974423e-16,0.006583201703253216,-0.05289105540623709,3.7773268437067905e-16,2.8713311396444777e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,2.0,0.05,5.0,0.1,10.0,0.95,0.0404276819945128,0.2454234699735604,6.559032542408212e-18,0.2768385724884205,9.79825571959359e-17,0.24800154630994573,4.470215122508751e-16,0.002578076336385321,-0.02883702617847475,4.404624797084669e-16,3.4903895505493917e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.3290909261646246,9.356563758858854e-18,0.31155877040884167,5.6050782416339835e-18,0.27690546889901846,3.3955453063125854e-18,-0.05218545726560614,-0.03465330150982321,-5.961018452546269e-18,-2.209532935321398e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.2708451278805888,1.473201751422854e-17,0.23923575216937593,2.2325568090828808e-17,0.21353302466878618,5.168626061379783e-18,-0.057312103211802606,-0.025702727500589745,-9.563391452848757e-18,-1.7156942029449024e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.25389998843013467,1.3113610018817425e-17,0.28086622698897773,4.996795434032452e-17,0.22569077262653964,3.693322063380387e-17,-0.028209215803595034,-0.05517545436243809,2.3819610614986443e-17,-1.3034733706520653e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.2444997588650443,1.9591996102582897e-17,0.33894807471508714,8.295534792271444e-17,0.23855275578911067,8.160457053531088e-17,-0.005947003075933627,-0.10039531892597647,6.201257443272798e-17,-1.350777387403561e-18
m3c5,3,5,4.3,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.23920229482783656,1.6393645695768172e-17,0.3556387551826827,1.0304003891223063e-16,0.24694022426378615,1.307395417982383e-16,0.0077379294359495865,-0.10869853091889653,1.1434589610247012e-16,2.7699502886007676e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.23739082390331007,4.3138594070154803e-19,0.34374372980014845,1.0935111758959543e-16,0.2519843019648358,1.7948581128292562e-16,0.014593478061525722,-0.09175942783531266,1.7905442534222407e-16,7.013469369333019e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.2385490996966252,7.999048742973395e-18,0.32246376865648707,1.084621688917795e-16,0.2549350184292731,2.2590321581734534e-16,0.016385918732647886,-0.067528750227214,2.1790416707437194e-16,1.1744104692556584e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.24207977976817374,1.4565302039845638e-17,0.2994419847134358,1.0440091773251321e-16,0.2566425512194986,2.6967375641987204e-16,0.01456277145132484,-0.04279943349393722,2.551084543800264e-16,1.6527283868735883e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,2.0,0.05,6.0,0.1,12.0,0.95,0.01735126523666451,0.24734161388894352,1.8714173882524922e-17,0.2768389709122935,9.892836526923723e-17,0.2576272968351137,3.111517631372779e-16,0.010285682946170188,-0.019211674077179774,2.9243758925475296e-16,2.1222339786804067e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.28145120140984636,1.7004569260463664e-18,0.26520786441196187,6.200261033859903e-18,0.24639883950291158,2.251088539132087e-17,-0.03505236190693478,-0.018809024909050287,2.0810428465274504e-17,1.6310624357460968e-17
m3c5,3,5,1.525,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.21007811284989128,2.40450268616832e-18,0.20931301019044624,2.6898425421183318e-17,0.16891984195472518,1.3964855481589017e-17,-0.041158270895166105,-0.04039316823572106,1.1560352795420697e-17,-1.29335699395943e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.19220607586144514,2.353259007268484e-18,0.2960155213342843,6.880542445264452e-17,0.166243703859048,1.256155650732781e-18,-0.02596237200239715,-0.12977181747523633,-1.0971033565357029e-18,-6.754926880191175e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.18512088740226249,1.5275484839009642e-19,0.3478904384090891,1.0542122851296056e-16,0.17137060978774507,1.358529564121013e-17,-0.013750277614517414,-0.17651982862134405,1.3432540792820034e-17,-9.183593287175043e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.18339162133596545,1.110632269326475e-17,0.3391910072590184,1.1674215266650342e-16,0.17678490522496043,3.2905021204537605e-17,-0.006606716111005023,-0.16240610203405798,2.1798698511272856e-17,-8.383713146196581e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.18526481864650515,1.7437564582118165e-17,0.3127859424157575,1.150855734009471e-16,0.18145242351436475,5.616062250018601e-17,-0.003812395132140406,-0.13133351890139278,3.872305791806784e-17,-5.892495090076108e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.18968977971454942,1.3754252352258609e-17,0.28435162770196476,1.0875303882917033e-16,0.18529619349167542,8.226991913995604e-17,-0.004393586222874002,-0.09905543421028934,6.851566678769743e-17,-2.6483119689214287e-17
m3c5,3,5,7.075,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.19704684362039115,5.446910043608631e-18,0.2570584776293107,1.0073707133945925e-16,0.18840908594733666,1.1024284238241247e-16,-0.008637757673054497,-0.06864939168197406,1.0479593233880383e-16,9.505771042953215e-18
m3c5,3,5,8.0,0.5,1.5707963267948966,2.5,0.05,2.0,0.125,5.0,0.025,0.2872974951836458,0.21244885498023822,2.2035537945274793e-17,0.23147376335696168,9.219675507391985e-17,0.19090848586693798,1.3930872948790638e-16,-0.021540369113300234,-0.0405652774900237,1.172731915426316e-16,4.7111974413986534e-17
m3c5,3,5,0.6,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.2873700211889362,1.7972381247224934e-17,0.26961250082429994,6.529152325934329e-18,0.2420026185570474,1.3080721145436087e-17,-0.045367402631888765,-0.027609882267252528,-4.891660101788847e-18,6.551568819501758e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.22039096978764375,2.0414643122211325e-17,0.2168929394408513,2.788370177833979e-17,0.17245568391712707,3.185365538981645e-17,-0.04793528587051668,-0.04443725552372424,1.1439012267605127e-17,3.969953611476662e-18
m3c5,3,5,2.45,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.20361436060309268,1.9064601061236022e-18,0.30191096758019187,6.940352916643935e-17,0.17736491571293217,9.248297500970481e-17,-0.02624944489016051,-0.1245460518672597,9.05765149035812e-17,2.307944584326546e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.19707259836269017,1.72185823998641e-17,0.3496972474701032,1.0415660248624013e-16,0.18662003309070418,1.7940265172899758e-16,-0.010452565271985986,-0.16307721437939904,1.6218406932913347e-16,7.524604924275745e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.19584856306444462,3.1734269526583258e-18,0.33952731806283976,1.145321585565647e-16,0.1941881823485245,2.833539353956603e-16,-0.0016603807159201178,-0.14533913571431525,2.8018050844300197e-16,1.688217768390956e-16
m3c5,3,5,5.225,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.19832463808287093,2.6932861501400846e-17,0.31283647067928216,1.127019266228255e-16,0.19983908759573155,3.9691384383111953e-16,0.0015144495128606161,-0.11299738308355062,3.6998098232971867e-16,2.84211917208294e-16
m3c5,3,5,6.15,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.2034594354806011,4.199231304237454e-18,0.2843584192420424,1.0646803513569625e-16,0.20393536646599342,5.145897577948352e-16,0.0004759309853923088,-0.080423052776049,5.103905264905977e-16,4.0812172265913893e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.21178376116547465,2.1074557628004165e-17,0.2570593285447874,9.863525884631807e-17,0.20685974868162005,6.3289340875228345e-16,-0.004924012483854601,-0.050199579863167365,6.118188511242793e-16,5.342581499059654e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,2.5,0.05,3.0,0.125,7.5,0.525,0.11170929281604326,0.23023328623161965,4.957569746428051e-18,0.23147386436865464,9.03002546075133e-17,0.20892913440695224,7.499152992363777e-16,-0.02130415182466741,-0.022544729961702398,7.4495772948994965e-16,6.596150446288645e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.28988839560657137,1.7799289542489166e-17,0.27147121259082596,6.667935100313695e-18,0.2392938435697281,1.016385417210055e-17,-0.050594552036843266,-0.03217736902109786,-7.635435370388616e-18,3.495919071786855e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.2250316976186883,4.561384638298492e-18,0.22029139812068083,2.83464942286516e-17,0.1801915417057962,2.7348779497631785e-17,-0.04484015591289209,-0.040099856414884616,2.278739485933329e-17,-9.977147310198162e-19
m3c5,3,5,2.45,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.2087864708120993,1.7581144279154723e-17,0.30439645742048205,6.988772171420485e-17,0.19115532477274869,3.5766977983438074e-17,-0.01763114603935062,-0.11324113264773336,1.818583370428335e-17,-3.412074373076677e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.2023395191397818,3.4236111626074797e-18,0.3503870724285994,1.0430887305181028e-16,0.2026584742863395,3.8424542580520647e-17,0.00031895514655772006,-0.1477285981422599,3.500093141791317e-17,-6.588433047128963e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.20110308231695245,6.043356354847684e-18,0.3396459945610502,1.1468654314608034e-16,0.21073813523520127,3.711881248358266e-17,0.009635052918248815,-0.12890785932584894,3.107545612873498e-17,-7.756773066249768e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.20357401022430946,3.1936273245435244e-18,0.3128532731643179,1.1299613080748615e-16,0.21605362363579567,3.362615185698709e-17,0.012479613411486207,-0.09679964952852221,3.043252453244356e-17,-7.936997895049906e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.208744873213118,9.740564122519612e-18,0.28436057591284325,1.0688783095461454e-16,0.21946029792065175,2.916672274382125e-17,0.010715424707533755,-0.0649002779921915,1.942615862130164e-17,-7.772110821079329e-17
m3c5,3,5,7.075,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.2172159999592218,2.8115736577659997e-19,0.25705958898349357,9.913889487821e-17,0.22161579205354226,2.442452692022118e-17,0.004399792094320454,-0.03544379692995131,2.414336955444458e-17,-7.471436795798883e-17
m3c5,3,5,8.0,0.5,1.5707963267948966,2.5,0.05,4.0,0.125,10.0,0.95,0.0404276819945128,0.23656825686413632,1.925241717260862e-17,0.23147389467217966,9.085028449397207e-17,0.22297146129293852,1.9725676725096676e-17,-0.013596795571197806,-0.008502433379241142,4.732595524880553e-19,-7.11246077688754e-17
m3c5,3,5,0.6,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.2915612212229779,2.9217334345672083e-18,0.27271980563501386,6.76132978021506e-18,0.2396430106462366,1.8388935541901258e-18,-0.051918210576741286,-0.03307679498877725,-1.0828398803770825e-18,-4.922436226024934e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.2282746888648394,2.1930291518390762e-17,0.22276916517708256,2.870263233119023e-17,0.19209918775579982,1.5003926289591082e-17,-0.03617550110903958,-0.030669977421282746,-6.92636522879968e-18,-1.3698706041599146e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.21234093357421788,3.030590056285772e-17,0.30612682452180484,7.037945610345851e-17,0.2073175565415202,3.298318598742773e-17,-0.0050233770326976734,-0.09880926798028464,2.6772854245700082e-18,-3.739627011603078e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.2058054564631134,4.149579528515634e-18,0.35083341107465116,1.0481975618530563e-16,0.21959824099876332,5.204450605692258e-17,0.013792784535649916,-0.13123517007588784,4.789492652840695e-17,-5.277525012838305e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.20435353974031184,2.367814825781171e-18,0.3397177603174637,1.1540776490034914e-16,0.22716601231775682,7.163099313136108e-17,0.02281247257744498,-0.11255174799970688,6.926317830557991e-17,-4.377677176898806e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.2065863743854157,9.18946204361753e-18,0.31286284393163394,1.1392597521246834e-16,0.23157933118067242,9.1430405034752e-17,0.024992956795256732,-0.08128351275096152,8.224094299113447e-17,-2.249557017771634e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.2115389290138169,1.5955367796519422e-18,0.28436174062176467,1.0795007242683387e-16,0.23409867915606478,1.1129741126695122e-16,0.02255975014224787,-0.05026306146569989,1.0970187448729928e-16,3.3473388401173434e-18
m3c5,3,5,7.075,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.21985882749113453,1.6584395499730343e-17,0.25705972290346674,1.0026401049109009e-16,0.23552499957240658,1.311728715577054e-16,0.01566617208127205,-0.021534723331060157,1.1458847605797507e-16,3.0908861066615306e-17
m3c5,3,5,8.0,0.5,1.5707963267948966,2.5,0.05,5.0,0.125,12.5,0.95,0.013995792487650892,0.23926139652587303,5.44751779255433e-20,0.23147390910243248,9.198724924826065e-17,0.2363306898028051,1.5103594419326398e-16,-0.0029307067230679162,0.004856780700372626,1.5098146901533844e-16,5.904869494500332e-17
m3c5,3,5,0.6,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.29302164612436493,4.6453932383920325e-18,0.2738208535166622,6.843793614684797e-18,0.24240198331630416,3.351597786360898e-18,-0.05061966280806077,-0.03141887020035802,-1.2937954520311343e-18,-3.4921958283238984e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.23114617922071323,3.1973695831439552e-18,0.22502229636267418,2.903375359753649e-17,0.2061257298681049,2.3478899072268787e-17,-0.02502044935260833,-0.018896566494569278,2.0281529489124833e-17,-5.554854525267704e-18
m3c5,3,5,2.45,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.2154464936415281,5.402159565427856e-18,0.3076628129857244,7.087215012625986e-17,0.22399765960861548,5.214702862591175e-17,0.008551165967087382,-0.08366515337710892,4.674486906048389e-17,-1.8725121500348116e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.2087597130710981,2.542561992352645e-18,0.35121830095704437,1.0541509214082118e-16,0.2360307956979881,8.425699603206078e-17,0.027271082626889986,-0.11518750525905627,8.171443403970814e-17,-2.11580961087604e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.20702240449970524,7.617494720540899e-18,0.33977797024239864,1.1626331094314779e-16,0.24259924733671967,1.1676516912214575e-16,0.03557684283701443,-0.09717872290567897,1.0914767440160486e-16,5.018581789979668e-19
m3c5,3,5,5.225,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.2089346993047884,9.844648941935537e-18,0.31287065660109337,1.1500932530688333e-16,0.24602209759233404,1.4855915440970238e-16,0.03708739828754565,-0.06684855900875933,1.3871450546776685e-16,3.3549829102819055e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.21357635021791624,8.330177217227749e-18,0.28436266532029186,1.091715479914465e-16,0.24777913975244917,1.7949259936031662e-16,0.03420278953453293,-0.036583525567842695,1.7116242214308887e-16,7.032105136887012e-17
m3c5,3,5,7.075,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.22163637172504297,1.2461866503621107e-17,0.25705982633912045,1.0154767409992569e-16,0.2486780133005563,2.0973425299840243e-16,0.027041641575513337,-0.00838181303856414,1.972723864947813e-16,1.0818657889847674e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,2.5,0.05,6.0,0.125,15.0,0.95,0.0047012171462565856,0.24076981506859474,2.5854182297289156e-18,0.23147392064663602,9.327849886564614e-17,0.24913828012361186,2.394945475107207e-16,0.008368465055017121,0.01766435947697584,2.369091292809918e-16,1.4621604864507456e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.2491911139032923,6.433246287452678e-18,0.2324336963044803,7.322729792326017e-18,0.21021995538002103,9.809186263610457e-18,-0.038971158523271265,-0.02221374092445927,3.375939976157779e-18,2.4864564712844403e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.17927339392500724,1.0631311953789034e-17,0.21261559949757336,3.529346691774166e-17,0.14609702794958201,1.4438260176298794e-17,-0.033176365975425226,-0.06651857154799135,3.8069482225097606e-18,-2.0855206741442867e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.16428211425395944,9.878511230246673e-18,0.32525202332514674,9.090967652465327e-17,0.1485196237854185,4.169111036696943e-17,-0.015762490468540946,-0.17673239953972825,3.181259913672276e-17,-4.9218566157683837e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.16041520029666312,4.062218182779991e-18,0.3431684330583885,1.189554951836964e-16,0.15473960932497166,8.255203967261907e-17,-0.005675590971691458,-0.18842882373341685,7.848982148983908e-17,-3.6403455511077334e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.16191092429440712,5.5840368873313165e-18,0.31462729521745814,1.2038623178654242e-16,0.160229058925818,1.3311145445244412e-16,-0.0016818653685891083,-0.15439823629164012,1.275274175651128e-16,1.2725222665901697e-17
m3c5,3,5,5.225,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.1667152622309323,1.3874632436201375e-17,0.2807108032847194,1.1311205812539687e-16,0.1646763951391525,1.906143750095493e-16,-0.0020388670917798057,-0.11603440814556693,1.7673974257334793e-16,7.750231688415242e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.1758092864555498,1.3873454167997683e-18,0.24842336253270836,1.0317272245049109e-16,0.16820451950091653,2.526625511861037e-16,-0.007604766954633274,-0.08021884303179183,2.512752057693039e-16,1.4948982873561258e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.19022009079218785,4.908714571832687e-18,0.21865814969327813,9.25590586193711e-17,0.17097735010968784,3.173430244111309e-16,-0.01924274068250001,-0.04768079958359028,3.1243430983929823e-16,2.247839657917598e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,3.0,0.05,2.0,0.15000000000000002,6.0,0.02499999999999991,0.19914827347145578,0.2654652447226986,2.5941467342379576e-17,0.19154535734846617,8.212071129429387e-17,0.1731443529967023,3.832605983535095e-16,-0.0923208917259963,-0.018401004351763867,3.5731913101112992e-16,3.0113988705921566e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.2541051534419584,5.7497111174724725e-18,0.2361259766051721,7.619764793894914e-18,0.20696268019036496,2.14579836944938e-18,-0.04714247325159343,-0.02916329641480714,-3.603912748023092e-18,-5.473966424445534e-18
m3c5,3,5,1.525,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.18730230703175574,1.018179641569152e-17,0.21889824354183046,3.625795115247784e-17,0.1556253813407836,2.6762415689672973e-17,-0.031676925690972135,-0.06327286220104686,1.658061927398145e-17,-9.49553546280487e-18
m3c5,3,5,2.45,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.17314212358711598,6.776695298621781e-18,0.32830876647963886,9.098340267201624e-17,0.1654640321078401,5.809253553801497e-17,-0.007678091479275867,-0.16284473437179875,5.131584023939319e-17,-3.289086713400127e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.16972430814450706,3.0891140448406462e-18,0.3436560329235885,1.1787514504911043e-16,0.17532857423333464,9.245541893313031e-17,0.005604266088827581,-0.16832745869025384,8.936630488828966e-17,-2.5419726115980115e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.171656114982877,5.607537932629276e-18,0.3146788605080861,1.1915082850638363e-16,0.18257886174482593,1.2868871954634496e-16,0.010922746761948932,-0.13209999876326015,1.230811816137157e-16,9.537891039961335e-18
m3c5,3,5,5.225,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.1769828425074605,1.2842451562922888e-18,0.28071539757015895,1.1201705858694416e-16,0.1876512708547317,1.659237136379108e-16,0.01066842834727122,-0.09306412671542724,1.646394684816185e-16,5.3906655050966635e-17
m3c5,3,5,6.15,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.18696061473310752,5.188354541733695e-18,0.24842373400577805,1.0226068483541375e-16,0.19112434023346175,2.0358961335682464e-16,0.004163725500354237,-0.0572993937723163,1.9840125881509093e-16,1.013289285214109e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.2027018584265527,2.515247019401059e-19,0.21865818037714074,9.181639195928225e-17,0.1934746355859375,2.4135547082971554e-16,-0.009227222840615196,-0.025183544791203244,2.411039461277754e-16,1.495390788704333e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,3.0,0.05,3.0,0.15000000000000002,9.0,0.525,0.061099480960332686,0.279743769371129,1.1084470125481395e-17,0.19154535734846617,8.152216242574893e-17,0.1950551160410898,2.7905079572385056e-16,-0.08468865333003919,0.003509758692623627,2.6796632559836916e-16,1.9752863329810162e-16
m3c5,3,5,0.6,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.2565136397209351,1.4676196276144117e-17,0.23794491198678974,7.766411352858567e-18,0.20787585041494025,8.492631460765675e-18,-0.048637789305994855,-0.030069061571849492,-6.183564815378442e-18,7.262201079071072e-19
m3c5,3,5,1.525,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.19147792014945914,2.6207365841176073e-17,0.22220860172066254,3.682684729844957e-17,0.17034429169540333,4.901184469236094e-17,-0.02113362845405581,-0.05186431002525921,2.2804478851184865e-17,1.2184997393911368e-17
m3c5,3,5,2.45,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.17758650385543304,2.015348481286626e-17,0.32974214228132565,9.14966324845599e-17,0.185285458935849,1.119118427981137e-16,0.007698955080415959,-0.14445668334547665,9.175835798524745e-17,2.0415210313553814e-17
m3c5,3,5,3.3750000000000004,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.1740772176600999,4.847662757500047e-18,0.3438584215651169,1.1841253929862224e-16,0.1966440976196068,1.874630032939968e-16,0.022566879959506903,-0.14721432394551012,1.8261534053649676e-16,6.905046399537457e-17
m3c5,3,5,4.3,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.1758567020221694,4.979206506731343e-19,0.3146983072485481,1.1994788716425522e-16,0.20379339513906322,2.671499786165718e-16,0.027936693116893813,-0.11090491210948486,2.6665205796589867e-16,1.4720209145231657e-16
m3c5,3,5,5.225,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.1810631096443667,3.8702465876228075e-18,0.28071700315318826,1.1300667052846393e-16,0.2080960210291946,3.4634294394451834e-16,0.027032911384827912,-0.07262098212399365,3.4247269735689553e-16,2.333362734160544e-16
m3c5,3,5,6.15,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.19107700127020566,8.925862626554787e-18,0.24842385606649742,1.0334392894020677e-16,0.2106353787581242,4.2332655507552026e-16,0.019558377487918527,-0.03778847730837323,4.144006924489655e-16,3.1998262613531347e-16
m3c5,3,5,7.075,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.2071164054135775,2.3417299150828462e-17,0.21865818914396024,9.291933228145469e-17,0.21212169095587083,4.978819745059533e-16,0.00500528554229332,-0.006536498188089407,4.744646753551248e-16,4.0496264222449866e-16
m3c5,3,5,8.0,0.5,1.5707963267948966,3.0,0.05,4.0,0.15000000000000002,12.0,0.9500000000000001,0.01735126523666451,0.2839091099863152,1.968618865702533e-17,0.19154535734846617,8.259595200746523e-17,0.21298921075419308,5.703694307779059e-16,-0.07091989923212211,0.02144385340572691,5.506832421208806e-16,4.877734787704407e-16
