sweep,param_name,param,beta,theta,g,exact_p00,exact_p11,exact_coh,exact_ratio,ordered_p00,ordered_p11,ordered_coh,ordered_ratio,ordered_minus_exact_p00,ordered_minus_exact_p11,ordered_minus_exact_coh,ordered_ratio_over_exact,ordered_trace_distance_exact,compact_ab_p00,compact_ab_p11,compact_ab_coh,compact_ab_ratio,compact_ab_minus_exact_p00,compact_ab_minus_exact_p11,compact_ab_minus_exact_coh,compact_ab_ratio_over_exact,compact_ab_trace_distance_exact,compact_abdiag_p00,compact_abdiag_p11,compact_abdiag_coh,compact_abdiag_ratio,compact_prodassume_p00,compact_prodassume_p11,compact_prodassume_coh,compact_prodassume_ratio,compact_closed_p00,compact_closed_p11,compact_closed_coh,compact_closed_ratio,compact_closed_trace_distance_exact,compact_ab_vs_closed_trace_distance,compact_abdiag_vs_ab_trace_distance,trace_factor_ratio_minus1_abs,delta_diag_expm_maxabs,sigma_plus,sigma_minus,delta_z
angle,theta,0.5609986881410345,2.0,0.5609986881410345,0.5,0.05063755308141771,0.9493624469185824,0.11846075252314064,0.053338483364046944,0.07789089830517801,0.922109101694822,0.19777736697808093,0.08447037141485293,0.0272533452237603,-0.02725334522376044,0.07931661445494029,1.583666540316191,0.08386817128374208,0.09031549457087809,0.909684505429122,0.28662865002919413,0.09928221711138623,0.03967794148946038,-0.039677941489460355,0.1681678975060535,1.8613618320146663,0.17278536046913098,0.0903154945708781,0.909684505429122,0.28662865002919413,0.09928221711138624,0.0903154945708781,0.909684505429122,0.28662865002919413,0.09928221711138624,0.09031549457087815,0.909684505429122,0.2866286500291942,0.09928221711138628,0.17278536046913107,1.1295700899707568e-16,7.376145397762941e-17,0.8318683568130811,1.3322676295501878e-15,33.173044403316425,0.6075855021310881,4.262185225458686
angle,theta,0.6731984257692414,2.0,0.6731984257692414,0.5,0.06455551171513418,0.9354444882848658,0.13391702161703045,0.06901052122664862,0.10465912128694961,0.8953408787130505,0.22800773248070982,0.11689304462160274,0.04010360957181543,-0.04010360957181536,0.09409071086367937,1.6938438160421274,0.10228079668990225,0.12327556158336002,0.87672443841664,0.3287528488548136,0.14060924525612067,0.058720049868225835,-0.058720049868225765,0.19483582723778314,2.0375044668090987,0.20349212228476618,0.1232755615833601,0.87672443841664,0.32875284885481376,0.14060924525612079,0.12327556158336012,0.87672443841664,0.3287528488548137,0.14060924525612079,0.12327556158336009,0.8767244384166399,0.32875284885481376,0.14060924525612079,0.20349212228476632,1.3472894910096233e-16,1.3668035872266426e-16,0.870912365421765,1.7763568394002505e-15,35.89616475443298,0.6574611911327021,5.853496918158547
angle,theta,0.7853981633974483,2.0,0.7853981633974483,0.5,0.08047517039823843,0.9195248296017615,0.14422632628882348,0.08751821354632865,0.13643537767701877,0.8635646223229813,0.2516111534618285,0.15799092986232902,0.055960207278780344,-0.05596020727878026,0.10738482717300502,1.805234858669675,0.12109106451617402,0.1682060903150743,0.8317939096849258,0.37404916129052856,0.20222087269043468,0.08773091991683588,-0.08773091991683568,0.22982283500170508,2.3106147223101967,0.24599847519380114,0.16820609031507427,0.8317939096849258,0.37404916129052856,0.20222087269043465,0.1682060903150743,0.8317939096849257,0.37404916129052845,0.2022208726904347,0.16820609031507422,0.8317939096849257,0.37404916129052823,0.2022208726904346,0.24599847519380091,1.7554167342883506e-16,1.1857187100668868e-16,0.9019509428067802,2.220446049250313e-16,36.81930151543181,0.6743690306920723,7.528816110695962
angle,theta,0.8975979010256552,2.0,0.8975979010256552,0.5,0.09791983211404391,0.902080167885956,0.1480983909449402,0.10854892458562869,0.17294961822940388,0.8270503817705962,0.2659996999356718,0.2091161820869287,0.07502978611535997,-0.07502978611535982,0.11790130899073159,1.9264694043280701,0.1397504471057056,0.22987573827855964,0.7701242617214404,0.4207527543158578,0.29849174958431235,0.13195590616451575,-0.13195590616451558,0.2726543633709176,2.7498360828885735,0.30290718551546253,0.2298757382785598,0.7701242617214402,0.4207527543158579,0.2984917495843127,0.2298757382785597,0.7701242617214404,0.42075275431585774,0.29849174958431246,0.2298757382785595,0.7701242617214404,0.42075275431585746,0.2984917495843122,0.3029071855154622,3.4021815010030383e-16,2.0014830212433607e-16,0.9262803012434981,2.220446049250313e-16,35.89616475443299,0.6574611911327022,9.204135303233372
angle,theta,1.009797638653862,2.0,1.009797638653862,0.5,0.11616240682569463,0.8838375931743055,0.14424419538685995,0.1314295835827677,0.21341216182256545,0.7865878381774346,0.26784981614507963,0.27131383357903505,0.09724975499687082,-0.09724975499687094,0.12360562075821968,2.064328488176144,0.15727639470046423,0.3148411330112301,0.6851588669887698,0.4644525740763993,0.4595155199478584,0.1986787261855355,-0.19867872618553573,0.32020837868953933,3.4962868132232856,0.3768376865729998,0.31484113301122985,0.6851588669887702,0.4644525740763991,0.4595155199478578,0.3148411330112302,0.6851588669887698,0.4644525740763994,0.4595155199478585,0.31484113301122985,0.6851588669887703,0.46445257407639917,0.4595155199478577,0.3768376865729995,3.477763656540197e-16,2.7336071744532853e-16,0.945061865265068,8.881784197001252e-16,33.17304440331642,0.6075855021310881,10.795446995933235
angle,theta,1.121997376282069,2.0,1.121997376282069,0.5,0.1341712245103111,0.865828775489689,0.13160617260841107,0.15496276897753547,0.2561051261092964,0.7438948738907036,0.25330888537584695,0.34427596572862595,0.12193390159898532,-0.12193390159898532,0.12170271276743588,2.2216689079590126,0.1722771797253021,0.430962718574775,0.569037281425225,0.495210918394253,0.7573541007636178,0.29679149406446387,-0.2967914940644639,0.36360474578584195,4.887329426034,0.469354452527089,0.430962718574775,0.5690372814252251,0.49521091839425324,0.7573541007636175,0.4309627185747749,0.569037281425225,0.495210918394253,0.7573541007636176,0.4309627185747753,0.5690372814252247,0.49521091839425346,0.7573541007636188,0.4693544525270896,6.162737906427329e-16,2.2887833992611187e-16,0.9592505183349765,4.440892098500626e-16,28.78648908724743,0.5272429389965112,12.222956175784626
angle,theta,1.2341971139102759,2.0,1.2341971139102759,0.5,0.15061071786297797,0.849389282137022,0.10970810970021005,0.17731648024101357,0.29792637052482024,0.7020736294751797,0.21879168218052383,0.42435203092235324,0.14731565266184227,-0.14731565266184232,0.10908357248031378,2.3931900201580922,0.18330610274688744,0.5837406486136584,0.41625935138634174,0.49293762663125695,1.4023484317397896,0.4331299307506804,-0.4331299307506803,0.3832295169310469,7.9087314942958375,0.5783307008617931,0.5837406486136579,0.4162593513863422,0.49293762663125706,1.4023484317397872,0.5837406486136583,0.41625935138634174,0.49293762663125695,1.4023484317397894,0.5837406486136575,0.41625935138634246,0.4929376266312567,1.4023484317397852,0.5783307008617923,8.082545620880531e-16,4.0412728104402656e-16,0.9695852494698083,8.881784197001252e-16,22.956459006433548,0.4204622133258664,13.41508157175057
angle,theta,1.3463968515384828,2.0,1.3463968515384828,0.5,0.163948014804151,0.8360519851958491,0.0790616992888663,0.1960978715525033,0.334200172662115,0.665799827337885,0.16261177651658215,0.5019529278016959,0.170252157857964,-0.1702521578579641,0.08355007722771585,2.559706149932907,0.189648128543496,0.7645383016564001,0.23546169834359987,0.42428703367897896,3.246975227965696,0.6005902868522491,-0.6005902868522492,0.34522533439011266,16.557932027815763,0.6927403728425476,0.7645383016564001,0.2354616983435999,0.424287033678979,3.2469752279656956,0.7645383016564001,0.23546169834359987,0.42428703367897896,3.246975227965696,0.7645383016564007,0.23546169834359934,0.42428703367897935,3.246975227965706,0.6927403728425483,6.662783593823664e-16,5.721958498152797e-17,0.9766063755822222,6.661338147750939e-16,15.97529621321233,0.2925977565817597,14.312045038595194
angle,theta,1.4585965891666897,2.0,1.4585965891666897,0.5,0.17269506304315504,0.8273049369568449,0.04146834720060022,0.20874414660015914,0.35928738070835187,0.6407126192916481,0.0871242279723991,0.5607621418563111,0.18659231766519682,-0.1865923176651968,0.045655880771798885,2.6863610356961436,0.19209672683499432,0.9296308300521945,0.07036916994780552,0.25576815646863327,13.210768732126919,0.7569357670090394,-0.7569357670090394,0.21429980926803305,63.28689425448468,0.7866868269075555,0.9296308300521945,0.07036916994780548,0.25576815646863316,13.210768732126928,0.9296308300521945,0.07036916994780554,0.25576815646863327,13.210768732126917,0.9296308300521926,0.07036916994780754,0.25576815646863255,13.210768732126514,0.7866868269075533,2.1895371578982894e-15,1.3472894910096233e-16,0.9806790959245248,4.440892098500626e-16,8.19306536083303,0.15006122654081444,14.86886908269765
angle,theta,1.5707963267948966,2.0,1.5707963267948966,0.5,0.17574756292814767,0.8242524370718525,7.920549703655502e-18,0.21322055601374854,0.3683055399373014,0.6316944600626986,2.3645697821500004e-17,0.5830438023799439,0.19255797700915375,-0.1925579770091539,1.5725148117844502e-17,2.7344633804554426,0.19255797700915372,0.9999999999954471,4.552864854339514e-12,1.497268597231606e-16,219641924807.47763,0.8242524370672994,-0.8242524370672996,1.4180631001950508e-16,1030116086899.7783,0.8242524370672994,0.9999999999954471,4.552864854339325e-12,7.486342986158029e-17,219641924807.48676,0.9999999999954471,4.552864854339514e-12,1.4972685972316057e-16,219641924807.47763,0.9999999999954478,4.552270857461692e-12,1.497268597231606e-16,219670584485.61633,0.8242524370673001,6.300653462984016e-16,7.48634298615803e-17,0.9820137900378281,2.7423430946460525e-18,4.509063974771485e-15,8.258638748811495e-17,15.05763222139192
