key,status,error,timestamp,beta,theta,g,n_modes,n_cut,ordered_p00,ordered_coh,analytic_v12_p00,analytic_v12_coh,analytic_raw_p00,analytic_raw_coh,ed_p00,ed_coh,elapsed_s
0.60000000|2|4,ok,,2026-02-20 10:28:16,0.6,1.5707963267948966,0.5,2,4,0.3289834567267669,8.156610498446434e-18,0.311532114333834,5.6034702799387626e-18,0.3628146670590665,9.192920631552487e-18,0.2701964913544802,9.45940515682724e-17,0.07142649999877904
1.63636364|2|4,ok,,2026-02-20 10:28:16,1.6363636363636362,1.5707963267948966,0.5,2,4,0.26815548688013385,2.6436453976995994e-17,0.240523953221148,2.5021546263885314e-17,0.972801763140575,1.1483652441109132e-16,0.20294651614388973,4.671627277698763e-16,0.06627080000180285
2.67272727|2|4,ok,,2026-02-20 10:28:16,2.672727272727273,1.5707963267948966,0.5,2,4,0.25131844995732,6.781485643189281e-18,0.2974074308521526,5.848195118965003e-17,1.0,1.988801725815248e-16,0.21613484835281982,8.664960043865683e-16,0.06598440000379924
3.70909091|2|4,ok,,2026-02-20 10:28:16,3.7090909090909094,1.5707963267948966,0.5,2,4,0.24202339310722554,2.8802007884592675e-18,0.3499473220896542,9.273754169313793e-17,1.0,2.6530009678444767e-16,0.2269580760886141,1.2639765338425548e-15,0.06580469999607885
4.74545455|2|4,ok,,2026-02-20 10:28:16,4.745454545454545,1.5707963267948966,0.5,2,4,0.23737125350971564,4.981764055006539e-18,0.3519784254887074,1.0833393521101265e-16,1.0,3.078285347390561e-16,0.23300741489175172,1.6460733483274282e-15,0.06600299999990966
5.78181818|2|4,ok,,2026-02-20 10:28:16,5.781818181818181,1.5707963267948966,0.5,2,4,0.23668655030233596,1.9701726609029902e-17,0.33137601740716083,1.1057147023875029e-16,0.99999999999416,3.3368012522472636e-16,0.23617058152613396,2.0121872075815802e-15,0.0661409000022104
6.81818182|2|4,ok,,2026-02-20 10:28:16,6.818181818181818,1.5707963267948966,0.5,2,4,0.23923463572067488,5.392509421499473e-18,0.30583547891737073,1.0707271212220035e-16,1.0,3.5010000543401777e-16,0.23778693844933033,2.3663569533772317e-15,0.06658489999972517
7.85454545|2|4,ok,,2026-02-20 10:28:16,7.8545454545454545,1.5707963267948966,0.5,2,4,0.24418073712034483,6.683641832701076e-18,0.2803354010763267,1.0125049343007558e-16,1.0,3.611764057109129e-16,0.23860586978647869,2.712712579072798e-15,0.06614879999688128
8.89090909|2|4,ok,,2026-02-20 10:28:17,8.89090909090909,1.5707963267948966,0.5,2,4,0.24755711768635352,6.018868114348842e-18,0.2559834341408481,9.446848716979176e-17,1.0,3.6904142891002513e-16,0.2390197622876384,3.054276711768747e-15,0.06655319999845233
9.92727273|2|4,ok,,2026-02-20 10:28:17,9.927272727272728,1.5707963267948966,0.5,2,4,1.0,4.062329511621797e-17,0.23303020997572443,8.735315656715337e-17,1.0,3.7485765013012307e-16,0.23922883917800844,3.3929994994912677e-15,0.0668084999997518
10.96363636|2|4,ok,,2026-02-20 10:28:17,10.963636363636363,1.5707963267948966,0.5,2,4,0.5,4.169075744956425e-35,0.2115450507004435,8.023930538406586e-17,1.0,3.793012660793426e-16,0.23933431392469545,3.7300636450677946e-15,0.07868340000277385
12.00000000|2|4,ok,,2026-02-20 10:28:17,12.0,1.5707963267948966,0.5,2,4,0.29049762336767465,1.0359549513228417e-18,0.19154535734846617,7.332132223343288e-17,1.0,3.8278830284259875e-16,0.23938725543011244,4.066161761340826e-15,0.06712829999742098
0.60000000|2|6,ok,,2026-02-20 10:28:17,0.6,1.5707963267948966,0.5,2,6,0.3289834567267669,8.156610498446434e-18,0.311532114333834,5.6034702799387626e-18,0.3628146670590665,9.192920631552487e-18,0.2873777437352421,3.363916478734897e-17,0.0020614000022760592
1.63636364|2|6,ok,,2026-02-20 10:28:17,1.6363636363636362,1.5707963267948966,0.5,2,6,0.26815548688013385,2.6436453976995994e-17,0.240523953221148,2.5021546263885314e-17,0.972801763140575,1.1483652441109132e-16,0.2602559197853139,2.725727003740496e-16,0.001745699999446515
2.67272727|2|6,ok,,2026-02-20 10:28:17,2.672727272727273,1.5707963267948966,0.5,2,6,0.25131844995732,6.781485643189281e-18,0.2974074308521526,5.848195118965003e-17,1.0,1.988801725815248e-16,0.28201652863199,5.553327289550651e-16,0.0017800999994506128
3.70909091|2|6,ok,,2026-02-20 10:28:17,3.7090909090909094,1.5707963267948966,0.5,2,6,0.24202339310722554,2.8802007884592675e-18,0.3499473220896542,9.273754169313793e-17,1.0,2.6530009678444767e-16,0.29336893548196885,8.3413942271389055e-16,0.0018138000014005229
4.74545455|2|6,ok,,2026-02-20 10:28:17,4.745454545454545,1.5707963267948966,0.5,2,6,0.23737125350971564,4.981764055006539e-18,0.3519784254887074,1.0833393521101265e-16,1.0,3.078285347390561e-16,0.29838736704583196,1.1032530488163144e-15,0.0017865000045276247
5.78181818|2|6,ok,,2026-02-20 10:28:17,5.781818181818181,1.5707963267948966,0.5,2,6,0.23668655030233596,1.9701726609029902e-17,0.33137601740716083,1.1057147023875029e-16,0.99999999999416,3.3368012522472636e-16,0.3005763649913249,1.3642817786461354e-15,0.0017513999991933815
6.81818182|2|6,ok,,2026-02-20 10:28:17,6.818181818181818,1.5707963267948966,0.5,2,6,0.23923463572067488,5.392509421499473e-18,0.30583547891737073,1.0707271212220035e-16,1.0,3.5010000543401777e-16,0.30154418816976425,1.6199042937711673e-15,0.0018559999953140505
7.85454545|2|6,ok,,2026-02-20 10:28:17,7.8545454545454545,1.5707963267948966,0.5,2,6,0.24418073712034483,6.683641832701076e-18,0.2803354010763267,1.0125049343007558e-16,1.0,3.611764057109129e-16,0.3019793348096342,1.8722315575774584e-15,0.0017005999980028719
