key,status,error,timestamp,beta,theta,g,n_modes,n_cut,ordered_p00,ordered_coh,analytic_v12_p00,analytic_v12_coh,analytic_raw_p00,analytic_raw_coh,ed_p00,ed_coh,elapsed_s,analytic_scalebound_p00,analytic_scalebound_coh
0.60000000|3|4,ok,,2026-02-20 10:32:41,0.6,1.5707963267948966,0.5,3,4,0.3289834567267669,8.156610498446434e-18,0.311532114333834,5.6034702799387626e-18,0.3628146670590665,9.192920631552489e-18,0.2758592045019687,5.626817340958425e-18,0.0065143000028911,0.36059919708377536,9.037513261387737e-18
1.63076923|3|4,ok,,2026-02-20 10:32:41,1.6307692307692307,1.5707963267948966,0.5,3,4,0.2682899329197803,1.403340444965622e-17,0.2404451903580123,2.4885139145322145e-17,0.97124012970106,1.1423742065123592e-16,0.1792896402313683,8.124606517416985e-18,0.0059070999996038,0.9672635880553893,1.1364367642968988e-16
2.66153846|3|4,ok,,2026-02-20 10:32:41,2.661538461538462,1.5707963267948966,0.5,3,4,0.2514485492639486,1.4641222870092914e-17,0.2966037507833744,5.806010802476528e-17,1.0,1.980405826614873e-16,0.1778342297461936,7.56990037935646e-18,0.005892400004086,1.0,1.9723889570822828e-16
3.69230769|3|4,ok,,2026-02-20 10:32:41,3.692307692307693,1.5707963267948966,0.5,3,4,0.2421348241473871,3.877449823331924e-18,0.3495480863455481,9.232230418945848e-17,1.0,2.6442446803553193e-16,0.1854387084102235,7.701089401917914e-18,0.0061204000012367,1.0,2.6209234485969133e-16
4.72307692|3|4,ok,,2026-02-20 10:32:41,4.723076923076923,1.5707963267948966,0.5,3,4,0.2374274191896352,1.5746197783307328e-17,0.3522742268959858,1.0817420831567945e-16,1.0,3.0711847185682216e-16,0.1920699597202911,8.522342345167894e-18,0.0058846999963861,1.0,3.0295711428709814e-16
5.75384615|3|4,ok,,2026-02-20 10:32:41,5.753846153846154,1.5707963267948966,0.5,3,4,0.2366590190770161,6.974040805869295e-18,0.3320370215145246,1.1060959254574412e-16,0.9999999999944778,3.33131013245545e-16,0.1969780688924299,9.700973252988297e-18,0.0060567999971681,0.9999999999944778,3.273101337341187e-16
6.78461538|3|4,ok,,2026-02-20 10:32:41,6.784615384615385,1.5707963267948966,0.5,3,4,0.2391104485666004,6.78838969289149e-18,0.3066730557697036,1.072332464507517e-16,1.0,3.4966735605918195e-16,0.200461455459567,1.101013398292156e-17,0.0060119999980088,1.0,3.4246812667180093e-16
7.81538462|3|4,ok,,2026-02-20 10:32:41,7.815384615384616,1.5707963267948966,0.5,3,4,0.2439769616788219,4.021467548710236e-18,0.2812808736180651,1.0149335694450267e-16,1.0,3.6082581035047823e-16,0.2028883837702718,1.2325442923901685e-17,0.0059554000035859,1.0,3.5249931069027956e-16
8.84615385|3|4,ok,,2026-02-20 10:32:41,8.846153846153847,1.5707963267948966,0.5,3,4,0.2491658432682009,7.256274840149223e-18,0.2570069925612697,9.477139992076694e-17,1.0,3.687502998060666e-16,0.204562899301431,1.3589606515381596e-17,0.0063292000049841,1.0,3.594945060398117e-16
9.87692308|3|4,ok,,2026-02-20 10:32:41,9.876923076923076,1.5707963267948966,0.5,3,4,0.1372586525968836,8.815521408774453e-18,0.2341117036475777,8.770081789980059e-17,1.0,3.746109960455261e-16,0.2057125886434607,1.4783645789265816e-17,0.0061658000049646,1.0,3.645778628712941e-16
10.90769231|3|4,ok,,2026-02-20 10:32:41,10.907692307692308,1.5707963267948966,0.5,3,4,0.2773849835654745,1.8310705880825248e-17,0.2126669346972161,8.061964910720125e-17,1.0,3.790887822888825e-16,0.2065003345492217,1.5907944442682e-17,0.0060641000018222,0.9999998345444678,3.683951986818434e-16
11.93846154|3|4,ok,,2026-02-20 10:32:41,11.93846153846154,1.5707963267948966,0.5,3,4,0.357638538426593,5.382389204600089e-18,0.1926916091973316,7.372426124913351e-17,1.0,3.8260234362363717e-16,0.2070399026344907,1.6971175340795238e-17,0.0060668000005534,1.0,3.7133981102472023e-16
12.96923077|3|4,ok,,2026-02-20 10:32:41,12.969230769230771,1.5707963267948966,0.5,3,4,0.5,4.894244548200079e-34,0.1741771079684883,6.713168650161785e-17,0.999989783408255,3.85418046211834e-16,0.2074096946375154,1.79844334651128e-17,0.0059764000034192,1.0,3.736633591691978e-16
14.00000000|3|4,ok,,2026-02-20 10:32:41,14.0,1.5707963267948966,0.5,3,4,0.4027216309267352,1.778968326176735e-18,0.1570981737463424,6.091070677931855e-17,1.0,3.877238374401448e-16,0.2076633720786003,1.8958445015401625e-17,0.0063471000030403,1.0,3.7552885644972456e-16
0.60000000|3|5,ok,,2026-02-20 10:32:41,0.6,1.5707963267948966,0.5,3,5,0.3289834567267669,8.156610498446434e-18,0.311532114333834,5.6034702799387626e-18,0.3628146670590665,9.192920631552489e-18,0.2806221690364307,1.2199260639574572e-17,0.0218735999951604,0.36059919708377536,9.037513261387737e-18
1.63076923|3|5,ok,,2026-02-20 10:32:41,1.6307692307692307,1.5707963267948966,0.5,3,5,0.2682899329197803,1.403340444965622e-17,0.2404451903580123,2.4885139145322145e-17,0.97124012970106,1.1423742065123592e-16,0.2005209515602202,8.45011898072991e-18,0.022127599993837,0.9672635880553893,1.1364367642968988e-16
2.66153846|3|5,ok,,2026-02-20 10:32:41,2.661538461538462,1.5707963267948966,0.5,3,5,0.2514485492639486,1.4641222870092914e-17,0.2966037507833744,5.806010802476528e-17,1.0,1.980405826614873e-16,0.2064969054990291,7.735772043433433e-18,0.0213122999994084,1.0,1.9723889570822828e-16
3.69230769|3|5,ok,,2026-02-20 10:32:41,3.692307692307693,1.5707963267948966,0.5,3,5,0.2421348241473871,3.877449823331924e-18,0.3495480863455481,9.232230418945848e-17,1.0,2.6442446803553193e-16,0.2175719573345046,5.046059916936525e-18,0.0217760000014095,1.0,2.6209234485969133e-16
4.72307692|3|5,ok,,2026-02-20 10:32:41,4.723076923076923,1.5707963267948966,0.5,3,5,0.2374274191896352,1.5746197783307328e-17,0.3522742268959858,1.0817420831567945e-16,1.0,3.0711847185682216e-16,0.2260312070550012,1.562899849384185e-18,0.0217142999972566,1.0,3.0295711428709814e-16
5.75384615|3|5,ok,,2026-02-20 10:32:41,5.753846153846154,1.5707963267948966,0.5,3,5,0.2366590190770161,6.974040805869295e-18,0.3320370215145246,1.1060959254574412e-16,0.9999999999944778,3.33131013245545e-16,0.2318464107921834,1.7862558724751868e-18,0.0218116999967605,0.9999999999944778,3.273101337341187e-16
