n_slices,kl_rank,gh_order,ordered_p00,tex_p00,delta_ordered_minus_tex,abs_delta,runtime_s
40,4,4,0.25783015715632535,0.999838502479981,-0.7420083453236557,0.7420083453236557,0.06390770000007251
40,4,5,0.26830291874552603,0.999838502479981,-0.7315355837344549,0.7315355837344549,0.15740490000007412
40,5,4,0.2546550194511134,0.999838502479981,-0.7451834830288675,0.7451834830288675,0.2471811999998863
40,5,5,0.2652630847679112,0.999838502479981,-0.7345754177120698,0.7345754177120698,0.7650725999997121
40,6,4,0.2543149974685861,0.999838502479981,-0.7455235050113949,0.7455235050113949,1.0085830000002716
60,4,4,0.2491612590599483,0.999838502479981,-0.7506772434200326,0.7506772434200326,0.09675000000015643
60,5,4,0.2458965205513308,0.999838502479981,-0.7539419819286501,0.7539419819286501,0.36624639999990904
60,5,5,0.2560330761565294,0.999838502479981,-0.7438054263234515,0.7438054263234515,1.1171884000000318
