lambda,trace_distance_to_tau,trace_distance_to_ultrastrong,coherence_hs_basis,coherence_x_basis,expect_sigma_z,expect_x
0.0,3.469446951953614e-18,0.11238574846349797,0.0,0.22393726166405709,-0.9051482536448666,-0.8770093864462085
0.2,0.03389148891038003,0.07851121970073283,0.06714438340302678,0.15658371989939399,-0.8958658046319716,-0.8846272925893315
0.4,0.06673078159975407,0.045695718030643005,0.13212700054126866,0.09125996982654391,-0.8863215550595092,-0.891456707385388
0.6000000000000001,0.08128828609529458,0.031147178485166516,0.16086079345886076,0.0622490684344358,-0.8815909415522786,-0.8939820113281319
0.8,0.08852348542374916,0.02391172334089602,0.17510089454905578,0.04780319958406238,-0.8789698920766674,-0.894965501323193
1.0,0.09287570355143017,0.019556353837475345,0.18364749775704245,0.039101797068382044,-0.8772702729384085,-0.8954331826997902
1.2000000000000002,0.09584048739349171,0.016587918486876473,0.1894604302530596,0.03316923414453403,-0.8760563052121179,-0.8956950968046251
1.4000000000000001,0.09801267935138139,0.01441227401027003,0.19371464717507378,0.028820237287113283,-0.8751386431111811,-0.8958584727061283
1.6,0.09967940697580066,0.012742457544125601,0.19697622393767358,0.025481944566282534,-0.8744187254440521,-0.8959678625403178
1.8,0.10100069057814348,0.011418455448532091,0.19956014477564943,0.022834778057350853,-0.8738384052554321,-0.89604485534671
2.0,0.1020744805968705,0.010342280303381749,0.201658973000928,0.020682978466472553,-0.8733605679050307,-0.8961011312150778
2.2,0.10296460758471729,0.009450056342065905,0.20339806794702567,0.018898907393518034,-0.8729602494240948,-0.8961435166414428
2.4000000000000004,0.10371459432106786,0.008698218266419432,0.2048628347089814,0.017395497740288854,-0.8726200004526755,-0.8961762342828526
2.6,0.10435518026545554,0.0080559897059971,0.2061135515135002,0.016111234335658378,-0.8723272470266262,-0.8962020141411993
2.8000000000000003,0.1049087086023939,0.007500996400315157,0.20719400593667248,0.01500139186835078,-0.8720726967122596,-0.896222685881746
3.0,0.10539181574562029,0.007016576074379492,0.20813678482233466,0.014032660656783746,-0.8718493331149715,-0.8962395133467899
3.2,0.10581714683524251,0.006590062130354758,0.20896664593110492,0.013179717330658605,-0.8716517591161949,-0.8962533923691094
3.4000000000000004,0.10619448647171667,0.006211652140450732,0.20970273884073667,0.012422963704429078,-0.8714757552127594,-0.8962649723010232
3.6,0.10653152515692368,0.00587364073963755,0.21036010946296665,0.011746993684118632,-0.871317974961862,-0.8962747331506655
3.8000000000000003,0.10683439157445682,0.005569886795105529,0.21095074436935568,0.011139528294332565,-0.8711757303009606,-0.8962830359461106
4.0,0.1071080302191004,0.005295435330949624,0.21148431135480067,0.010590659962058383,-0.8710468372454174,-0.8962901564482492
4.2,0.10735647442456354,0.00504624414207844,0.21196869464704973,0.010092306025790445,-0.8709295030377264,-0.8962963082212249
4.4,0.1075830471287229,0.0048189827415634524,0.21241038831483497,0.009637806816549938,-0.8708222423131511,-0.8963016587350099
4.6000000000000005,0.10779051076340172,0.004610882240080402,0.21281478988352406,0.009221625542710362,-0.8707238139345156,-0.8963063408055236
4.800000000000001,0.10798118071012308,0.00441962170430725,0.21318642251205636,0.008839121093505445,-0.8706331727856246,-0.8963104608541319
5.0,0.1081570122579403,0.004243241048852615,0.21352910523150206,0.00848637388359838,-0.8705494325480271,-0.8963141049592858
5.2,0.10831966801684241,0.004080073500747327,0.21384608488648227,0.008160050825217957,-0.8704718366465776,-0.8963173433481427
5.4,0.10847057072924654,0.003928692688322159,0.2141401394729634,0.00785729953702977,-0.8703997353482014,-0.8963202337734569
5.6000000000000005,0.1086109450425931,0.0037878707868572252,0.21441365985760127,0.007575664658156234,-0.8703325675443518,-0.8963228240800644
5.800000000000001,0.10874185084544383,0.00365654511502552,0.21466871497915105,0.0073130210578511165,-0.8702698461357641,-0.8963251541750761
6.0,0.10886421009100744,0.0035337912555447586,0.21490710430224413,0.007067520089355437,-0.8702111462176569,-0.8963272575576459
6.2,0.1089788285458928,0.0034188012598162336,0.21513040033925654,0.006837546008638687,-0.8701560954546147,-0.8963291625131523
6.4,0.10908641355042384,0.0033108658487339872,0.21533998336882407,0.006621680383242113,-0.8701043661908332,-0.8963308930582161
6.6000000000000005,0.10918758861848525,0.0032093597800579186,0.21553706997125477,0.006418672832570247,-0.8700556689369157,-0.8963324696897496
6.800000000000001,0.10928290551429284,0.0031137297440286702,0.21572273662931238,0.006227416823426379,-0.8700097469642497,-0.896333909986309
7.0,0.10937285430048595,0.003023484291855218,0.21589793936172785,0.0060469295303518375,-0.8699663717921147,-0.8963352290929053
7.2,0.1094578717441517,0.0029381854097016314,0.2160635301458252,0.005876334986243259,-0.8699253393991553,-0.8963364401132762
7.4,0.10953834838558857,0.0028574414329149292,0.21622027072613872,0.005714849912910457,-0.869886467029813,-0.8963375544319047
7.6000000000000005,0.10961463451135545,0.0027809010583445897,0.2163688442810565,0.005561771747389024,-0.8698495904872896,-0.896338581977511
7.800000000000001,0.10968704522468606,0.0027082482613161925,0.21650986532526043,0.005416468477230096,-0.869814561829166,-0.8963395314402136
8.0,0.10975586476842877,0.0026391979618680976,0.2166438881517368,0.005278369974063075,-0.8697812473994935,-0.8963404104533824
