beta,omega_q,theta,n_matsubara,alpha0,delta_x0,delta_z0,eq8_identity_max_abs_global,eq8_identity_max_abs_current_theta,weak_lambda2_slope_model,weak_lambda2_slope_exact,weak_lambda2_ratio_rel_spread,ultrastrong_distance_lambda_min,ultrastrong_distance_lambda_max,ultrastrong_distance_delta,theta0_delta_x_abs,theta0_weak_coherence_hs,theta_pi2_us_mixed_max_abs,pass_eq8_identity,pass_weak_lambda2_scaling,pass_ultrastrong_trend,pass_theta0_no_coherence,pass_theta_pi2_mixed
1.0,3.0,1.57079632679,400,475.2053699405173,6.89464209851243e-10,472.8553623367731,4.440892098500626e-16,1.1102230246251565e-16,1.9999999999992712,0.9433322080599743,2.191297579006041e-12,0.452574126822433,0.017106596981289135,0.43546752984114384,0.0,0.0,1.1185571585378694e-17,1.0,1.0,1.0,1.0,1.0
