lambda,g,g2,d_exact_tau,d_exact_weak,d_exact_hmf,d_exact_hmf_v4,d_exact_hmf_sym,d_exact_hmf_eq67,d_exact_hmf_ord,d_exact_hmf_collapsed_direct,d_sym_eq67,d_sym_ord,d_eq67_ord,d_eq67_collapsed_direct,d_exact_eq67_xonly,d_exact_eq67_zonly,d_exact_us,d_weak_tau,d_us_projector_vs_closed,q_reorg,alpha0,delta_x0,delta_y0,delta_z0,kernel_eff_v4,kernel_base_v4,kernel_scale_v4,delta_sign_x_v4,delta_sign_z_v4,lambda_paper_v4,sym_nonherm_maxabs,eq67_nonherm_maxabs,collapsed_direct_nonherm_maxabs,eq67_xonly_nonherm_maxabs,eq67_zonly_nonherm_maxabs,delta_x_amp_eq67,delta_z_amp_eq67,hx_v4,hy_v4,hz_v4,phi_v4,hx_v4_rot,hy_v4_rot,hx_eq67,hy_eq67,hz_eq67,phi_eq67,hx_eq67_rot,hy_eq67_rot,hx_num_lab,hy_num_lab,hz_num,hx_ord,hy_ord,hz_ord,hx_num_rot,hy_num_rot,exact_bloch_x,exact_bloch_y,exact_bloch_z,exact_coherence_hs,tau_bloch_x,tau_bloch_y,tau_bloch_z,tau_coherence_hs,weak_bloch_x,weak_bloch_y,weak_bloch_z,weak_coherence_hs,hmf_bloch_x,hmf_bloch_y,hmf_bloch_z,hmf_coherence_hs,sym_bloch_x,sym_bloch_y,sym_bloch_z,sym_coherence_hs,eq67_bloch_x,eq67_bloch_y,eq67_bloch_z,eq67_coherence_hs,ord_bloch_x,ord_bloch_y,ord_bloch_z,ord_coherence_hs,collapsed_direct_bloch_x,collapsed_direct_bloch_y,collapsed_direct_bloch_z,collapsed_direct_coherence_hs,eq67_xonly_bloch_x,eq67_xonly_bloch_y,eq67_xonly_bloch_z,eq67_xonly_coherence_hs,eq67_zonly_bloch_x,eq67_zonly_bloch_y,eq67_zonly_bloch_z,eq67_zonly_coherence_hs,us_bloch_x,us_bloch_y,us_bloch_z,us_coherence_hs,res_sym_minus_exact_bloch_x,res_eq67_minus_exact_bloch_x,res_ord_minus_exact_bloch_x,res_sym_minus_ord_bloch_x,res_eq67_minus_ord_bloch_x,res_sym_minus_exact_bloch_y,res_eq67_minus_exact_bloch_y,res_ord_minus_exact_bloch_y,res_sym_minus_ord_bloch_y,res_eq67_minus_ord_bloch_y,res_sym_minus_exact_bloch_z,res_eq67_minus_exact_bloch_z,res_ord_minus_exact_bloch_z,res_sym_minus_ord_bloch_z,res_eq67_minus_ord_bloch_z
0.0,0.0,0.0,1.1102230246251565e-16,6.591949208711867e-17,6.938893903907228e-17,6.938893903907228e-17,6.938893903907228e-17,6.245004513516506e-17,3.469446951953614e-18,6.591949208711867e-17,2.0816681711721685e-17,6.591949208711867e-17,6.591949208711867e-17,1.734723475976807e-17,6.591949208711867e-17,6.591949208711867e-17,0.11238574846349797,6.591949208711867e-17,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.0,275.1428437036148,0.5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,1.5000000000000004,-3.141592653589793,0.0,0.0,-0.0,-0.0,1.5000000000000004,-3.141592653589793,0.0,0.0,-0.0,-0.0,1.5000000000000004,-0.0,-0.0,1.5000000000000009,0.0,0.0,0.0,0.0,-0.9051482536448664,0.0,0.0,0.0,-0.9051482536448666,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448664,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448665,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16
0.01,0.01,0.0001,0.00017193915586531845,0.0014193702965292214,0.0008734379587943841,0.0008734379587943841,0.0008734379587943841,0.0019636498480186436,0.00013474671394804035,0.00011808453235552062,0.0011705854817785875,0.0010058903978815044,0.0020813188377753747,0.0020667967262574163,0.001819390328352672,0.00017840378842970037,0.11221387917230487,0.001590129233405152,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.01375714218518074,275.1428437036148,0.5,-1.0,-1.0,0.0001,1.0842021724855044e-19,0.0029826792292334077,9.75781955236954e-19,0.002984953283705443,0.0,-0.0032977626508924394,0.000842057051009853,0.002324009364058821,-0.0,1.4991621530892927,-0.0,0.002324009364058821,0.0,0.005439503403710782,-0.0,1.491616033982308,-0.0,0.005439503403710782,0.0,-0.0005645926810267799,-0.0,1.4997435648515034,-0.0010068100841959574,-0.0,1.4995393539384332,-0.0005645926810267799,-0.0,0.0003407341740480846,0.0,-0.9051018584305176,0.0003407341740480846,0.0,0.0,-0.9051482536448666,0.0,0.003179296350855861,0.0,-0.9050700319780904,0.003179296350855861,-0.0014029297037979063,0.0,-0.9049959728670698,0.0014029297037979063,-0.0014029297037979063,0.0,-0.9049959728670698,0.0014029297037979063,-0.003295238340484781,0.0,-0.9036174774901737,0.003295238340484781,0.0006076722158619109,0.0,-0.9050648342558235,0.0006076722158619109,0.0005747447611431817,0.0,-0.9050700013707993,0.0005747447611431817,-0.0032977506962926597,0.0,-0.9051482536448665,0.0032977506962926597,0.0,0.0,-0.9049959723146193,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.0017436638778459909,-0.0036359725145328654,0.0002669380418138263,-0.002010601919659817,-0.0039029105563466917,0.0,0.0,0.0,0.0,0.0,0.00010588556344781619,0.0014843809403438657,3.702417469408914e-05,6.886138875372705e-05,0.0014473567656497766
0.02,0.02,0.0004,0.0006846110954212897,0.0056806048443392675,0.0034969647074334295,0.0034969647074334295,0.0034969647074334295,0.007834899689554009,0.0005360032146881067,0.0004768376855759311,0.004660212712528221,0.0040237976307899055,0.00830289830578351,0.00825144360941409,0.007274078525401484,0.0007109665480744059,0.11170141628932317,0.006360516933620601,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.05502856874072296,275.1428437036148,0.5,-1.0,-1.0,0.0004,0.0,0.011902832323874053,3.903127820947816e-18,0.011939163938899938,0.0,-0.013191050603569758,0.003368228204039412,0.009306222444267289,-0.0,1.4966992156417163,-0.0,0.009306222444267289,0.0,0.021465417321081388,-0.0,1.4675317038115512,-0.0,0.021465417321081388,0.0,-0.002247236073799423,-0.0,1.4989823966386033,-0.004004538209830146,-0.0,1.4981772306192649,-0.002247236073799423,-0.0,0.001356698112253022,0.0,-0.9049634844913131,0.001356698112253022,0.0,0.0,-0.9051482536448666,0.0,0.012717185403423443,0.0,-0.9048353669777628,0.012717185403423443,-0.005624262777136163,0.0,-0.9045377689513591,0.005624262777136163,-0.005624262777136163,0.0,-0.9045377689513591,0.005624262777136163,-0.013150146703530086,0.0,-0.8990394600085582,0.013150146703530086,0.002418519261829814,0.0,-0.9048160611860478,0.002418519261829814,0.002301662342361989,0.0,-0.9048348792139868,0.002301662342361989,-0.013190285559103843,0.0,-0.9051482536448666,0.013190285559103843,0.0,0.0,-0.9045377334347878,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.006980960889389185,-0.014506844815783109,0.001061821149576792,-0.008042782038965978,-0.0155686659653599,0.0,0.0,0.0,0.0,0.0,0.00042571553995407463,0.005924024482754975,0.0001474233052652929,0.0002782922346887817,0.005776601177489682
0.03,0.03,0.0009,0.001528713184311548,0.012792941685173703,0.007879500957145895,0.007879500957145895,0.007879500957145895,0.01755267347154861,0.0011946887238809898,0.0010895694658150296,0.01040122067975332,0.009053588416072848,0.018595526405321985,0.0185045747700665,0.016351599099246127,0.0015898945865218052,0.11085766084228511,0.014311163100646349,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.12381427966662666,275.1428437036148,0.5,-1.0,-1.0,0.0009,1.734723475976807e-18,0.02667336397761422,9.107298248878237e-18,0.026856791404270008,0.0,-0.02967986385803195,0.007578513459088677,0.020976587440037844,-0.0,1.492763593098832,-0.0,0.020976587440037844,0.0,0.04729004762368559,-0.0,1.4305828136146757,-0.0,0.04729004762368559,0.0,-0.005015075697795469,-0.0,1.4977403372773983,-0.00892555277022863,-0.0,1.4959717135124837,-0.005015075697795469,-0.0,0.003029441800606986,0.0,-0.9047355329447716,0.003029441800606986,0.0,0.0,-0.9051482536448666,0.0,0.02861366715770275,0.0,-0.9044442586438832,0.02861366715770275,-0.012699937943304726,0.0,-0.9037697409348273,0.012699937943304726,-0.012699937943304726,0.0,-0.9037697409348273,0.012699937943304726,-0.02946850294435796,0.0,-0.8914589004143281,0.02946850294435796,0.00539604259895754,0.0,-0.9044064049315,0.00539604259895754,0.005188694200560139,0.0,-0.9044418059343651,0.005188694200560139,-0.02967115198656422,0.0,-0.9051482536448665,0.02967115198656422,0.0,0.0,-0.9037693333992632,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.01572937974391171,-0.032497944744964945,0.002366600798350554,-0.018095980542262267,-0.0348645455433155,0.0,0.0,0.0,0.0,0.0,0.0009657920099442885,0.013276632530443533,0.0003291280132715624,0.0006366639966727261,0.01294750451717197
0.04,0.04,0.0016,0.0026891773136654713,0.02277134457609576,0.014033439073764494,0.014033439073764494,0.014033439073764494,0.03100878998341645,0.00209530100893569,0.001977841881539921,0.018276869684950695,0.016092217706426264,0.032837172100738575,0.03273700289102485,0.029024457980311884,0.0028026957230311974,0.10969767828133503,0.025442067734482404,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.22011427496289185,275.1428437036148,0.5,-1.0,-1.0,0.0016,1.734723475976807e-18,0.04713799069342871,1.734723475976807e-17,0.047715153253411566,0.0,-0.05276420241427903,0.013472912816157648,0.037382953792377306,-0.0,1.487611176127045,-0.0,0.037382953792377306,0.0,0.08184546292526176,-0.0,1.3845144160276626,-0.0,0.08184546292526176,0.0,-0.008815133169932335,-0.0,1.4960552936288083,-0.0156588178187248,-0.0,1.4930151481586966,-0.008815133169932335,-0.0,0.005329080736138043,0.0,-0.9044218949145861,0.005329080736138043,0.0,0.0,-0.9051482536448666,0.0,0.050868741613693785,0.0,-0.9038967069764519,0.050868741613693785,-0.022684065664796124,0.0,-0.9026860154060748,0.022684065664796124,-0.022684065664796124,0.0,-0.9026860154060748,0.022684065664796124,-0.05207764640058978,0.0,-0.8809560068130932,0.05207764640058978,0.009479554432720314,0.0,-0.9038433507363539,0.009479554432720314,0.009248709338030823,0.0,-0.9038890293999227,0.009248709338030823,-0.052715290629210605,0.0,-0.9051482536448665,0.052715290629210605,0.0,0.0,-0.9026837028160792,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.028013146400934167,-0.05740672713672783,0.004150473696582271,-0.032163620097516436,-0.061557200833310094,0.0,0.0,0.0,0.0,0.0,0.0017358795085112844,0.02346588810149297,0.0005785441782322209,0.0011573353302790634,0.02288734392326075
0.05,0.05,0.0025000000000000005,0.004145789781402041,0.035635887769511314,0.02197065930548072,0.02197065930548072,0.02197065930548072,0.04803912135659049,0.0032155758959519377,0.0031705622559706,0.02811635516913821,0.02512943120564847,0.05084389107071011,0.05081011684854317,0.045240122412639375,0.004332892236680707,0.10824167862609871,0.039753230835128765,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.34392855462951855,275.1428437036148,0.5,-1.0,-1.0,0.0025000000000000005,1.0408340855860843e-17,0.07305582110241393,2.2551405187698492e-17,0.07445548708804828,0.0,-0.08244406627231099,0.021051426275246327,0.058587837049068045,-0.0,1.4816037918776248,-0.0,0.058587837049068045,0.0,0.12400964578847828,-0.0,1.3331135325191146,-0.0,0.12400964578847828,0.0,-0.0135767995287538,-0.0,1.4939767234533479,-0.02405272809253979,-0.0,1.4894277402548,-0.0135767995287538,-0.0,0.008215525674934906,0.0,-0.9040277941271705,0.008215525674934906,0.0,0.0,-0.9051482536448666,0.0,0.07948240877139656,0.0,-0.9031927119754685,0.07948240877139656,-0.03563977820097732,0.0,-0.9012797396842194,0.03563977820097732,-0.03563977820097732,0.0,-0.9012797396842194,0.03563977820097732,-0.08071144236121705,0.0,-0.8676544099190696,0.08071144236121705,0.014584741286221291,0.0,-0.9031373976607275,0.014584741286221291,0.014498935890030144,0.0,-0.9031742039768182,0.014498935890030144,-0.08225778129519627,0.0,-0.9051482536448664,0.08225778129519627,0.0,0.0,-0.9012708105539085,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.04385530387591223,-0.08892696803615195,0.006369215611286385,-0.05022451948719861,-0.09529618364743835,0.0,0.0,0.0,0.0,0.0,0.00274805444295112,0.03637338420810088,0.0008903964664429553,0.0018576579765081647,0.03548298774165792
0.06,0.06,0.0036,0.005873994225280794,0.05141095906099165,0.03169648110503474,0.03169648110503474,0.03169648110503474,0.06841279933493055,0.004526373414267716,0.004702760875047214,0.039689802083310376,0.03614163365403582,0.07235898997243814,0.07252406646617172,0.06490731139267425,0.0061609570801483115,0.10651421357214447,0.0572446524025854,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.4952571186665066,275.1428437036148,0.5,-1.0,-1.0,0.0036,3.469446951953614e-18,0.1040824673401389,3.469446951953614e-17,0.10695668574876484,0.0,-0.1187194554321278,0.030314053836354708,0.08466363890382567,-0.0,1.475211866302586,-0.0,0.08466363890382567,0.0,0.1727624006692679,-0.0,1.2796575126368421,-0.0,0.1727624006692679,0.0,-0.019215003460496545,-0.0,1.4915625328097395,-0.03391955743747489,-0.0,1.4853492233920205,-0.019215003460496545,-0.0,0.01164007551168239,0.0,-0.9035595829058963,0.01164007551168239,0.0,0.0,-0.9051482536448666,0.0,0.11445466863081102,0.0,-0.9023322736409335,0.11445466863081102,-0.05162561225136366,0.0,-0.8995445599126791,0.05162561225136366,-0.05162561225136366,0.0,-0.8995445599126791,0.05162561225136366,-0.11498941407776882,0.0,-0.8517308571094717,0.11498941407776882,0.020605042176329302,0.0,-0.9023019669695597,0.020605042176329302,0.02096012991040591,0.0,-0.9022945037003389,0.02096012991040591,-0.11816482583717065,0.0,-0.9051482536448664,0.11816482583717065,0.0,0.0,-0.8995175276544122,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.06326568776304606,-0.1266294895894512,0.008964966664646912,-0.07223065442769297,-0.1355944562540981,0.0,0.0,0.0,0.0,0.0,0.00401502299321721,0.05182872579642461,0.0012576159363366646,0.0027574070568805453,0.05057110986008795
0.07,0.07,0.004900000000000001,0.00784582174625752,0.0701243365069017,0.04320125579503853,0.04320125579503853,0.04320125579503853,0.0918212403574802,0.005992029470427744,0.006614092363541516,0.05270522344576588,0.049083862169604704,0.09704242244249225,0.09760554114114353,0.0878792735708285,0.008265420302377001,0.10454324641803951,0.07791633243685236,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.6740999670738563,275.1428437036148,0.5,-1.0,-1.0,0.004900000000000001,6.938893903907228e-18,0.13975067901345853,4.5102810375396984e-17,0.14500335019040853,0.0,-0.16159036989372955,0.041260795499482805,0.11568613887957782,-0.0,1.469016473771545,-0.0,0.11568613887957782,0.0,0.22725386720387872,-0.0,1.2267150012517487,-0.0,0.22725386720387872,0.0,-0.025633791008875098,-0.0,1.4888757114277629,-0.04504171957332552,-0.0,1.4809293001645762,-0.025633791008875098,-0.0,0.015547262458568842,0.0,-0.9030245056512087,0.015547262458568842,0.0,0.0,-0.9051482536448666,0.0,0.15578552119193725,0.0,-0.9013153919728466,0.15578552119193725,-0.07067695191289768,0.0,-0.897476635330375,0.07067695191289768,-0.07067695191289768,0.0,-0.897476635330375,0.07067695191289768,-0.15439534733753074,0.0,-0.8334251514959062,0.15439534733753074,0.027414202895513596,0.0,-0.9013531608741194,0.027414202895513596,0.02865544872837014,0.0,-0.9012467756688927,0.02865544872837014,-0.16019845324399246,0.0,-0.9051482536448665,0.16019845324399246,0.0,0.0,-0.8974074493808694,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.08622421437146652,-0.1699426097960996,0.011866940436944754,-0.09809115480841127,-0.18180955023304435,0.0,0.0,0.0,0.0,0.0,0.005547870320833703,0.0695993541553025,0.0016713447770893008,0.0038765255437444024,0.0679280093782132
0.08,0.08,0.0064,0.010030887632197727,0.0918061989153098,0.056449508184047995,0.056449508184047995,0.056449508184047995,0.11786938949971124,0.007571336996059237,0.00894710251223458,0.0668098359926382,0.06387992991978207,0.1244629510536716,0.12569757870340076,0.11393542836243481,0.010624088397722886,0.10235915540260038,0.1017682709379296,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.8804570998515674,275.1428437036148,0.5,-1.0,-1.0,0.0064,6.938893903907228e-18,0.1794545307345412,6.591949208711867e-17,0.1882507598718669,0.0,-0.21105680965711612,0.053891651264630594,0.15172612803237656,-0.0,1.4637096623819332,-0.0,0.15172612803237656,0.0,0.2868080443354911,-0.0,1.1761777162548253,-0.0,0.2868080443354911,0.0,-0.032730047291768455,-0.0,1.4859810225976262,-0.05717980277931202,-0.0,1.4763177636355533,-0.032730047291768455,-0.0,0.019876829311010043,0.0,-0.9024304450975106,0.019876829311010043,0.0,0.0,-0.9051482536448666,0.0,0.20347496645477514,0.0,-0.9001420669712079,0.20347496645477514,-0.09278246953807025,0.0,-0.8950771954949729,0.09278246953807025,-0.09278246953807025,0.0,-0.8950771954949729,0.09278246953807025,-0.19825982098723682,0.0,-0.813048267227429,0.19825982098723682,0.034870209747397275,0.0,-0.9003093324834937,0.034870209747397275,0.037608991493582225,0.0,-0.9000277387507645,0.037608991493582225,-0.20797781922885625,0.0,-0.9051482536448666,0.20797781922885625,0.0,0.0,-0.8949206732187188,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.1126592988490803,-0.21813665029824686,0.014993380436387233,-0.12765267928546753,-0.2331300307346341,0.0,0.0,0.0,0.0,0.0,0.0073532496025376926,0.08938217787008162,0.002121112614016929,0.005232136988520764,0.0872610652560647
0.09,0.09,0.0081,0.012397395251057135,0.11648812907916917,0.07136698226379679,0.07136698226379679,0.07136698226379679,0.14607206449615465,0.009219191684752548,0.011745300915429403,0.08159815510393977,0.08041112468236522,0.15409597671595004,0.1563543182699581,0.14276367050945377,0.013215320672349954,0.09999372988274718,0.12880046790581712,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,1.11432851699964,275.1428437036148,0.5,-1.0,-1.0,0.0081,1.3877787807814457e-17,0.22244198195855383,8.673617379884035e-17,0.23619103199684496,0.0,-0.2671187747222876,0.0682066211317981,0.19283920156390033,-0.0,1.4600916636838244,-0.0,0.19283920156390033,0.0,0.35089073342383853,-0.0,1.1293895112175,-0.0,0.35089073342383853,0.0,-0.0403971153393618,-0.0,1.4829420125697694,-0.0700820308611677,-0.0,1.471655298303316,-0.0403971153393618,-0.0,0.024565720888976805,0.0,-0.9017856663599586,0.024565720888976805,0.0,0.0,-0.9051482536448666,0.0,0.25752300441932474,0.0,-0.8988122986360172,0.25752300441932474,-0.11785638958601709,0.0,-0.892355550898684,0.11785638958601709,-0.11785638958601709,0.0,-0.892355550898684,0.11785638958601709,-0.24575198710578144,0.0,-0.7909861679444167,0.24575198710578144,0.04282055300653764,0.0,-0.8991904620056714,0.04282055300653764,0.04784396911714885,0.0,-0.8986342327491155,0.04784396911714885,-0.2609418192497714,0.0,-0.9051482536448665,0.2609418192497714,0.0,0.0,-0.89203353023001,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.1424221104749939,-0.27031770799475824,0.018254832117560838,-0.16067694259255472,-0.2885725401123191,0.0,0.0,0.0,0.0,0.0,0.00943011546127459,0.11079949841554193,0.0025952043542871728,0.006834911106987418,0.10820429406125476
