sx,sz,d_mean,d_max,d_last
0.12500000000000003,0.75,0.03059437195087693,0.05436767863087208,0.05436767863087208
0.15000000000000002,0.75,0.03077288013897778,0.05213641829025787,0.05213641829025787
0.12500000000000003,0.775,0.03099057829326656,0.05496196106964834,0.05496196106964834
0.15000000000000002,0.775,0.03100476629891996,0.052459420628818525,0.052459420628818525
0.15000000000000002,0.8,0.031250452725881304,0.05282197934379661,0.05282197934379661
0.12500000000000003,0.8,0.031387165873397606,0.05556501748443541,0.05556501748443541
0.15000000000000002,0.825,0.031507757894576494,0.05321723853723823,0.05321723853723823
0.15000000000000002,0.85,0.03177472583755345,0.05363917589536481,0.05363917589536481
0.12500000000000003,0.825,0.031782868128962645,0.05617264077298735,0.05617264077298735
0.10000000000000003,0.75,0.03192557455675616,0.058708581730923325,0.058708581730923325
0.15000000000000002,0.875,0.03204960998160137,0.054082528221571016,0.054082528221571016
0.12500000000000003,0.85,0.032176620021175543,0.05678135046537934,0.05678135046537934
0.17500000000000002,0.75,0.032204318183694215,0.05173795398255705,0.05173795398255705
0.17500000000000002,0.775,0.032246131668086014,0.05173650301918088,0.05173650301918088
0.17500000000000002,0.8,0.03231254570597762,0.051800084156299595,0.051800084156299595
0.15000000000000002,0.9,0.03233085653903261,0.054542717024896686,0.054542717024896686
0.17500000000000002,0.825,0.03240113814108766,0.05192099577854041,0.05192099577854041
0.10000000000000003,0.775,0.032423210764443905,0.05946192360789073,0.05946192360789073
0.17500000000000002,0.85,0.03250964104585817,0.05209215282138864,0.05209215282138864
0.12500000000000003,0.875,0.03256753153708375,0.057388285747149756,0.057388285747149756
0.15000000000000002,0.925,0.03261708797682089,0.05501577648056302,0.05501577648056302
0.17500000000000002,0.875,0.03263594167786208,0.05230708030145584,0.05230708030145584
0.17500000000000002,0.9,0.03277808098369691,0.0525598959170653,0.0525598959170653
0.15000000000000002,0.95,0.03290708694964303,0.05549828531246205,0.05549828531246205
0.10000000000000003,0.8,0.03290961569478339,0.06019704647243043,0.06019704647243043
0.17500000000000002,0.925,0.03293425008164914,0.052845284376526906,0.052845284376526906
0.12500000000000003,0.9,0.03295486414700295,0.05799111199358847,0.05799111199358847
0.17500000000000002,0.95,0.0331027851470875,0.053158465878555265,0.053158465878555265
0.15000000000000002,0.975,0.03319978096683968,0.05598730353897381,0.05598730353897381
0.17500000000000002,0.975,0.03328216109628574,0.05349516084920053,0.05349516084920053
0.12500000000000003,0.925,0.033338010036412645,0.058587939779281534,0.058587939779281534
0.10000000000000003,0.825,0.03338470436484794,0.06091309554207777,0.06091309554207777
0.17500000000000002,1.0,0.0334709844229772,0.05385155268445311,0.05385155268445311
0.15000000000000002,1.0,0.033494227968772834,0.05648031456086615,0.05648031456086615
0.17500000000000002,1.025,0.03366798549385151,0.054224249894834334,0.054224249894834334
0.12500000000000003,0.95,0.033716473888711955,0.05917725515098378,0.05917725515098378
0.15000000000000002,1.025,0.03378960291365299,0.05697517273274087,0.05697517273274087
0.10000000000000003,0.85,0.03384847680514162,0.0616095585871964,0.0616095585871964
0.17500000000000002,1.05,0.03387201055933606,0.054610248721989885,0.054610248721989885
0.17500000000000002,1.075,0.034082013687819435,0.05500689701093945,0.05500689701093945
0.15000000000000002,1.05,0.03408518541924444,0.0574700563244956,0.0574700563244956
0.12500000000000003,0.975,0.034089856977123155,0.0597578599037164,0.0597578599037164
0.2,0.9,0.034102529016164354,0.05188421440057412,0.05188421440057412
0.2,0.875,0.03410955717355824,0.05186976276812534,0.05186976276812534
0.2,0.925,0.0341164633594072,0.051947497161996356,0.051947497161996356
0.2,0.85,0.03413938216925985,0.05201609297676413,0.051909726906019124
0.2,0.95,0.03414961883532463,0.05205440663438382,0.05205440663438382
0.2,0.825,0.03419392767706009,0.05227921325693158,0.052010064142679543
0.2,0.975,0.03420034917630959,0.05220011895959152,0.05220011895959152
0.2,1.0,0.03426710398598998,0.05238018511514432,0.05238018511514432
0.2,0.8,0.03427520146368714,0.05261396869329209,0.0521770887275145
0.17500000000000002,1.1,0.03429704878717979,0.055411859880561874,0.055411859880561874
0.10000000000000003,0.875,0.03430100088056244,0.062286194162672746,0.062286194162672746
0.2,1.025,0.03434842831596575,0.052590520288679374,0.052590520288679374
0.15000000000000002,1.075,0.03438034846214767,0.05796342562442727,0.05796342562442727
0.2,0.775,0.03438528848091853,0.05301447199116413,0.052417447021918424
0.2,1.05,0.03444296122423642,0.052827389463229665,0.052827389463229665
0.12500000000000003,1.0,0.034457843322537283,0.06032882063215417,0.06032882063215417
0.17500000000000002,1.125,0.03451626183828709,0.05582308753903294,0.05582308753903294
0.2,0.75,0.03452634230399349,0.053488525881189145,0.05273808317018905
0.2,1.075,0.03454943349142103,0.05308739023229976,0.05308739023229976
0.2,1.1,0.03466666466361549,0.05336743374299659,0.05336743374299659
0.15000000000000002,1.1,0.0346745481078242,0.05845398584138782,0.05845398584138782
0.17500000000000002,1.15,0.03473888343152951,0.056238785436895866,0.056238785436895866
0.10000000000000003,0.9,0.0347423981430401,0.06294297337064844,0.06294297337064844
0.2,1.125,0.03479355957822186,0.053664724532591614,0.053664724532591614
0.07500000000000001,0.75,0.03479470573047639,0.06518395009915454,0.06518395009915454
0.12500000000000003,1.025,0.03482018768316655,0.06088942540836724,0.06088942540836724
0.2,1.15,0.034929104513310646,0.05397673989019874,0.05397673989019874
0.17500000000000002,1.175,0.03496422166934246,0.05665738683309149,0.05665738683309149
0.15000000000000002,1.125,0.034967314224620134,0.0589406544135605,0.0589406544135605
