lambda,d_exact_tau,d_exact_weak,d_exact_hmf,d_exact_hmf_ordered,d_hmf_vs_ordered,d_exact_us,d_weak_tau,d_us_projector_vs_closed,alpha0,delta_x0,delta_y0,delta_z0,exact_bloch_x,exact_bloch_y,exact_bloch_z,exact_coherence_hs,tau_bloch_x,tau_bloch_y,tau_bloch_z,tau_coherence_hs,weak_bloch_x,weak_bloch_y,weak_bloch_z,weak_coherence_hs,hmf_bloch_x,hmf_bloch_y,hmf_bloch_z,hmf_coherence_hs,hmf_ordered_bloch_x,hmf_ordered_bloch_y,hmf_ordered_bloch_z,hmf_ordered_coherence_hs,us_bloch_x,us_bloch_y,us_bloch_z,us_coherence_hs
0.0,1.1102230246251565e-16,6.591949208711867e-17,1.1449174941446927e-16,6.938893903907228e-18,1.1449174941446927e-16,0.11238574846349797,6.591949208711867e-17,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.0,0.0,-0.9051482536448664,0.0,0.0,0.0,-0.9051482536448666,0.0,0.0,0.0,-0.9051482536448665,0.0,0.0,0.0,-0.9051482536448666,0.0,0.0,0.0,-0.9051482536448664,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
0.16666666666666666,0.033319088989630936,0.334104591399662,0.12955094842139595,0.019124904864818767,0.11115044941070637,0.07908294621503133,0.36708854524604934,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.0660084182025491,0.0,-0.8960084784401273,0.0660084182025491,0.0,0.0,-0.9051482536448666,0.0,0.7069938398752582,0.0,-0.7072197044613773,0.7069938398752582,0.3236071260807205,0.0,-0.923877792156638,0.3236071260807205,0.10384318315424526,0.0,-0.8903890028949026,0.10384318315424526,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
0.3333333333333333,0.0681039607200353,0.5339480120022494,0.23297373702411509,0.01717621986060878,0.21579775212154267,0.044322131913304384,0.5938843263334979,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.1348330191862042,0.0,-0.8858439846828692,0.1348330191862042,0.0,0.0,-0.9051482536448666,0.0,0.9742077221682129,0.0,-0.22565308344408241,0.9742077221682129,0.5936629851707482,0.0,-0.8047137752257978,0.5936629851707482,0.1686903954491074,0.0,-0.8800329445529025,0.1686903954491074,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
0.5,0.08338671757229087,0.5739651465393603,0.2313668075150061,0.011356372013109472,0.22001137345015498,0.02904803458109548,0.6438780943022155,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.16498953724202722,0.0,-0.8808206711388772,0.16498953724202722,0.0,0.0,-0.9051482536448666,0.0,0.9960384853825722,0.0,-0.08892320077905158,0.9960384853825722,0.6179494675283997,0.0,-0.7862178168811537,0.6179494675283997,0.1872790007596684,0.0,-0.8764562058455925,0.1872790007596684,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
0.6666666666666666,0.09055886051694542,0.5865384739356327,0.22446012789146713,0.008718833622685052,0.2157413077485768,0.02187476557391407,0.6610455792725495,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.17909805736136603,0.0,-0.8781757728191222,0.17909805736136603,0.0,0.0,-0.9051482536448666,0.0,0.9992225893488396,0.0,-0.039423558122021696,0.9992225893488396,0.6184211377563762,0.0,-0.7858468657290102,0.6184211377563762,0.1961567279113223,0.0,-0.8745599744248104,0.1961567279113223,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
0.8333333333333333,0.09468601397978667,0.5916652900623095,0.22032905893018467,0.007391821941921187,0.21293767489632592,0.01774385531794837,0.6688834570756288,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.18719737246324866,0.0,-0.8765316725007609,0.18719737246324866,0.0,0.0,-0.9051482536448666,0.0,0.9998656542394557,0.0,-0.016391262071757506,0.9998656542394557,0.6184230348338352,0.0,-0.7858453728227386,0.6184230348338352,0.20163118210646866,0.0,-0.8733346010802951,0.20163118210646866,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
1.0,0.09743068924903324,0.59402647355639,0.21757988433676356,0.006564407052722061,0.21101640036065464,0.014995242711962892,0.67310728508348,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.192575174913842,0.0,-0.8753865528018387,0.192575174913842,0.0,0.0,-0.9051482536448666,0.0,0.9999925246749815,0.0,-0.0038665998185118955,0.9999925246749815,0.6184230364069467,0.0,-0.7858453715847744,0.6184230364069467,0.2053766819022177,0.0,-0.8724732765290015,0.2053766819022177,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
1.1666666666666665,0.09941787674784153,0.5951738561648185,0.21558893798209733,0.005971587146705454,0.20961865890318626,0.013004509762481076,0.6756417800999484,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.19646464392163243,0.0,-0.8745328889248078,0.19646464392163243,0.0,0.0,-0.9051482536448666,0.0,0.9999932043451727,0.0,0.00368663308097944,0.9999932043451727,0.6184230364072163,0.0,-0.7858453715845622,0.6184230364072163,0.20809926113314392,0.0,-0.8718356506067515,0.20809926113314392,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
1.3333333333333333,0.10093346825154209,0.5957319010326673,0.2140702346224228,0.005513796990469684,0.20855803392465655,0.01148583748960377,0.6772816035224338,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.19942877969557157,0.0,-0.8738685176761056,0.19942877969557157,0.0,0.0,-0.9051482536448666,0.0,0.9999631163069467,0.0,0.008588715020283133,0.9999631163069467,0.6184230364072161,0.0,-0.7858453715845625,0.6184230364072161,0.21016390671819749,0.0,-0.8713456469270309,0.21016390671819749,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
1.5,0.10213083549936551,0.59598404058746,0.21287027427044475,0.005144702771531157,0.20772738024213022,0.010285810549819165,0.678403458538879,4.440892098500626e-16,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,0.20176915339034937,0.0,-0.8733356935571355,0.20176915339034937,0.0,0.0,-0.9051482536448666,0.0,0.999928605403798,0.0,0.011949229900511671,0.999928605403798,0.6184230364072163,0.0,-0.7858453715845625,0.6184230364072163,0.21178011194769503,0.0,-0.8709581790581872,0.21178011194769503,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067
