sx,sz,scale,d_mean,d_max,d_last
1,-1,0.7708333333333333,0.07602943122538455,0.11873312721351557,0.07085300365203581
1,-1,0.7916666666666666,0.07615468772497314,0.12006933186087482,0.07085300365203587
1,-1,0.8125,0.07627354895488299,0.12129892885920623,0.07085300365203587
1,-1,0.8333333333333333,0.07638649081770002,0.12254775264057086,0.07085300365203587
1,-1,0.8541666666666666,0.07649394335914064,0.12367529015806975,0.07085300365203587
1,-1,0.875,0.07659629612794361,0.12487614332096614,0.07085300365203587
1,-1,0.8958333333333333,0.07669390280714145,0.12590968503867694,0.07085300365203578
1,-1,0.9166666666666666,0.07678708522847522,0.12703524933135116,0.07085300365203592
1,-1,0.9375,0.0768761368628333,0.1280670552426958,0.07085300365203587
1,-1,0.9583333333333333,0.0769613258641492,0.12897979419585867,0.07085300365203581
1,-1,0.9791666666666666,0.0770428977315285,0.13003855007390813,0.07085300365203584
1,-1,1.0,0.07712107764395922,0.1309640247750548,0.07085300365203587
1,-1,1.0208333333333333,0.07719607251336567,0.1317693948448147,0.07085300365203576
1,-1,1.0416666666666665,0.07726807279465556,0.13273340248178084,0.0708530036520358
1,-1,1.0625,0.07733725408550482,0.13360121630464833,0.0708530036520359
1,-1,1.0833333333333333,0.07740377854370906,0.13436260013369897,0.07085300365203584
1,-1,1.1041666666666665,0.07746779614582099,0.13511263836359308,0.07085300365203577
1,-1,1.125,0.07752944580735137,0.135963103472612,0.07085300365203581
1,-1,1.1458333333333333,0.07758885638191616,0.13671642501883424,0.0708530036520359
1,-1,1.1666666666666665,0.077646147554273,0.13738141131235404,0.07085300365203587
1,-1,1.1875,0.07770143064012601,0.13798425228668632,0.07085300365203587
1,-1,1.2083333333333333,0.07775480930382898,0.13876250173831772,0.0708530036520359
1,-1,1.2291666666666665,0.07780638020362812,0.13945714845434676,0.07085300365203592
1,-1,1.25,0.07785623357281768,0.1400753243986559,0.07085300365203592
1,-1,1.2708333333333333,0.07790445374409675,0.14062383146659863,0.07085300365203587
1,-1,1.2916666666666665,0.07795111962348548,0.14113155527152102,0.07085300365203592
1,-1,1.3125,0.0779963051193616,0.14181191249932082,0.07085300365203595
1,-1,1.3333333333333333,0.07804007953148835,0.1424232769798684,0.07085300365203591
1,-1,1.3541666666666665,0.07808250790431277,0.14297124207215176,0.07085300365203585
1,-1,1.375,0.0781236513482983,0.14346114491230294,0.07085300365203592
1,-1,1.3958333333333333,0.07816356733261019,0.14389804837125347,0.07085300365203584
1,-1,1.4166666666666665,0.07820230995208567,0.14432821928031891,0.07085300365203584
1,-1,1.4375,0.07823993017108238,0.14490926771652868,0.07085300365203587
1,-1,1.4583333333333333,0.07827647604650531,0.1454348420879389,0.07085300365203581
1,-1,1.4791666666666665,0.07831199293205439,0.1459092131998091,0.07085300365203587
1,-1,1.5,0.07834652366550983,0.14633645704345066,0.0708530036520359
1,-1,1.5208333333333333,0.07838010874067443,0.14672044504393872,0.07085300365203584
1,-1,1.5416666666666665,0.07841278646541763,0.14706483771946494,0.0708530036520358
1,-1,1.5625,0.07844459310711327,0.14738524944323422,0.07085300365203587
1,-1,1.5833333333333333,0.07847556302662767,0.14788149817293766,0.0708530036520359
1,-1,1.6041666666666665,0.07850572880189498,0.14833353801925137,0.07085300365203587
1,-1,1.625,0.07853512134201068,0.1487445666479965,0.07085300365203587
1,-1,1.6458333333333333,0.07856376999268107,0.14911763973346207,0.07085300365203587
1,-1,1.6666666666666665,0.07859170263378194,0.14945566588365178,0.07085300365203588
1,-1,1.6875,0.07861894576970709,0.1497614034791825,0.07085300365203587
1,-1,1.7083333333333333,0.07864552461311937,0.15003745922356568,0.0708530036520359
1,-1,1.7291666666666665,0.0786714631626601,0.15028628820560838,0.07085300365203587
1,-1,1.75,0.07869678427511818,0.1505872147188379,0.0708530036520359
1,-1,1.7708333333333333,0.07872150973251438,0.15098601684104868,0.07085300365203591
1,-1,1.7916666666666665,0.07874566030451359,0.1513516233217066,0.07085300365203581
1,-1,1.8125,0.07876925580653998,0.15168630552129647,0.07085300365203592
1,-1,1.8333333333333333,0.07879231515393623,0.15199223380563853,0.07085300365203588
1,-1,1.8541666666666665,0.07881485641247703,0.1522714757413632,0.07085300365203584
1,-1,1.875,0.07883689684552031,0.15252599524691463,0.07085300365203592
1,-1,1.8958333333333333,0.0788584529580537,0.15275765259687077,0.07085300365203576
1,-1,1.9166666666666665,0.07887954053787256,0.15296820518018958,0.07085300365203578
1,-1,1.9375,0.07890017469410458,0.15315930891683976,0.07085300365203591
1,-1,1.9583333333333333,0.0789203698932787,0.15333252024192673,0.07085300365203583
1,-1,1.9791666666666665,0.07894013999311862,0.15359952412716793,0.07085300365203584
1,-1,2.0,0.07895949827422663,0.1539158119743545,0.0708530036520359
1,-1,2.020833333333333,0.07897845746980989,0.15420776317030271,0.07085300365203595
1,-1,2.0416666666666665,0.07899702979358855,0.15447693399298285,0.0708530036520358
1,-1,2.0625,0.07901522696601437,0.15472481301396485,0.07085300365203584
1,-1,2.083333333333333,0.07903306023891775,0.15495282073162767,0.07085300365203581
1,-1,2.1041666666666665,0.07905054041869172,0.1551623096470432,0.07085300365203587
1,-1,2.125,0.07906767788811386,0.15535456473522002,0.0708530036520359
1,-1,2.145833333333333,0.07908448262689781,0.15553080426609645,0.07085300365203587
1,-1,2.1666666666666665,0.07910096423106026,0.15569218093167478,0.07085300365203587
1,-1,2.1875,0.07911713193118221,0.15583978323793946,0.07085300365203587
1,-1,2.208333333333333,0.0791329946096372,0.15597463712261456,0.07085300365203584
1,-1,2.2291666666666665,0.0791485608168545,0.15609770776235476,0.07085300365203587
1,-1,2.25,0.0791638387866792,0.15620990153556916,0.07085300365203587
1,-1,2.270833333333333,0.07917883645088754,0.1564620820999962,0.0708530036520358
1,-1,2.2916666666666665,0.07919356145291097,0.15670463145189484,0.07085300365203584
1,-1,2.3125,0.07920802116081882,0.1569301006438698,0.07085300365203591
1,-1,2.333333333333333,0.07922222267960612,0.15713950070574567,0.0708530036520359
1,-1,2.3541666666666665,0.07923617286282905,0.1573338001588491,0.07085300365203587
1,-1,2.375,0.07924987832362872,0.15751392519659707,0.07085300365203587
1,-1,2.395833333333333,0.07926334544517975,0.15768076004742987,0.07085300365203584
1,-1,2.4166666666666665,0.0792765803905991,0.15783514750051267,0.07085300365203592
1,-1,2.4375,0.07928958911234668,0.1579778895754511,0.07085300365203595
1,-1,2.458333333333333,0.07930237736114851,0.15810974831817035,0.07085300365203591
1,-1,2.4791666666666665,0.07931495069446992,0.1582314467060642,0.0708530036520359
1,-1,2.5,0.07932731448456554,0.1583436696465102,0.0708530036520359
1,-1,2.520833333333333,0.0793394739261301,0.15844706505386924,0.07085300365203584
1,-1,2.5416666666666665,0.07935143404357331,0.15854224499110653,0.07085300365203587
1,-1,2.5625,0.07936319969793995,0.15862978686319917,0.07085300365203592
1,-1,2.583333333333333,0.07937477559349514,0.15871023465050707,0.07085300365203581
1,-1,2.6041666666666665,0.07938616628399392,0.15878410017127087,0.07085300365203581
1,-1,2.625,0.07939737617865217,0.15887521213903422,0.07085300365203591
1,-1,2.645833333333333,0.0794084095478356,0.15906979591279455,0.0708530036520359
1,-1,2.6666666666666665,0.07941927052848226,0.15925217125181917,0.07085300365203592
1,-1,2.6875,0.07942996312927281,0.15942298524410964,0.07085300365203584
1,-1,2.708333333333333,0.07944049123556239,0.15958286015989626,0.07085300365203584
1,-1,2.7291666666666665,0.07945085861408652,0.1597323936328075,0.07085300365203581
1,-1,2.75,0.07946106891745335,0.15987215891514273,0.07085300365203584
1,-1,2.770833333333333,0.07947112568843318,0.1600027051998186,0.07085300365203587
1,-1,2.7916666666666665,0.07948103236405608,0.16012455800186678,0.07085300365203584
1,-1,2.8125,0.07949079227952742,0.16023821959267828,0.07085300365203587
1,-1,2.833333333333333,0.07950040867197064,0.16034416948052943,0.07085300365203584
1,-1,2.8541666666666665,0.07950988468400627,0.16044286493126989,0.07085300365203581
1,-1,2.875,0.07951922336717543,0.16053474152340091,0.07085300365203587
1,-1,2.895833333333333,0.07952842768521534,0.1606202137321267,0.07085300365203584
1,-1,2.9166666666666665,0.07953750051719485,0.16069967553731557,0.0708530036520358
1,-1,2.9375,0.07954644466051629,0.16077350105064997,0.07085300365203578
1,-1,2.958333333333333,0.0795552628337907,0.16084204515759676,0.07085300365203587
1,-1,2.9791666666666665,0.07956395767959229,0.16090564417015335,0.07085300365203591
1,-1,3.0,0.07957253176709835,0.16096461648666122,0.0708530036520359
-1,1,0.5,0.34736202236295,0.37255630031887554,0.37255630031887554
-1,1,0.5208333333333334,0.3478825702386051,0.37255630031887566,0.37255630031887566
-1,1,0.5416666666666666,0.34836313102510064,0.37255630031887566,0.37255630031887566
-1,1,0.5625,0.3488081417960365,0.37255630031887554,0.37255630031887554
-1,1,0.5833333333333334,0.34922140643917,0.37255630031887566,0.37255630031887566
-1,1,0.6041666666666666,0.3496062047460927,0.37255630031887554,0.37255630031887554
-1,1,0.625,0.34996537969313607,0.37255630031887577,0.37255630031887577
-1,1,0.6458333333333333,0.35030140783717084,0.37255630031887543,0.37255630031887543
-1,1,0.6666666666666666,0.3506164565190928,0.37255630031887566,0.37255630031887566
-1,1,0.6875,0.3509124306726149,0.37255630031887577,0.37255630031887577
-1,1,0.7083333333333333,0.35119101137777764,0.37255630031887554,0.37255630031887554
-1,1,0.7291666666666666,0.35145368780964426,0.37255630031887577,0.37255630031887577
-1,1,0.75,0.3517017838659309,0.37255630031887566,0.37255630031887566
-1,1,0.7708333333333333,0.35193648047981074,0.37255630031887566,0.37255630031887566
-1,1,0.7916666666666666,0.35215883441234064,0.37255630031887566,0.37255630031887566
-1,1,0.8125,0.35236979415603803,0.37255630031887566,0.37255630031887566
-1,1,0.8333333333333333,0.3525702134548714,0.37255630031887554,0.37255630031887554
-1,1,0.8541666666666666,0.3527608628473736,0.37255630031887566,0.37255630031887566
-1,1,0.875,0.35294243956214993,0.37255630031887566,0.37255630031887566
-1,1,0.8958333333333333,0.35311557603381594,0.37255630031887554,0.37255630031887554
-1,1,0.9166666666666666,0.3532808472586939,0.37255630031887566,0.37255630031887566
-1,1,0.9375,0.3534387771706198,0.3725563003188758,0.3725563003188758
-1,1,0.9583333333333333,0.3535898441858649,0.3725563003188758,0.3725563003188758
-1,1,0.9791666666666666,0.35373448604082963,0.37255630031887554,0.37255630031887554
-1,1,1.0,0.35387310402556627,0.37255630031887554,0.37255630031887554
-1,1,1.0208333333333333,0.3540060666993747,0.37255630031887566,0.37255630031887566
-1,1,1.0416666666666665,0.3541337131609234,0.37255630031887566,0.37255630031887566
-1,1,1.0625,0.35425635593399013,0.37255630031887566,0.37255630031887566
-1,1,1.0833333333333333,0.3543742835205249,0.37255630031887554,0.37255630031887554
-1,1,1.1041666666666665,0.3544877626649382,0.37255630031887566,0.37255630031887566
-1,1,1.125,0.35459704036701734,0.37255630031887554,0.37255630031887554
-1,1,1.1458333333333333,0.3547023456754387,0.37255630031887577,0.37255630031887577
-1,1,1.1666666666666665,0.3548038912892783,0.37255630031887566,0.37255630031887566
-1,1,1.1875,0.35490187499108217,0.37255630031887566,0.37255630031887566
-1,1,1.2083333333333333,0.35499648093180725,0.37255630031887554,0.37255630031887554
-1,1,1.2291666666666665,0.35508788078519515,0.37255630031887566,0.37255630031887566
-1,1,1.25,0.3551762347867991,0.37255630031887566,0.37255630031887566
-1,1,1.2708333333333333,0.35526169267089,0.37255630031887577,0.37255630031887577
-1,1,1.2916666666666665,0.35534439451676203,0.37255630031887554,0.37255630031887554
-1,1,1.3125,0.3554244715144987,0.3725563003188756,0.3725563003188756
-1,1,1.3333333333333333,0.35550204665899815,0.37255630031887577,0.37255630031887577
-1,1,1.3541666666666665,0.3555772353799822,0.3725563003188757,0.3725563003188757
-1,1,1.375,0.35565014611477,0.37255630031887577,0.37255630031887577
-1,1,1.3958333333333333,0.35572088082979386,0.37255630031887577,0.37255630031887577
-1,1,1.4166666666666665,0.35578953549612946,0.37255630031887566,0.37255630031887566
-1,1,1.4375,0.35585620052370215,0.37255630031887554,0.37255630031887554
-1,1,1.4583333333333333,0.35592096115829974,0.37255630031887566,0.37255630031887566
-1,1,1.4791666666666665,0.3559838978450542,0.37255630031887566,0.37255630031887566
-1,1,1.5,0.3560450865616534,0.37255630031887566,0.37255630031887566
-1,1,1.5208333333333333,0.35610459912417985,0.37255630031887554,0.37255630031887554
-1,1,1.5416666666666665,0.35616250346816686,0.37255630031887566,0.37255630031887566
-1,1,1.5625,0.35621886390718277,0.37255630031887566,0.37255630031887566
-1,1,1.5833333333333333,0.3562737413710114,0.37255630031887566,0.37255630031887566
-1,1,1.6041666666666665,0.3563271936252831,0.3725563003188755,0.3725563003188755
-1,1,1.625,0.35637927547421927,0.37255630031887566,0.37255630031887566
-1,1,1.6458333333333333,0.3564300389479879,0.3725563003188758,0.3725563003188758
-1,1,1.6666666666666665,0.35647953347601175,0.37255630031887566,0.37255630031887566
-1,1,1.6875,0.3565278060474476,0.37255630031887566,0.37255630031887566
-1,1,1.7083333333333333,0.3565749013599273,0.37255630031887566,0.37255630031887566
-1,1,1.7291666666666665,0.35662086195755105,0.3725563003188758,0.3725563003188758
-1,1,1.75,0.3566657283590292,0.37255630031887577,0.37255630031887577
-1,1,1.7708333333333333,0.35670953917678244,0.37255630031887554,0.37255630031887554
-1,1,1.7916666666666665,0.35675233122773536,0.37255630031887554,0.37255630031887554
-1,1,1.8125,0.35679413963647355,0.3725563003188755,0.3725563003188755
-1,1,1.8333333333333333,0.3568349979313688,0.37255630031887554,0.37255630031887554
-1,1,1.8541666666666665,0.3568749381342274,0.37255630031887566,0.37255630031887566
-1,1,1.875,0.3569139908439632,0.3725563003188758,0.3725563003188758
-1,1,1.8958333333333333,0.3569521853147565,0.37255630031887566,0.37255630031887566
-1,1,1.9166666666666665,0.3569895495291176,0.3725563003188758,0.3725563003188758
-1,1,1.9375,0.35702611026623743,0.37255630031887554,0.37255630031887554
-1,1,1.9583333333333333,0.35706189316597714,0.37255630031887566,0.37255630031887566
-1,1,1.9791666666666665,0.3570969227888182,0.37255630031887543,0.37255630031887543
-1,1,2.0,0.3571312226720658,0.37255630031887566,0.37255630031887566
-1,1,2.020833333333333,0.35716481538257755,0.37255630031887566,0.37255630031887566
-1,1,2.0416666666666665,0.3571977225662648,0.37255630031887577,0.37255630031887577
-1,1,2.0625,0.3572299649945945,0.37255630031887566,0.37255630031887566
-1,1,2.083333333333333,0.3572615626083017,0.3725563003188757,0.3725563003188757
-1,1,2.1041666666666665,0.3572925345585066,0.37255630031887577,0.37255630031887577
-1,1,2.125,0.35732289924541283,0.37255630031887566,0.37255630031887566
-1,1,2.145833333333333,0.35735267435475304,0.37255630031887554,0.37255630031887554
-1,1,2.1666666666666665,0.3573818768921306,0.37255630031887566,0.37255630031887566
-1,1,2.1875,0.357410523215402,0.37255630031887566,0.37255630031887566
-1,1,2.208333333333333,0.3574386290652247,0.37255630031887566,0.37255630031887566
-1,1,2.2291666666666665,0.35746620959389275,0.3725563003188757,0.3725563003188757
-1,1,2.25,0.35749327939257136,0.37255630031887554,0.37255630031887554
-1,1,2.270833333333333,0.3575198525170326,0.37255630031887554,0.37255630031887554
-1,1,2.2916666666666665,0.35754594251198724,0.37255630031887566,0.37255630031887566
-1,1,2.3125,0.35757156243410126,0.37255630031887577,0.37255630031887577
-1,1,2.333333333333333,0.3575967248737811,0.37255630031887566,0.37255630031887566
-1,1,2.3541666666666665,0.35762144197580015,0.37255630031887566,0.37255630031887566
-1,1,2.375,0.3576457254588423,0.37255630031887566,0.37255630031887566
-1,1,2.395833333333333,0.3576695866340243,0.37255630031887554,0.37255630031887554
-1,1,2.4166666666666665,0.3576930364224607,0.37255630031887554,0.37255630031887554
-1,1,2.4375,0.3577160853719288,0.37255630031887566,0.37255630031887566
-1,1,2.458333333333333,0.35773874367268554,0.37255630031887554,0.37255630031887554
-1,1,2.4791666666666665,0.35776102117248815,0.37255630031887566,0.37255630031887566
-1,1,2.5,0.35778292739086287,0.37255630031887566,0.37255630031887566
-1,1,2.520833333333333,0.3578044715326672,0.37255630031887566,0.37255630031887566
-1,1,2.5416666666666665,0.35782566250098513,0.3725563003188758,0.3725563003188758
-1,1,2.5625,0.3578465089093928,0.37255630031887554,0.37255630031887554
-1,1,2.583333333333333,0.35786701909363194,0.37255630031887554,0.37255630031887554
-1,1,2.6041666666666665,0.3578872011227218,0.37255630031887566,0.37255630031887566
-1,1,2.625,0.3579070628095434,0.3725563003188755,0.3725563003188755
-1,1,2.645833333333333,0.3579266117209221,0.37255630031887566,0.37255630031887566
-1,1,2.6666666666666665,0.357945855187239,0.37255630031887577,0.37255630031887577
-1,1,2.6875,0.3579648003115942,0.37255630031887554,0.37255630031887554
-1,1,2.708333333333333,0.35798345397854786,0.3725563003188758,0.3725563003188758
-1,1,2.7291666666666665,0.3580018228624596,0.37255630031887577,0.37255630031887577
-1,1,2.75,0.35801991343544987,0.3725563003188758,0.3725563003188758
-1,1,2.770833333333333,0.3580377319750013,0.37255630031887566,0.37255630031887566
-1,1,2.7916666666666665,0.35805528457121966,0.37255630031887566,0.37255630031887566
-1,1,2.8125,0.3580725771337715,0.37255630031887566,0.37255630031887566
-1,1,2.833333333333333,0.35808961539851664,0.37255630031887554,0.37255630031887554
-1,1,2.8541666666666665,0.3581064049338488,0.37255630031887566,0.37255630031887566
-1,1,2.875,0.35812295114676146,0.37255630031887554,0.37255630031887554
