beta,omega_q,beta_omega_q,theta,theory_model,n_modes,n_cut,omega_min,omega_max,q_strength,tau_c,n_kernel_grid,g_points,g_min,g_max_used,g_max_cap,g_star_factor,has_finite_g_star,g_star,g_range_hit_cap,chi0,sigma_plus0,sigma_minus0,delta_z0,kms_residual_base,trace_distance_at_gmin,trace_distance_max,g_at_trace_distance_max,my_ed_abs_max,my_th_abs_max,phi_peak_abs_xi_ed,g_at_phi_peak_abs_xi_ed,phi_peak_abs_xi_th,g_at_phi_peak_abs_xi_th,halfstep_checked,halfstep_xi_max_abs_diff_ed,halfstep_xi_max_abs_diff_th
0.5,1.0,0.5,0.7853981633974483,ordered,2,4,0.5,8.0,10.0,1.0,4001,121,0.0,1.5202769042755073,6.0,2.5,1.0,0.608110761710203,0.0,2.704173930398532,2.4475466558354673,1.4845120878413243,1.9181094988826062,1.865174681370263e-14,0.0,0.02906564223882964,0.3293933292596933,0.0,0.0,0.9923561936745896,0.3167243550573974,2.0887519306526756,0.19003461303443842,1.0,0.01619823019487042,6.543566054770647
2.0,1.0,2.0,0.7853981633974483,ordered,2,4,0.5,8.0,10.0,1.0,4001,121,0.0,0.3566708603374847,6.0,2.5,1.0,0.14266834413499388,0.0,49.129773127197325,89.55591488472369,12.120075106438069,36.44599007986,-7.105427357601002e-14,2.0816681711721685e-17,0.020979800897407367,0.14266834413499388,0.0,0.0,3.353688257346885,0.10700125810124542,3.9969270354426336,0.09511222942332925,1.0,0.03631245215407101,11.359608614596027
8.0,1.0,8.0,0.7853981633974483,ordered,2,4,0.5,8.0,10.0,1.0,4001,121,0.0,0.02644285463545277,6.0,2.5,1.0,0.010577141854181108,0.0,8938.47319755626,87129.20816308733,29.22859313745426,8794.864349587446,0.0,2.710505431213761e-20,0.0018012523612663165,0.02644285463545277,0.0,0.0,3.046281341996803,0.02644285463545277,3.2721006533479913,0.02644285463545277,1.0,0.006442734208112727,58.40083095147965
