beta,omega_q,theta,n_kernel_grid,v4_lambda_map,v4_kernel_mode,v4_kernel_grid,q_reorg,k_eff_base_formula,k_eff_base_direct,k_eff_base_rel_mismatch,ordered_time_slices,ordered_kl_rank,ordered_gh_order,ordered_nodes,alpha0,delta_x0,delta_y0,delta_z0,eq8_identity_max_abs_global,eq8_identity_max_abs_current_theta,weak_lambda2_slope_model,weak_lambda2_slope_exact,weak_lambda2_ratio_rel_spread,ultrastrong_distance_lambda_min,ultrastrong_distance_lambda_max,ultrastrong_distance_delta,sym_distance_lambda_max,sym_distance_max_over_scan,eq67_distance_lambda_max,eq67_distance_max_over_scan,ordered_distance_lambda_max,ordered_distance_max_over_scan,collapsed_direct_distance_lambda_max,collapsed_direct_distance_max_over_scan,sym_vs_eq67_distance_lambda_max,sym_vs_ordered_distance_lambda_max,sym_beats_eq67_fraction,eq67_vs_ordered_distance_lambda_max,eq67_vs_collapsed_direct_distance_lambda_max,ordered_beats_eq67_fraction,xonly_distance_lambda_max,zonly_distance_lambda_max,xonly_minus_full_lambda_max,zonly_minus_full_lambda_max,xonly_minus_full_scan_mean,zonly_minus_full_scan_mean,v4_distance_lambda_max,v4_distance_max_over_scan,sym_hx_mae,sym_hy_mae,sym_hz_mae,ord_hx_mae,ord_hy_mae,ord_hz_mae,max_bloch_radius_exact,max_bloch_radius_sym,max_bloch_radius_ord,sym_nonhermiticity_max,eq67_nonhermiticity_max,collapsed_direct_nonhermiticity_max,eq67_xonly_nonhermiticity_max,eq67_zonly_nonhermiticity_max,theta0_delta_x_abs,theta0_delta_y_abs,theta0_weak_coherence_hs,theta_pi2_us_mixed_max_abs,weak_equals_tau_max_dist,pass_direct_noncommuting_channel,pass_theta0_delta_channels_off,pass_eq8_identity,pass_weak_lambda2_scaling,pass_ultrastrong_trend,pass_sym_beats_eq67_lambda_max,pass_ordered_beats_eq67_lambda_max,pass_theta0_no_coherence,pass_theta_pi2_mixed
1.0,3.0,0.25,4001,lam2_q_over_pi,formula,1201,45.51495917554019,275.1428437036148,275.1429915489282,5.373402099165467e-07,80,5,3,243,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,4.440892098500626e-16,4.440892098500626e-16,1.9999999999999816,0.5852419427918487,4.691881998486583e-14,0.11238574846349797,0.0019859031684234425,0.11039984529507453,0.06943098562100791,0.1371702177503295,0.21905277120639077,0.2960283381495845,0.0018116340234597323,0.019124904864818767,0.17185779100305026,0.19817409353322327,0.1769781120549926,0.06817462395897851,0.9795918367346939,0.21724120237739536,0.052767746532700235,1.0,0.2799076908655548,0.12700873055341194,0.06085491965916401,-0.09204404065297883,0.059553266497198304,-0.10195761541142363,0.06943098562100791,0.1371702177503295,5.101152307954415,0.0,13.803076570869612,0.012658616649284256,0.0,0.0029841346443494365,0.9051482536448664,1.0000000000000002,0.9051482536448664,1.6653345369377348e-16,0.7165476645868533,1.27675647831893e-15,0.9051482536448674,0.0,0.0,0.0,0.0,1.1185571585378694e-17,0.6824615093409054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
