beta,omega_q,theta,n_kernel_grid,ordered_time_slices,ordered_kl_rank,ordered_gh_order,ordered_nodes,alpha0,delta_x0,delta_y0,delta_z0,eq8_identity_max_abs_global,eq8_identity_max_abs_current_theta,weak_lambda2_slope_model,weak_lambda2_slope_exact,weak_lambda2_ratio_rel_spread,ultrastrong_distance_lambda_min,ultrastrong_distance_lambda_max,ultrastrong_distance_delta,symmetric_distance_lambda_max,ordered_distance_lambda_max,hmf_vs_ordered_lambda_max,theta0_delta_x_abs,theta0_delta_y_abs,theta0_weak_coherence_hs,theta_pi2_us_mixed_max_abs,weak_equals_tau_max_dist,pass_direct_noncommuting_channel,pass_theta0_delta_channels_off,pass_ordered_beats_symmetric_lambda_max,pass_eq8_identity,pass_weak_lambda2_scaling,pass_ultrastrong_trend,pass_theta0_no_coherence,pass_theta_pi2_mixed
1.0,3.0,0.25,4001,80,5,3,243,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,4.440892098500626e-16,4.440892098500626e-16,1.9999999999999816,1.9727972228822361,4.691881998486583e-14,0.11238574846349797,0.036631411529436456,0.07575433693406151,0.23574806431345263,0.01435878127848822,0.22139177982404543,0.0,0.0,0.0,1.1185571585378694e-17,0.621473870239402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
