lambda,g,g2,d_exact_tau,d_exact_weak,d_exact_hmf,d_exact_hmf_v4,d_exact_hmf_sym,d_exact_hmf_eq67,d_exact_hmf_ord,d_exact_hmf_collapsed_direct,d_sym_eq67,d_sym_ord,d_eq67_ord,d_eq67_collapsed_direct,d_exact_eq67_xonly,d_exact_eq67_zonly,d_exact_us,d_weak_tau,d_us_projector_vs_closed,q_reorg,alpha0,delta_x0,delta_y0,delta_z0,kernel_eff_v4,kernel_base_v4,kernel_scale_v4,delta_sign_x_v4,delta_sign_z_v4,lambda_paper_v4,sym_nonherm_maxabs,eq67_nonherm_maxabs,collapsed_direct_nonherm_maxabs,eq67_xonly_nonherm_maxabs,eq67_zonly_nonherm_maxabs,delta_x_amp_eq67,delta_z_amp_eq67,hx_v4,hy_v4,hz_v4,phi_v4,hx_v4_rot,hy_v4_rot,hx_eq67,hy_eq67,hz_eq67,phi_eq67,hx_eq67_rot,hy_eq67_rot,hx_num_lab,hy_num_lab,hz_num,hx_ord,hy_ord,hz_ord,hx_num_rot,hy_num_rot,exact_bloch_x,exact_bloch_y,exact_bloch_z,exact_coherence_hs,tau_bloch_x,tau_bloch_y,tau_bloch_z,tau_coherence_hs,weak_bloch_x,weak_bloch_y,weak_bloch_z,weak_coherence_hs,hmf_bloch_x,hmf_bloch_y,hmf_bloch_z,hmf_coherence_hs,sym_bloch_x,sym_bloch_y,sym_bloch_z,sym_coherence_hs,eq67_bloch_x,eq67_bloch_y,eq67_bloch_z,eq67_coherence_hs,ord_bloch_x,ord_bloch_y,ord_bloch_z,ord_coherence_hs,collapsed_direct_bloch_x,collapsed_direct_bloch_y,collapsed_direct_bloch_z,collapsed_direct_coherence_hs,eq67_xonly_bloch_x,eq67_xonly_bloch_y,eq67_xonly_bloch_z,eq67_xonly_coherence_hs,eq67_zonly_bloch_x,eq67_zonly_bloch_y,eq67_zonly_bloch_z,eq67_zonly_coherence_hs,us_bloch_x,us_bloch_y,us_bloch_z,us_coherence_hs,res_sym_minus_exact_bloch_x,res_eq67_minus_exact_bloch_x,res_ord_minus_exact_bloch_x,res_sym_minus_ord_bloch_x,res_eq67_minus_ord_bloch_x,res_sym_minus_exact_bloch_y,res_eq67_minus_exact_bloch_y,res_ord_minus_exact_bloch_y,res_sym_minus_ord_bloch_y,res_eq67_minus_ord_bloch_y,res_sym_minus_exact_bloch_z,res_eq67_minus_exact_bloch_z,res_ord_minus_exact_bloch_z,res_sym_minus_ord_bloch_z,res_eq67_minus_ord_bloch_z
0.35000000000000003,0.35000000000000003,0.12250000000000003,0.07029028350831518,0.5408790562124262,0.23944345757425584,0.23944345757425584,0.23944345757425584,0.3957936577661514,0.01707574403115394,0.18906165740932712,0.17694054380738966,0.25649457812450965,0.412008927779857,0.5796987834787366,0.4529713899595751,0.08634514707856764,0.04213740541461446,0.6022816161965407,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,16.85249917684641,275.1428437036148,0.5,-1.0,1.0,0.12250000000000003,2.7755575615628914e-17,0.7162677812990377,1.2212453270876722e-15,0.9045875609698054,0.0,-4.039759247343239,-1.0315198874870704,1.7584142658954656,-0.0,4.922359374812178,-0.0,1.7584142658954656,0.0,10.592797449956162,-0.0,12.605202920803531,-0.0,10.592797449956162,0.0,-0.2254486592487896,-0.0,1.4340985722317345,-0.27997121501712674,-0.0,1.4246589719668272,-0.2254486592487896,-0.0,0.13915227143829778,0.0,-0.8851597275291272,0.13915227143829778,0.0,0.0,-0.9051482536448666,0.0,0.9790835056481823,0.0,-0.20345881393458065,0.9790835056481823,-0.3363897489290066,0.0,-0.9416616245365734,0.3363897489290066,-0.3363897489290066,0.0,-0.9416616245365734,0.3363897489290066,-0.6433497135209187,0.0,-0.7655724303503567,0.6433497135209187,0.17278895035765773,0.0,-0.8792522773053976,0.17278895035765773,0.51395688897931,0.0,-0.835172330323605,0.51395688897931,-0.7411863337753098,0.0,-0.671299350978917,0.7411863337753098,0.0,0.0,-0.9874269414817924,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.47554202036730436,-0.7825019849592165,0.03363667891935995,-0.5091786992866643,-0.8161386638785765,0.0,0.0,0.0,0.0,0.0,-0.05650189700744623,0.11958729717877048,0.005907450223729627,-0.06240934723117586,0.11367984695504085
0.36,0.36,0.1296,0.0715118589075957,0.5445566810008102,0.24068952535260657,0.24068952535260657,0.24068952535260657,0.396987432795842,0.0166358632074058,0.19183277582635452,0.17695494284249555,0.2573001841911031,0.41278072083500356,0.5836442047779677,0.4541459723871679,0.08784882470268776,0.04091669943107129,0.6067714648036775,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,17.82925627199424,275.1428437036148,0.5,-1.0,1.0,0.1296,2.7755575615628914e-17,0.7163750392380503,1.0547118733938987e-15,0.9047971763324554,0.0,-4.273900395556602,-1.0913059381087695,1.83992774128634,-0.0,5.1498001985461626,-0.0,1.83992774128634,0.0,10.593691003916486,-0.0,12.604451967617255,-0.0,10.593691003916486,0.0,-0.22935574948010393,-0.0,1.4334607298465836,-0.2824747887335983,-0.0,1.4242615645954446,-0.22935574948010393,-0.0,0.14156501114215642,0.0,-0.8847734781123452,0.14156501114215642,0.0,0.0,-0.9051482536448666,0.0,0.9814996033751207,0.0,-0.19146417047186876,0.9814996033751207,-0.3364401218092577,0.0,-0.9416670922527134,0.3364401218092577,-0.3364401218092577,0.0,-0.9416670922527134,0.3364401218092577,-0.6434039831968099,0.0,-0.7655268214807883,0.6434039831968099,0.1743263065292745,0.0,-0.878967851257296,0.1743263065292745,0.5218687832284973,0.0,-0.8340951152552236,0.5218687832284973,-0.7412637174644174,0.0,-0.6712139012049977,0.7412637174644174,0.0,0.0,-0.9888360152085326,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.4780051329514141,-0.7849689943389664,0.03276129538711808,-0.5107664283385323,-0.8177302897260844,0.0,0.0,0.0,0.0,0.0,-0.0568936141403682,0.11924665663155687,0.005805626855049151,-0.06269924099541735,0.11344102977650772
0.37,0.37,0.1369,0.07267016923955855,0.5479207704985495,0.24186297331452272,0.24186297331452272,0.24186297331452272,0.39810963894581863,0.016208052804864325,0.19408028360135882,0.17696401613420282,0.2580452580240727,0.4134925212721793,0.587004081247122,0.4552448927178604,0.08926019722767572,0.03975919326337487,0.6109013757351078,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,18.833527651512433,275.1428437036148,0.5,-1.0,1.0,0.1369,5.551115123125783e-17,0.7164426353445618,7.216449660063518e-16,0.9049313165934996,0.0,-4.514637069071749,-1.1527761028324888,1.9236676029986595,-0.0,5.383692606060342,-0.0,1.9236676029986595,0.0,10.594254052196773,-0.0,12.60397871975131,-0.0,10.594254052196773,0.0,-0.23306158530123527,-0.0,1.4328626001305786,-0.28481359047300825,-0.0,1.4238845412903878,-0.23306158530123527,-0.0,0.14385237870007286,0.0,-0.8844044080140502,0.14385237870007286,0.0,0.0,-0.9051482536448666,0.0,0.9836020518062489,0.0,-0.18035244296248742,0.9836020518062489,-0.3364718678096944,0.0,-0.9416705381171963,0.3364718678096944,-0.3364718678096944,0.0,-0.9416705381171963,0.3364718678096944,-0.6434381797300233,0.0,-0.7654980789431898,0.6434381797300233,0.17576249538187672,0.0,-0.8786992913408571,0.17576249538187672,0.528617634107645,0.0,-0.8331762501096199,0.528617634107645,-0.7413132225108793,0.0,-0.6711592256167949,0.7413132225108793,0.0,0.0,-0.9901211256079345,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.48032424650976724,-0.7872905584300961,0.03191011668180385,-0.5122343631915711,-0.8192006751119,0.0,0.0,0.0,0.0,0.0,-0.05726613010314607,0.1189063290708604,0.005705116673193067,-0.06297124677633914,0.11320121239766734
0.38,0.38,0.1444,0.0737687181836352,0.5510044287111726,0.2429706254279474,0.2429706254279474,0.2429706254279474,0.3991675862399147,0.01579386048758183,0.19586041090237655,0.17696965214206548,0.2587381715042788,0.4141531088597965,0.5898404133269635,0.4562773075758465,0.09058408577359067,0.0386613845033345,0.6147076597590855,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,19.86531331540099,275.1428437036148,0.5,-1.0,1.0,0.1444,0.0,0.7164846273360894,8.326672684688674e-16,0.905015964556452,0.0,-4.761969267888682,-1.2159303816582279,2.009654114686748,-0.0,5.624022814345093,-0.0,2.009654114686748,0.0,10.594603794524225,-0.0,12.603684736119217,-0.0,10.594603794524225,0.0,-0.23657714781886924,-0.0,1.4323004751251733,-0.28700384459459355,-0.0,1.4235258753783602,-0.23657714781886924,-0.0,0.14602133184470512,0.0,-0.8840516715490656,0.14602133184470512,0.0,0.0,-0.9051482536448666,0.0,0.9854363494107472,0.0,-0.17004470371058272,0.9854363494107472,-0.336491589031081,0.0,-0.9416726787539823,0.336491589031081,-0.336491589031081,0.0,-0.9416726787539823,0.336491589031081,-0.6434594212035091,0.0,-0.7654802239538556,0.6434594212035091,0.17710752330393453,0.0,-0.8784451738040446,0.17710752330393453,0.5343218180362501,0.0,-0.832399617777692,0.5343218180362501,-0.7413444559841327,0.0,-0.6711247258010917,0.7413444559841327,0.0,0.0,-0.9912882186216352,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.4825129208757861,-0.7894807530482142,0.031086191459229418,-0.5135991123350155,-0.8205669445074436,0.0,0.0,0.0,0.0,0.0,-0.0576210072049167,0.11857144759520999,0.005606497745020977,-0.06322750494993767,0.11296494985018901
0.39,0.39,0.1521,0.07481090071718324,0.553836720747265,0.24401807961303273,0.24401807961303273,0.24401807961303273,0.40016714145982824,0.015394368067926536,0.1972300470454019,0.17697310332577648,0.2593856046349261,0.41476938356932425,0.5922145809153937,0.4572503362568017,0.09182536406213013,0.03761987976145097,0.6182223753948355,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,20.924613263659907,275.1428437036148,0.5,-1.0,1.0,0.1521,2.7755575615628914e-17,0.7165103423333677,9.43689570931383e-16,0.905068641771568,0.0,-5.0158969920074,-1.2807687745859866,2.097901676150027,-0.0,5.870781336196683,-0.0,2.097901676150027,0.0,10.594817956376616,-0.0,12.603504709471537,-0.0,10.594817956376616,0.0,-0.23991309374452008,-0.0,1.4317710277016091,-0.2890599473868445,-0.0,1.4231838399551306,-0.23991309374452008,-0.0,0.1480786114815781,0.0,-0.8837144418944374,0.1480786114815781,0.0,0.0,-0.9051482536448666,0.0,0.9870407666594595,0.0,-0.1604697010413702,0.9870407666594595,-0.3365036658851627,0.0,-0.9416739896341553,0.3365036658851627,-0.3365036658851627,0.0,-0.9416739896341553,0.3365036658851627,-0.6434724282459863,0.0,-0.7654692901006638,0.6434724282459863,0.1783702574274327,0.0,-0.8782042278573807,0.1783702574274327,0.539100802353917,0.0,-0.8317489526200934,0.539100802353917,-0.7413638904339733,0.0,-0.6711032573014406,0.7413638904339733,0.0,0.0,-0.9923436956075086,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.48458227736674075,-0.7915510397275644,0.030291645945854595,-0.5148739233125954,-0.821842685673419,0.0,0.0,0.0,0.0,0.0,-0.0579595477397179,0.1182451517937736,0.005510214037056649,-0.06346976177677455,0.11273493775671695
0.4,0.4,0.16000000000000003,0.07579998620217847,0.5564432036044811,0.2450100426131651,0.2450100426131651,0.2450100426131651,0.4011131359320659,0.015010271621000739,0.19824465767503807,0.1769751867055724,0.25999296049980014,0.41534684593349097,0.5941856617424199,0.45816963620894735,0.09298890019145369,0.036631411529436456,0.621473870239402,4.440892098500626e-16,45.51495917554019,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,22.011427496289187,275.1428437036148,0.5,-1.0,1.0,0.16000000000000003,2.7755575615628914e-17,0.7165258662456463,8.326672684688674e-16,0.9051009714117215,0.0,-5.276420241427903,-1.347291281615765,2.188420321883222,-0.0,6.123961752486163,-0.0,2.188420321883222,0.0,10.594947239227373,-0.0,12.6033960299762,-0.0,10.594947239227373,0.0,-0.24307970162434786,-0.0,1.431271277266939,-0.2909946640384711,-0.0,1.4228569553286048,-0.24307970162434786,-0.0,0.1500307082360569,0.0,-0.8833919161960001,0.1500307082360569,0.0,0.0,-0.9051482536448666,0.0,0.9884475736203169,0.0,-0.15156316902238476,0.9884475736203169,-0.33651095657321284,0.0,-0.9416747810007104,0.33651095657321284,-0.33651095657321284,0.0,-0.9416747810007104,0.33651095657321284,-0.6434802801930655,0.0,-0.7654626894909078,0.6434802801930655,0.17955855103931034,0.0,-0.8779753198540862,0.17955855103931034,0.5430709842324003,0.0,-0.83120840700497,0.5430709842324003,-0.7413758170348455,0.0,-0.6710900818190619,0.7413758170348455,0.0,0.0,-0.993294276595819,0.0,0.22176226123636067,0.0,-0.8684913945031085,0.22176226123636067,-0.48654166480926975,-0.7935109884291224,0.029527842803253435,-0.5160695076125232,-0.8230388312323758,0.0,0.0,0.0,0.0,0.0,-0.058282864804710344,0.11792922670509232,0.005416596341913937,-0.06369946114662428,0.11251263036317838
