method,N,beta,seed,recon_rel_l2,two_body_xx,stderr_two_body_xx,two_body_xy,stderr_two_body_xy,two_body_xz,stderr_two_body_xz,two_body_yx,stderr_two_body_yx,two_body_yy,stderr_two_body_yy,two_body_yz,stderr_two_body_yz,two_body_zx,stderr_two_body_zx,two_body_zy,stderr_two_body_zy,two_body_zz,stderr_two_body_zz,mx,stderr_mx,my,stderr_my,mz,stderr_mz,energy_density,stderr_energy_density,runtime_s,peak_mem_mb,effective_samples,mean_weight,tn_converged,tn_max_bond_observed
ed,6,6.0,0,0.0,-0.0025098612469230657,,-0.06154011992716119,,-0.025544537635687772,,0.020193675644603625,,-0.05040464064188306,,0.022664284202664975,,-0.015287747299552224,,0.02464482765951971,,-0.05403879664498766,,-0.2606472177549369,,0.04589375374349691,,0.05436100628230292,,-0.6206525056959911,,0.013531300006434321,195.85546875,,,,
stochastic,6,6.0,0,0.0,-0.08930140449589745,0.05650020241867307,0.09136426598388794,0.053620768283774926,0.02337660295953451,0.07157814159151232,0.02032146126457657,0.05868325415715875,-0.07382984150612444,0.05212561322174482,0.07795687693579646,0.03402387986684769,-0.04759210228593557,0.06158948389719669,0.09980419177592839,0.165113012297663,0.3767898953475277,0.1788607934467296,-0.1457029458851175,0.0881682063896498,0.05279316783083046,0.15402998475572552,0.5745241857116186,0.22544318189770046,-0.2976787237373414,0.0585743581156221,0.13174129999242723,193.80859375,3.903736507282568,7.834409996827191e+26,,
ed,8,6.0,0,0.0,-0.07682449133737136,,0.007792756224021592,,0.015299683246349125,,-0.00484987665482531,,-0.008208736143017838,,0.04278962016224467,,-0.020579323486908514,,-0.01878689417968885,,-0.039456351793966525,,0.07962606426149199,,0.05411456993632741,,0.09968510842562985,,-0.6468033993089537,,0.3480935999832582,229.375,,,,
stochastic,8,6.0,0,0.0,-0.04105691349439269,0.0457419561408373,-0.08621440667151219,0.042499988170251406,0.016987718020201704,0.06665369825719994,0.00887741050344123,0.019954401942303055,-0.10711580919876543,0.03841599253739345,-0.06324673485946049,0.08009879653932878,0.03109281235147565,0.04062346399369471,-0.08650125440481386,0.03324369152603252,-0.07976926734950059,0.030632002392633348,0.024624314673476505,0.15277930456277727,-0.16130426359356712,0.11637087941191496,0.0659033434598291,0.08734116316841253,-0.2943665851695343,0.1131167854438813,0.21477690001484007,197.6015625,3.007502738395783,8.202689627939029e+43,,
tn_dmrg,8,6.0,0,0.0,-0.07939803445611429,,-0.006917909040265165,,0.01693651663491847,,0.002595358160129248,,-0.006473190790112877,,-0.04436206599493021,,-0.019416157751459433,,0.019713604081746414,,-0.04006648934582591,,0.09069514962104724,,-0.05532444175908481,,0.10004929387884587,,-0.6520204742338245,,1.2952099000103772,240.3203125,,,1.0,15.0
