beta,omega_q,theta,n_kernel_grid,v4_lambda_map,v4_kernel_mode,v4_kernel_grid,v4_kernel_scale,v4_delta_sign_x,v4_delta_sign_z,q_reorg,k_eff_base_formula,k_eff_base_direct,k_eff_base_rel_mismatch,int_kernel_direct,int_kernel_expected_2q,int_kernel_rel_mismatch,first_nonzero_g,first_nonzero_g2,first_nonzero_lambda_paper,first_nonzero_kernel_eff,ordered_time_slices,ordered_kl_rank,ordered_gh_order,ordered_nodes,alpha0,delta_x0,delta_y0,delta_z0,eq8_identity_max_abs_global,eq8_identity_max_abs_current_theta,weak_lambda2_slope_model,weak_lambda2_slope_exact,weak_lambda2_ratio_rel_spread,ultrastrong_distance_lambda_min,ultrastrong_distance_lambda_max,ultrastrong_distance_delta,sym_distance_lambda_max,sym_distance_max_over_scan,eq67_distance_lambda_max,eq67_distance_max_over_scan,ordered_distance_lambda_max,ordered_distance_max_over_scan,collapsed_direct_distance_lambda_max,collapsed_direct_distance_max_over_scan,sym_vs_eq67_distance_lambda_max,sym_vs_ordered_distance_lambda_max,sym_beats_eq67_fraction,eq67_vs_ordered_distance_lambda_max,eq67_vs_collapsed_direct_distance_lambda_max,ordered_beats_eq67_fraction,xonly_distance_lambda_max,zonly_distance_lambda_max,xonly_minus_full_lambda_max,zonly_minus_full_lambda_max,xonly_minus_full_scan_mean,zonly_minus_full_scan_mean,v4_distance_lambda_max,v4_distance_max_over_scan,sym_hx_mae,sym_hy_mae,sym_hz_mae,ord_hx_mae,ord_hy_mae,ord_hz_mae,max_bloch_radius_exact,max_bloch_radius_sym,max_bloch_radius_ord,sym_nonhermiticity_max,eq67_nonhermiticity_max,collapsed_direct_nonhermiticity_max,eq67_xonly_nonhermiticity_max,eq67_zonly_nonhermiticity_max,theta0_delta_x_abs,theta0_delta_y_abs,theta0_weak_coherence_hs,theta_pi2_us_mixed_max_abs,weak_equals_tau_max_dist,pass_direct_noncommuting_channel,pass_theta0_delta_channels_off,pass_eq8_identity,pass_weak_lambda2_scaling,pass_ultrastrong_trend,pass_sym_beats_eq67_lambda_max,pass_ordered_beats_eq67_lambda_max,pass_theta0_no_coherence,pass_theta_pi2_mixed
1.0,3.0,0.25,4001,lam2,formula,1201,1.0,1.0,1.0,45.51495917554019,275.1428437036148,275.1429915489282,5.373402099165467e-07,91.02991985370414,91.02991835108038,1.65069219850833e-08,0.01,0.0001,0.0001,0.02751428437036148,60,4,3,81,48.33279089167917,31.792963508558618,28.77734539796681,4.328654843111006,4.440892098500626e-16,4.440892098500626e-16,1.9999999999999816,1.9727972228822361,4.691881998486583e-14,0.11238574846349797,0.036631411529436456,0.07575433693406151,0.09769304359569572,0.13096402477505478,0.253679349420827,0.2883756677284141,0.015010271621000739,0.021693589176106608,0.19824465767503807,0.19824465767503807,0.17697811200053132,0.0846980432807449,0.975609756097561,0.23869163055913217,0.06001657895718897,1.0,0.3141615491511878,0.09486946469620935,0.06048219973036084,-0.15880988472461763,0.044364694301576156,-0.1704340043585055,0.09769304359569572,0.13096402477505478,1.3772161820704305,0.0,3.1109798109672124,0.0468896106601191,0.0,0.01078610806859911,0.9051482536448664,0.9999999999163797,0.9051482536448664,1.6653345369377348e-16,0.7165476641810259,1.2212453270876722e-15,0.9051482524098603,0.0,0.0,0.0,0.0,1.1185571585378694e-17,0.621473870239402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
